MESA;DEPARTAMENTO;ID_DEPARTAMENTO;MUNICIPIO;ID_MUNICIPIO;CENTRO_DE_VOTACIÓN;PADRÓN;UNE;AZUL;VALOR UNIONISTA;CABAL;TODOS;VAMOS;PHG;PR;PIN;ELEFANTE;VICTORIA;SEMILLA;FCN-NACION;PPN;UR;URNG-MAIZ WINAQ;CREO;BIEN;VIVA;MI FAMILIA;CAMBIO;VOS;VÁLIDOS;NULOS;BLANCO;EMITIDOS;INVÁLIDOS;TOTAL;IMPUGNACIONES;PAPELETAS-RECIBIDAS;PAPELETAS-NO-USADAS;PRES-VOTAR;VALIDOS_CALCULADO;EMITIDOS_CALCULADO;TOTAL_CALCULADO;OBSERVACIONES;CONTABILIZADA;CÓDIGO_INTEGRIDAD;FECHA_HORA_PUBLICACIÓN;DIGITALIZACIÓN
6900;El Progreso;4;San Agustín Acasaguastlán;3;754;400;68;0;32;3;3;8;1;2;0;0;4;11;4;3;2;4;4;4;28;8;1;9;199;89;25;313;0;313;--;400;87;313;199;313;313;Algún campo sin dato;1;d507e91b736a8be5cbc037ed41b45670ae056aa528586ace8cea91e05b916b8a;26/06/23 2:25;ESCANER
6901;El Progreso;4;San Agustín Acasaguastlán;3;754;400;44;4;23;9;1;7;1;1;0;2;4;15;0;1;2;2;2;9;29;3;3;7;169;94;32;295;0;295;--;400;105;295;169;295;295;Algún campo sin dato;1;b86723e442ff52750bd0caafc26d1bb2a7cea4b96cd46e9e08f9a1696855150f;26/06/23 0:10;ESCANER
6902;El Progreso;4;San Agustín Acasaguastlán;3;754;400;46;0;27;6;1;7;0;0;0;0;8;27;1;0;1;2;1;8;21;6;2;8;172;73;20;265;0;265;--;400;135;265;172;265;265;Algún campo sin dato;1;1ce2d726c389be7da5c617dea0ca09bb246ce54384daa2157ab980ca34dc5731;26/06/23 4:53;MOVIL
6903;El Progreso;4;San Agustín Acasaguastlán;3;754;400;36;3;27;7;0;8;0;3;0;1;2;18;0;1;1;2;2;6;25;4;0;9;155;82;31;268;0;268;--;400;132;268;155;268;268;Algún campo sin dato;1;31f8bc89cfd3fe2b899715e5a0303e18690b4115e15346c009957143b9f809fb;26/06/23 1:33;ESCANER
6904;El Progreso;4;San Agustín Acasaguastlán;3;754;400;60;2;24;5;1;3;0;1;2;0;6;8;0;3;3;1;0;3;21;2;1;7;173;84;37;294;0;294;--;399;105;294;153;274;274;Sumas Asentadas sin cuadrar;1;9f2d2782839d2ee9737c54938a0348ee276239b2248ea2c7113b630ff559b1c8;26/06/23 1:38;ESCANER
6905;El Progreso;4;San Agustín Acasaguastlán;3;754;400;35;1;18;6;4;11;1;3;1;0;4;24;0;0;3;0;0;6;20;1;2;9;149;84;48;281;0;281;--;400;119;281;149;281;281;Algún campo sin dato;1;2c01b105cd0fe585f636284d14c232d1bbc9262049ff79ea84a8a62658c4e9d9;25/06/23 23:39;ESCANER
6906;El Progreso;4;San Agustín Acasaguastlán;3;754;400;50;0;21;7;1;16;0;0;0;3;5;24;2;3;1;3;1;9;20;5;3;10;184;66;41;291;0;291;--;400;109;291;184;291;291;Algún campo sin dato;1;af8e985aefeebaf7f26e43bce37a5325896b9bd6823b6a75929e2adce1e0fa56;26/06/23 0:42;ESCANER
6907;El Progreso;4;San Agustín Acasaguastlán;3;754;400;44;1;26;0;1;8;0;1;3;3;3;16;0;1;2;3;2;4;20;3;1;10;152;38;75;265;0;265;--;403;138;265;152;265;265;Algún campo sin dato;1;4333d3f4ae092e5f808e54c2ceb1c28375d9e1f7ec9cc11b5b13d56b2ca6e6fe;26/06/23 1:57;ESCANER
6908;El Progreso;4;San Agustín Acasaguastlán;3;754;400;37;0;26;4;0;5;0;1;1;0;1;56;1;0;1;1;0;9;20;0;1;7;171;78;21;270;0;270;--;400;130;270;171;270;270;Algún campo sin dato;1;9e455137d15c648505b2be583d6e54350e59f0db013c3a9cb25148c2cfdd36b5;26/06/23 0:02;ESCANER
6909;El Progreso;4;San Agustín Acasaguastlán;3;754;400;38;0;18;7;0;6;0;3;1;1;4;69;0;0;0;0;1;6;18;0;4;13;189;63;12;264;1;265;--;400;135;264;189;264;265;Algún campo sin dato;1;d68379a6ec4c30077171ff1094340ff103d031d748e3e39e7c1f3ac339b94c1c;25/06/23 23:25;ESCANER
6910;El Progreso;4;San Agustín Acasaguastlán;3;754;400;42;1;29;5;2;14;1;1;2;0;3;69;0;0;1;3;0;5;32;0;1;3;214;47;26;287;0;287;--;400;113;287;214;287;287;Algún campo sin dato;1;309eeeae335984fd55ee82e61fc1c194727a57634a2dce62a3387171c151deb7;26/06/23 1:27;ESCANER
6911;El Progreso;4;San Agustín Acasaguastlán;3;754;206;22;2;20;2;0;5;0;0;0;0;3;25;0;0;1;0;0;0;13;0;0;1;94;40;13;147;0;147;--;206;59;147;94;147;147;Algún campo sin dato;1;65aa9334b6e4bca714fb020cae3b91343001898f217347bf94ffd46365c1636f;25/06/23 23:09;ESCANER
6912;El Progreso;4;San Agustín Acasaguastlán;3;754;206;19;1;16;2;1;5;0;0;0;0;0;25;2;1;0;0;0;2;8;1;1;0;84;31;11;126;0;126;--;206;80;126;84;126;126;Algún campo sin dato;1;08e3010e9ff4f1f4f6fb52a76dfa778021d2c91a1263b1f60a5214813284b889;25/06/23 21:06;ESCANER
6913;El Progreso;4;San Agustín Acasaguastlán;3;755;400;112;1;19;5;1;17;1;2;3;0;4;3;2;3;1;0;3;2;5;6;1;1;192;74;44;310;0;310;--;400;90;310;192;310;310;Algún campo sin dato;1;274c3a6bdafed616acebc3b991db47d3584844a9a3ede8d67a3ee3460222d3a1;26/06/23 0:14;ESCANER
6914;El Progreso;4;San Agustín Acasaguastlán;3;755;400;89;3;12;2;3;19;2;1;0;0;8;2;0;2;0;0;0;2;15;4;3;2;169;68;36;273;0;273;--;400;127;273;169;273;273;Algún campo sin dato;1;c307754f9c86e89afdabc73be94653386c542680c9e19e8f9dd8b839d30d28b9;26/06/23 0:02;ESCANER
6915;El Progreso;4;San Agustín Acasaguastlán;3;755;394;88;0;10;2;2;16;0;3;3;1;1;1;1;1;2;0;1;4;8;1;2;0;147;75;52;274;0;274;--;403;129;274;147;274;274;Algún campo sin dato;1;5254149a0278ab60eab5599bbe7074ec1166b4292f827109274b4ab39064155f;26/06/23 0:26;ESCANER
6916;El Progreso;4;San Agustín Acasaguastlán;3;755;394;78;0;5;2;1;24;0;1;1;0;0;7;1;0;0;1;0;1;13;0;0;1;136;61;21;218;0;218;--;394;176;218;136;218;218;Algún campo sin dato;1;e37902eb1ebfc5d5ce3c7bd66e455f575cd7844ec1d2c9e15fccc2dd7de18ada;26/06/23 0:08;ESCANER
6917;El Progreso;4;San Agustín Acasaguastlán;3;756;294;62;0;16;8;1;6;0;3;2;1;3;15;0;1;0;1;0;2;25;2;1;6;155;13;10;178;27;205;--;321;116;205;155;178;205;Algún campo sin dato;1;2eec6ff99c29eb102c2213f16e42491af511464c8c2da1aec645251afbe6ece6;26/06/23 0:20;ESCANER
6918;El Progreso;4;San Agustín Acasaguastlán;3;756;294;58;2;26;3;3;3;1;2;0;1;1;24;0;0;2;0;1;1;16;3;0;7;154;29;12;195;0;195;--;303;108;195;154;195;195;Algún campo sin dato;1;44a800a3a4d7f10436bbd046845abe5f0890a6386968686ecbe4fe581be970b6;25/06/23 20:39;ESCANER
6919;El Progreso;4;San Agustín Acasaguastlán;3;757;270;47;2;21;2;0;6;0;0;1;0;3;3;1;2;0;1;0;2;9;2;1;2;105;49;40;194;0;194;--;270;76;194;105;194;194;Algún campo sin dato;1;c12f1d4e8a58174d6429605f0b707684620db53160bb8c491ae06ac3fba94787;25/06/23 20:22;ESCANER
6920;El Progreso;4;San Agustín Acasaguastlán;3;757;270;45;2;29;5;0;3;0;0;0;0;2;8;1;1;0;0;2;2;26;1;0;2;129;51;30;210;0;210;--;277;67;210;129;210;210;Algún campo sin dato;1;2f252197cc1b613e0840cbded38537b2245869472c57b45f8909672abe1d2b2f;25/06/23 19:57;ESCANER
6921;El Progreso;4;San Agustín Acasaguastlán;3;758;380;36;2;25;7;1;50;0;0;1;0;3;10;0;1;0;1;0;2;24;1;3;1;168;97;33;298;0;298;2;380;67;298;168;298;298;;1;eedae7672cd0712de9ac198ad698a5ccf628fc4145e39d45f0c83d059161593f;26/06/23 1:24;ESCANER
6922;El Progreso;4;San Agustín Acasaguastlán;3;758;380;59;5;15;8;0;31;0;0;1;0;3;11;1;0;0;1;0;4;24;2;4;5;174;92;39;305;0;305;--;380;75;305;174;305;305;Algún campo sin dato;1;a4624d9e302540b06aa786f63d319fcb76e69a4da545e2ad3f8327abccbdf45a;25/06/23 23:41;ESCANER
6923;El Progreso;4;San Agustín Acasaguastlán;3;758;380;59;0;11;8;1;51;0;0;1;1;3;12;0;1;2;1;0;2;27;1;4;1;186;84;32;302;0;302;--;380;78;302;186;302;302;Algún campo sin dato;1;89de029310647ca46f16bd68fd2a158d33cbba5b8e4611edf9f6925bd7f0ed46;25/06/23 23:34;ESCANER
6924;El Progreso;4;San Agustín Acasaguastlán;3;758;380;52;4;13;9;2;36;1;1;0;1;6;18;1;3;0;0;0;3;25;2;3;7;187;80;34;301;0;301;--;380;79;301;187;301;301;Algún campo sin dato;1;172bd21ae39902271ec31ca2154bcfc70b409ec4393be597046fa75c014aa8fb;26/06/23 0:02;ESCANER
6925;El Progreso;4;San Agustín Acasaguastlán;3;758;380;50;3;24;9;0;38;1;3;0;1;4;16;1;2;0;0;2;2;19;1;3;6;185;86;19;290;0;0;--;380;90;290;185;290;290;Algún campo sin dato;1;90296f538af573fceb0be8ed60f0fdba9dc2cdc6abd3f74d0cdf2c6ab30ad2d8;26/06/23 2:18;ESCANER
6926;El Progreso;4;San Agustín Acasaguastlán;3;758;380;41;0;14;8;1;38;0;0;0;0;2;16;0;0;1;0;0;6;19;0;0;7;153;55;17;225;27;252;--;380;128;252;153;225;252;Algún campo sin dato;1;d6114ab596bd63e5ea995a02f8a16339e0e2b130ac9e0b7fa1af2a3a40f65052;26/06/23 0:28;ESCANER
6927;El Progreso;4;San Agustín Acasaguastlán;3;758;380;49;0;19;3;1;46;1;0;0;0;3;17;0;1;2;2;0;1;19;1;2;6;173;76;29;278;--;--;--;379;101;278;173;278;278;Algún campo sin dato;1;2dcec09714e6f926e149cb8d15123efd16f028d1b2e997619aa85c6ec222c249;25/06/23 22:59;ESCANER
6928;El Progreso;4;San Agustín Acasaguastlán;3;758;380;39;1;12;10;2;41;2;1;0;0;7;13;0;0;2;1;1;4;22;2;3;10;173;79;19;271;--;--;--;380;109;271;173;271;271;Algún campo sin dato;1;c3541e16dea311faea779e2edf023bf4c3cb15e0465975894b9223fbb14d06a4;26/06/23 0:35;ESCANER
6929;El Progreso;4;San Agustín Acasaguastlán;3;758;380;40;3;14;6;2;49;0;1;0;0;1;15;0;0;3;4;0;5;24;4;3;6;180;68;15;263;0;263;--;380;117;263;180;263;263;Algún campo sin dato;1;1daaeab5a904f7ec4a99d2df31021de0f67b1f65fb58a914ae7bc54b5198f3c7;26/06/23 0:41;ESCANER
6930;El Progreso;4;San Agustín Acasaguastlán;3;758;380;41;2;14;7;2;33;0;1;0;0;4;12;1;3;0;0;1;3;14;1;2;6;147;86;45;278;0;278;--;380;102;278;147;278;278;Algún campo sin dato;1;d808ef150a530056d9484f0239f5eeb4bda03b19010ac342c78a19566188fd0c;26/06/23 1:33;ESCANER
6931;El Progreso;4;San Agustín Acasaguastlán;3;758;380;41;3;16;10;0;38;0;0;0;0;0;9;0;0;0;0;0;0;25;0;1;7;168;58;39;265;5;270;0;383;113;272;150;247;252;Sumas Asentadas sin cuadrar;1;76ce0c8eb6221d5a27b8a0d23a8626f2dd40e8dc6ea618bf1cee55fbbbb96210;26/06/23 3:58;ESCANER
6932;El Progreso;4;San Agustín Acasaguastlán;3;758;380;35;1;20;8;2;42;1;1;0;0;3;12;1;2;2;1;2;2;16;1;1;2;155;81;40;276;0;276;--;380;104;276;155;276;276;Algún campo sin dato;1;ab2970eca3bc60f3d4ea0b4922801bf9eacbb421c28617fd8558ca76a17d29df;26/06/23 2:12;ESCANER
6933;El Progreso;4;San Agustín Acasaguastlán;3;758;380;47;2;14;2;1;32;0;0;0;1;4;20;1;0;0;0;1;3;24;0;1;3;156;69;23;248;0;248;--;381;133;248;156;248;248;Algún campo sin dato;1;4042314e64ae1eff07e576e9e4d023e459b8658a15e60182f4758b8618dd0624;26/06/23 0:53;ESCANER
6934;El Progreso;4;San Agustín Acasaguastlán;3;758;380;51;2;16;7;2;30;1;0;0;0;3;31;1;1;0;1;0;8;21;1;0;2;178;83;18;279;0;279;0;380;102;380;178;279;279;;1;4f344d93031b03a8f98ae82eab0ae185ba4503397f1a1210aab0124e77bcf3bb;26/06/23 1:44;ESCANER
6935;El Progreso;4;San Agustín Acasaguastlán;3;758;380;34;3;13;11;2;38;0;0;0;0;4;39;0;1;0;0;2;2;25;0;1;8;183;93;17;293;0;293;--;369;76;293;183;293;293;Algún campo sin dato;1;b145587e3effbe22ea0c6ba81d1a11e62b0b13d822291e71b6934680354f6bec;26/06/23 2:29;ESCANER
6936;El Progreso;4;San Agustín Acasaguastlán;3;758;314;51;1;13;7;2;22;1;0;0;0;3;20;0;1;0;0;0;0;18;1;3;4;147;74;14;235;0;235;--;320;100;235;147;235;235;Algún campo sin dato;1;f3308bec2923e132f3e8f18350b246deda2bdbb939636fd59c30d626b1f4c3a4;26/06/23 2:07;ESCANER
6937;El Progreso;4;San Agustín Acasaguastlán;3;758;313;26;0;18;7;1;35;0;1;0;0;2;19;0;0;0;0;0;0;12;0;1;4;126;42;13;181;18;199;--;325;126;199;126;181;199;Algún campo sin dato;1;e6855b861f685d64292eff6fccba21d3d1b6dc090768f2883dd6df535e38c000;26/06/23 1:51;ESCANER
6938;El Progreso;4;San Agustín Acasaguastlán;3;759;380;85;2;20;3;2;13;0;2;1;0;0;2;1;1;0;2;1;2;10;4;2;1;154;64;33;251;0;251;--;381;130;250;154;251;251;Algún campo sin dato;1;cbbe3c3a6c1afac6ba9279d23e914e142eeddd487770f0a489cafa399485dc2e;26/06/23 1:06;ESCANER
6939;El Progreso;4;San Agustín Acasaguastlán;3;759;380;89;1;8;4;1;11;0;2;0;1;1;7;0;0;0;0;0;3;7;3;0;1;139;49;51;239;0;239;--;386;147;239;139;239;239;Algún campo sin dato;1;c897ad8389232e229680a511f64f8c9d05a8dd874ac0cc742a527dd3447072e3;25/06/23 23:37;ESCANER
6940;El Progreso;4;San Agustín Acasaguastlán;3;759;380;106;5;9;5;2;4;0;1;0;0;1;5;1;1;1;0;2;0;9;6;0;1;159;48;30;237;0;237;--;380;143;237;159;237;237;Algún campo sin dato;1;57ee0c855859330fae9c35148e6ca93e7aca2181b53c28212b6be5e3eb9a7579;26/06/23 0:00;ESCANER
6941;El Progreso;4;San Agustín Acasaguastlán;3;760;380;96;0;15;1;1;6;1;0;0;0;2;9;0;0;0;1;0;4;13;6;0;4;159;38;26;223;0;223;--;380;157;223;159;223;223;Algún campo sin dato;1;371e2cb6900b13e7b12a6b25214d178df725401dede1dac1e8b49acefe6b3305;26/06/23 1:05;ESCANER
6942;El Progreso;4;San Agustín Acasaguastlán;3;760;380;115;3;10;1;0;12;1;0;1;0;1;4;1;0;0;0;1;0;19;2;1;2;174;40;48;262;0;262;--;380;118;262;174;262;262;Algún campo sin dato;1;759f47bc6ad822fc9bcbeaedef591aa26020a89c096c7ccaa81c0cad5506fede;26/06/23 0:22;ESCANER
6943;El Progreso;4;San Agustín Acasaguastlán;3;760;380;129;2;10;1;0;13;0;0;1;0;2;2;3;1;1;0;0;1;5;1;0;0;172;32;41;245;0;245;--;381;136;245;172;245;245;Algún campo sin dato;1;f5bfc7b2bb394b43432fd732053eb4dc38cfe4b5fe49f33b9038b4be820af0c2;26/06/23 4:47;ESCANER
6944;El Progreso;4;San Agustín Acasaguastlán;3;760;380;69;0;9;3;0;12;0;0;0;0;1;3;0;0;0;1;1;0;4;2;0;2;107;48;51;206;0;206;--;385;179;206;107;206;206;Algún campo sin dato;1;3de32da147e5462f380e4c1bf0154694c26439f687fdd2bdb760fec2c1029123;25/06/23 23:10;ESCANER
6945;El Progreso;4;San Agustín Acasaguastlán;3;760;380;80;1;7;1;0;4;0;1;1;1;1;7;0;0;0;1;0;1;9;2;0;1;118;45;45;208;0;208;--;398;190;207;118;208;208;Algún campo sin dato;1;42f50433617a52463bd06f8cff5a89d3ee2c8f6136f77be5fe563d2ab34ef162;26/06/23 2:04;ESCANER
6946;El Progreso;4;San Agustín Acasaguastlán;3;760;380;83;0;13;1;2;8;0;0;2;0;1;4;1;0;0;0;0;1;6;3;0;1;126;39;46;211;0;211;--;380;169;211;126;211;211;Algún campo sin dato;1;5cf7fb7f5b18a5fbc8d9919bd980ff6433e429a4f85b1aab711b18c6d832b59f;25/06/23 23:19;ESCANER
6947;El Progreso;4;San Agustín Acasaguastlán;3;760;380;78;0;12;0;1;10;0;0;0;0;0;2;0;0;1;1;0;2;16;4;0;1;128;31;36;195;0;195;--;400;205;195;128;195;195;Algún campo sin dato;1;8532290c48bc8b30413032fd322ecbc20a613ffa52057fd65c47c3a4ca6a9ee9;26/06/23 2:57;ESCANER
6948;El Progreso;4;San Agustín Acasaguastlán;3;760;380;69;2;9;2;1;8;0;0;2;0;0;2;2;0;0;0;0;1;5;2;0;2;107;36;37;180;0;180;--;385;205;180;107;180;180;Algún campo sin dato;1;d39fccbe7929832f75d35dfd2dff3c91b308629802143cd75c8488a0105e97c3;25/06/23 23:57;ESCANER
6949;El Progreso;4;San Agustín Acasaguastlán;3;760;380;65;3;5;1;0;11;0;0;0;1;1;11;1;0;0;0;0;1;11;2;0;0;113;35;27;175;0;175;--;380;205;175;113;175;175;Algún campo sin dato;1;0a7015d0e94a1400eeb07ebfec580e24d14deb170ff3bead4922c1591480be94;26/06/23 1:55;ESCANER
6950;El Progreso;4;San Agustín Acasaguastlán;3;760;380;90;0;8;2;0;6;1;0;0;0;0;5;0;0;0;0;0;0;11;1;0;0;124;42;11;177;0;177;--;380;203;177;124;177;177;Algún campo sin dato;1;8243de16b3567c6e308270eacb9cf91dffcd991ca13fdcb3bd6959fed6d06d03;26/06/23 1:36;ESCANER
6951;El Progreso;4;San Agustín Acasaguastlán;3;760;226;43;0;10;1;0;10;0;0;0;0;1;4;0;0;1;0;1;1;7;0;0;2;81;23;11;115;0;115;--;223;108;115;81;115;115;Algún campo sin dato;1;423ce93c6499a3cb4325be53ba8aaedc81b817e7543e92ef77edb3a9eee162ce;25/06/23 23:43;ESCANER
6952;El Progreso;4;San Agustín Acasaguastlán;3;760;225;40;0;4;3;0;7;0;0;0;0;0;5;0;2;1;0;0;1;4;0;0;1;68;21;15;104;0;104;--;225;121;104;68;104;104;Algún campo sin dato;1;c4b0a7d47f37ddbd92b4c3e7cae8337e8c2ab02d9df94bb71b83d28755ee9f02;26/06/23 0:29;ESCANER
6953;El Progreso;4;San Agustín Acasaguastlán;3;761;380;49;0;11;6;0;14;0;1;0;0;1;10;3;0;0;3;2;2;17;7;0;2;128;80;29;237;0;237;--;385;148;237;128;237;237;Algún campo sin dato;1;dc8b1da603de2f716c9ffcb6f1f39a452f8449a8a65aeeed5b8d826edf26a4ce;25/06/23 22:47;ESCANER
6954;El Progreso;4;San Agustín Acasaguastlán;3;761;380;56;0;18;7;2;5;1;2;0;0;2;4;0;0;1;2;2;2;21;4;2;7;138;57;36;231;0;231;--;381;150;231;138;231;231;Algún campo sin dato;1;4d577f4e95b609597771350c5163bd820a5e8e0f86444331798a989751221936;25/06/23 23:39;ESCANER
6955;El Progreso;4;San Agustín Acasaguastlán;3;761;380;51;1;15;9;1;16;0;1;1;0;1;6;0;5;2;1;2;6;14;3;1;3;139;71;40;250;0;250;--;380;130;250;139;250;250;Algún campo sin dato;1;8bd6ea437ed62ca7c1ca77bc5f3b22300920292ef45abf8fd51514568c8c4267;26/06/23 0:52;ESCANER
6956;El Progreso;4;San Agustín Acasaguastlán;3;761;380;56;14;14;9;2;15;3;2;0;0;0;9;1;3;1;2;0;1;15;0;0;4;138;56;36;230;0;230;--;380;150;230;151;243;243;Sumas Asentadas sin cuadrar;1;6e795ca3412ac91372c89b7f89df737d5742597253392ba3ffce7b1ae794be4c;26/06/23 0:13;ESCANER
6957;El Progreso;4;San Agustín Acasaguastlán;3;761;380;37;2;15;9;1;11;0;2;0;2;3;14;1;3;1;1;2;2;20;7;0;6;139;90;26;255;0;255;--;380;125;255;139;255;255;Algún campo sin dato;1;67d62be6da5ceb73ccfd2d18059bdcfd8a8b5f3dc4b58e78957d9a04cf60f15c;26/06/23 0:43;ESCANER
6958;El Progreso;4;San Agustín Acasaguastlán;3;761;380;26;0;12;5;1;9;0;1;0;0;8;12;1;0;1;0;1;8;22;1;4;6;118;65;13;196;0;196;--;380;184;196;118;196;196;Algún campo sin dato;1;9e4a2986f6564899776b8cc3694f1d1c611f0130e2ff93115de8fab83d295eb0;26/06/23 0:24;ESCANER
6959;El Progreso;4;San Agustín Acasaguastlán;3;761;380;44;1;9;5;1;10;0;0;0;0;7;11;0;1;0;2;0;2;18;3;2;3;119;82;25;226;0;226;--;380;154;226;119;226;226;Algún campo sin dato;1;7ce5f7a7ed86f1f9d72e4dcd9e6a97dfdc79e94ef4293510235e9577aa159dce;26/06/23 0:47;ESCANER
6960;El Progreso;4;San Agustín Acasaguastlán;3;761;380;36;2;12;7;2;10;0;0;1;0;2;12;2;1;4;4;0;1;17;5;2;2;122;81;40;243;0;243;--;384;141;243;122;243;243;Algún campo sin dato;1;1fe1aea4b99bf69787a18a71eb24e53f433280c96695a7e4b190eb907080312f;26/06/23 1:21;ESCANER
6961;El Progreso;4;San Agustín Acasaguastlán;3;761;380;50;3;16;5;3;5;0;0;0;0;1;19;1;1;0;2;0;2;16;3;1;2;130;56;35;221;0;221;--;380;159;221;130;221;221;Algún campo sin dato;1;f92317a0c9dc48c433f3241dfe4a9e8ca27e77c6a66f71614b8d5bf08282fdd6;25/06/23 23:48;ESCANER
6962;El Progreso;4;San Agustín Acasaguastlán;3;761;380;31;1;12;1;1;9;0;2;0;1;2;17;1;1;0;1;0;8;10;1;1;4;104;58;25;187;0;187;--;379;192;187;104;187;187;Algún campo sin dato;1;1c010af0ffa3b34007f65c1bddc4123684c9fe005a08a7d0ac90821714c1d414;25/06/23 23:12;ESCANER
6963;El Progreso;4;San Agustín Acasaguastlán;3;761;380;26;0;10;2;4;7;1;0;1;0;4;17;0;0;0;1;1;2;18;1;1;9;105;67;16;188;0;188;--;380;192;188;105;188;188;Algún campo sin dato;1;f4aa393543b4f99262b56f5a163b678ccb96c974798600eca0d89690922dfa57;26/06/23 0:23;ESCANER
6964;El Progreso;4;San Agustín Acasaguastlán;3;761;380;60;1;11;5;0;7;0;1;0;1;0;30;1;0;1;0;0;5;22;3;1;1;150;53;17;220;0;220;--;380;160;220;150;220;220;Algún campo sin dato;1;b36e02928d378c9c59a39edd2326bc5002d73f214c2f8e3d39b7a91799ab1a05;26/06/23 1:08;ESCANER
6965;El Progreso;4;San Agustín Acasaguastlán;3;761;227;33;0;4;7;1;6;0;0;0;0;1;15;0;0;1;0;0;0;13;0;0;2;83;21;19;123;0;123;--;227;104;123;83;123;123;Algún campo sin dato;1;5675e598eb1fc1ba5a0d3f6bc306aa9a39e519ed365f3f4ffa2c1e4e41234b96;25/06/23 22:35;ESCANER
6966;El Progreso;4;San Agustín Acasaguastlán;3;761;227;25;0;2;4;1;6;0;1;0;0;1;13;3;1;0;1;0;1;8;0;0;1;68;24;9;101;0;101;--;233;132;101;68;101;101;Algún campo sin dato;1;995e6706d7d03a46b698fb1f7af77fc5580d2b2c6e567f1a82bd2f7537546687;25/06/23 22:41;ESCANER
6967;El Progreso;4;San Agustín Acasaguastlán;3;762;600;36;0;19;4;2;13;0;3;4;1;1;9;3;1;0;0;0;2;7;5;1;3;114;52;24;190;0;190;--;608;418;--;114;190;190;Algún campo sin dato;1;ebe165da7373061d743e5b51fd28da5c272365b86be18c560d49c4680d20a6e2;25/06/23 19:45;ESCANER
6968;El Progreso;4;San Agustín Acasaguastlán;3;762;305;16;1;10;1;0;0;0;1;0;0;0;6;0;0;0;0;0;5;5;2;1;3;51;14;14;79;0;79;--;313;234;79;51;79;79;Algún campo sin dato;1;df066bb96eec044632d2baccfc034dafcad2d399c588d09c22bfc32cf9eb8ee2;25/06/23 19:56;ESCANER
6969;El Progreso;4;San Agustín Acasaguastlán;3;762;304;5;0;5;1;1;2;0;0;0;1;0;1;1;1;0;0;1;2;1;2;0;1;25;5;4;34;0;34;--;315;281;34;25;34;34;Algún campo sin dato;1;cdc28be86170124bcbd7fc111e819d9a6a21709c3ccd0235efb6cfd6959a1535;25/06/23 19:11;ESCANER
6970;El Progreso;4;San Cristóbal Acasaguastlán;4;763;400;46;4;14;19;0;28;0;3;0;2;1;17;0;1;0;1;0;9;15;2;0;6;168;75;30;273;0;273;--;400;127;273;168;273;273;Algún campo sin dato;1;e6e48d014f797ddc57fbe01ad901d4a651abe59347bc9fc4e7dac16e4e4e73bf;25/06/23 21:04;ESCANER
6971;El Progreso;4;San Cristóbal Acasaguastlán;4;763;400;53;0;12;21;1;39;0;3;1;0;3;13;0;1;0;1;0;4;13;0;0;7;172;96;34;302;--;302;--;400;98;302;172;302;302;Algún campo sin dato;1;af29e2166f042683837a80ea09a6cb1ec3141f0f891339406097bac2095918b3;25/06/23 22:07;ESCANER
6972;El Progreso;4;San Cristóbal Acasaguastlán;4;763;400;48;0;13;19;0;20;1;1;0;0;0;15;1;2;0;2;0;14;16;6;0;9;167;107;25;299;0;299;--;400;101;299;167;299;299;Algún campo sin dato;1;efb4bff61ec1e25bc8bd39d10730c2f97b413af19a0ef2bb2a04d2d1187b0414;25/06/23 20:42;ESCANER
6973;El Progreso;4;San Cristóbal Acasaguastlán;4;763;400;43;1;23;12;0;22;1;0;1;1;6;21;0;2;0;1;0;9;11;1;1;11;167;87;13;267;0;267;--;200;665;267;167;267;267;Algún campo sin dato;1;310ebd02e1393cd3370341b18d96de61c5e0b2b146d00c7fbf6b38378184a6d0;25/06/23 21:17;ESCANER
6974;El Progreso;4;San Cristóbal Acasaguastlán;4;763;400;40;2;8;12;3;19;0;3;1;0;3;22;0;1;2;4;2;6;14;2;1;10;155;98;21;274;0;274;--;400;126;274;155;274;274;Algún campo sin dato;1;b9b1232743fe09b0357e3cdeb7c1271bbdc4b63f1b30c0c33b59131b0f972647;25/06/23 21:41;ESCANER
6975;El Progreso;4;San Cristóbal Acasaguastlán;4;763;223;22;1;7;9;0;13;0;0;0;0;2;28;0;0;0;0;0;5;7;1;1;11;107;34;7;148;13;161;--;223;62;161;107;148;161;Algún campo sin dato;1;875fe0255a2e8d047ff88354ceb661ffbdd18c6a2b4675a35a167b28ed152ab8;25/06/23 21:24;ESCANER
6976;El Progreso;4;San Cristóbal Acasaguastlán;4;763;223;25;0;7;11;0;7;0;0;1;0;1;16;1;0;0;0;0;2;9;1;0;4;85;23;8;116;16;132;--;228;96;132;85;116;132;Algún campo sin dato;1;b774deaab0e6a09e01ca9d48983125905fd8c8eb2d8ed5155192307cc42df7ec;25/06/23 20:16;ESCANER
6977;El Progreso;4;San Cristóbal Acasaguastlán;4;764;380;64;2;12;12;0;55;0;1;0;0;2;8;0;2;4;0;1;3;12;3;0;2;183;51;38;272;0;272;--;386;114;272;183;272;272;Algún campo sin dato;1;1e9600e6f5412badd809a939b412f5b5a2f7a3f9f0f39202463a92aad0014402;25/06/23 21:23;ESCANER
