TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
709,708,99.8589,704,99.2947,4,261838,157877,60.2956

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,AZUL,BIEN,VALOR UNIONISTA,UNE,WINAQ,VICTORIA,VAMOS,PHG,PPN,TODOS,MLP,U R N G - MAIZ,P A N,UR,CAMBIO,PODEMOS,CREO,FCN-NACION,VIVA,VOS,MI FAMILIA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
8870,"Santa Rosa",6,"Santa María Ixhuatán",10,1069,351,12,1,17,4,2,0,0,5,0,0,1,0,0,0,0,1,0,2,0,10,1,1,57,10,7,74,0,74,--,351,277,57,74,74,Algún campo sin dato,1,7272edcc1ed126a8e273bb60a76e13ac661e6fbdf41487c47b82e71f9ba48f03,25/06/2023 22:10:08,ESCANER
8871,"Santa Rosa",6,"Santa María Ixhuatán",10,1069,351,2,0,16,2,3,0,0,2,0,1,0,1,0,0,0,0,2,2,0,2,1,0,34,5,5,44,0,44,--,348,304,34,44,44,Algún campo sin dato,1,6a4ac0e033857e3c464ba7972f5df26fccd32b63a14f0c15d1a33d5b30fcc510,25/06/2023 21:56:39,ESCANER
8872,"Santa Rosa",6,"Guazacapán",11,1070,400,20,8,5,3,57,2,6,94,0,1,1,1,2,1,0,0,1,0,1,11,3,0,217,60,23,300,0,300,--,400,100,217,300,300,Algún campo sin dato,1,a6160e07d5ba539d3cd5cd23b8ce7aa2f12a6b8b3add1ec35c12cb0c3ecec956,26/06/2023 00:28:34,ESCANER
8873,"Santa Rosa",6,"Guazacapán",11,1070,400,27,1,0,7,89,3,1,78,1,3,0,0,0,4,0,0,1,0,0,8,10,2,235,49,21,305,0,305,--,400,95,235,305,305,Algún campo sin dato,1,ac59a1fc16172451e364fe3672779e08a22b4e30f54584850fbee38c6ecf20be,26/06/2023 01:03:26,ESCANER
8874,"Santa Rosa",6,"Guazacapán",11,1070,400,27,3,2,9,81,1,2,97,1,1,0,1,1,3,0,0,1,2,0,10,6,4,252,50,26,328,0,328,--,400,72,252,328,328,Algún campo sin dato,1,ae845414cc98d68d408dad7e26ef8f945600e137cc0f34053f10d02a36c03f4c,26/06/2023 00:42:22,ESCANER
8875,"Santa Rosa",6,"Guazacapán",11,1070,400,23,4,7,8,74,2,4,86,2,2,1,2,2,1,0,1,0,2,1,11,2,1,236,45,22,303,0,300,--,400,97,236,303,303,Sumas Asentadas sin cuadrar,1,58f795f3b05a0488a075aa15fd22ad9dd464afec0f22791dfdcea6ee9ebc9630,26/06/2023 02:37:05,ESCANER
8876,"Santa Rosa",6,"Guazacapán",11,1070,400,16,5,4,11,78,1,2,87,0,1,0,0,2,0,0,1,1,1,1,9,4,1,225,76,17,318,0,318,--,400,82,225,318,318,Algún campo sin dato,1,67541a0ab7119fde43874a0568ca1ea1ba1d1f02c0513497e8f2832f49d8f292,26/06/2023 14:25:16,ESCANER
8877,"Santa Rosa",6,"Guazacapán",11,1070,400,31,4,2,11,65,2,1,69,1,0,2,2,0,0,2,1,0,0,1,14,3,2,214,61,34,309,0,309,--,400,91,213,308,308,Sumas Asentadas sin cuadrar,1,d41cad962e6ff262701d3d13f754df88e4a4f165614d989291701eda02f3530f,26/06/2023 01:57:41,ESCANER
8878,"Santa Rosa",6,"Guazacapán",11,1070,400,23,3,2,12,88,1,1,89,1,1,1,3,3,1,0,0,0,0,1,4,8,4,246,52,14,312,0,312,--,400,88,246,312,312,Algún campo sin dato,1,a5bd0f9c068704fea8e55035aa9baa8e9c8be115a4ea09a3c2adabd9db0a298a,26/06/2023 01:42:53,ESCANER
8879,"Santa Rosa",6,"Guazacapán",11,1071,400,27,4,1,5,51,3,1,83,1,2,0,1,0,0,1,0,0,0,0,13,5,1,198,46,12,256,0,256,--,400,144,199,257,257,Sumas Asentadas sin cuadrar,1,d1861df4386feb4b2da746b6e4f0822ea40b20bc4c9875bcd6caa2590111e5c4,26/06/2023 02:40:11,ESCANER
8880,"Santa Rosa",6,"Guazacapán",11,1071,400,22,8,6,8,65,0,1,73,1,0,4,4,1,1,1,0,2,1,1,6,6,0,211,49,18,278,0,278,--,400,122,211,278,278,Algún campo sin dato,1,3318a4da423b1c6ceb81205832934becb2c0d4855416060ffc003e820485ec6a,26/06/2023 00:02:58,ESCANER
8881,"Santa Rosa",6,"Guazacapán",11,1071,400,17,5,3,8,62,2,0,92,0,0,2,0,3,0,1,0,1,1,0,10,7,2,216,60,15,291,0,291,--,400,109,216,291,291,Algún campo sin dato,1,4cc74e623c778ca7bfb96b53ed6266997bbfb86fdbe19648497b730f7acf6c1e,26/06/2023 02:14:49,ESCANER
8882,"Santa Rosa",6,"Guazacapán",11,1071,400,24,6,5,11,73,0,1,84,1,2,0,2,2,0,0,0,1,1,1,9,6,1,230,61,12,303,0,303,--,400,97,230,303,303,Algún campo sin dato,1,d97522dc116440c5e7af9410e95dba0d0fab736ed3828215a040f2e77e2b57f7,26/06/2023 03:01:05,ESCANER
8883,"Santa Rosa",6,"Guazacapán",11,1071,400,20,8,5,8,78,2,3,78,0,2,1,1,2,2,1,0,0,1,1,11,8,1,233,40,21,294,0,294,--,400,106,233,294,294,Algún campo sin dato,1,a051d79ba3d644e3dc0023477323bf2ca724ff2cf3326619f98ffac52f2423a1,26/06/2023 01:41:26,ESCANER
8884,"Santa Rosa",6,"Guazacapán",11,1071,400,12,4,4,3,70,0,0,108,0,0,4,0,0,0,1,0,0,0,0,8,2,2,218,46,18,282,1,283,--,400,117,218,282,283,Algún campo sin dato,1,78ded3579dafaa7147f83e42fb45bb1ff258178fe33e5b05cbbbe7c622f5945b,26/06/2023 04:32:13,ESCANER
8885,"Santa Rosa",6,"Guazacapán",11,1071,400,33,5,3,11,60,2,1,89,3,2,0,0,1,0,1,1,2,2,0,8,10,0,234,43,7,284,0,284,--,400,116,234,284,284,Algún campo sin dato,1,9db6f72af0e207e7abe351df3bb93267e592ca348b37ac5d1405a5f764966da7,26/06/2023 00:22:25,ESCANER
8886,"Santa Rosa",6,"Guazacapán",11,1071,400,30,3,7,5,62,3,2,90,0,0,1,0,0,1,0,0,0,0,0,6,12,1,223,28,7,258,10,268,--,400,132,223,258,268,Algún campo sin dato,1,31d72c6ae76f4d89f6c67e1c1ffbc1539b8ba99853ed22ba79d2e8c7ffc0a7cf,26/06/2023 01:02:32,ESCANER
8887,"Santa Rosa",6,"Guazacapán",11,1072,400,38,1,1,11,86,1,1,82,0,1,1,2,0,2,1,1,0,2,0,3,9,1,244,47,12,303,0,303,--,400,97,244,303,303,Algún campo sin dato,1,23a09d3230f5ce0fdfdbe04e904e157198c9686fa8020c72d3d4b0fc278caf33,26/06/2023 01:36:40,ESCANER
8888,"Santa Rosa",6,"Guazacapán",11,1072,235,18,2,0,5,34,2,1,64,0,1,1,0,0,0,0,0,0,2,0,5,4,0,139,21,4,164,0,164,--,235,71,139,164,164,Algún campo sin dato,1,8f3da96732f4d72e3496bfd3bc566e7e851242ae008061087d47aad82991a046,25/06/2023 22:50:56,ESCANER
8889,"Santa Rosa",6,"Guazacapán",11,1072,234,13,3,2,3,30,0,2,44,2,0,1,0,2,0,0,0,0,0,1,2,2,0,107,22,7,136,2,138,--,234,96,107,136,138,Algún campo sin dato,1,eb8214c2a521207e39bc0f6de8208f0613c65cd3cd1b26896f50f3d6dee2674a,25/06/2023 23:26:17,ESCANER
8890,"Santa Rosa",6,"Guazacapán",11,1073,400,28,11,3,2,68,0,1,81,0,0,0,1,0,0,0,0,2,0,0,11,2,0,210,47,19,276,0,276,--,400,124,210,276,276,Algún campo sin dato,1,ab786677102a9c7faaff77ee05dd52205e3c0e42ddcd15fa33150518a5e4a334,25/06/2023 23:56:36,MOVIL
8891,"Santa Rosa",6,"Guazacapán",11,1073,400,43,10,6,3,52,1,0,64,1,1,1,3,0,1,1,0,1,2,0,5,5,0,200,65,40,305,0,305,--,400,95,200,305,305,Algún campo sin dato,1,1ee32087d7a85694fde0284203b51ff391dd8b1e949fd5efc1042b162ceebcce,26/06/2023 04:25:15,ESCANER
8892,"Santa Rosa",6,"Guazacapán",11,1073,400,40,10,7,5,61,2,2,94,0,1,0,2,3,1,1,0,0,1,3,10,7,0,250,51,28,329,0,329,--,400,71,250,329,329,Algún campo sin dato,1,3b24796dfe1932e501b2722fdbd9a8dd2de20b3c22a1d8c6805fcc2aeaa90e66,26/06/2023 04:27:17,ESCANER
8893,"Santa Rosa",6,"Guazacapán",11,1073,400,46,14,2,8,76,1,2,92,0,2,0,0,2,0,1,0,0,1,0,16,1,0,264,55,33,352,0,352,--,400,48,264,352,352,Algún campo sin dato,1,9515e9301af5fcd63cf5e14ceea6d3712d52ccc6f3dc4caacbd1f3eeeb4dc4a3,26/06/2023 03:02:43,ESCANER
8894,"Santa Rosa",6,"Guazacapán",11,1073,400,38,12,3,5,67,2,1,90,1,1,1,1,3,1,0,1,0,1,0,6,3,1,238,58,35,331,0,331,--,400,69,238,331,331,Algún campo sin dato,1,77162f05d15f5aea412b529fd9c9732f7d9c9511b44e3e3012d25471c7f8c110,26/06/2023 02:01:42,ESCANER
8895,"Santa Rosa",6,"Guazacapán",11,1073,400,22,7,2,9,55,1,1,95,0,1,1,0,1,0,0,0,2,0,0,10,0,1,208,17,17,242,21,263,--,400,137,208,242,263,Algún campo sin dato,1,9d552c7f9a1646b3221b701ee291edfd19d42e83f18d2f70cfedced4f7a5e3b9,26/06/2023 01:05:28,MOVIL
8896,"Santa Rosa",6,"Guazacapán",11,1073,400,27,9,4,6,56,2,1,87,0,2,1,3,0,1,0,0,1,0,1,13,3,0,217,38,20,275,0,275,--,400,125,217,275,275,Algún campo sin dato,1,2e2b9579a3705f9253ba3fbc4fbac648895752cfd6a4daa717f82686094cb511,26/06/2023 00:25:03,MOVIL
8897,"Santa Rosa",6,"Guazacapán",11,1073,400,25,8,3,5,60,0,1,89,0,0,0,0,6,--,1,0,1,1,0,9,3,1,213,49,19,281,1,282,--,400,118,213,281,282,Algún campo sin dato,1,15579e1500d4b6c699bab75806ece4c694d62a30b272419246486f17dfb1d945,26/06/2023 02:58:21,ESCANER
8898,"Santa Rosa",6,"Guazacapán",11,1073,400,21,8,3,5,51,1,2,88,0,0,0,2,1,0,0,0,3,1,2,9,1,1,199,42,24,265,0,265,--,400,135,199,265,265,Algún campo sin dato,1,9c734d578ad939497e98e84c8f69bf0400cce0cc89170a5c79e0e10118ff2256,26/06/2023 01:42:02,MOVIL
8899,"Santa Rosa",6,"Guazacapán",11,1073,400,23,7,4,4,57,2,1,99,2,0,1,0,1,0,0,0,3,1,2,8,3,1,219,33,6,258,0,258,--,400,142,219,258,258,Algún campo sin dato,1,27bd1edeb8fa1fe7a1de5de55cfdb78d2c7247c8c167a81f96c85411b23695c6,26/06/2023 02:41:56,ESCANER
8900,"Santa Rosa",6,"Guazacapán",11,1073,400,47,5,6,1,53,1,0,100,0,0,2,1,0,0,0,0,0,1,0,7,3,0,227,29,9,265,0,265,--,400,135,227,265,265,Algún campo sin dato,1,f501423fec2569dcd3543625933591e19cdca28bf0202c16f340e774473a9f35,25/06/2023 23:01:21,MOVIL
8901,"Santa Rosa",6,"Guazacapán",11,1074,207,14,2,2,4,34,0,1,56,0,1,0,1,0,0,0,0,0,1,0,6,2,0,124,12,6,142,1,143,--,207,64,124,142,143,Algún campo sin dato,1,b50747a4fd252090005251d3db456b7e465c16866451537c82806105dacffb39,25/06/2023 22:56:55,ESCANER
8902,"Santa Rosa",6,"Guazacapán",11,1074,207,10,6,0,1,33,1,0,33,0,0,0,1,0,0,0,1,1,0,0,2,2,0,91,20,5,116,0,116,--,207,91,91,116,116,Algún campo sin dato,1,bb4a687e3fde62aacb16f1a52622a785c7fd0f9d7e81f1c9c0f9ddd989658399,26/06/2023 00:35:28,ESCANER
8903,"Santa Rosa",6,"Guazacapán",11,1075,386,14,5,2,4,30,1,0,38,0,1,1,0,2,1,0,1,0,1,0,5,4,1,111,27,18,156,7,163,--,386,223,111,156,163,Algún campo sin dato,1,25fa614e7a4bf344a72b66111dd3ef9780fd73348c5294d2e4e035c849349946,25/06/2023 22:54:52,ESCANER
8904,"Santa Rosa",6,"Guazacapán",11,1075,385,10,2,1,1,27,0,0,27,0,1,0,0,2,0,0,0,0,3,0,4,0,0,78,22,11,111,0,111,--,385,274,78,111,111,Algún campo sin dato,1,0162b8714604e2f606ee03b0e6d0e0e2feb4b1ac8dd33f1f7f3db07175e1ccea,25/06/2023 23:54:45,ESCANER
8905,"Santa Rosa",6,"Santa Cruz Naranjo",12,1076,400,77,2,4,25,6,3,1,59,0,8,3,1,7,1,0,0,2,6,1,2,10,1,219,50,26,295,0,295,--,400,105,219,295,295,Algún campo sin dato,1,005aa3d5781d487b9864ae097cdabe58b3df2a98d9ccc573f750e5428f60a6e3,26/06/2023 01:53:21,ESCANER
8906,"Santa Rosa",6,"Santa Cruz Naranjo",12,1076,400,58,0,2,23,8,5,1,79,1,9,2,1,1,1,0,1,3,7,0,6,4,0,212,54,25,291,0,291,1,400,109,212,291,291,,1,f4a5f9e2fb147e7150aed90f7414a851ee0d1bdd4bbf6ba4a5ef4e4580fa18d4,26/06/2023 00:54:41,ESCANER
8907,"Santa Rosa",6,"Santa Cruz Naranjo",12,1076,400,55,2,14,29,9,2,1,81,0,7,1,0,1,0,0,0,8,8,2,3,4,1,228,52,18,298,0,298,--,398,503,228,298,298,Algún campo sin dato,1,2624d8ceaaf35f8bec7a6e0da514df1b5251f7875b06a413a31ad890e3f907c5,26/06/2023 01:43:38,ESCANER
8908,"Santa Rosa",6,"Santa Cruz Naranjo",12,1076,400,45,0,6,24,7,2,2,74,1,8,1,1,4,1,2,0,3,0,0,5,10,0,196,46,13,255,0,255,--,400,145,196,255,255,Algún campo sin dato,1,9478a7175f870fa38c44fcf3b8fdd26805fb3de5a5043d6b16c27767ff0feb4c,26/06/2023 02:17:14,ESCANER
8909,"Santa Rosa",6,"Santa Cruz Naranjo",12,1076,400,52,2,10,23,6,1,1,65,1,7,2,1,2,4,0,0,3,4,1,4,10,0,199,46,23,268,0,268,--,400,132,199,268,268,Algún campo sin dato,1,30ac6f63d59e07c6d0e0e33ca6f9a1e05a30bd51e7bdadcfeecbbd70c6d830ef,26/06/2023 00:36:35,ESCANER
8910,"Santa Rosa",6,"Santa Cruz Naranjo",12,1076,265,44,1,5,22,4,1,0,49,0,4,2,3,2,0,0,0,3,1,1,5,9,0,156,24,9,189,0,189,--,265,76,156,189,189,Algún campo sin dato,1,9b704cb9c9a94c6bac31de55cba94ccb75da2dd0fbc98e11f8699ee996e49669,25/06/2023 23:20:14,ESCANER
8911,"Santa Rosa",6,"Santa Cruz Naranjo",12,1076,264,28,0,2,17,3,3,1,51,1,9,2,1,1,0,0,0,2,3,0,2,8,0,134,26,8,168,0,168,1,264,96,134,168,168,,1,fc93ffd99627c1db880fe96e942594fc7381d69a7df684cbe4fc8b298f941075,26/06/2023 00:17:45,ESCANER
8912,"Santa Rosa",6,"Santa Cruz Naranjo",12,1077,400,81,2,15,34,7,0,0,72,0,4,5,2,2,1,0,1,0,0,1,3,15,0,245,50,23,318,0,318,--,400,82,245,318,318,Algún campo sin dato,1,74801f5b73e6787946cc8ed683a1f1fd26aa3d934dc50e016a9026cf5c713fba,26/06/2023 03:08:48,ESCANER
8913,"Santa Rosa",6,"Santa Cruz Naranjo",12,1077,400,73,1,7,25,18,1,2,105,0,4,0,0,4,1,0,1,1,1,0,2,2,1,249,37,27,313,0,313,--,400,87,249,313,313,Algún campo sin dato,1,147d382b007415044f221808d495f8cfec4d2391f5aa3c88057d42d2eaded67b,25/06/2023 23:48:21,ESCANER
8914,"Santa Rosa",6,"Santa Cruz Naranjo",12,1077,357,53,3,5,22,1,0,1,70,0,8,2,2,1,0,1,0,5,1,0,4,7,4,190,34,17,241,0,241,--,--,--,190,241,241,Algún campo sin dato,1,11df10c0f8fc3b45eaae83e0b84357d2614331b3946b3c9b107f5424a57c380e,25/06/2023 23:08:32,ESCANER
8915,"Santa Rosa",6,"Santa Cruz Naranjo",12,1077,357,60,1,2,22,4,4,0,65,0,15,0,1,4,4,0,0,1,1,1,1,10,0,196,37,14,247,0,247,--,357,110,196,247,247,Algún campo sin dato,1,cbcc4e1f70e739471b56c009908ba28efc98cc1f1271b3fcdd1347b58a306b64,26/06/2023 01:31:04,ESCANER
8916,"Santa Rosa",6,"Santa Cruz Naranjo",12,1078,380,86,1,5,24,4,1,2,54,0,3,0,1,4,0,1,1,4,2,1,2,1,0,197,50,33,280,0,280,--,380,100,197,280,280,Algún campo sin dato,1,ad301fc0f3e310552042c56477969c3247035903b7e222f6a6bba556c1e33794,25/06/2023 22:17:01,ESCANER
8917,"Santa Rosa",6,"Santa Cruz Naranjo",12,1078,380,75,1,8,14,8,0,4,57,0,4,2,0,6,2,4,1,1,3,0,3,5,1,199,58,32,289,0,289,--,380,91,199,289,289,Algún campo sin dato,1,293bf3765ba48afcead9cfb43dd6dd460cf629ffeaf3da417d2b695236a0820c,26/06/2023 00:30:47,ESCANER
8918,"Santa Rosa",6,"Santa Cruz Naranjo",12,1078,380,76,1,11,13,10,0,0,76,0,3,2,0,3,3,1,0,1,3,0,4,4,2,213,56,31,300,80,380,--,380,80,213,300,380,Algún campo sin dato,1,7af78f37f2d18f5aa2af06bea151f5613f2464b1880716ca562faf21bb796d6f,26/06/2023 01:20:30,ESCANER
8919,"Santa Rosa",6,"Santa Cruz Naranjo",12,1078,380,82,2,9,12,11,1,1,71,0,9,1,1,0,1,1,1,2,3,0,0,4,1,213,56,29,298,0,298,--,380,82,213,298,298,Algún campo sin dato,1,52900c894aa4ff2d15e0eede34bbe770158b0a93e91b9b3b90b673c9a85ca40f,25/06/2023 23:45:36,ESCANER
8920,"Santa Rosa",6,"Santa Cruz Naranjo",12,1078,380,81,3,3,11,9,1,2,68,0,11,3,1,1,0,1,0,2,2,1,4,6,3,213,55,24,292,0,292,--,380,88,213,292,292,Algún campo sin dato,1,42c260354b0904e823f517fa1f5ad12ceeffaa5b27538a8b1dbca15157e591e8,26/06/2023 01:46:34,ESCANER
8921,"Santa Rosa",6,"Santa Cruz Naranjo",12,1078,380,58,1,4,11,6,1,6,72,0,7,4,1,2,1,0,0,1,5,0,2,7,2,191,46,10,247,0,247,--,380,133,191,247,247,Algún campo sin dato,1,f415b5362ab1561c6517ddb4b9becbe0326ced58beab6e529aa48b82ff7c1d2f,26/06/2023 01:17:23,ESCANER
8922,"Santa Rosa",6,"Santa Cruz Naranjo",12,1078,380,53,3,3,13,3,2,1,64,1,0,1,4,1,1,2,2,2,6,1,4,10,0,177,59,22,258,0,258,--,380,122,177,258,258,Algún campo sin dato,1,7b1f087cebba8cb7f0e9f9451126bdbad6324405ecfc802bec5481ee6a51c3a8,26/06/2023 00:13:06,ESCANER
8923,"Santa Rosa",6,"Santa Cruz Naranjo",12,1078,380,70,3,1,20,10,1,3,66,0,5,0,2,1,0,1,1,4,1,1,2,9,1,202,41,14,257,0,257,--,380,123,202,257,257,Algún campo sin dato,1,fa6ee10f7a9e236569cf8a34ab16030b507463951787230b1c8fde129e07bf20,25/06/2023 22:42:31,ESCANER
8924,"Santa Rosa",6,"Santa Cruz Naranjo",12,1078,277,49,3,5,16,4,3,1,62,2,4,0,2,1,2,0,0,2,0,0,0,8,0,164,32,12,208,0,208,--,277,69,164,208,208,Algún campo sin dato,1,9debafa1922b6a151f9249568b4aadf38063e0e161c37175398721a1b3c40bad,25/06/2023 23:06:50,ESCANER
8925,"Santa Rosa",6,"Santa Cruz Naranjo",12,1078,276,45,0,0,10,7,1,0,44,0,6,0,1,3,0,0,0,1,0,0,2,9,3,132,23,12,167,0,167,--,276,109,132,167,167,Algún campo sin dato,1,e472ee51b8e8f25b328a42c32a4048104ac236e5cc29e02d4cfa33518e6a6a42,25/06/2023 22:55:19,ESCANER
8926,"Santa Rosa",6,"Santa Cruz Naranjo",12,1079,380,78,0,9,18,9,1,3,49,1,6,4,0,2,11,0,0,6,2,1,3,6,1,210,35,31,276,11,287,--,380,93,210,276,287,Algún campo sin dato,1,faba5870d2b66bdd1edd6d51a095e6344d3eaeada2e5e5e9a1cbbbede8c2dd79,26/06/2023 01:02:58,ESCANER
8927,"Santa Rosa",6,"Santa Cruz Naranjo",12,1079,380,108,0,4,14,13,1,1,40,1,7,2,0,5,3,0,0,2,5,0,5,7,1,219,44,28,291,0,291,--,380,89,219,291,291,Algún campo sin dato,1,483dc7b4ab090ead6f7379341168d41b6a40a5d43f1c75121b3e219c0a9eef60,25/06/2023 23:26:30,ESCANER
8928,"Santa Rosa",6,"Santa Cruz Naranjo",12,1079,380,86,0,9,17,7,1,0,53,2,9,0,0,2,4,0,0,3,2,1,5,2,0,203,41,47,291,0,291,--,380,89,203,291,291,Algún campo sin dato,1,7ad112f58bc65a83cc4bc9bcc2c2067ba68b94abd5fac2b37047a0f6e1fb692d,26/06/2023 00:08:50,ESCANER
8929,"Santa Rosa",6,"Santa Cruz Naranjo",12,1079,380,90,1,19,13,7,1,1,34,0,7,3,1,2,2,0,0,1,2,2,2,8,0,196,38,35,269,0,269,--,380,111,196,269,269,Algún campo sin dato,1,f5c02d4a88faafaa8ea322e1ef01fcae7b7d158aebd234b9fe411be7e4fa9ea7,26/06/2023 00:15:46,ESCANER
8930,"Santa Rosa",6,"Santa Cruz Naranjo",12,1079,380,82,0,16,13,3,0,2,44,0,9,1,0,3,0,0,0,4,4,1,4,6,4,196,42,16,254,0,254,--,380,126,196,254,254,Algún campo sin dato,1,9a415cd54a520ade5157c0b1a416c68e68f113c2e7e5cffc4112a1c764782dd7,26/06/2023 00:36:02,ESCANER
8931,"Santa Rosa",6,"Santa Cruz Naranjo",12,1079,241,54,0,4,9,4,1,0,32,1,8,0,0,2,0,0,0,2,1,0,2,5,0,125,23,12,160,0,160,--,241,81,125,160,160,Algún campo sin dato,1,2365f70144d754c713d18093679bd5bd2951fbabcfb994cf72b4c8fc9ac4e26c,25/06/2023 23:09:43,ESCANER
8932,"Santa Rosa",6,"Santa Cruz Naranjo",12,1079,240,62,1,2,6,3,0,0,36,0,6,0,1,2,0,1,1,0,0,0,3,6,0,130,8,17,155,0,155,--,240,85,130,155,155,Algún campo sin dato,1,34b45e4df1276fb22d304798ccf6f81d52dda40506ae13a20c786442d3fa6725,25/06/2023 23:00:48,ESCANER
8933,"Santa Rosa",6,"Santa Cruz Naranjo",12,1080,315,29,0,1,7,0,0,0,28,2,0,0,3,0,0,0,0,0,3,1,2,4,0,80,17,15,112,0,112,--,312,200,80,112,112,Algún campo sin dato,1,83af9a038e3175b6e2af6ed53e7bd1aa17f622c47c94044c2043ec53ec8cf574,25/06/2023 21:20:32,ESCANER
8934,"Santa Rosa",6,"Santa Cruz Naranjo",12,1080,315,19,0,1,5,1,0,0,16,1,1,3,0,1,2,0,0,2,0,0,2,3,0,57,17,9,83,0,83,--,315,232,57,83,83,Algún campo sin dato,1,622bfc1af990dedbce091c27e94ee0d5f29e4ae2c6aeef715915afb5de021622,25/06/2023 20:34:59,ESCANER
8935,"Santa Rosa",6,"Pueblo Nuevo Viñas",13,1081,400,44,7,7,27,31,2,3,61,0,3,4,1,2,2,3,1,0,3,13,9,8,0,231,30,19,280,0,280,--,400,120,231,280,280,Algún campo sin dato,1,49c0973f56b8b8b5582c60a31ddd784142175b76304c9191696208ef677dc309,25/06/2023 23:37:05,ESCANER
8936,"Santa Rosa",6,"Pueblo Nuevo Viñas",13,1081,400,33,13,5,20,27,3,5,57,0,1,2,3,3,1,1,0,0,4,9,5,9,2,203,39,33,275,0,275,--,403,128,203,275,275,Algún campo sin dato,1,7e36169852ef5273e73779c37e4c1c45f569a683c9c26557cdf7e3bd52db6fd4,25/06/2023 23:22:26,ESCANER
8937,"Santa Rosa",6,"Pueblo Nuevo Viñas",13,1081,400,34,9,4,22,30,1,4,77,0,2,0,2,5,0,3,0,1,5,16,5,4,4,228,39,29,296,0,296,--,400,104,228,296,296,Algún campo sin dato,1,25dcc4477e383a559d1f639471ad462f46c551f43e2fbdb23b205d4c142c885d,26/06/2023 00:11:35,ESCANER
8938,"Santa Rosa",6,"Pueblo Nuevo Viñas",13,1081,400,33,8,5,18,22,2,3,65,--,1,3,2,5,3,--,--,1,6,4,10,10,2,203,43,27,273,--,--,--,400,127,203,273,273,Algún campo sin dato,1,9a404f3c8893d78b67082d9d962f381520336cdff6407212fc0011c9248bcdd6,26/06/2023 00:16:17,ESCANER
8939,"Santa Rosa",6,"Pueblo Nuevo Viñas",13,1081,400,31,9,5,13,35,2,5,65,0,1,1,2,2,0,0,1,0,1,6,3,12,2,250,40,12,250,0,250,--,400,150,196,248,248,Sumas Asentadas sin cuadrar,1,cbfd69bebb1d06c02ab610142907bf391214f1a233ca1f7b5213d3fd3ae84629,25/06/2023 23:08:49,ESCANER
8940,"Santa Rosa",6,"Pueblo Nuevo Viñas",13,1081,400,33,6,5,22,20,1,2,55,0,3,2,4,2,0,2,1,0,7,10,9,10,1,195,39,14,248,5,253,--,400,147,195,248,253,Algún campo sin dato,1,af89e0c6938ac247b261c86841fe9a7fd36d3da59342377215144a379baa8436,26/06/2023 00:03:27,ESCANER
8941,"Santa Rosa",6,"Pueblo Nuevo Viñas",13,1082,400,24,6,5,18,25,0,1,58,0,2,0,3,6,2,1,0,1,3,10,4,9,2,180,43,11,234,0,234,--,401,167,180,234,234,Algún campo sin dato,1,4f2c8a19107d9534164cbaff8e118b74231d9bbeb97a0908cc2266680a17fc9b,25/06/2023 22:44:15,ESCANER
8942,"Santa Rosa",6,"Pueblo Nuevo Viñas",13,1082,400,33,5,4,17,29,4,2,64,2,2,0,4,2,1,1,1,0,2,7,5,16,0,201,36,9,246,1,247,--,400,153,201,246,247,Algún campo sin dato,1,cf1a27fb9d4cc4793931c33fb60f23434b1790b3fe306e5d205528e5721d683a,25/06/2023 23:55:41,ESCANER
8943,"Santa Rosa",6,"Pueblo Nuevo Viñas",13,1082,324,25,9,5,20,20,4,1,54,1,0,2,1,4,1,2,0,3,4,6,7,12,1,182,26,12,220,0,220,--,324,104,182,220,220,Algún campo sin dato,1,21ca3c1e8ca84272cd40cb1170d6a82485dd95ca80bc94aea0fe7c47feea25fb,25/06/2023 21:23:12,ESCANER
8944,"Santa Rosa",6,"Pueblo Nuevo Viñas",13,1082,324,20,9,2,21,26,0,2,56,0,1,1,0,2,0,0,0,0,1,1,4,9,1,156,30,5,191,0,191,--,324,133,156,191,191,Algún campo sin dato,1,a70cb6ec6adcefc3b81af1a4ae9ad4fb88a9c0fe56e26731375161cc03fed049,25/06/2023 21:37:14,ESCANER
