TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
709,708,99.8589,704,99.2947,4,261838,157877,60.2956

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,AZUL,BIEN,VALOR UNIONISTA,UNE,WINAQ,VICTORIA,VAMOS,PHG,PPN,TODOS,MLP,U R N G - MAIZ,P A N,UR,CAMBIO,PODEMOS,CREO,FCN-NACION,VIVA,VOS,MI FAMILIA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
8515,"Santa Rosa",6,"Santa Rosa De Lima",3,1001,212,24,0,3,14,7,0,0,23,1,14,0,1,1,1,0,0,10,0,0,3,7,4,113,16,3,132,0,132,--,212,80,113,132,132,Algún campo sin dato,1,29607df8ebfaeae6e54cbfd92d6fbc8246c844fc1f0052fdfce548c3a3aafd69,25/06/2023 23:04:12,ESCANER
8516,"Santa Rosa",6,"Santa Rosa De Lima",3,1001,211,18,0,0,8,5,1,0,14,0,11,0,1,0,1,0,0,5,0,1,0,3,0,68,20,15,103,0,103,--,211,108,68,103,103,Algún campo sin dato,1,b78a861aa1412ac7eeef7485b757e811da8f8e8eb1e22bb2055d86cd71448238,25/06/2023 23:14:16,ESCANER
8517,"Santa Rosa",6,"Santa Rosa De Lima",3,1002,380,34,2,2,31,4,0,2,47,1,11,1,2,3,3,0,0,20,0,0,2,8,2,175,38,32,245,0,245,--,380,135,175,245,245,Algún campo sin dato,1,30dc815cae00250a47bb9a16642e154720d92b5320006f029af0afdc32ea1e68,26/06/2023 00:08:32,ESCANER
8518,"Santa Rosa",6,"Santa Rosa De Lima",3,1002,380,34,1,6,11,9,1,3,43,0,18,1,3,6,0,0,1,36,2,2,1,5,1,184,58,35,277,0,277,--,380,103,184,277,277,Algún campo sin dato,1,2890479e107d3f9a34abb0dfd8a68ebffab5dcafd5c8d0612b7c9b264065600b,26/06/2023 00:20:32,ESCANER
8519,"Santa Rosa",6,"Santa Rosa De Lima",3,1002,380,28,2,3,24,8,1,1,59,0,20,4,2,7,4,3,1,28,3,0,1,3,3,205,44,31,280,0,280,--,380,100,205,280,280,Algún campo sin dato,1,e3ff771596b31df242aed665706ca3447dedcab9a7a451f965a11b712c33a72f,26/06/2023 00:16:09,ESCANER
8520,"Santa Rosa",6,"Santa Rosa De Lima",3,1002,380,21,0,3,19,13,2,1,45,0,13,0,1,5,1,1,0,31,1,2,2,3,1,165,41,18,224,0,224,--,380,156,165,224,224,Algún campo sin dato,1,bec75d0a874ecd2ab65be1330f1e1e88e1da3a83ff23af356669fe9d03311c71,25/06/2023 22:18:17,ESCANER
8521,"Santa Rosa",6,"Santa Rosa De Lima",3,1002,380,14,1,7,19,4,0,2,38,0,21,1,1,4,0,1,0,37,1,1,0,3,3,158,33,21,212,0,212,--,380,168,158,212,212,Algún campo sin dato,1,38533f7ef930579bec2994e6c8ddbb6ddaf620acad7c3542ee1fe2493d245299,26/06/2023 00:25:07,ESCANER
8522,"Santa Rosa",6,"Santa Rosa De Lima",3,1002,286,22,0,3,14,11,2,1,36,0,20,0,1,6,0,1,0,17,1,0,3,9,0,147,26,9,182,0,182,--,286,104,147,182,182,Algún campo sin dato,1,a434a7a14133fe8f10719f3b0cf54104d48b56b0d494edcf4a4d643127dec69d,25/06/2023 22:31:15,ESCANER
8523,"Santa Rosa",6,"Santa Rosa De Lima",3,1002,285,18,0,2,14,6,1,1,26,1,22,0,2,1,0,0,0,19,1,1,0,12,0,127,20,6,153,0,153,--,285,132,127,153,153,Algún campo sin dato,1,f7fce6ea386c64d84d3a02650bea6d17937877de6be80170bc322e1702e32678,25/06/2023 22:50:31,ESCANER
8524,"Santa Rosa",6,"Santa Rosa De Lima",3,1003,380,43,2,5,61,7,0,0,44,1,8,2,1,3,0,1,0,8,3,0,7,2,5,203,41,31,275,0,275,--,380,105,203,275,275,Algún campo sin dato,1,6cc8700eb0f421d4c1afbb232cb69be85a6fde2897b626e41d2b0a8a84cdc204,25/06/2023 23:53:12,ESCANER
8525,"Santa Rosa",6,"Santa Rosa De Lima",3,1003,380,24,0,0,48,13,4,0,57,1,12,1,1,3,1,0,0,8,1,0,3,5,5,187,45,45,277,0,277,--,380,103,187,277,277,Algún campo sin dato,1,3c184a4f17c14c8a4855aea16e38597a3af6e0db194fc87e2bbaf17ec4850f6b,25/06/2023 23:32:19,ESCANER
8526,"Santa Rosa",6,"Santa Rosa De Lima",3,1003,380,36,2,2,48,7,3,4,55,1,12,3,1,5,1,1,1,15,4,1,3,2,1,--,--,--,--,--,--,--,380,101,208,208,208,Algún campo sin dato,1,d7fb9b11d5890f31e485f4837177343a4814b4c6a44775f58c750846cb820471,26/06/2023 00:18:42,ESCANER
8527,"Santa Rosa",6,"Santa Rosa De Lima",3,1003,380,30,0,2,56,5,2,0,32,0,6,3,0,3,0,1,0,7,0,0,8,3,3,161,35,38,234,0,234,--,380,146,161,234,234,Algún campo sin dato,1,8475a5f7a51e0d23443130aabec8b0a6b14ebea1c79007e1562a669210d3aed1,25/06/2023 22:30:16,ESCANER
8528,"Santa Rosa",6,"Santa Rosa De Lima",3,1003,380,26,0,0,50,7,1,2,51,0,9,1,0,2,1,0,0,6,0,1,1,3,3,164,33,34,231,0,231,--,380,149,164,231,231,Algún campo sin dato,1,755c164899876911dd09d755d40a91b8d7fbc573d4d46011744bf48004b9713e,26/06/2023 00:35:17,ESCANER
8529,"Santa Rosa",6,"Santa Rosa De Lima",3,1004,209,10,0,0,40,2,2,0,36,0,13,0,1,1,1,0,0,7,1,0,5,8,1,128,16,9,153,0,153,--,209,56,128,153,153,Algún campo sin dato,1,c05a5762fe53ca83744221a5aa8e0b049bce7b403456439727e99f303dfe567e,25/06/2023 22:11:00,ESCANER
8530,"Santa Rosa",6,"Santa Rosa De Lima",3,1004,208,24,0,0,25,4,0,0,21,0,8,0,1,0,0,0,0,4,0,0,1,2,0,90,12,11,113,0,113,--,208,95,90,113,113,Algún campo sin dato,1,63a50339a70a1c624ab8e3783b674b7760880a61f1acc5297655e99a81345256,25/06/2023 21:21:00,ESCANER
8531,"Santa Rosa",6,"Santa Rosa De Lima",3,1005,380,42,1,0,18,8,0,1,64,1,8,3,1,2,1,0,1,6,0,3,3,2,1,166,36,24,226,0,226,--,380,154,166,226,226,Algún campo sin dato,1,6daa90d7d836876938d129b19c37903c6449a277ae2a612185c2491b1f1ac744,26/06/2023 01:22:55,ESCANER
8532,"Santa Rosa",6,"Santa Rosa De Lima",3,1005,380,31,0,3,14,20,0,4,63,0,12,4,1,4,2,0,0,18,1,1,0,6,1,185,37,30,252,0,252,--,380,128,185,252,252,Algún campo sin dato,1,779c21428a5c4d8d2ea603bf6f6b86f1a4c813f231ed8e86f80b1d7985045137,26/06/2023 02:47:03,ESCANER
8533,"Santa Rosa",6,"Santa Rosa De Lima",3,1005,380,29,0,2,22,23,1,1,48,0,22,5,1,3,2,1,0,13,3,2,4,2,0,184,51,29,264,0,264,--,379,115,184,264,264,Algún campo sin dato,1,48d2bdde28c218f8f7c783868bd3dbef5ad97f5b75e0b2700e61fe0ebb8e5fa8,26/06/2023 01:55:37,ESCANER
8534,"Santa Rosa",6,"Santa Rosa De Lima",3,1005,380,27,0,3,17,12,0,3,65,1,15,1,1,6,1,1,0,26,0,2,4,5,1,191,41,28,260,0,260,--,380,120,191,260,260,Algún campo sin dato,1,adb1b44242fa1414a69da67118775ff991eb9f4268bf5dcf7db18643198676a4,26/06/2023 00:33:18,ESCANER
8535,"Santa Rosa",6,"Santa Rosa De Lima",3,1005,380,33,1,2,16,18,1,4,42,1,17,0,0,2,2,0,0,16,0,0,3,5,2,165,31,13,209,0,209,--,377,168,165,209,209,Algún campo sin dato,1,4bef8ba5d09de15ff6d8c94a0854da2154416481e3f47b52a84df7318b3d14e5,26/06/2023 01:49:43,ESCANER
8536,"Santa Rosa",6,"Santa Rosa De Lima",3,1005,380,31,2,0,18,11,0,0,56,1,13,1,1,3,1,1,0,23,1,2,2,2,1,170,26,14,210,0,210,--,380,170,170,210,210,Algún campo sin dato,1,6b33356e4fe68524ae12a776da2ca50c06b38e00b0c7a66caf5b566376501d81,26/06/2023 00:09:06,ESCANER
8537,"Santa Rosa",6,"Santa Rosa De Lima",3,1005,380,22,0,4,20,12,1,1,55,1,22,1,0,2,1,1,0,11,1,0,1,13,2,171,36,11,218,0,218,--,380,162,171,218,218,Algún campo sin dato,1,87d0ebe8623f6c822fad8d9e76711c846b735cf46d82143c8f8c5ed264cba5e7,25/06/2023 23:59:46,ESCANER
8538,"Santa Rosa",6,"Santa Rosa De Lima",3,1006,228,11,1,2,10,17,0,1,34,0,19,1,0,0,0,0,0,12,1,0,0,6,1,116,11,14,141,0,141,--,228,87,116,141,141,Algún campo sin dato,1,b358610628a443a85eeb50f465d317d45134c06ead045685eeb7a90a6ceaad19,25/06/2023 22:59:36,ESCANER
8539,"Santa Rosa",6,"Santa Rosa De Lima",3,1006,228,10,1,0,14,4,1,0,33,0,9,1,1,1,0,1,1,6,0,0,0,4,1,88,22,11,121,0,121,--,228,107,88,121,121,Algún campo sin dato,1,66c78f69c5b6ad650d76fe29d8516047fc72c3609e3a4e0f6fd6630270948db2,25/06/2023 21:18:08,ESCANER
8540,"Santa Rosa",6,"Santa Rosa De Lima",3,1007,423,17,0,0,6,2,0,0,7,0,9,0,0,0,0,0,0,9,1,1,0,2,1,55,13,7,75,0,75,--,422,347,55,75,75,Algún campo sin dato,1,7ac82f30eeeffc981ae81e102d86559970a560e67a2d658426aec2f801886a33,25/06/2023 22:33:09,ESCANER
8541,"Santa Rosa",6,"Santa Rosa De Lima",3,1007,422,4,0,0,1,0,1,1,2,0,0,0,0,0,0,1,0,2,1,0,0,0,1,14,6,3,23,0,23,--,422,399,14,23,23,Algún campo sin dato,1,d363ea3ba43b51550fa05bd98f5789e6da4ff0429b82eec76f50073d9aca296e,25/06/2023 22:04:18,ESCANER
8542,"Santa Rosa",6,"Casillas",4,1008,400,52,1,3,3,23,0,2,32,1,11,1,0,2,0,2,0,4,3,0,7,2,2,151,46,29,226,0,226,--,400,174,151,226,226,Algún campo sin dato,1,19d8d0a0dd9b40db7db759783ddf6a3d3f66f9364156fe105a4679a1d1aaf3ea,25/06/2023 22:25:37,ESCANER
8543,"Santa Rosa",6,"Casillas",4,1008,400,64,4,4,4,23,1,3,36,0,18,0,4,1,0,0,0,2,0,1,4,1,0,170,41,30,241,0,241,--,400,159,170,241,241,Algún campo sin dato,1,186c1b0d6b3afdb09d90df97fecfb943101a6bca02fc249f63ae541588672c1b,25/06/2023 22:58:25,ESCANER
8544,"Santa Rosa",6,"Casillas",4,1008,400,60,7,3,2,22,2,1,48,0,21,0,5,1,1,0,0,5,1,0,3,1,0,183,43,25,251,0,251,--,400,149,183,251,251,Algún campo sin dato,1,6be639b0706ed94f01c83835ec8a853b38900e800a1eaa9322b002aab4343c20,25/06/2023 22:38:49,ESCANER
8545,"Santa Rosa",6,"Casillas",4,1009,400,50,5,3,3,24,2,2,39,1,16,0,2,4,2,0,0,2,3,1,1,4,2,166,50,24,240,0,240,--,400,160,166,240,240,Algún campo sin dato,1,9ae7d9eb7d9deeeb7b50b983a6f5091bf01ae1309e4d4cca65127a635145e1b6,26/06/2023 00:03:48,ESCANER
8546,"Santa Rosa",6,"Casillas",4,1009,400,70,2,1,2,26,0,2,42,1,12,1,3,4,1,1,1,3,1,1,0,2,2,178,56,27,261,0,261,--,400,139,178,261,261,Algún campo sin dato,1,ff6590fdfa34354b61b7a111f9ff5cc0193cbc614883ea42f1922e12f0d9bc05,26/06/2023 00:15:06,ESCANER
8547,"Santa Rosa",6,"Casillas",4,1009,400,60,4,0,2,18,0,3,43,0,22,0,1,2,0,1,0,4,1,2,5,2,0,170,49,33,252,0,400,--,400,148,170,252,252,Sumas Asentadas sin cuadrar,1,92d8c2089e686b01c28a4c46aed7347b8bae9f692ed2063eeeacf795e512c652,25/06/2023 23:08:28,ESCANER
8548,"Santa Rosa",6,"Casillas",4,1009,400,56,8,2,4,13,0,0,36,0,17,1,3,1,1,3,0,2,0,0,3,1,2,154,43,33,230,0,230,--,400,170,153,229,229,Sumas Asentadas sin cuadrar,1,f08010253eac06ca0d68e1741292393849dc722d14828aeb494b65c246fa54c5,25/06/2023 23:37:42,ESCANER
8549,"Santa Rosa",6,"Casillas",4,1009,400,43,1,3,4,24,0,1,33,0,15,1,2,4,1,1,0,2,0,1,4,4,0,144,40,16,200,--,--,--,400,200,144,200,200,Algún campo sin dato,1,18069b71caebd5d562c4fd9e13fd88305d239db6a6173b109291198dc38740bf,25/06/2023 22:24:25,ESCANER
8550,"Santa Rosa",6,"Casillas",4,1009,400,57,4,4,3,25,0,1,37,1,15,0,0,1,0,1,0,3,0,0,0,4,2,158,45,18,221,0,221,--,400,179,158,221,221,Algún campo sin dato,1,57578d2dc9d737bdcf765b8435ea4d7ce073be2ac753d6577c5fa3ed2118df5b,26/06/2023 00:48:16,ESCANER
8551,"Santa Rosa",6,"Casillas",4,1009,400,50,1,3,3,18,1,1,35,0,22,2,1,1,1,1,0,3,1,0,5,2,1,152,25,11,188,0,188,--,400,212,152,188,188,Algún campo sin dato,1,fdaaff75aca4422b34311a3f12d1d2595707fc90967a375dd068e4b44a9029f4,25/06/2023 23:24:56,ESCANER
8552,"Santa Rosa",6,"Casillas",4,1009,400,56,4,4,2,19,0,2,28,0,31,0,4,1,1,0,0,11,1,0,1,5,0,170,39,3,212,0,212,--,400,188,170,212,212,Algún campo sin dato,1,c021739436eb055e70a40f2910edd73d16df8494ba2424ac5eecb6dc57285093,25/06/2023 22:45:23,ESCANER
8553,"Santa Rosa",6,"Casillas",4,1009,291,36,2,1,2,15,1,0,33,1,17,1,1,2,0,0,0,4,1,2,1,6,0,126,22,3,151,0,151,--,291,140,126,151,151,Algún campo sin dato,1,e7a4b1a4cd61e6e43320bf10822e3053b9b3fac6939512afbaad3b693dd81d5a,26/06/2023 00:54:52,ESCANER
8554,"Santa Rosa",6,"Casillas",4,1009,290,31,0,1,4,7,2,0,16,3,8,2,0,0,0,1,0,3,0,0,0,6,0,84,22,7,113,0,113,--,290,177,84,113,113,Algún campo sin dato,1,810764c84b184e0914f8bbea40e087b06b50de3744836ee0b22463cd92975544,25/06/2023 23:55:09,ESCANER
8555,"Santa Rosa",6,"Casillas",4,1010,380,27,1,1,0,15,0,0,127,0,0,2,8,1,0,2,0,1,2,0,0,0,1,188,17,33,238,0,238,--,380,142,188,238,238,Algún campo sin dato,1,4f80e41173d87432d880e2eda6b5ea56e8f06c91d856c987050920d177741590,25/06/2023 23:37:16,ESCANER
8556,"Santa Rosa",6,"Casillas",4,1010,380,24,3,3,0,17,0,1,124,0,2,0,8,1,2,0,0,1,0,1,0,0,0,187,17,31,235,0,235,--,380,145,187,235,235,Algún campo sin dato,1,9ea87f7349cd5b3f6dd332aacf56185037e35dc696525d2559279dbcbb31529e,25/06/2023 23:25:47,ESCANER
8557,"Santa Rosa",6,"Casillas",4,1010,380,17,1,2,1,17,0,1,142,0,1,0,2,0,2,1,0,0,2,0,1,0,0,190,26,40,256,0,256,--,380,124,190,256,256,Algún campo sin dato,1,d54bdc2940cdcd6127ecd82391724e4e4d0dc80c9beded174b1ba150607f71a6,25/06/2023 23:42:51,ESCANER
8558,"Santa Rosa",6,"Casillas",4,1010,380,24,3,0,0,17,0,2,124,0,1,0,4,1,1,0,0,1,1,0,1,0,2,182,28,34,244,0,244,--,380,136,182,244,244,Algún campo sin dato,1,3791b5f30e04350f583f5aa00fe3120af9fd4a11e17517cf13c92a4efc16c999,26/06/2023 01:49:39,ESCANER
8559,"Santa Rosa",6,"Casillas",4,1010,380,30,2,5,0,21,0,0,132,0,0,1,6,1,1,0,0,1,0,1,0,2,1,204,23,32,259,0,259,--,380,121,204,259,259,Algún campo sin dato,1,f2edb7bcb94f4533a7cbfdf36f2139de799c40159b7bbb7afc42feb81f69e562,25/06/2023 23:06:06,ESCANER
8560,"Santa Rosa",6,"Casillas",4,1010,380,34,6,2,2,19,0,0,126,1,1,0,5,1,2,0,0,2,0,1,2,1,0,205,20,23,248,0,248,--,380,132,205,248,248,Algún campo sin dato,1,2fe2b1d530f6b52667d20cd429812b94543ef70c30e816c763f516191f81b8c6,26/06/2023 01:39:03,ESCANER
8561,"Santa Rosa",6,"Casillas",4,1010,380,21,2,2,1,11,0,2,130,1,0,1,1,0,0,1,0,2,1,0,1,2,0,179,27,23,229,0,229,--,380,151,179,229,229,Algún campo sin dato,1,0936b08f04894410814a91084f33df98500b8d0a6c27f2d08cdce6ccf12c1d48,26/06/2023 00:43:47,ESCANER
8562,"Santa Rosa",6,"Casillas",4,1010,380,11,1,0,0,10,0,0,117,0,0,0,3,1,1,1,0,1,0,1,1,2,0,150,22,18,190,0,190,--,377,187,150,190,190,Algún campo sin dato,1,806b17efce6f7d182c3161b3a608f0a4e750c28fe137f479b7e1ecea4a124fdf,25/06/2023 23:17:07,ESCANER
8563,"Santa Rosa",6,"Casillas",4,1010,380,26,2,2,1,11,1,0,119,0,0,1,6,0,0,0,0,1,0,0,3,1,1,175,25,27,227,0,227,--,380,153,175,227,227,Algún campo sin dato,1,965d9d0ef5279d61a463d86a851f7c3dac9d67d326c34b4fec730913d9170557,26/06/2023 00:05:05,ESCANER
8564,"Santa Rosa",6,"Casillas",4,1011,380,15,1,1,1,8,0,0,139,1,0,0,1,0,1,0,0,0,0,0,2,1,0,171,18,16,205,0,205,--,380,175,171,205,205,Algún campo sin dato,1,915289333b647f92f16fda05dca3269899c462a972b7b5e85712eb9770e73236,26/06/2023 00:17:48,ESCANER
8565,"Santa Rosa",6,"Casillas",4,1011,380,14,2,2,0,11,0,0,126,0,1,1,0,0,0,0,0,0,0,0,0,3,0,160,14,21,195,0,195,--,380,185,160,195,195,Algún campo sin dato,1,cc6769ca92c079ad5d4f5340fd0a4da72973cfced66cdce8dc1c68effb447dbc,25/06/2023 22:49:33,ESCANER
8566,"Santa Rosa",6,"Casillas",4,1011,380,10,2,0,1,15,0,2,134,0,1,0,3,0,1,0,0,1,0,0,2,4,0,176,14,12,202,0,202,--,380,178,176,202,202,Algún campo sin dato,1,a88cb313fcba45edb6a53afc126a946753e4ff916811196b54e135fa731a776d,25/06/2023 23:58:31,ESCANER
8567,"Santa Rosa",6,"Casillas",4,1011,308,15,0,0,0,7,0,0,98,0,0,0,2,0,0,0,0,0,0,0,0,2,0,124,14,11,149,0,149,--,308,159,124,149,149,Algún campo sin dato,1,46253ee081349ac0bc4a6e751d59e67f0a1a4c79f0b405b31dc64ecb5c5f08a6,25/06/2023 21:51:03,ESCANER
8568,"Santa Rosa",6,"Casillas",4,1011,308,15,0,0,1,6,0,0,81,0,0,0,2,2,0,0,0,0,0,0,1,2,1,111,13,8,132,0,132,--,308,176,111,132,132,Algún campo sin dato,1,ea23803172ff6b06f5ab66cb1187e1f7cde98b419240d760401e74e7c1988c6e,25/06/2023 23:22:37,ESCANER
8569,"Santa Rosa",6,"Casillas",4,1012,380,46,3,2,1,32,0,0,33,0,3,2,0,2,0,0,0,0,1,3,3,0,0,131,41,39,211,0,211,--,381,170,131,211,211,Algún campo sin dato,1,52e427751b75514ea7b34a6c594bee779e855bd0e4392b31c051bf8e6657663a,26/06/2023 00:08:14,ESCANER
8570,"Santa Rosa",6,"Casillas",4,1012,380,39,2,5,2,23,0,1,36,0,7,0,1,3,3,1,0,1,1,0,0,2,0,127,39,37,203,0,203,--,379,176,127,203,203,Algún campo sin dato,1,f49c9b7ccc466e461b67cd494d73ae2dae5d487d205f31e52d8389785662ddb7,26/06/2023 00:23:52,ESCANER
8571,"Santa Rosa",6,"Casillas",4,1012,380,45,4,2,0,20,1,1,39,0,3,0,1,4,0,0,2,0,0,1,1,0,2,126,38,40,204,0,204,--,380,176,126,204,204,Algún campo sin dato,1,93b33eed6fc91972d6c874c4b2a1b7ef68a6799ce5825ed8536ffd2c5f875a88,25/06/2023 22:46:25,ESCANER
8572,"Santa Rosa",6,"Casillas",4,1012,380,46,2,1,2,25,0,2,36,0,6,0,1,2,1,0,0,4,1,2,0,1,2,134,51,28,213,0,213,--,380,167,134,213,213,Algún campo sin dato,1,0504483d1144cb209921e11436c27333232dbc5857ec3f6e3fa64f0404b45d95,26/06/2023 00:14:37,ESCANER
8573,"Santa Rosa",6,"Casillas",4,1012,380,31,2,3,2,22,1,2,40,0,7,2,2,4,0,1,0,0,0,0,0,6,1,126,32,14,172,0,172,--,380,208,126,172,172,Algún campo sin dato,1,88b2ea9364ab9d01d00eec1f4ef87a1a91e46c1774e2d5844b13d36b856d15a9,25/06/2023 23:14:48,ESCANER
8574,"Santa Rosa",6,"Casillas",4,1013,380,25,5,2,1,26,0,0,30,0,8,1,0,2,0,1,0,1,0,1,0,2,0,105,40,21,166,0,166,--,380,214,105,166,166,Algún campo sin dato,1,d382e32035d9140af9a640609db3fecbfd7fe1f18a70aebef94bcf39ebb780ca,25/06/2023 23:38:23,ESCANER
8575,"Santa Rosa",6,"Casillas",4,1013,227,21,5,2,1,18,0,1,21,0,8,0,1,2,0,1,0,0,0,0,0,4,1,86,16,8,110,0,110,--,227,117,86,110,110,Algún campo sin dato,1,1ff08410f03df0936cb02256a8d261c9db63888470ff40d21b57a265350e937b,25/06/2023 23:24:26,ESCANER
8576,"Santa Rosa",6,"Casillas",4,1013,227,22,0,1,0,9,0,1,16,0,3,1,0,1,0,0,0,1,0,0,1,1,0,57,15,6,78,0,78,--,227,149,57,78,78,Algún campo sin dato,1,84f542f8f2241dddbae7dffeb5b90b4bc63d0f816da97cb2371c36217b1a4ad9,25/06/2023 23:32:44,ESCANER
8577,"Santa Rosa",6,"Casillas",4,1014,380,66,3,4,5,13,0,1,33,0,3,1,0,0,1,1,1,3,0,0,0,2,0,137,58,46,241,0,241,--,380,139,137,241,241,Algún campo sin dato,1,5391c83d323e4fa285fe72de2a01cdd5da2bba35192de57dba01cf5acd2b04c1,26/06/2023 01:32:19,ESCANER
8578,"Santa Rosa",6,"Casillas",4,1015,328,50,5,3,1,20,0,0,44,0,4,0,1,2,1,0,0,1,1,0,1,0,1,135,38,26,199,0,199,--,328,129,135,199,199,Algún campo sin dato,1,92c473b1a5da88eaab5063b6c4fea042b896d87aa3987833ccad619459d7612a,26/06/2023 01:38:39,ESCANER
8579,"Santa Rosa",6,"Casillas",4,1015,327,41,4,0,1,16,0,1,27,0,5,1,1,0,0,0,1,1,1,0,1,2,0,103,29,21,153,0,153,--,327,174,103,153,153,Algún campo sin dato,1,85f11926f60818d4dfcf8b87746e9da080d675179e11d9a5d7584d6017505c5b,26/06/2023 01:43:54,ESCANER
8580,"Santa Rosa",6,"Casillas",4,1016,581,29,1,0,2,5,0,0,11,0,3,0,3,1,1,1,0,2,0,1,1,0,0,61,24,17,102,0,102,--,580,478,61,102,102,Algún campo sin dato,1,45b84c63d28425993daa75c2dd61c894794c490abd3b0b833436268852881d63,25/06/2023 22:08:42,ESCANER
8581,"Santa Rosa",6,"Casillas",4,1016,580,6,0,1,0,1,0,0,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,16,6,8,30,0,30,--,580,550,16,30,30,Algún campo sin dato,1,08649ec05f3ac23b622c30075893ae8eae0f3bd6b5885981c1c0214951304ab7,25/06/2023 21:32:27,ESCANER
8582,"Santa Rosa",6,"San Rafael Las Flores",5,1017,400,75,1,--,2,39,--,--,27,7,4,--,1,4,--,1,--,2,--,1,1,3,--,168,30,47,245,0,245,--,400,155,168,245,245,Algún campo sin dato,1,d750fff02b5f8fd94e65ad206eb6760ba1dc839d7dcdd29d876442277e80f330,26/06/2023 01:24:43,ESCANER
8583,"Santa Rosa",6,"San Rafael Las Flores",5,1017,400,63,2,0,6,52,3,0,35,5,2,0,6,2,2,3,1,1,0,1,5,2,0,191,37,41,269,1,270,--,400,130,191,269,270,Algún campo sin dato,1,c8abd0e9daf6c512a17e363ae68a7d8b19204c6faf8739924bced5146e05107a,26/06/2023 03:00:12,ESCANER
8584,"Santa Rosa",6,"San Rafael Las Flores",5,1017,400,80,2,3,3,59,1,1,22,3,1,0,2,2,0,2,0,2,2,1,4,4,0,194,48,46,288,0,288,--,400,112,194,288,288,Algún campo sin dato,1,ea4d232ab7ce81e75712bb7ac5ab5d95914fc4ac7a06f0e6d140ee817d8001e5,26/06/2023 01:21:35,ESCANER
8585,"Santa Rosa",6,"San Rafael Las Flores",5,1017,400,101,5,1,3,55,2,0,28,4,1,2,7,3,3,2,0,2,1,0,0,1,0,221,35,50,306,0,306,--,400,94,221,306,306,Algún campo sin dato,1,ba209b13848e586cf622442c425a2ec1ed6b836fe99da58649fbe8d28938ca57,26/06/2023 01:11:20,ESCANER
8586,"Santa Rosa",6,"San Rafael Las Flores",5,1017,400,99,4,2,1,53,0,1,33,4,3,0,5,2,0,0,1,1,0,0,4,3,0,216,38,47,301,0,301,1,400,98,216,301,301,,1,e769f0e6d9dbf45955783f7438cd5738d33c208a52fd86a3295ed252e294dfa5,26/06/2023 02:54:42,ESCANER
8587,"Santa Rosa",6,"San Rafael Las Flores",5,1017,400,102,1,1,0,53,1,1,29,2,5,1,3,1,0,2,0,1,1,1,2,4,1,212,29,60,301,0,301,--,400,99,212,301,301,Algún campo sin dato,1,3b549e15986a5776da12c3dc28392ad9a23819095fc3580fe774cfbac1bcba1f,26/06/2023 00:45:07,ESCANER
8588,"Santa Rosa",6,"San Rafael Las Flores",5,1017,400,115,1,3,2,62,0,1,27,1,2,0,3,1,1,1,1,0,0,0,3,3,0,227,34,58,319,0,319,--,400,81,227,319,319,Algún campo sin dato,1,4dd5e8adc25f745d039fed71164cbed8eb5ed9631d11884ff3bb22fa31fb2175,26/06/2023 03:26:02,ESCANER
8589,"Santa Rosa",6,"San Rafael Las Flores",5,1017,400,85,3,2,4,77,1,0,18,1,4,2,3,1,0,1,0,0,0,0,0,3,0,205,26,69,301,0,301,--,400,99,205,300,300,Sumas Asentadas sin cuadrar,1,fe36e8c6ae4b92208791721b874e5970d59c1db9f314595a5b3a3b5aedd512dc,26/06/2023 03:35:45,ESCANER
8590,"Santa Rosa",6,"San Rafael Las Flores",5,1017,400,92,0,0,4,66,1,0,27,1,7,0,0,0,0,1,0,0,1,1,0,0,1,202,29,71,302,0,302,--,396,94,202,302,302,Algún campo sin dato,1,44a1f3eaf39c99862173ed0dcfa1489987df99837f18cb8c8ee2358512fb8448,26/06/2023 01:37:15,ESCANER
8591,"Santa Rosa",6,"San Rafael Las Flores",5,1017,400,68,1,1,2,83,0,1,30,2,3,2,3,1,0,0,0,1,0,0,2,0,0,200,19,76,295,0,295,1,383,88,200,295,295,,1,775bb12935cb35b934403ccc2d22c2ed5c78f3e0ce4ea4c509df4b6e5983174c,26/06/2023 02:10:13,ESCANER
