TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
1178,1172,99.4906,1164,98.8115,8,451720,279477,61.8695

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,PIN,TODOS,AZUL,PR,VALOR,UNE,VICTORIA,VAMOS,ELEFANTE,WINAQ,MLP,PPN,BIEN,UR,PHG,PPG,P A N,CREO,VOS,MI FAMILIA,VIVA,PODEMOS,FCN-NACION,CAMBIO,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
8060,"Escuintla",5,"Iztapa",10,927,346,3,0,2,3,0,26,135,1,5,0,0,0,0,0,0,1,0,1,2,5,0,13,1,0,0,1,199,25,26,250,0,250,--,343,93,199,250,250,Algún campo sin dato,1,9334257aa54ae5191a3d67e559c5edba33f92f74e5ebefc4c34822f1bada3c26,25/06/2023 22:37:21,ESCANER
8061,"Escuintla",5,"Iztapa",10,928,362,2,0,2,1,1,10,17,2,0,5,0,0,0,0,0,1,1,1,1,5,0,6,0,1,0,3,59,26,11,96,0,96,0,363,267,59,96,96,,1,5c0118af52a2cda5cfd93ecb09717a1d29c2e134f9b22a785136086dc77970a5,25/06/2023 22:21:58,ESCANER
8062,"Escuintla",5,"Palín",11,929,400,4,1,1,1,6,29,51,10,13,6,24,3,26,1,0,0,1,1,0,11,4,20,2,0,2,37,254,47,15,316,0,316,0,400,84,254,316,316,,1,5e5f50c6992883a2855b71b406249c42b6e7d5c67dac3eed8e3c5a8593eae834,26/06/2023 02:06:27,ESCANER
8063,"Escuintla",5,"Palín",11,929,400,11,4,2,3,13,26,40,16,18,4,22,5,28,0,0,0,1,1,1,8,1,13,0,0,0,33,250,38,29,317,0,317,0,400,83,250,317,317,,1,f2bc3e1dc9bd577c91204f808387dcfea92ec01295f3a37a40b3884401321d51,26/06/2023 10:09:58,ESCANER
8064,"Escuintla",5,"Palín",11,929,400,6,0,3,6,12,25,44,11,19,5,22,6,13,1,0,0,1,2,5,13,0,10,3,0,1,34,242,50,26,318,0,318,2,400,80,242,318,318,,1,ac5f10c9c8a8b8258507ee895e53dd517a25617ccd4365e04f95b21a0408d94c,26/06/2023 10:03:45,ESCANER
8065,"Escuintla",5,"Palín",11,929,400,7,4,5,2,18,27,28,13,12,5,33,5,14,2,1,1,0,0,0,11,2,17,3,1,0,29,240,42,32,314,0,314,0,401,87,240,314,314,,1,9df36810fc38574c8b84c8db93ebd3af9f81f9f57193868b9566a2a2a19a219b,26/06/2023 02:08:09,ESCANER
8066,"Escuintla",5,"Palín",11,930,400,4,3,2,0,10,28,34,18,17,4,16,2,23,3,10,0,1,1,2,17,0,23,1,0,0,39,249,54,22,325,1,326,0,389,63,258,334,335,Sumas Asentadas sin cuadrar,1,896f63e9b81ea300d0f669fc9f7b14304df34f0eda0df973f145dc0d7665dbb1,26/06/2023 12:42:05,ESCANER
8067,"Escuintla",5,"Palín",11,930,400,6,1,1,3,18,31,36,15,10,5,22,3,18,2,2,0,0,3,3,14,1,8,1,1,2,29,235,41,22,298,0,298,0,399,101,235,298,298,,1,8c5c00d17ccfd5b1f80742df83eb36332f905beb3c3e9bd4b10912c1a7dedd61,26/06/2023 13:01:44,ESCANER
8068,"Escuintla",5,"Palín",11,930,400,9,3,4,4,11,32,38,6,11,2,29,3,27,2,1,1,1,1,5,16,0,15,3,0,0,27,246,21,21,310,0,310,--,400,--,251,293,293,Sumas Asentadas sin cuadrar,1,95ce3c4c9524e8f8e59443c8d72dee8594660f82e4681c9c97daac64e4d108b3,27/06/2023 15:54:26,ESCANER
8069,"Escuintla",5,"Palín",11,930,400,9,0,3,5,7,27,36,11,14,8,27,4,26,1,1,1,3,3,2,23,2,16,1,2,1,39,272,43,16,331,0,331,0,384,53,272,331,331,,1,239d89f32503dba8472488eb301c1b4775ab6cf9b63900f86fe2f96a82d7b973,26/06/2023 12:47:07,ESCANER
8070,"Escuintla",5,"Palín",11,930,400,13,1,2,0,9,28,40,9,14,8,24,5,22,3,1,1,0,2,2,20,1,9,2,1,1,48,266,38,19,323,0,323,0,400,77,266,323,323,,1,099be4a4140fb4ffc0e6c111fa1169da622cd5c4929040b825b0f673a64c42f9,26/06/2023 12:47:46,ESCANER
8071,"Escuintla",5,"Palín",11,930,400,7,0,1,2,7,29,37,10,13,8,25,8,29,2,1,0,0,3,2,11,0,19,1,4,2,33,254,31,25,310,0,310,--,400,90,254,310,310,Algún campo sin dato,1,ced183e39e8898c3e46a8c45cf86debc4504f8fb76f62ffaf6dfcbdff1e8190f,27/06/2023 15:52:36,ESCANER
8072,"Escuintla",5,"Palín",11,930,400,4,2,2,3,8,23,37,10,10,3,26,4,29,2,1,1,0,0,1,13,1,23,2,0,3,30,238,46,17,301,0,301,0,397,96,238,301,301,,1,92e1437b8b48454c6e12e4de6cdf4e2f467b7c16a95646e5f5f2c140fea675d9,26/06/2023 12:52:42,ESCANER
8073,"Escuintla",5,"Palín",11,930,400,9,2,2,3,14,19,39,11,8,7,18,6,18,2,0,1,0,1,1,15,3,10,0,1,1,35,226,60,18,304,0,304,--,400,96,226,304,304,Algún campo sin dato,1,cb6d98f6f73d3e4426f31380a3b9a47895b34b34ac7efb1230e0c8b77fe88c8a,27/06/2023 18:02:27,ESCANER
8074,"Escuintla",5,"Palín",11,931,400,5,1,2,1,16,27,43,12,13,5,27,6,30,3,0,0,0,0,3,16,2,16,1,1,2,34,266,39,20,325,0,325,1,399,73,266,325,325,,1,0b76296e966ca1816448de3eddea297d62a8634c7a8bf3f15efe9d72014c8943,26/06/2023 10:25:22,ESCANER
8075,"Escuintla",5,"Palín",11,931,400,3,2,0,1,16,25,45,8,6,4,19,6,29,2,0,0,1,1,2,23,0,12,3,0,4,36,248,36,11,295,0,295,0,400,105,248,295,295,,1,da4383309c2012941c2ae5142844e278c6e5667609987fee08b4aea6ae1e4198,26/06/2023 10:32:25,ESCANER
8076,"Escuintla",5,"Palín",11,931,400,1,1,1,0,15,28,30,6,10,1,20,3,30,1,0,0,0,1,1,21,1,12,0,0,1,39,223,48,17,288,0,288,0,400,112,223,288,288,,1,35d9bcadcf19fc072f98bd8cd1b0909b02fc8be4eba0b2e778a7039be2064be8,26/06/2023 10:21:49,ESCANER
8077,"Escuintla",5,"Palín",11,931,400,2,0,1,0,21,22,26,10,16,4,26,5,28,2,1,0,0,0,0,20,0,15,2,2,2,49,254,40,7,301,0,301,0,400,99,254,301,301,,1,5aac191dba72d4e75e12c1e8c61aea054378382275a7e83ff45a9b14b0a4856b,26/06/2023 10:40:10,ESCANER
8078,"Escuintla",5,"Palín",11,931,400,8,0,2,1,12,17,39,10,9,3,27,2,29,0,1,0,0,1,3,19,1,13,3,1,1,40,242,40,15,297,0,297,1,400,102,242,297,297,,1,7148c96b0c10fe78271d21c0d2099fbb890a8690b335610e1fd6af0ad063e18d,26/06/2023 11:00:19,ESCANER
8079,"Escuintla",5,"Palín",11,931,400,3,2,1,1,15,30,43,7,12,4,19,9,29,3,0,0,0,4,1,12,3,9,2,1,1,29,240,40,14,294,0,294,0,400,106,240,294,294,,1,3ae3920a79005d95a81b00b98da74b866f798776ac8c68cdd9b778ab3098da7e,26/06/2023 10:52:45,ESCANER
8080,"Escuintla",5,"Palín",11,931,400,8,2,0,1,13,24,40,13,12,5,26,5,16,3,1,0,0,2,1,19,4,15,0,2,1,30,243,40,26,309,0,309,0,400,91,243,309,309,,1,5a87e76ba42d70740521cae4f6e359ac2c50574a5bcfe9e67c5c82ece6b598cd,26/06/2023 11:15:22,ESCANER
8081,"Escuintla",5,"Palín",11,932,400,7,0,2,4,14,27,32,11,15,10,19,4,20,2,0,0,1,1,2,13,1,9,0,1,2,37,234,35,20,289,0,289,1,400,110,234,289,289,,1,1c8924be49177ce450ce4cefb457dc9675cfa9252c3fd1af70336a397e0d5df1,26/06/2023 11:25:13,ESCANER
8082,"Escuintla",5,"Palín",11,932,400,7,2,1,1,14,27,31,13,14,4,18,7,24,3,0,1,0,1,3,13,4,12,0,3,1,33,237,41,15,293,0,--,0,400,107,237,293,293,Algún campo sin dato,1,aebd74e3edba059071a4e75fb230380d9743d660b501d009b3f055ffe82f9771,27/06/2023 14:23:42,ESCANER
8083,"Escuintla",5,"Palín",11,932,400,8,1,2,2,23,23,35,10,16,0,20,3,29,0,0,0,0,3,3,9,0,14,0,0,3,39,249,34,14,297,0,297,0,400,103,243,291,291,Sumas Asentadas sin cuadrar,1,f0c94fa7425891205554d21d48d17c44997705cdb03aca51752d219e0c1401ca,26/06/2023 11:46:20,ESCANER
8084,"Escuintla",5,"Palín",11,932,400,5,1,5,2,19,27,38,10,14,7,18,5,26,1,1,1,1,2,1,14,1,16,2,0,3,39,259,40,16,315,0,315,0,400,85,259,315,315,,1,4530c2f539ab893d160c5428bc41b619014ced092d3b12d2a029a5ccf194d2e3,26/06/2023 11:42:24,ESCANER
8085,"Escuintla",5,"Palín",11,932,400,3,0,0,4,8,32,36,16,13,2,34,3,29,0,1,0,1,0,2,9,1,17,4,1,3,33,252,45,12,309,0,309,0,400,91,252,309,309,,1,dd8543034fc7e9d258969b98dd2fdfcf6f826aaac392ebde36ddd3fbb1ff0608,26/06/2023 11:47:46,ESCANER
8086,"Escuintla",5,"Palín",11,932,400,5,0,2,0,13,32,40,9,17,3,20,4,22,1,1,1,1,0,2,13,0,3,2,2,1,39,233,47,21,301,0,301,0,401,100,233,301,301,,1,32e2180c65983ea361c03c394fca091d5ea79ee8f264b629660a52b54dd3b9be,26/06/2023 11:53:17,ESCANER
8087,"Escuintla",5,"Palín",11,932,400,3,0,4,4,10,23,35,10,17,4,24,6,11,1,1,0,1,1,2,10,0,14,2,1,0,42,226,55,18,399,1,227,1,400,99,226,299,300,Sumas Asentadas sin cuadrar,1,05856a5514251f9614b5d8c8797f6ee5793b3ab8fb957f89153cffbbf07636b1,26/06/2023 12:02:29,ESCANER
8088,"Escuintla",5,"Palín",11,932,400,4,2,4,2,15,25,34,9,11,8,24,2,26,1,0,1,0,0,0,18,0,9,4,3,0,44,246,46,21,313,0,313,0,400,87,246,313,313,,1,f9a8dee7941609d9549c6d6c31d3df3efbf02cb17bc72b07e89017e45c45ba4a,26/06/2023 12:05:12,ESCANER
8089,"Escuintla",5,"Palín",11,933,400,9,3,2,1,10,26,41,13,13,10,26,2,20,5,1,0,0,3,0,14,2,9,0,0,0,41,251,38,13,302,0,302,0,400,98,251,302,302,,1,f61b9257bca2e2271b044dcac5f986760d8a09756a762d15f496527b51b83ec2,27/06/2023 14:24:09,ESCANER
8090,"Escuintla",5,"Palín",11,933,400,6,0,2,2,14,19,51,12,18,1,19,5,25,2,1,0,0,5,0,13,2,12,2,0,3,41,255,41,27,323,1,324,0,400,77,255,323,324,,1,05d2f2497343720e9cddd73f3fabf77b15c416c601648c621cb7871c050cf3e3,26/06/2023 12:16:43,ESCANER
8091,"Escuintla",5,"Palín",11,933,400,8,3,3,3,9,12,53,5,7,5,19,4,29,2,0,0,2,5,0,18,1,10,1,1,--,44,244,46,16,244,0,306,0,--,--,244,306,306,Sumas Asentadas sin cuadrar,1,71b0bec7c3cbe12ff106db0b803210bce735fd4bcf8185b2689b0f43f983a31b,26/06/2023 12:14:05,ESCANER
8092,"Escuintla",5,"Palín",11,933,400,4,2,1,3,13,29,39,11,10,2,22,3,20,0,0,1,0,3,2,16,1,11,5,0,0,42,240,39,21,300,1,301,0,400,99,240,300,301,,1,3c55cdb83bc99c8c281a7adb76783c3c5fcd6aad4acc3936ae14ae2963ce0341,26/06/2023 12:21:21,ESCANER
8093,"Escuintla",5,"Palín",11,933,400,10,1,4,0,21,34,39,13,14,8,22,8,22,4,0,1,1,0,4,17,0,17,1,1,1,29,272,39,21,332,0,332,--,399,67,272,332,332,Algún campo sin dato,1,4678c2cbe8e7b006ac8cf9f160303949c9bdc20f1ee1e00cc95cf52c5b389991,26/06/2023 12:19:38,ESCANER
8094,"Escuintla",5,"Palín",11,934,400,6,1,3,1,9,24,28,7,19,3,29,8,20,7,1,0,1,0,1,16,1,9,1,1,1,43,239,32,29,300,0,300,0,400,100,240,301,301,Sumas Asentadas sin cuadrar,1,388a3095ec4a5d97d451aba2f664823c99f1ec310877c445ed97fb3a27a285c7,26/06/2023 01:47:09,ESCANER
8095,"Escuintla",5,"Palín",11,934,400,5,0,5,4,16,18,37,14,13,2,24,6,22,2,0,3,0,0,1,9,1,21,1,3,3,33,243,36,27,306,0,306,--,400,94,243,306,306,Algún campo sin dato,1,334cdfd117c12c800ed941adb46c08ce0915c9826d527721807c0d65044d7ecd,25/06/2023 23:18:36,ESCANER
8096,"Escuintla",5,"Palín",11,934,400,5,1,1,0,13,29,42,12,14,4,19,5,27,3,2,0,1,1,0,13,1,15,1,0,2,47,258,36,13,307,3,310,--,396,86,258,307,310,Algún campo sin dato,1,fc2accb83417bf13488a8c1b8e94060639878a2f7c72c8fd548db8e677ea11e9,26/06/2023 00:46:47,ESCANER
8097,"Escuintla",5,"Palín",11,934,400,3,1,4,3,13,28,44,9,19,2,28,1,20,2,1,0,1,1,0,20,0,8,0,1,1,27,237,30,24,291,0,291,1,400,108,237,291,291,,1,579dfd77e0c8b2c7b3164c62b82f106612e53b59eb568b30d4e9d7d5c4403403,26/06/2023 01:00:01,ESCANER
8098,"Escuintla",5,"Palín",11,934,400,3,1,2,0,18,21,37,10,19,3,17,3,22,2,0,1,0,0,0,15,0,16,0,4,2,49,247,35,29,309,0,309,0,397,88,245,309,309,Sumas Asentadas sin cuadrar,1,dbe08a6e2260f9e34bfd5c18cdffb33497a64717b1c5a2ca054861ba3ddf06ee,26/06/2023 00:51:04,ESCANER
8099,"Escuintla",5,"Palín",11,934,400,6,1,3,1,8,19,33,12,24,4,21,3,27,0,2,0,0,2,2,13,0,10,0,1,2,38,232,37,28,297,1,298,1,0,101,232,297,298,,1,faaa0f1801013808e003ca3d7120de1628785eaea6da190852c50122e721860f,26/06/2023 01:44:29,ESCANER
8100,"Escuintla",5,"Palín",11,934,400,6,1,0,4,18,31,29,7,8,4,19,3,34,3,2,0,1,1,0,19,0,7,1,2,0,42,242,31,27,300,0,300,--,399,99,242,300,300,Algún campo sin dato,1,473c9c320ef0cbdf62131c9147c750452a20af36b20e21b869e3bb94156f0dca,26/06/2023 00:10:00,ESCANER
8101,"Escuintla",5,"Palín",11,934,400,2,4,2,1,10,20,40,8,10,4,20,9,21,3,0,0,0,1,1,16,2,7,1,2,4,59,247,27,22,296,0,296,0,0,0,247,296,296,,1,dfdc91a4bd95ac4126a1a248e4c37c39aee96e128ad230dc6202b6631643fe0d,26/06/2023 00:57:39,ESCANER
8102,"Escuintla",5,"Palín",11,935,400,5,1,4,1,14,28,39,10,12,4,23,2,22,2,1,0,1,1,1,10,2,9,1,1,3,52,249,30,15,294,0,294,0,400,106,249,294,294,,1,04728dcf0cb275b8c4290f1f8261628ae195b440847b85261a3cd9c8d50259e3,26/06/2023 11:51:47,ESCANER
8103,"Escuintla",5,"Palín",11,935,400,3,2,3,0,15,25,36,6,16,2,20,3,16,2,3,0,1,1,0,20,2,11,0,3,0,39,229,32,13,272,0,274,--,400,126,229,274,274,Sumas Asentadas sin cuadrar,1,77f0809a9dd413286af36957c7e97b5f96ccf9e332dcd705a9290702dbd746b5,27/06/2023 19:34:09,ESCANER
8104,"Escuintla",5,"Palín",11,935,400,4,3,2,1,13,12,34,10,16,3,14,5,11,3,1,1,0,1,2,33,2,9,2,3,0,72,257,28,12,297,0,297,0,400,103,257,297,297,,1,4937bd3c140e55444644c80ab78d9736e401c5df2d48695638490fab8af94da1,26/06/2023 01:59:03,ESCANER
8105,"Escuintla",5,"Palín",11,935,400,1,1,2,1,13,24,26,17,4,6,9,4,17,1,2,0,0,2,3,21,2,10,1,0,3,65,235,22,5,262,0,262,0,399,137,235,262,262,,1,ca0f7c27a544e735deebf14fccb50763ad4c8b3914525ed4d79a5fb658e87040,26/06/2023 02:06:18,ESCANER
8106,"Escuintla",5,"Palín",11,935,400,3,1,0,4,14,19,35,12,7,2,14,2,18,4,1,0,0,1,0,18,0,7,0,0,0,64,226,20,10,256,0,256,0,400,144,226,256,256,,1,c17ae30603f972c3a7136af972534eb049480594ef612edb2546a44e2e1c8a34,26/06/2023 11:50:06,ESCANER
8107,"Escuintla",5,"Palín",11,935,400,5,2,3,1,11,22,27,5,8,5,12,3,15,1,1,0,0,0,1,22,1,16,3,1,2,47,214,20,10,244,0,244,0,396,152,214,244,244,,1,4b0a8bdae632af6385c313d59c1db95c9be714db81ac2c42b8a0af1d5a8d21fa,26/06/2023 12:08:10,ESCANER
8108,"Escuintla",5,"Palín",11,935,400,4,0,1,4,11,25,34,10,8,1,8,3,26,1,0,0,1,1,2,15,0,10,0,0,1,48,214,32,5,251,0,251,0,401,150,214,251,251,,1,7767e92e54db64cd0b08f3090ecd285e9c5c3c01e1a02030665e4d96e096a11a,26/06/2023 12:06:56,ESCANER
8109,"Escuintla",5,"Palín",11,936,400,8,1,3,2,11,29,35,12,11,2,16,5,26,2,1,0,1,1,2,17,0,6,1,0,2,59,253,16,6,275,0,275,0,401,126,253,275,275,,1,c021ebbc55ff460e638166e02e7a5341a2d1553986d1c9c43088adbbc78af3fb,26/06/2023 10:36:37,ESCANER
8110,"Escuintla",5,"Palín",11,936,400,1,2,1,1,16,18,31,9,7,4,32,9,32,1,0,0,2,0,1,26,0,4,2,0,1,63,263,26,9,298,0,298,0,400,102,263,298,298,,1,b365cd6f5236a1af34fe1996a3b781f807b8999df17d641f787a2a83d54dc5e8,26/06/2023 12:11:29,ESCANER
8111,"Escuintla",5,"Palín",11,936,400,11,0,4,0,14,26,26,10,19,1,40,8,25,0,1,0,1,0,0,22,0,6,0,0,2,58,274,26,15,315,0,315,0,400,85,274,315,315,,1,48bf71b25534e5bbaf0f1d21bd0367d6c4cc8e472435f76dc08a75603344ee29,26/06/2023 10:32:59,ESCANER
8112,"Escuintla",5,"Palín",11,936,400,1,0,3,3,14,22,24,13,7,0,27,2,28,1,1,2,0,1,1,26,1,6,0,0,1,75,259,36,6,301,0,301,1,400,98,259,301,301,,1,bfab61a47ffcfe55830504b8319cd7b4912c5017fa2374548157798a5afe0041,26/06/2023 10:22:46,ESCANER
8113,"Escuintla",5,"Palín",11,936,400,3,0,0,1,19,30,45,11,13,5,28,1,25,1,1,0,1,2,0,21,1,9,0,0,0,57,274,28,9,311,0,311,0,401,90,274,311,311,,1,f01687ca22b3b4e6315327acc5fb169fcf8f21932a4c52c6a36a75ef3de3b298,26/06/2023 10:59:38,ESCANER
8114,"Escuintla",5,"Palín",11,936,400,2,2,3,4,11,24,20,7,9,4,14,5,17,0,0,0,0,1,3,13,0,11,1,0,0,49,200,28,11,239,0,239,0,391,152,200,239,239,,1,384368f3567b48ea98a8ec025a8cbeb1a6ef34a68bcc7ef741e9d6145ea38b57,26/06/2023 11:12:56,ESCANER
8115,"Escuintla",5,"Palín",11,937,400,2,2,3,1,8,16,57,13,9,2,16,2,18,2,0,0,1,2,3,13,0,7,0,0,1,27,205,26,16,247,0,247,0,400,153,205,247,247,,1,ed880f444c79d75e9221206d4622e70a73f57ec502366c9791fcee7f438beeb9,26/06/2023 00:07:27,ESCANER
8116,"Escuintla",5,"Palín",11,937,293,8,1,0,3,11,12,29,3,10,0,7,1,18,4,0,0,0,1,0,10,0,5,0,0,2,36,161,17,8,186,0,186,--,293,107,161,186,186,Algún campo sin dato,1,773535ab257835aadc724f6dfd0aae10c6e86bc42cdbfa86ae267c73fd26756f,26/06/2023 00:54:55,ESCANER
8117,"Escuintla",5,"Palín",11,937,292,5,1,2,1,6,12,32,7,13,1,8,0,7,3,1,0,0,0,0,8,0,5,0,0,0,23,135,16,8,159,0,159,0,292,133,135,159,159,,1,d4259dd229dc60cf567799a89b77d19184a7d1ded6b6180766bd985e054c35af,26/06/2023 01:23:11,ESCANER
8118,"Escuintla",5,"Palín",11,938,400,3,0,2,6,12,19,56,10,37,6,8,0,11,2,0,0,3,0,3,11,2,9,1,6,1,10,218,39,27,284,0,284,--,400,116,218,284,284,Algún campo sin dato,1,cbd24aa87ca6ffa5293a9ca508870e434f8e25d269b92aaf548e0f197db31ca6,27/06/2023 14:23:20,ESCANER
8119,"Escuintla",5,"Palín",11,938,400,7,3,2,4,17,22,57,8,31,4,6,2,12,1,0,1,1,3,0,10,2,8,3,5,0,11,220,37,27,220,0,220,0,400,116,220,284,284,Sumas Asentadas sin cuadrar,1,62fe5671faae3b5be5152ed7a87fd73a3349270db3637e759d1b13ce235a3e8f,26/06/2023 11:02:06,ESCANER
8120,"Escuintla",5,"Palín",11,938,400,3,1,1,1,16,13,63,14,25,3,8,3,11,3,0,0,0,1,0,15,1,15,4,2,0,13,216,56,18,290,0,290,0,397,107,216,290,290,,1,3b3d0b812cdb0028f4b1ae9302e8b63481157b5b655bf0c673aacbf40d5d8be8,26/06/2023 11:24:21,ESCANER
8121,"Escuintla",5,"Palín",11,938,400,5,2,0,5,18,17,48,14,32,3,9,1,0,0,2,0,0,2,2,12,0,16,3,0,0,20,205,43,24,272,0,272,0,395,108,211,278,278,Sumas Asentadas sin cuadrar,1,0bc8dc2eb5e878a5edbd004953d4c9832ceacbbdf63619b4bdab9052fda83e1b,26/06/2023 10:47:16,ESCANER
8122,"Escuintla",5,"Palín",11,939,400,6,1,4,0,21,23,65,10,22,5,7,1,9,1,2,0,1,1,0,7,0,20,2,2,2,17,229,35,19,283,1,284,1,401,116,229,283,284,,1,606317e05286e90d745718cbebf1326713fb91164eaa5e1866e41c0019332b60,26/06/2023 04:24:46,ESCANER
8123,"Escuintla",5,"Palín",11,939,400,5,1,3,2,15,16,77,9,17,3,7,0,0,1,2,2,2,1,2,12,1,12,1,1,1,14,214,37,22,273,6,279,--,400,177,207,266,272,Sumas Asentadas sin cuadrar,1,6dca9380e74967a4b803a39590ca029af5185431f3316f0f7075cb97337dd500,26/06/2023 04:36:19,ESCANER
8124,"Escuintla",5,"Palín",11,939,400,7,0,1,6,18,12,71,9,28,0,3,0,13,3,0,0,0,0,2,14,0,20,1,3,0,20,231,2,20,253,36,289,0,400,106,231,253,289,,1,255f4d76d9029025c7add10d1d3f009dc9cd295ecdd4561d6882877e775f597c,26/06/2023 11:31:16,ESCANER
8125,"Escuintla",5,"Palín",11,939,400,8,0,5,3,16,17,63,7,21,2,5,0,9,1,1,0,0,0,3,6,2,11,1,1,0,12,194,37,15,246,0,246,0,400,154,194,246,246,,1,8fcb432f54e6e3ccc08a8678cf7d6a6735a2bd170e863f0112f5cad790be6d07,26/06/2023 11:18:32,ESCANER
8126,"Escuintla",5,"Palín",11,940,400,1,0,1,2,18,24,40,10,20,5,5,2,8,1,0,0,1,5,4,21,0,9,4,0,0,23,204,33,2,239,0,239,1,400,161,204,239,239,,1,aa5764d78f7236dddf7256afa80d913e41385a2fd1993f1f45b377c7d3f2b0a0,26/06/2023 12:10:10,ESCANER
8127,"Escuintla",5,"Palín",11,940,252,6,2,0,1,9,13,29,6,15,4,5,3,11,2,1,0,0,3,0,7,1,7,1,1,0,18,145,19,5,169,0,169,0,252,81,145,169,169,,1,7c951c298cc774158ac46bb3ca3c857f536f13b8efdf77aef0ed684c0b9613ad,26/06/2023 11:47:03,ESCANER
8128,"Escuintla",5,"Palín",11,940,252,0,0,0,4,5,13,30,5,20,1,1,0,0,2,0,0,0,1,1,5,0,4,0,1,0,0,113,20,14,147,0,0,0,252,105,93,127,127,Sumas Asentadas sin cuadrar,1,53127f57cd3e72a27a70306d4747bd5e148d2cc00b7a43f1ed8bd40a9cabec99,27/06/2023 14:23:50,ESCANER
8129,"Escuintla",5,"Palín",11,941,400,6,1,2,8,13,31,104,5,24,0,3,1,10,2,2,0,0,0,0,8,0,10,0,0,0,7,237,30,62,329,0,329,--,400,71,237,329,329,Algún campo sin dato,1,975eeca71eda65610950660fba3528cfebef91b89c9191b3f592cf284e65b61f,26/06/2023 13:16:16,ESCANER
8130,"Escuintla",5,"Palín",11,941,400,6,0,0,5,6,34,115,5,21,1,4,0,0,0,0,0,0,2,0,10,3,13,0,0,1,9,239,34,40,313,0,313,--,400,87,235,309,309,Sumas Asentadas sin cuadrar,1,252e32720d879ed13b4eab819a700ba9f3a98352c18d0b734d4b094cd6f3caf7,26/06/2023 13:04:03,ESCANER
8131,"Escuintla",5,"Palín",11,941,294,5,2,0,4,13,23,88,4,12,1,2,0,7,0,1,0,1,0,0,4,0,6,1,0,0,6,180,17,23,220,0,220,0,291,71,180,220,220,,1,292a46b90aa86b1846f53d427b9305787f1dd6d6ce4187b635c20d8a46f61fd8,26/06/2023 12:39:49,ESCANER
8132,"Escuintla",5,"Palín",11,941,293,2,0,0,3,7,20,92,5,15,1,2,0,7,0,0,0,0,1,1,9,1,7,1,0,0,13,187,16,12,215,0,215,0,293,78,187,215,215,,1,0d1c80da2aef9ad892997333167bd173a31ba75fafaaa88bca3b8c3bd98b614b,26/06/2023 12:27:24,ESCANER
8133,"Escuintla",5,"Palín",11,942,400,5,2,4,4,9,52,24,4,13,5,6,3,7,7,0,1,1,0,2,17,2,19,1,0,0,20,208,32,9,249,0,249,0,400,151,208,249,249,,1,013416f30a2f19843ceec7d144e541fca2c6774197ded1a7e66f69ee5caf37be,26/06/2023 12:22:05,ESCANER
8134,"Escuintla",5,"Palín",11,942,400,1,1,3,5,14,57,19,2,9,5,10,5,7,4,0,0,1,3,1,70,1,15,1,2,1,76,713,42,12,267,0,267,--,400,133,313,367,367,Sumas Asentadas sin cuadrar,1,dc0e47f9fb5f79296bced42c93d904014bd7a31b7d11a5ac3f65cd1899890d4e,27/06/2023 14:24:05,ESCANER
8135,"Escuintla",5,"Palín",11,942,400,4,1,3,3,14,49,30,2,7,1,11,5,3,1,1,1,0,1,3,18,0,21,1,1,0,15,196,52,12,260,0,260,0,400,140,196,260,260,,1,9f6b39ccab1c06fc95cfdd41ae4e6cff9739a9ce5f72d468ef9bdc31e3b4456d,26/06/2023 12:08:53,ESCANER
8136,"Escuintla",5,"Palín",11,942,400,7,0,1,6,12,56,14,9,9,2,9,2,3,4,0,0,0,0,1,23,1,16,2,2,0,22,201,41,20,262,0,262,0,397,135,201,262,262,,1,56f54e0c68b193421e336cd5b85dea3dc7e6f3d91ca1cfc39397b4a5adb9f5bc,26/06/2023 12:13:20,ESCANER
8137,"Escuintla",5,"Palín",11,942,400,1,1,3,6,14,36,8,11,11,4,4,1,6,1,2,0,0,1,1,20,2,14,0,0,0,47,194,39,7,240,0,240,1,396,156,194,240,240,,1,d1d1cdb20a2192dad08d7d3e781f4f03429617c8b67b9cc8d5190758b60e4e68,26/06/2023 12:20:34,ESCANER
