TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
1178,1172,99.4906,1164,98.8115,8,451720,279477,61.8695

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,PIN,TODOS,AZUL,PR,VALOR,UNE,VICTORIA,VAMOS,ELEFANTE,WINAQ,MLP,PPN,BIEN,UR,PHG,PPG,P A N,CREO,VOS,MI FAMILIA,VIVA,PODEMOS,FCN-NACION,CAMBIO,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
7412,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,826,400,33,0,1,16,0,9,27,2,30,2,1,3,2,2,2,2,1,1,2,23,1,13,1,1,2,21,198,31,10,239,0,239,0,400,161,198,239,239,,1,c884dbef428b7fabd9d142e69c0809ffe960ff5f4d567f807e2e5ad70bd159c3,26/06/2023 01:39:46,ESCANER
7413,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,826,400,37,0,4,11,0,13,19,3,36,2,5,0,10,2,0,1,1,0,3,12,0,15,2,0,3,27,206,21,3,230,0,230,0,400,170,206,230,230,,1,8a91ff218fcc6e0da837305535342642f70d1f1ef0c22b1f1a76cda40ed595f1,26/06/2023 02:10:54,ESCANER
7414,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,826,400,52,0,3,14,1,13,14,5,44,1,4,0,6,0,0,0,0,0,1,10,0,12,0,0,3,20,203,26,3,232,0,232,0,399,167,203,232,232,,1,8b031c52bdf17091475c079755b253f104a2c4b8cbe1318a00758762d1487403,26/06/2023 02:31:21,ESCANER
7415,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,400,38,0,3,9,0,8,21,3,24,2,4,0,5,0,1,0,0,1,1,19,0,6,0,0,1,28,174,25,4,203,0,203,0,0,0,174,203,203,,1,bb9687925abc57490cbe7adc956c1d70eee389d7a0e233e6690c9613675fb235,26/06/2023 00:28:03,ESCANER
7416,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,400,41,0,9,21,0,12,19,3,30,6,3,3,5,0,0,1,0,0,2,13,0,9,0,1,2,41,221,36,5,262,0,262,0,0,0,221,262,262,,1,8a8669821c5ae3fa26ed9d421429c2b4031a82b71dd4545c070ad709241b291e,25/06/2023 23:57:04,ESCANER
7417,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,400,47,0,2,11,2,13,23,2,28,4,4,2,0,2,0,2,0,0,0,18,0,7,0,1,2,35,213,23,3,239,0,239,0,400,161,205,231,231,Sumas Asentadas sin cuadrar,1,65a1251a5965a8f456d6930ed19783b512bf66f807fd573cb30a5f5dd25830bf,26/06/2023 04:20:36,ESCANER
7418,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,400,43,0,2,21,0,8,21,1,34,1,1,1,3,2,0,1,0,0,2,12,0,11,1,0,1,21,187,22,0,209,0,209,0,400,191,187,209,209,,1,769b095b5c0421f66f153f0d2d2986aadf570bedc4107004d9e43d12757237cd,26/06/2023 01:54:03,ESCANER
7419,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,400,33,0,4,15,3,10,15,4,36,0,1,2,5,0,0,1,0,0,1,6,0,9,0,0,3,24,172,18,2,192,0,192,0,400,208,172,192,192,,1,77d3004846ec2e827909e52fdbdcaaeaabc567eb7a61ef6db6f85d44863c64a4,26/06/2023 01:22:53,ESCANER
7420,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,400,44,0,3,21,1,9,18,6,45,3,2,0,7,2,0,3,0,0,2,16,2,6,1,0,6,47,244,29,0,273,0,273,0,400,127,244,273,273,,1,c1d0ef4a50458c8929cf1385ec87f91960a56aa608774e3746bf62af0426401e,26/06/2023 01:39:23,ESCANER
7421,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,400,49,0,3,23,0,39,15,2,14,2,4,1,1,1,1,2,3,0,1,22,1,10,1,0,3,30,228,23,3,254,0,254,0,400,146,228,254,254,,1,a772d40eed5badff042fab97d36bd5898014ed19a4b0ba14d2cfa4a26ba21482,26/06/2023 01:33:13,ESCANER
7422,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,400,38,1,1,12,1,15,28,4,37,3,1,0,6,1,0,0,0,2,1,21,1,6,0,1,3,27,210,29,0,239,0,239,0,399,160,210,239,239,,1,1b715d4a920ca207dd242b4cec85b73a3c143ef882e6b928277231e1646f5a05,26/06/2023 01:00:17,ESCANER
7423,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,400,44,0,1,16,0,18,18,0,31,2,3,0,7,0,0,0,1,1,1,24,2,8,0,1,4,40,222,23,2,247,1,248,0,400,152,222,247,248,,1,fa5ae82c5aaf5c4e55aa22b8568fef0a972eb5aa4e069c6de3954fb04e057884,26/06/2023 01:48:20,ESCANER
7424,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,400,33,0,3,15,2,11,12,1,42,2,4,0,4,2,0,0,0,0,0,11,3,13,0,0,0,19,177,24,3,204,0,204,1,400,195,177,204,204,,1,b5438f98f062212da03c58dd432cd216e93aa56552f02d3e1f319915c0dfc5f0,26/06/2023 01:43:48,ESCANER
7425,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,216,21,0,1,8,2,6,11,1,25,0,1,2,1,0,1,1,0,0,0,6,0,4,0,0,2,14,107,10,2,119,0,119,0,216,97,107,119,119,,1,cc4f9c34e7329c8e00dccb18af174f2ae87d1920b306fa60a69c09ba880b2c70,26/06/2023 01:36:03,ESCANER
7426,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,827,215,14,0,0,2,1,4,8,0,14,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,2,3,52,11,3,66,0,66,0,215,149,52,66,66,,1,a53bfbd4566d81e9c9dc4d9c57b69e10f31e3255cf9747ad0e0d18809c389cb6,25/06/2023 23:51:18,ESCANER
7427,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,29,0,4,23,0,13,23,3,45,1,1,0,15,1,0,0,1,2,0,12,2,16,1,2,4,9,207,38,21,266,0,266,0,400,134,207,266,266,,1,4d2fe2ed05c9816df5dec5590f023f17937fe064e1b3f664803a77fe154d79a2,26/06/2023 02:56:54,ESCANER
7428,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,36,1,3,8,2,18,30,7,29,3,4,2,5,2,2,0,0,0,0,12,0,18,1,3,4,9,167,43,20,262,0,262,0,400,138,199,262,262,Sumas Asentadas sin cuadrar,1,b12b0e304adc36e1cb856d6920fecb30abdc479cb98bbe71bb7725aa4173fb48,26/06/2023 03:28:22,ESCANER
7429,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,38,0,7,22,2,14,23,1,27,2,1,1,8,0,2,0,0,2,1,18,0,21,2,1,5,16,214,39,17,270,0,270,0,400,130,214,270,270,,1,369d95be2064ad58c32dc2dfe36bff63b2f36dcced939288e017c512d9aa25c9,26/06/2023 02:43:59,ESCANER
7430,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,44,0,12,19,5,8,29,3,38,4,0,0,7,2,0,2,0,4,3,17,2,17,0,1,4,14,235,41,9,285,114,399,1,400,114,235,285,399,,1,9824897bb4ca879310b1a5c6a65f55d5a6e3d6c9726659e72472607b550465c0,26/06/2023 03:08:33,ESCANER
7431,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,37,2,9,16,0,10,15,3,39,3,3,0,8,5,1,1,2,1,2,22,1,20,0,1,7,14,222,42,9,273,0,273,0,400,127,222,273,273,,1,bf85f86bd3cf80507443d5c47f7378e4b46b85aa7f716d05bd9c70d3c91c64d0,26/06/2023 03:22:42,ESCANER
7432,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,30,0,6,20,2,13,24,4,41,2,4,3,12,2,1,1,1,2,1,16,2,28,1,0,7,21,244,40,9,293,--,--,--,399,106,244,293,293,Algún campo sin dato,1,da9f65f2f7a5c995277355cb76a40fa62f08b39c72fd1e3c5c36e842579c3efb,26/06/2023 03:15:14,ESCANER
7433,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,41,0,6,10,2,18,22,3,37,4,3,0,11,1,2,0,1,0,0,19,2,17,3,1,4,14,221,32,15,268,0,268,0,400,132,221,268,268,,1,676d6cef736375588ba02e43451f046cf600be50f7835d9985dbf8a972debb47,26/06/2023 03:11:04,ESCANER
7434,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,22,0,9,15,3,14,22,5,40,2,0,0,13,4,0,0,1,0,2,15,1,14,0,0,3,13,198,38,15,251,0,251,--,400,149,198,251,251,Algún campo sin dato,1,b680b836026c375ac00f2726a20d95654b7a9a75d386545e31fd11629e665811,26/06/2023 03:37:42,ESCANER
7435,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,37,0,9,15,2,11,26,3,30,1,0,1,14,0,1,0,0,2,0,16,2,18,0,1,4,11,204,26,11,241,0,241,--,401,160,204,241,241,Algún campo sin dato,1,8c11e17db86c2df4351f0a73f2592835dba2f04e108062568c341ad543562e03,26/06/2023 03:30:25,ESCANER
7436,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,31,1,5,13,2,13,14,3,42,2,1,3,4,2,0,0,0,1,2,12,2,22,0,1,1,21,198,36,7,241,0,0,0,400,159,198,241,241,,1,a67015f3cba9926eb395de07c1d3df7c7241711924e2cc61f7aab3b08d894166,26/06/2023 03:20:06,ESCANER
7437,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,26,0,5,10,1,11,25,0,38,11,1,1,5,1,1,0,0,0,1,18,1,15,1,0,7,13,194,40,12,246,0,246,0,401,155,192,244,244,Sumas Asentadas sin cuadrar,1,a592f1f6f89e6c24388d7a1673aa39d0aada62e4b424f9f8feb09a66c5345729,26/06/2023 02:47:21,ESCANER
7438,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,38,0,10,15,2,9,27,1,39,2,0,1,6,1,0,1,1,0,2,9,0,17,0,0,3,15,199,30,17,246,0,246,0,400,154,199,246,246,,1,bf7c8726993893ea4c032ab608e2dac893b2e3c27f57897c1a74d35e6ea73417,26/06/2023 02:58:05,ESCANER
7439,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,28,--,10,18,1,5,31,1,48,1,1,1,7,--,--,1,--,--,2,8,22,22,--,1,1,9,196,24,12,232,0,232,--,400,168,218,254,254,Sumas Asentadas sin cuadrar,1,5d749dddff03aa57d94f23f08e15de33ffdd116bb7985a8a46267219dc58585f,26/06/2023 04:53:07,ESCANER
7440,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,37,0,4,12,0,8,27,2,36,3,2,0,8,3,0,0,1,1,1,8,2,8,0,0,3,11,177,37,13,227,0,227,0,400,173,177,227,227,,1,c6570c8b6540b144f3e1651f370d939358f4807c9cd573d46f9402cb40a88989,26/06/2023 03:14:56,ESCANER
7441,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,32,0,7,15,0,8,20,3,39,3,1,0,8,1,0,0,0,0,0,9,0,23,0,1,1,10,181,27,3,211,0,211,0,400,189,181,211,211,,1,d457cd71c37f1ff640c3b9533ebb3141b9818537a7feb235852795aa627802e7,26/06/2023 03:03:21,ESCANER
7442,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,35,0,3,11,4,12,14,1,31,2,0,3,0,4,0,0,0,0,0,14,0,16,0,1,7,18,212,17,6,212,0,212,0,400,188,176,199,199,Sumas Asentadas sin cuadrar,1,2c0674d0781c4c4f4e753fcb4341802bd912185a5c8ddf675eaa98561d9e5595,26/06/2023 02:49:56,ESCANER
7443,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,400,25,0,9,12,0,9,13,3,33,2,2,0,11,2,0,0,0,0,1,15,1,10,0,0,1,14,163,15,9,187,0,187,0,400,213,163,187,187,,1,0ca0e9d43feda786c6ce66e9d6d3e1c86a20bc7537988c5d970005f6b7d8d454,26/06/2023 02:36:15,ESCANER
7444,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,372,33,0,3,12,2,14,14,5,33,0,3,1,5,0,0,1,0,0,0,13,0,12,0,2,4,26,183,21,6,0,0,210,0,319,109,183,210,210,,1,1a18e05ff0ebecf3c95da7ff782b9fa8c3559e9b2fc597083d66aff0a14da34b,26/06/2023 03:40:54,ESCANER
7445,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,828,371,26,0,2,14,0,10,16,0,39,0,2,1,6,1,1,1,1,1,1,9,0,10,0,1,0,16,158,24,5,184,0,184,0,371,787,158,187,187,Sumas Asentadas sin cuadrar,1,019536a91ddc9cd9bec09506d71748f7d954302f6b94c2955074401696148885,26/06/2023 04:21:07,ESCANER
7446,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,829,400,30,1,5,14,2,10,35,5,40,0,1,3,6,2,0,1,0,3,2,14,0,24,3,0,3,9,213,40,18,271,0,271,0,400,129,213,271,271,,1,6e73a0e1a099db4aa25a9c57ca31d069805a79421ae1afeb733797764763858b,26/06/2023 02:17:04,ESCANER
7447,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,829,400,41,0,3,7,3,18,35,6,38,2,2,1,6,0,0,1,0,0,1,25,1,26,1,0,4,6,227,46,9,282,0,282,0,401,119,227,282,282,,1,b7fa50ed684af757a4cfb055fc9b47c7af8d727607b359201c441ad85755a336,26/06/2023 02:04:27,ESCANER
7448,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,829,400,36,0,5,11,6,13,33,3,42,2,4,2,10,0,0,0,0,2,0,20,2,23,1,0,4,6,225,46,14,285,0,285,0,400,115,225,285,285,,1,6e0f5ca305e6f19ef2e4f2c323eccc6fe428f2d5f164e61fa7f1827f8261c1ef,26/06/2023 01:57:13,ESCANER
7449,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,830,400,30,2,3,3,1,11,28,2,34,2,3,0,5,1,0,1,0,0,1,17,0,20,0,0,2,8,174,37,9,220,0,220,0,400,180,174,220,220,,1,1927f519ad9abb622911609611b9e1c1638ea7f53e22da41b54dfb27487670cf,26/06/2023 02:20:09,ESCANER
7450,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,830,400,48,0,5,8,0,17,20,3,33,3,2,2,2,0,2,1,1,3,0,11,0,18,0,4,2,5,190,25,26,241,0,241,0,400,159,190,241,241,,1,04fe9365609cc08cfd8646003ac3c6f1e7168fa60186adad6370e847527385d6,26/06/2023 01:51:19,ESCANER
7451,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,830,400,26,0,3,8,2,14,25,0,37,0,2,0,8,0,1,1,0,2,1,14,1,14,0,0,1,10,170,30,15,215,0,215,0,400,185,170,215,215,,1,b8ad33ceb0cd1ce205b63d9e4565dda56700cca5b8309b03e672f81c1cdc9a6d,26/06/2023 01:32:44,ESCANER
7452,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,830,324,23,1,3,10,0,15,18,2,26,0,1,1,2,1,0,0,1,0,1,17,1,8,0,0,3,16,150,17,2,169,0,169,0,324,155,150,169,169,,1,ee9ee8df2de7da57521e1f8ebce9046cf2289bad600a2a66bd6261651ffa2ddb,25/06/2023 21:12:42,ESCANER
7453,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,830,324,20,1,6,8,2,8,9,4,27,0,1,1,1,0,0,1,0,0,1,17,0,6,1,0,2,12,128,17,6,151,0,151,--,324,173,128,151,151,Algún campo sin dato,1,dd5736561feb8828eedbcca48bc28beec27593999f68c1ba709ce6500fd94867,25/06/2023 23:05:20,ESCANER
7454,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,831,400,31,0,4,30,1,5,17,3,45,0,4,1,12,1,0,1,0,4,4,19,1,18,1,1,2,10,215,42,10,267,0,267,0,400,133,215,267,267,,1,1b82bb74b0d9584ff39c404716d62b358219f034cc72a38f171a35307a3e1436,25/06/2023 23:28:01,ESCANER
7455,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,831,400,42,0,6,30,3,12,25,3,39,3,5,2,6,1,0,0,0,1,2,9,0,17,1,1,5,7,220,36,12,268,0,268,0,397,129,220,268,268,,1,7c09a9b0088fb3d4b006dcb663469e6f922a97458cd34474ce2ee3238f587793,26/06/2023 01:10:40,ESCANER
7456,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,832,400,33,0,4,31,1,10,31,3,33,2,4,1,7,3,1,1,2,3,1,15,1,16,0,2,4,9,218,35,17,270,0,270,0,400,130,218,270,270,,1,f685572baa0c600bca0385f0b5528aa42f90879f6dffab650db9f35b599d7e12,25/06/2023 22:42:53,ESCANER
7457,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,832,400,30,0,1,28,3,7,13,1,43,4,2,1,10,1,0,0,1,1,1,7,1,24,1,0,6,14,200,42,10,252,0,252,0,400,148,200,252,252,,1,2ba3b6943b8c062bb11ee296e4998de3948977d630229a8402171900786140c4,25/06/2023 23:47:06,ESCANER
7458,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,833,400,30,1,3,20,0,10,38,3,41,2,4,3,15,1,0,1,0,1,3,14,2,15,2,0,4,10,223,30,5,258,0,258,0,397,139,223,258,258,,1,f20351c2022eb4dde0dc7ccb8b41cf2726b1ae3e9fc00d15fc750d2617adb537,26/06/2023 02:27:48,ESCANER
7459,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,833,400,29,0,1,20,3,12,29,2,42,0,2,0,11,3,0,1,1,2,1,12,1,24,2,2,1,10,211,32,8,251,0,251,0,400,151,211,251,251,,1,433fb09c7b51729b6ff7fdb0f42b9bc5cc8fb348f50cc236beb0098095e9f8ee,26/06/2023 00:30:37,ESCANER
7460,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,834,400,26,0,3,28,1,5,27,5,24,2,1,4,8,4,0,0,0,1,1,12,1,24,2,2,0,7,188,52,0,240,0,240,--,400,160,188,240,240,Algún campo sin dato,1,c293572dae77f571ea2f8f319ae5d36438ae6d6324f0258758a6bf79861a38cf,25/06/2023 21:57:30,ESCANER
7461,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,834,400,21,0,3,22,1,5,37,5,42,4,0,1,5,3,1,1,2,2,1,9,1,14,2,1,3,7,193,38,10,241,0,241,0,399,158,193,241,241,,1,d6e1a48bec948f802d5a51e0494825813947408c142c8e7d08da6840282b715d,26/06/2023 00:16:27,ESCANER
7462,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,835,400,32,0,3,25,1,11,22,5,42,2,4,2,8,1,0,0,0,3,2,14,1,14,0,1,2,10,205,28,13,246,1,247,0,400,153,205,246,247,,1,432fdc9b649d39dbb4cb0986650dee9c2726a8786f0b8b98d12c50c1f8a2bf9c,25/06/2023 23:11:14,ESCANER
7463,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,835,400,33,1,4,36,0,5,11,1,44,1,4,1,4,3,0,0,1,1,1,10,0,12,0,0,1,16,190,27,8,225,0,225,0,400,175,190,225,225,,1,63e5251df133f365a50f8bfd922b374c876bbc77f8a4d2e579224629f8af7ec7,25/06/2023 22:41:54,ESCANER
7464,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,836,295,21,0,2,30,1,5,14,0,19,2,1,0,1,0,0,0,0,0,0,15,1,11,0,1,3,16,143,18,6,167,0,167,0,295,125,143,167,167,,1,504a8386de086c8526373f942b6d7a12b0e71e2c30255dd400a6264e8e6a4a95,26/06/2023 01:46:58,ESCANER
7465,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,836,295,23,0,2,16,0,6,19,1,26,0,1,1,9,5,0,0,0,0,0,7,0,14,0,0,3,18,151,17,9,177,0,177,2,285,116,151,177,177,,1,698fa947e646a1524b9b17c07537bfac858cad27bf444c380996c714569bfadd,26/06/2023 00:57:14,ESCANER
7466,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,837,400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Acta ilegible,0,bfe6deacea0411e2799c97d807a777fe320cc182c22dfbc65014fbe321958e2d,26/06/2023 04:40:30,ESCANER
7467,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,837,400,41,0,6,37,0,20,25,3,30,4,9,3,8,1,0,0,3,1,2,28,0,15,1,1,3,8,249,47,12,308,0,308,0,400,92,249,308,308,,1,b52b3d4a65f043356a6b4d4ee46b175090e755eb54187d3ea488ee138c69c71d,26/06/2023 01:01:52,ESCANER
7468,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,837,400,33,2,5,24,2,16,25,3,37,10,4,0,8,0,0,1,2,1,3,15,2,24,1,2,1,14,235,63,3,301,0,301,--,400,99,235,301,301,Algún campo sin dato,1,7b587ab3106d76393600778676bde3a710bc48de57f92fda6bcee597b0e6e616,26/06/2023 00:06:11,ESCANER
7469,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,837,400,28,0,6,27,3,17,26,7,40,10,0,0,8,1,0,0,1,0,0,21,1,22,3,0,3,11,235,45,5,285,0,285,0,400,115,235,285,285,,1,19c9807cb8b250b48fd0f93364bb6455aad455a867f117918f0769aecd485414,26/06/2023 02:17:37,ESCANER
7470,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,837,400,31,0,5,20,2,18,27,3,26,5,3,6,0,3,1,0,0,1,3,23,3,28,0,1,2,19,231,62,9,302,0,302,0,400,98,230,301,301,Sumas Asentadas sin cuadrar,1,df6003187e92860cc4d1e92b1f9e7ad10e717d707e4eae68248a9e7caabee068,26/06/2023 02:48:13,ESCANER
7471,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,838,400,42,0,8,31,4,8,24,3,36,3,0,1,8,2,0,0,1,2,3,25,0,20,0,1,2,10,234,45,11,290,0,290,0,400,110,234,290,290,,1,3a6f8e395b1fe1274c6ccc5b7451e1f482a559f0b1841d70270299582e3d3f25,26/06/2023 01:59:12,ESCANER
7472,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,838,400,28,0,9,19,2,18,24,2,28,1,2,0,8,2,0,1,0,2,2,23,1,15,1,1,0,23,211,38,10,259,0,259,0,399,140,212,260,260,Sumas Asentadas sin cuadrar,1,9bf888d1c3321bd4bdf8280274bac79fdbb1f58cbbd5e23a1335ab42b635f164,26/06/2023 00:53:32,ESCANER
7473,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,838,400,29,0,8,32,2,10,34,4,38,4,0,3,2,3,2,0,0,0,1,14,0,15,2,0,0,14,217,32,7,256,0,256,0,400,144,217,256,256,,1,eb1e450f11e09c5c16d1a807f8d1dc9c1ce74b505630e855fb809e3fd5aefe32,26/06/2023 01:41:30,ESCANER
7474,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,838,400,43,0,7,25,0,9,32,4,25,4,2,2,4,6,0,2,1,0,2,16,3,15,1,0,0,12,215,48,6,269,0,269,0,400,132,215,269,269,,1,5de92b3ab28c97fdfc766cf69a91783f66a5dac47d529457659c9ac713a92444,26/06/2023 02:26:37,ESCANER
7475,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,838,400,37,0,7,26,2,13,27,2,38,5,1,2,5,2,0,0,0,0,2,14,0,18,1,1,0,14,217,37,8,262,0,262,0,401,139,217,262,262,,1,0ac1bcc59ece42656addb5b4617b8a2c0813f9cac2b7669b4d6189f1faf167fd,26/06/2023 02:23:36,ESCANER
7476,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,839,400,38,0,3,32,0,16,18,3,26,6,1,2,3,3,0,4,0,2,0,19,2,23,0,0,3,20,224,33,9,266,1,267,0,398,131,224,266,267,,1,cd24fcb382462eed1c6cb968d252ea6c93dfe263648678d0da34d2be07ec897b,26/06/2023 02:53:47,ESCANER
7477,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,839,400,33,0,10,38,1,16,20,3,34,3,3,1,1,1,0,1,1,2,1,13,0,14,2,2,2,12,214,45,16,275,0,275,0,400,125,214,275,275,,1,4419b0598d9f3a12f26ae3b9ecaa64822ca0c9e0195a666a94f66ca6672024b1,26/06/2023 01:17:00,ESCANER
7478,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,839,400,33,0,11,31,3,10,17,0,32,4,2,2,2,1,0,2,1,2,0,11,1,17,1,0,1,17,202,43,9,254,0,254,0,400,146,201,253,253,Sumas Asentadas sin cuadrar,1,adecb7c6056461310595e09e80eaea6ede3eb8840163204d602a40d7f66212a7,26/06/2023 03:00:28,ESCANER
7479,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,839,400,35,0,2,30,1,14,22,0,39,3,2,0,5,5,0,5,0,4,4,24,0,13,1,0,1,12,223,46,3,272,1,272,0,0,0,222,271,272,Sumas Asentadas sin cuadrar,1,96efbc17feb69a65d46f939cf277d040768b6f01f7f3231e1aec111078a73db5,26/06/2023 02:12:33,ESCANER
7480,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,839,400,25,0,1,19,1,5,25,5,33,4,1,2,4,0,0,1,1,2,3,24,2,16,0,0,0,34,208,38,2,208,2,250,2,0,0,208,248,250,Sumas Asentadas sin cuadrar,1,2f49984557e65ffaa7af4043333b3b48beee14bcee8e37bf36878c23cb8cde85,26/06/2023 03:14:10,ESCANER
7481,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,839,400,41,0,7,23,1,21,20,1,20,3,0,1,0,0,1,0,0,4,1,21,0,9,0,1,1,23,201,22,4,227,0,227,0,396,172,199,225,225,Sumas Asentadas sin cuadrar,1,d43c089782c67d3b56dfa9d693bed051bb9d79255578fdbad18166ba287e07e5,26/06/2023 01:56:05,ESCANER
7482,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,839,284,25,0,6,25,0,9,16,2,24,1,0,1,5,2,0,1,0,0,2,8,0,8,1,1,2,9,149,14,1,164,0,164,0,284,120,148,163,163,Sumas Asentadas sin cuadrar,1,6553530f19698688ecaeb45e8199024875a517cc50076aac622996582eeab761,26/06/2023 02:07:43,ESCANER
7483,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,839,284,24,0,5,17,0,8,16,2,23,2,1,2,2,1,0,0,0,0,1,9,0,4,0,0,2,19,138,16,4,158,0,158,0,284,126,138,158,158,,1,65633d1b9a5e15b39faec0987bd11f8126f2c4d67e8c8b78ecebab43c87073ee,26/06/2023 01:37:54,ESCANER
7484,"Escuintla",5,"Santa Lucía Cotzumalguapa",2,840,380,74,0,4,8,2,8,28,3,32,2,0,6,16,2,0,0,3,2,0,6,0,25,1,0,8,0,226,31,18,275,0,275,0,380,105,230,279,279,Sumas Asentadas sin cuadrar,1,eb1688c1640c114d7b9ee45669d38053c614bf5fec71a13e8b47f81fe6a96568,26/06/2023 01:58:18,ESCANER
