TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
1444,1432,99.1689,1428,98.8919,4,528945,339025,64.0945

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,UNE,VALOR UNIONISTA,TODOS,AZUL,VICTORIA,VAMOS,PIN,ELEFANTE,MLP,P A N,PPN,CABAL,WINAQ,BIEN,FCN-NACION,PHG,CREO,UR,PODEMOS,PR,U R N G - MAIZ,CAMBIO,MI FAMILIA,VIVA,VOS,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
17494,"Quiché",14,"Joyabaj",12,2655,368,10,84,6,0,0,28,0,0,1,0,15,2,0,0,0,0,0,1,1,0,1,0,0,3,0,2,154,9,15,178,5,183,--,368,185,154,178,183,Algún campo sin dato,1,f44c0842cd89b24174a7cbe0d2832b5b43aa1664c27eb511a22d65930290ed56,26/06/2023 01:11:21,ESCANER
17495,"Quiché",14,"Joyabaj",12,2655,367,6,118,3,0,1,29,0,0,1,0,14,3,1,0,0,0,0,0,1,0,0,0,0,6,0,0,183,11,7,201,0,201,--,367,166,183,201,201,Algún campo sin dato,1,28f13e08b9cc5fef30bd699bb2888862e2930003bcfea942384b26dbdcf792d9,25/06/2023 22:30:00,ESCANER
17496,"Quiché",14,"Joyabaj",12,2656,380,7,44,1,0,0,69,0,0,3,0,79,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,209,26,25,260,0,260,--,380,120,209,260,260,Algún campo sin dato,1,b248ef4c2c3a65a2ab34899f028bea99609b51d647f85251d66e1057ea70e287,25/06/2023 22:18:43,ESCANER
17497,"Quiché",14,"Joyabaj",12,2656,380,13,52,0,0,1,42,0,0,1,0,72,1,0,3,1,1,1,1,0,0,6,0,0,2,0,3,200,18,30,248,0,248,--,380,132,200,248,248,Algún campo sin dato,1,a4a44b518b957916fee280a43b6692a8bacccd45cc2bcfb979ac29558bbd73fa,25/06/2023 22:17:08,ESCANER
17498,"Quiché",14,"Joyabaj",12,2656,380,11,50,3,0,1,27,0,0,1,0,136,0,0,1,0,0,0,0,0,0,1,0,0,3,1,2,237,25,20,282,0,282,--,380,98,237,282,282,Algún campo sin dato,1,e011d0ae205371f358f5d68974beffbe062d7e4f37ec358b0b39f13b104388bd,25/06/2023 23:03:56,ESCANER
17499,"Quiché",14,"Joyabaj",12,2656,380,4,36,1,1,0,42,0,0,1,0,71,1,1,0,2,1,0,0,0,0,3,0,0,2,0,1,167,15,21,203,3,206,--,380,174,167,203,206,Algún campo sin dato,1,21282af62ee444b17715b04a699727a76704a75c1f63cd43e119730ddb8fa1b0,26/06/2023 00:22:34,ESCANER
17500,"Quiché",14,"Joyabaj",12,2656,292,7,24,1,0,0,34,0,0,0,0,79,3,1,0,0,0,0,0,1,0,1,0,0,6,3,1,161,15,12,188,0,188,--,292,104,161,188,188,Algún campo sin dato,1,305dd8e00308c84f2a6526c7f2b9f79d68eeb82d8146804b26450015c53fb77d,25/06/2023 20:42:28,ESCANER
17501,"Quiché",14,"Joyabaj",12,2656,292,0,31,1,0,0,42,0,0,2,0,74,1,0,0,2,0,0,0,0,0,0,0,0,4,1,1,159,10,19,188,0,188,--,292,104,159,188,188,Algún campo sin dato,1,0b1245a33d625ec987b013e0be20e7cc9c31a55b6aa1bf46bc4c08515cce09ed,25/06/2023 20:49:50,ESCANER
17502,"Quiché",14,"Joyabaj",12,2657,380,4,40,2,0,1,68,0,0,3,0,22,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,147,22,11,180,0,180,0,380,200,147,180,180,,1,df7bc416ea6d4dd07b64984b90f58f96a4bd68f7bad6004a658309611c412501,26/06/2023 00:56:28,ESCANER
17503,"Quiché",14,"Joyabaj",12,2657,380,5,50,3,0,1,75,0,0,3,1,25,1,0,3,0,0,1,0,1,1,0,1,0,3,0,0,174,17,8,199,0,199,--,380,181,174,199,199,Algún campo sin dato,1,b336ca322bf8d41eccd57d8f10913dd8eab49e32ffa9539dced19ab97430851b,26/06/2023 01:59:23,ESCANER
17504,"Quiché",14,"Joyabaj",12,2657,380,6,55,1,0,1,55,0,0,4,0,18,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,143,20,18,181,0,181,--,377,196,146,184,184,Sumas Asentadas sin cuadrar,1,7a14ed721c549a7b3421fa5a6cf268d9adec52e3aebb4cef9f0816d23b895905,25/06/2023 23:30:20,ESCANER
17505,"Quiché",14,"Joyabaj",12,2657,380,11,42,0,3,0,74,0,0,10,0,31,0,0,1,0,0,1,0,0,0,0,2,0,2,0,1,178,8,24,210,0,210,0,378,168,178,210,210,,1,4ae8c28d02355d45e40d08307b2e04f868cd7d903b3c32c8652ef390cdc0b1bf,25/06/2023 23:31:48,ESCANER
17506,"Quiché",14,"Joyabaj",12,2657,380,6,35,0,0,0,52,0,0,6,0,35,0,0,2,1,0,1,0,0,0,1,0,1,3,0,1,144,12,10,166,0,166,--,380,214,144,166,166,Algún campo sin dato,1,3a7a419a5e8eef16e1a9169e27c1df0b979b87a2a4aad1a4244706d557f939b5,25/06/2023 23:48:25,ESCANER
17507,"Quiché",14,"Joyabaj",12,2658,380,4,27,1,0,0,57,0,0,1,1,26,1,1,5,2,0,0,0,0,0,1,0,0,1,1,1,130,10,6,146,0,146,--,380,234,130,146,146,Algún campo sin dato,1,d24e644f2cc1cfc27f344898625f7f3f7912ed8956931a1eae08f5438549f8e7,25/06/2023 23:37:19,ESCANER
17508,"Quiché",14,"Joyabaj",12,2658,380,5,31,0,2,3,59,0,0,6,0,23,0,0,3,0,0,1,1,0,0,0,1,0,2,0,2,139,10,9,158,0,158,0,380,222,139,158,158,,1,6814d5ca8509796215bdb4f1dbf1f1cad7fad769db5550a7d01b0fd2ff20144e,25/06/2023 22:30:37,ESCANER
17509,"Quiché",14,"Joyabaj",12,2658,380,5,20,1,1,0,51,0,0,3,0,29,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,115,9,6,130,0,130,--,384,254,115,130,130,Algún campo sin dato,1,2785179fd20aa92b41f5a76cb4dc51b7d1696e8ac488d7d84a6d369dc1e5ce7b,25/06/2023 22:48:32,ESCANER
17510,"Quiché",14,"Joyabaj",12,2658,380,7,34,1,0,0,73,0,0,2,0,27,0,0,0,1,0,1,0,0,0,1,0,0,4,0,0,151,6,9,166,0,166,--,376,210,151,166,166,Algún campo sin dato,1,76c3b3ea27e0792e092c8816ed79c3fd5905371834e24f90afa3b6fd6fb42aa4,25/06/2023 21:04:37,ESCANER
17511,"Quiché",14,"Joyabaj",12,2658,230,0,9,0,0,0,50,0,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,85,6,2,93,0,93,--,230,137,85,93,93,Algún campo sin dato,1,f35309511e25586c7803f1d9bd6cb43fa3c3da99bf50a3dc660eb814d13841c7,25/06/2023 21:57:52,ESCANER
17512,"Quiché",14,"Joyabaj",12,2658,230,3,19,0,0,0,45,1,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,9,4,105,0,105,0,230,125,92,105,105,,1,973e3fd9afe0004b2c58014e64bf136b184aaa5f9db0ba5aa61ee29f04a57dbc,25/06/2023 22:33:58,ESCANER
17513,"Quiché",14,"Joyabaj",12,2659,380,4,73,3,2,1,52,0,0,1,0,40,3,1,4,0,0,1,1,0,1,2,0,0,7,2,0,198,23,22,243,0,243,--,380,137,198,243,243,Algún campo sin dato,1,eed9383539b46f9ae0221f7df4ca7d7213863743608655f06c4ec1a3742b1e8c,25/06/2023 23:07:50,ESCANER
17514,"Quiché",14,"Joyabaj",12,2659,380,8,56,1,0,0,57,0,0,3,0,46,1,1,4,1,0,0,0,0,0,1,0,0,7,1,0,187,20,30,237,0,237,--,380,143,187,237,237,Algún campo sin dato,1,c49eb903aeb1078556acb777f439f75b3f1dd5432beb8c1e82a8b55bc57629e2,25/06/2023 21:29:14,ESCANER
17515,"Quiché",14,"Joyabaj",12,2659,380,15,83,3,2,0,58,0,1,2,1,15,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1,186,12,23,221,0,221,--,375,154,186,221,221,Algún campo sin dato,1,0c8b3c60e2e2c3f5d983136bed20479077f8c2d973adcbb89e4e691c691e2cfe,25/06/2023 21:20:26,ESCANER
17516,"Quiché",14,"Joyabaj",12,2659,380,15,85,7,1,4,44,0,0,3,0,22,3,0,0,2,0,1,0,0,0,1,0,1,4,1,2,196,27,20,243,0,243,--,385,142,196,243,243,Algún campo sin dato,1,4d0771c5c819bd9697d2ac6b5c0ca78b14aa09bcefec6a185a13ae046fa05607,25/06/2023 22:36:20,ESCANER
17517,"Quiché",14,"Joyabaj",12,2660,380,9,66,1,1,0,40,0,0,3,0,29,0,0,4,0,0,1,1,1,1,2,0,0,6,2,4,171,24,14,209,0,209,--,380,171,171,209,209,Algún campo sin dato,1,3111a6e2041aa744a2c0e61cf20956ddb2be734cc17acf250ff7997055ae4bb4,26/06/2023 00:09:39,ESCANER
17518,"Quiché",14,"Joyabaj",12,2660,380,11,74,3,0,0,26,0,1,0,0,29,0,1,2,0,0,1,0,0,0,0,0,0,5,3,1,157,16,14,187,0,187,--,378,191,157,187,187,Algún campo sin dato,1,b7d6c30dbf08cdee46cea495e1e727904e128bd12ef02c7c295810103204d1cf,25/06/2023 22:55:16,ESCANER
17519,"Quiché",14,"Joyabaj",12,2660,245,3,50,2,0,1,28,0,0,0,0,15,1,0,2,0,0,6,0,0,0,0,0,0,3,1,1,113,2,3,118,0,118,--,245,127,113,118,118,Algún campo sin dato,1,b76a16c81ae1a738d432be1e1d183435be845535b1b3cab231dedfc57b29319d,25/06/2023 21:17:51,ESCANER
17520,"Quiché",14,"Joyabaj",12,2660,244,0,42,0,1,0,41,0,1,0,0,22,0,0,3,0,0,2,0,0,0,0,0,1,4,0,0,117,8,8,133,0,133,--,244,111,117,133,133,Algún campo sin dato,1,2ad699412e61cd14e85022b5d447c91bc7a2093daa8618b100c760a6f16820fe,25/06/2023 21:01:52,ESCANER
17521,"Quiché",14,"Joyabaj",12,2661,380,17,77,1,2,1,72,0,0,1,0,11,1,1,2,0,0,1,0,0,0,2,0,1,4,0,0,194,17,16,227,0,227,--,380,153,194,227,227,Algún campo sin dato,1,54fddfbfef82664182fbffe95bd2bf954f4910920c8472fe171545a313cac148,25/06/2023 22:34:29,ESCANER
17522,"Quiché",14,"Joyabaj",12,2661,380,7,74,1,1,1,64,0,0,0,1,8,1,0,5,1,1,1,0,0,0,0,0,0,3,0,0,169,14,15,198,0,198,--,380,182,169,198,198,Algún campo sin dato,1,41b79ef8f65a04e7bd465b6417f1997827a66c86dbe1c389dc1fb5d8044b2fc5,25/06/2023 20:52:14,ESCANER
17523,"Quiché",14,"Joyabaj",12,2661,277,8,43,2,0,0,38,0,0,3,1,9,1,0,1,0,0,1,0,0,0,0,0,0,3,0,2,112,18,11,141,0,141,--,275,134,112,141,141,Algún campo sin dato,1,62e7e6f5c34adecc9d3243cdd1bc4c6c95fcaa6c4db87782ff5f1caacc2d53d0,25/06/2023 21:31:58,ESCANER
17524,"Quiché",14,"Joyabaj",12,2661,276,4,69,1,0,1,45,0,0,1,0,6,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,153,12,6,171,0,171,--,276,123,134,152,152,Sumas Asentadas sin cuadrar,1,eddbc03a00d58a5009d07e3d49af3a346be186eb4343802255b1e128ebf40999,25/06/2023 21:54:57,ESCANER
17525,"Quiché",14,"Joyabaj",12,2662,380,9,37,2,1,0,74,0,0,0,2,75,3,1,2,0,0,0,1,0,1,0,0,0,4,1,0,213,23,27,263,0,263,0,380,117,213,263,263,,1,b6a55b86e49823b39cba5b8d9bbde5837db9246b5f4352a9556b1009b9b56af5,26/06/2023 00:31:22,ESCANER
17526,"Quiché",14,"Joyabaj",12,2662,380,10,57,2,1,2,71,0,0,5,2,60,2,1,3,1,0,1,0,1,1,1,0,0,3,0,0,224,17,29,270,0,270,--,380,106,224,270,270,Algún campo sin dato,1,58835d2ba77785d3dca46fd1de5e351f701a1c4c63d0e632cf77b90d00c5e3b8,26/06/2023 00:55:18,ESCANER
17527,"Quiché",14,"Joyabaj",12,2662,380,5,41,2,1,1,61,0,0,4,0,69,4,2,1,0,0,0,1,2,0,0,0,1,4,0,0,199,13,22,234,0,234,--,380,146,199,234,234,Algún campo sin dato,1,536936335b0a886687ac7749b00e5287fb83b2896c2d4a918ce09d56c31f6c90,25/06/2023 23:55:24,ESCANER
17528,"Quiché",14,"Joyabaj",12,2662,380,3,60,4,0,0,64,0,0,2,0,37,1,1,0,3,0,0,0,0,0,1,0,0,1,1,0,178,24,23,225,0,225,--,379,154,178,225,225,Algún campo sin dato,1,6ac72f1b6d78b0c6bb878056c1220d5c179fd5a7634430344f0e1fc9a6b650e0,26/06/2023 02:08:19,ESCANER
17529,"Quiché",14,"Joyabaj",12,2662,380,12,100,2,1,0,77,0,0,3,1,21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,219,23,21,263,0,263,--,377,114,219,263,263,Algún campo sin dato,1,bae6f7d0c2ab75c635e25fabe2cc4bde833075e1c3cd7e686ca5bdec2f66d1ca,26/06/2023 01:38:46,ESCANER
17530,"Quiché",14,"Joyabaj",12,2662,380,7,64,3,0,0,82,0,0,1,0,41,3,0,3,0,0,0,1,1,0,0,1,1,3,0,0,211,24,16,251,0,251,0,380,126,211,251,251,,1,0245f163d02baf2af6d4ed48e81e7fd036caae9a5e5ac97f9b3433870e370a57,26/06/2023 01:10:15,ESCANER
17531,"Quiché",14,"Joyabaj",12,2662,380,6,60,2,1,0,74,0,0,1,0,39,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,190,16,11,217,0,217,--,380,163,190,217,217,Algún campo sin dato,1,3383e1727e7123a144dae95fb2b34052b6888907ec2aec22382c60afaf57b1b9,26/06/2023 00:20:08,ESCANER
17532,"Quiché",14,"Joyabaj",12,2662,380,7,64,0,0,0,65,1,0,2,0,47,0,0,2,0,0,1,0,0,0,1,0,1,5,0,2,198,15,11,224,2,226,0,380,154,198,224,226,,1,22358c50376575e11a4067623976028f04fea0dc7ce6a69b6e8a888787cee686,26/06/2023 00:39:48,ESCANER
17533,"Quiché",14,"Joyabaj",12,2662,238,5,43,4,0,0,45,0,0,2,0,29,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,136,5,4,145,0,145,--,238,93,136,145,145,Algún campo sin dato,1,35bf0758b33861884224fffd08fe2182353383d7382fccaee28d18889eff0632,25/06/2023 22:51:58,ESCANER
17534,"Quiché",14,"Joyabaj",12,2662,238,1,43,1,0,0,45,0,0,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,122,8,10,140,0,140,--,238,98,122,140,140,Algún campo sin dato,1,579fe6aa26152270107b080cad42b4b249ceeb0f9ad76ffb25ab5d9adbaa0bd3,25/06/2023 22:14:24,ESCANER
17535,"Quiché",14,"Joyabaj",12,2663,380,0,42,1,0,0,26,0,0,1,0,124,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,199,14,18,231,0,231,--,380,149,199,231,231,Algún campo sin dato,1,3c9619d833dbca12a5c24093d770bbf8b128561b30d9ee0779a52e1761602190,25/06/2023 22:47:53,ESCANER
17536,"Quiché",14,"Joyabaj",12,2663,380,4,43,0,0,0,24,0,1,1,0,116,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,192,11,19,222,0,222,--,380,158,192,222,222,Algún campo sin dato,1,5026b2879e1dad44b07b0dda28b18e67bd5bf2ca7b6bb5c372672488e0d9a4f3,26/06/2023 00:08:27,ESCANER
17537,"Quiché",14,"Joyabaj",12,2663,380,4,56,1,0,2,14,0,0,0,0,117,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,196,12,15,223,0,223,0,380,157,196,223,223,,1,fc5202dbcd5d81faf8ce8fb2505cf0b653a9fd6e2f304eb5a17e38a043b9b9e5,26/06/2023 00:26:00,ESCANER
17538,"Quiché",14,"Joyabaj",12,2663,380,4,78,3,1,0,8,0,0,0,2,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,186,18,19,223,0,223,--,380,157,186,223,223,Algún campo sin dato,1,6001e1dbf1d8a23500e04ac5c6a7594f7f3a32b78856a6cbe8f1e3da6c2e0241,25/06/2023 23:32:25,ESCANER
17539,"Quiché",14,"Joyabaj",12,2663,380,3,60,1,0,0,15,0,0,0,0,87,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,169,15,6,190,0,190,--,380,190,169,190,190,Algún campo sin dato,1,1f4b39a30599d93d01705b531bfd90d0340687d10220e347808d43a0db79e822,25/06/2023 23:01:39,ESCANER
17540,"Quiché",14,"Joyabaj",12,2664,380,1,79,1,0,0,14,0,0,2,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,169,11,8,188,0,188,0,380,192,169,188,188,,1,72fb13efe9b7adadb7c8b9683892a19827144ddbf6d26d29ad517321e44563ac,25/06/2023 22:20:59,ESCANER
17541,"Quiché",14,"Joyabaj",12,2664,372,5,74,2,0,1,18,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,187,9,2,198,0,198,--,372,174,187,198,198,Algún campo sin dato,1,608aabfade6553332294fdeffeebf72e7eef2d745307e69172461fd83e8df290,26/06/2023 00:36:23,ESCANER
17542,"Quiché",14,"Joyabaj",12,2664,372,4,63,1,0,0,17,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,175,15,5,195,0,195,0,372,177,175,195,195,,1,f73608e81c9cab36fc21c9a6c7e1d00e5d4f64da5221c7b442bc0278162b050b,25/06/2023 22:52:43,ESCANER
17543,"Quiché",14,"Joyabaj",12,2665,380,15,72,0,2,0,104,0,0,1,0,14,2,0,2,1,0,0,0,0,0,1,0,1,2,0,2,219,20,14,253,0,253,--,380,127,219,253,253,Algún campo sin dato,1,9bc736806002db61f1e297c3c18ae88d75d2a5cad767a11b7a95867dcdbcd941,26/06/2023 02:52:00,ESCANER
17544,"Quiché",14,"Joyabaj",12,2665,380,11,51,0,3,0,112,0,1,3,0,41,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,226,22,17,265,0,265,--,380,115,226,265,265,Algún campo sin dato,1,9d519aa314ba96fb08958f38ae3f97c10189f5a4a4d78c7cca559bcac3438fb0,26/06/2023 01:43:13,ESCANER
17545,"Quiché",14,"Joyabaj",12,2665,380,14,150,1,0,2,61,0,2,2,3,19,1,0,1,0,0,1,1,0,1,0,0,1,5,0,0,265,11,15,291,0,291,--,--,--,265,291,291,Algún campo sin dato,1,6e74797256341e43acef06141a3c2f7dd676655fe8f231082e4a280fa6ff342e,26/06/2023 00:56:16,ESCANER
17546,"Quiché",14,"Joyabaj",12,2666,380,7,90,2,1,0,64,0,0,1,1,14,1,0,0,1,0,0,0,0,0,2,0,0,1,0,2,187,5,11,203,0,203,--,377,174,187,203,203,Algún campo sin dato,1,ce0543448e79e75690b7a62214a7652adad4406af8cb9265a295b2adc6fef9af,26/06/2023 01:27:07,ESCANER
17547,"Quiché",14,"Joyabaj",12,2666,375,5,76,1,0,0,72,0,0,2,0,14,0,1,0,0,0,0,0,0,0,0,0,0,5,0,3,179,24,8,211,0,211,--,375,164,179,211,211,Algún campo sin dato,1,702923e1b592e70f34134a0a597b036ece1d0645c1dd27246bc77368d269e75c,26/06/2023 00:34:06,ESCANER
17548,"Quiché",14,"Joyabaj",12,2666,374,2,93,1,0,1,65,0,0,0,0,20,0,1,0,0,0,0,0,0,0,7,0,0,7,1,3,201,15,4,220,0,220,--,370,150,201,220,220,Algún campo sin dato,1,5ed5452fe87c8840be0fed1d367a2e157e569c6c3901d644edecf60ca09b2b20,26/06/2023 02:33:25,ESCANER
17549,"Quiché",14,"Joyabaj",12,2667,380,8,16,2,3,0,84,0,0,4,0,62,0,0,2,0,0,0,0,0,0,1,0,2,9,0,0,193,22,36,251,0,251,--,380,129,193,251,251,Algún campo sin dato,1,06daa8ff0f7b1c181174a501fdb0dea039da5105694ed59f6446e334b7995bf5,25/06/2023 23:53:47,ESCANER
17550,"Quiché",14,"Joyabaj",12,2667,380,11,48,5,2,2,88,0,1,3,0,25,0,1,0,0,0,1,0,0,0,4,0,0,4,1,1,197,22,16,235,0,235,--,380,145,197,235,235,Algún campo sin dato,1,8318c3f8a5264a7c950be0eabaef7f3451769e4ba8756dc7969341ca995cb805,25/06/2023 23:01:21,ESCANER
17551,"Quiché",14,"Joyabaj",12,2667,380,13,45,5,2,0,94,0,0,1,1,32,1,0,1,0,1,0,0,1,0,0,0,0,2,1,0,200,14,18,232,0,232,--,380,148,200,232,232,Algún campo sin dato,1,c611bc1a4eaa0b1f7259971ad4170db39df34418792dd44867c0b905fbbdbfa1,26/06/2023 01:08:16,ESCANER
17552,"Quiché",14,"Joyabaj",12,2667,380,12,42,7,1,0,76,0,0,2,0,25,0,0,0,0,0,2,0,1,0,1,0,2,5,2,1,179,17,7,203,2,205,--,380,175,179,203,205,Algún campo sin dato,1,1d0490039b80c6d5b7ee5ef9750bbf2d965b67489f31adf8b4370c58aed7e174,26/06/2023 01:15:59,ESCANER
17553,"Quiché",14,"Joyabaj",12,2667,216,8,36,1,0,1,52,0,0,0,0,18,0,0,0,0,0,0,0,1,0,1,0,0,7,0,1,126,5,3,134,0,134,--,216,82,126,134,134,Algún campo sin dato,1,07ec53b486ed2a3cacfc2df3293781efe7ce357490a5b86b3c55bfae1ef8f11d,25/06/2023 23:30:35,ESCANER
17554,"Quiché",14,"Joyabaj",12,2667,215,5,17,1,0,0,31,0,0,1,0,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80,4,5,89,0,89,--,215,126,80,89,89,Algún campo sin dato,1,b3a6e0d5320db5ea53bc4f25b6c4c5ac8782c98a217a46aaeee898fef188eeda,26/06/2023 00:51:56,ESCANER
17555,"Quiché",14,"Joyabaj",12,2668,600,7,25,1,1,0,16,0,0,1,0,26,1,0,2,0,0,0,0,0,0,1,1,0,4,2,1,89,22,9,120,0,120,0,600,480,89,120,120,,1,9ff238535a29abdbc780322fb3b29477852fd0c4da8ea6aaeaa9f25deab45865,25/06/2023 21:59:12,ESCANER
17556,"Quiché",14,"Joyabaj",12,2668,571,4,14,1,0,0,26,0,0,1,1,19,1,0,0,1,0,5,0,1,0,0,0,0,2,3,2,81,14,15,110,0,110,--,571,461,81,110,110,Algún campo sin dato,1,fc7e85f8c1aed93adcb0dbe468c2fe9815717ef1178bdb100c3d8ddc3462331c,26/06/2023 05:22:01,MOVIL
17557,"Quiché",14,"Joyabaj",12,2668,570,2,9,1,0,2,5,0,0,2,0,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,38,3,12,53,0,53,--,570,517,38,53,53,Algún campo sin dato,1,07b2a8d0994961df2eee6d2d934324abdba367ec720945810229880896413821,25/06/2023 20:50:25,ESCANER
17558,"Quiché",14,"Nebaj",13,2669,400,64,1,47,0,11,37,0,0,9,0,0,24,10,0,0,0,1,0,0,0,6,0,1,19,4,4,238,28,47,313,0,313,0,400,87,238,313,313,,1,39197465631fe45e4b1a6aaffdfcb6d6dec6900980e7cfb13a0696f5872123fe,26/06/2023 00:16:01,ESCANER
17559,"Quiché",14,"Nebaj",13,2669,400,62,3,31,2,3,46,0,2,1,0,1,28,6,1,0,1,1,3,0,0,6,0,1,29,5,5,239,19,45,303,0,303,0,400,97,237,301,301,Sumas Asentadas sin cuadrar,1,cf6220f5f00436bef79600b839b6a737127b4f6000576224640f520e70cc6b3f,26/06/2023 01:43:09,ESCANER
17560,"Quiché",14,"Nebaj",13,2669,400,90,7,38,0,8,40,0,0,3,0,1,27,9,1,0,1,0,0,0,0,2,0,0,26,4,4,261,22,39,322,0,322,0,400,78,261,322,322,,1,0e9ab2e9448f3893a6acbb924e589e7057f9c8f11217744a1edc8bd9a83ce237,25/06/2023 22:55:13,ESCANER
17561,"Quiché",14,"Nebaj",13,2669,400,81,2,45,1,3,43,0,1,4,0,2,26,12,0,1,0,0,2,0,0,4,0,0,24,6,6,263,20,41,324,0,324,--,400,76,263,324,324,Algún campo sin dato,1,c4805ec27f67c3f31a1ea1f875c8da996b8f86864903399d4dea0ecc4ba17f03,26/06/2023 01:22:43,ESCANER
17562,"Quiché",14,"Nebaj",13,2669,400,68,5,47,1,8,46,0,0,5,0,1,31,6,1,0,1,1,3,0,1,3,0,0,26,5,3,262,32,27,321,0,321,--,400,79,262,321,321,Algún campo sin dato,1,50e414689cd7a7eb459fd8019d4eaa2ba82ffcb840aa6c15ea32cc19bc5e4985,26/06/2023 01:07:06,ESCANER
17563,"Quiché",14,"Nebaj",13,2669,400,91,5,37,0,7,43,0,0,9,0,2,37,8,0,0,0,0,2,0,0,4,0,2,17,3,1,268,20,39,327,0,327,--,400,73,268,327,327,Algún campo sin dato,1,bc302cccb8f02a06f635297ecae25fa9623f67ec8b30bbdc01bd3d4f9512ea1d,26/06/2023 00:20:28,ESCANER
17564,"Quiché",14,"Nebaj",13,2669,400,79,3,56,3,3,46,0,0,4,0,1,36,8,1,1,2,0,1,1,0,10,0,0,23,5,4,287,14,38,339,0,339,--,400,61,287,339,339,Algún campo sin dato,1,1123786428db97a1ede6f1f52e21338f8fce4242113af5c1dcf233e237dbe5ca,26/06/2023 01:18:11,ESCANER
17565,"Quiché",14,"Nebaj",13,2669,400,75,3,51,1,9,33,0,0,10,1,0,37,9,0,0,0,0,3,0,0,3,0,2,32,3,4,276,31,32,339,0,339,0,400,61,276,339,339,,1,bf9d78e9d3ddcfb3c186bc575127d8d98471113603ecd23cd2ab851f4b4d57cb,26/06/2023 02:00:23,ESCANER
17566,"Quiché",14,"Nebaj",13,2670,400,66,4,42,0,2,61,0,1,6,0,2,29,8,0,1,1,2,1,0,0,4,1,3,22,2,9,267,35,40,342,0,342,0,400,58,267,342,342,,1,ad542fbb169295691d9197ef59aaf8c1abc0daff2c8ccf241be14082a76380a1,26/06/2023 02:08:27,ESCANER
17567,"Quiché",14,"Nebaj",13,2670,400,92,2,38,0,3,70,0,1,2,0,0,31,6,1,0,0,0,1,2,0,3,0,1,22,3,4,282,25,51,358,0,358,0,400,42,282,358,358,,1,d4b702f71089d748190f479f974f0d12258f302758a37a886821472a457d84dc,26/06/2023 00:40:30,ESCANER
17568,"Quiché",14,"Nebaj",13,2670,400,85,6,60,1,3,52,0,1,3,0,2,25,3,2,0,0,1,1,2,0,2,0,1,16,3,2,271,19,43,333,0,333,0,400,67,271,333,333,,1,f457f4ee539c2fce51d6915155ef9bf8cde2abb882475746497c839b185d3624,26/06/2023 00:17:38,ESCANER
17569,"Quiché",14,"Nebaj",13,2670,400,73,2,41,2,3,52,--,1,5,--,1,37,9,2,--,--,--,5,--,--,4,1,1,22,2,3,266,24,27,317,0,317,--,400,83,266,317,317,Algún campo sin dato,1,3dad05e5d8b0fb825d04f3115ae72bd1e0e3842544ae9efc9b248ddeff1848eb,26/06/2023 00:53:12,ESCANER
