TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
1444,1432,99.1689,1428,98.8919,4,528945,339025,64.0945

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,UNE,VALOR UNIONISTA,TODOS,AZUL,VICTORIA,VAMOS,PIN,ELEFANTE,MLP,P A N,PPN,CABAL,WINAQ,BIEN,FCN-NACION,PHG,CREO,UR,PODEMOS,PR,U R N G - MAIZ,CAMBIO,MI FAMILIA,VIVA,VOS,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
16863,"Quiché",14,"Chiché",2,2529,303,4,4,18,0,0,9,0,0,2,0,9,2,2,0,1,1,0,0,0,0,3,0,0,1,2,0,58,10,11,79,0,79,--,303,224,58,79,79,Algún campo sin dato,1,455d672b01718940a9af0a21e567c8fccf3fa649adff6c0772ff50ae7e8be123,25/06/2023 22:15:02,ESCANER
16864,"Quiché",14,"Chiché",2,2529,303,7,0,12,1,0,13,1,0,1,0,6,1,3,0,0,1,0,0,0,1,1,0,0,1,1,2,52,15,5,72,0,72,0,303,231,52,72,72,,1,17472af1be34cc41c394c11e9370e7bd8ee6f0d3564a894ad186363bcbd2a523,25/06/2023 21:15:38,ESCANER
16865,"Quiché",14,"Chinique",3,2530,400,12,7,23,2,1,45,0,0,1,0,16,27,0,0,0,4,3,0,6,0,4,1,1,15,6,4,178,41,39,258,0,258,--,400,142,178,258,258,Algún campo sin dato,1,7fbaf1046e5747227f8f5732fdb0f7071d01d96f5fe1492ecc66ee490c5c2667,25/06/2023 22:02:52,ESCANER
16866,"Quiché",14,"Chinique",3,2530,400,10,12,26,1,0,60,0,1,8,1,7,33,3,3,0,1,0,0,3,1,1,0,0,19,5,4,199,57,30,286,0,286,0,400,114,199,286,286,,1,93b312f609be23ecc4dcb4b0be6658df3dd8f113674f3f866046aadf00bdf36f,25/06/2023 23:01:59,ESCANER
16867,"Quiché",14,"Chinique",3,2530,400,15,7,27,4,2,51,1,1,5,0,10,32,2,2,1,12,1,1,5,0,2,2,1,15,7,5,211,50,55,316,0,316,0,400,84,211,316,316,,1,f363e678fed8729e4b167fca7eb9a885f82654d79805c147578fa93643bcef0a,25/06/2023 22:22:50,ESCANER
16868,"Quiché",14,"Chinique",3,2530,400,15,5,24,3,0,59,0,0,4,0,21,28,0,0,0,2,1,0,3,1,3,1,0,11,10,4,195,57,41,293,0,293,--,400,107,195,293,293,Algún campo sin dato,1,aaccf436ab29237191e53730481c5732423cd29859fbeae4b312c3280cb5e59a,26/06/2023 00:56:03,ESCANER
16869,"Quiché",14,"Chinique",3,2530,400,13,6,42,3,1,50,0,5,7,1,17,21,2,1,0,3,0,0,2,0,4,4,0,12,7,7,208,37,41,286,0,286,--,400,114,208,286,286,Algún campo sin dato,1,fea437a586f38b42cbb9bf1775449ef55c51435ac142a9fc6835c12d76407522,25/06/2023 22:34:22,ESCANER
16870,"Quiché",14,"Chinique",3,2531,400,16,5,19,4,3,52,0,4,9,1,12,34,2,1,2,2,1,0,10,1,4,0,1,10,4,0,197,43,44,284,0,284,--,--,--,197,284,284,Algún campo sin dato,1,a6e9e14039718ae4afb5583622307e9639460064c82838280e922ed3ec7c3008,25/06/2023 22:26:21,ESCANER
16871,"Quiché",14,"Chinique",3,2531,400,7,7,25,2,1,44,0,3,3,0,16,24,0,0,0,6,1,1,7,0,1,5,2,13,12,2,182,33,32,247,0,247,--,397,150,182,247,247,Algún campo sin dato,1,6ca630e21981bd2eadf93d769f8771d5e7f7d35807e474f479ac48938f179c1f,25/06/2023 21:54:31,ESCANER
16872,"Quiché",14,"Chinique",3,2531,400,9,9,18,1,3,48,0,2,6,0,17,19,4,1,1,3,2,0,1,0,1,1,0,15,20,8,189,39,23,251,0,251,--,400,149,189,251,251,Algún campo sin dato,1,9919151521ce4047709aaf06b4286508729b8e87d0b4a67ac7d735ca0935795a,25/06/2023 22:31:56,ESCANER
16873,"Quiché",14,"Chinique",3,2531,400,15,4,29,0,1,46,0,1,3,1,18,23,3,2,2,5,1,1,8,1,1,0,0,15,11,7,198,37,24,259,0,259,--,400,141,198,259,259,Algún campo sin dato,1,506f0c0492047e147f194d5cb5bc5b3e1253890b394052fe75960c742ccd40fd,25/06/2023 21:59:14,ESCANER
16874,"Quiché",14,"Chinique",3,2531,400,9,3,19,2,--,42,--,1,7,2,19,27,--,1,--,4,4,1,2,--,6,1,1,10,14,14,189,29,13,231,0,231,--,400,169,189,231,231,Algún campo sin dato,1,2393bb37208a6ea0f5b6b03105ca1aa2659fbb759b74063c2ffb361896278e4a,25/06/2023 21:28:32,ESCANER
16875,"Quiché",14,"Chinique",3,2532,332,11,5,20,6,1,32,0,1,3,0,9,29,4,0,0,3,3,3,4,0,2,3,0,13,9,0,177,23,4,204,0,204,--,232,128,161,188,188,Sumas Asentadas sin cuadrar,1,f0bf8b4ecf55c38f9b4899c2d78bde3d55f7254d8d48edf190d837ec4c5c2743,25/06/2023 20:32:51,ESCANER
16876,"Quiché",14,"Chinique",3,2532,331,8,7,20,0,2,32,0,0,1,0,10,16,0,0,0,2,4,1,2,0,4,3,0,5,6,9,132,27,13,172,0,172,--,331,159,132,172,172,Algún campo sin dato,1,3d392daf75f42d08ca73278f1eed8103205816e81b8a05e9fcb8e872b0b21a3c,25/06/2023 21:00:17,ESCANER
16877,"Quiché",14,"Chinique",3,2533,380,14,5,25,1,2,59,0,1,3,0,10,51,0,2,0,0,0,1,4,0,1,0,0,5,1,2,187,22,48,257,0,257,--,380,123,187,257,257,Algún campo sin dato,1,c47633e90fcf4d7a129e38fc3864fda8e175b8e94861da3a335c7ee3ac2bdbbd,25/06/2023 21:47:02,ESCANER
16878,"Quiché",14,"Chinique",3,2533,380,26,1,18,2,2,61,0,0,14,0,12,50,1,1,0,3,0,0,3,0,4,0,0,11,1,1,211,23,35,269,0,269,--,380,111,211,269,269,Algún campo sin dato,1,86e099c112a2e932311554663a066aeae8a177f677df52177208fa05c288195d,25/06/2023 21:35:39,ESCANER
16879,"Quiché",14,"Chinique",3,2533,380,18,1,23,1,0,51,0,0,12,0,16,34,0,0,1,0,0,1,1,0,5,1,0,10,1,2,178,12,32,222,0,222,--,380,158,178,222,222,Algún campo sin dato,1,38184e2d32db056db2ea8365e9dab2ececaad555b5983689f5749adb9912c06c,25/06/2023 20:52:31,ESCANER
16880,"Quiché",14,"Chinique",3,2534,227,5,0,11,0,0,22,0,0,8,0,4,28,0,0,0,0,1,0,4,0,0,0,0,4,1,0,88,19,13,120,0,120,--,224,104,88,120,120,Algún campo sin dato,1,78a4297992ae37c7b9fb2b9e43afef5a9438cd6ae67136246cf349a910165e7c,25/06/2023 21:31:45,ESCANER
16881,"Quiché",14,"Chinique",3,2534,226,11,0,10,0,0,18,0,0,7,0,7,21,0,0,0,1,1,0,3,0,3,0,0,7,3,1,93,6,12,111,0,111,--,--,--,93,111,111,Algún campo sin dato,1,8a0135556b34a25fa9afce6da24408de7d05996308b4fa7ab541420c90ba5bc4,25/06/2023 20:16:54,ESCANER
16882,"Quiché",14,"Chinique",3,2535,380,13,8,20,1,0,32,1,4,6,1,34,57,7,0,1,2,0,0,0,0,10,0,1,14,6,4,222,39,30,291,0,291,--,380,89,222,291,291,Algún campo sin dato,1,05ba1f3a47fd7b96b7503b50caacce4a3ad68b1ac2b207161f3c7e8106c703d3,26/06/2023 00:21:01,ESCANER
16883,"Quiché",14,"Chinique",3,2535,380,11,3,17,0,1,51,0,0,11,0,40,59,1,2,2,3,2,0,6,0,2,0,0,18,13,5,247,36,31,314,0,314,--,380,63,247,314,314,Algún campo sin dato,1,28e7ef2da9eb18d70e60361f39651b6bde9259f3203a6c92704b22ee574adc93,25/06/2023 22:06:58,ESCANER
16884,"Quiché",14,"Chinique",3,2535,344,6,3,14,0,1,21,0,0,10,0,19,27,3,1,0,3,1,0,1,0,9,0,0,18,10,3,150,33,21,204,0,204,--,344,140,150,204,204,Algún campo sin dato,1,6dff335ec8bd772f1f6f40688d5e8d3770ef14c21e5b9422607ed416b0674451,25/06/2023 21:41:44,ESCANER
16885,"Quiché",14,"Chinique",3,2535,344,4,7,9,0,0,26,0,0,9,0,24,30,3,0,0,0,2,0,2,0,10,0,0,11,5,6,148,14,18,180,15,195,--,344,149,148,180,195,Algún campo sin dato,1,c3ef7de0e0ade4b9e8c98ea185fdb5f1e0167f150bc039f07cd7391d45941dfa,26/06/2023 00:40:50,ESCANER
16886,"Quiché",14,"Chinique",3,2536,402,1,1,4,0,0,10,0,0,0,0,2,11,1,0,0,0,0,0,1,0,1,1,0,4,2,2,41,14,17,72,0,72,--,402,330,41,72,72,Algún campo sin dato,1,de10a15dbcf153d4ee885d63e032673646dd8888c6a7cd4a11410a52fec91a4b,25/06/2023 22:20:25,ESCANER
16887,"Quiché",14,"Zacualpa",4,2537,400,8,2,44,1,0,107,0,0,3,0,1,52,1,1,0,0,2,0,0,1,6,0,0,2,3,3,237,37,19,293,0,293,--,400,107,237,293,293,Algún campo sin dato,1,e216c14d649ec836a4806a6c6dfe5367ae5a2b8d729be80e101ce6376d554722,26/06/2023 01:02:13,ESCANER
16888,"Quiché",14,"Zacualpa",4,2537,400,8,4,35,0,0,125,0,1,0,0,1,56,1,0,0,1,1,0,0,0,8,0,0,2,5,5,253,21,29,303,0,303,0,400,97,253,303,303,,1,caeb02145511088c8cfdfa21e681f5e1f75414006a175a51fb5e76efc923cc28,26/06/2023 02:34:40,ESCANER
16889,"Quiché",14,"Zacualpa",4,2537,400,6,6,32,0,0,116,0,0,2,0,1,76,0,0,0,0,0,0,1,0,6,0,0,6,3,6,261,28,20,309,0,309,--,400,91,261,309,309,Algún campo sin dato,1,c7681229da1a37a2460e795e8387c81416b7ebd43f1b58cedde554d97a5926ca,26/06/2023 02:41:16,ESCANER
16890,"Quiché",14,"Zacualpa",4,2538,400,4,4,40,1,0,126,0,1,0,0,0,68,1,1,0,1,1,1,0,0,1,0,0,8,3,3,264,31,18,313,0,313,0,400,87,264,313,313,,1,e68a02935d81e43218f007fd717aa927bb48ce4424de356acab75fe460c80f5f,26/06/2023 02:38:34,ESCANER
16891,"Quiché",14,"Zacualpa",4,2538,400,6,2,45,2,0,125,0,0,2,0,1,87,0,0,0,0,1,0,1,0,1,0,0,2,2,2,279,19,16,314,0,314,--,400,86,279,314,314,Algún campo sin dato,1,60688ddda4d42d3db23078944e6711502d54859e502f547bf72ec9531a4d885a,26/06/2023 02:14:22,ESCANER
16892,"Quiché",14,"Zacualpa",4,2538,400,3,1,29,1,0,87,0,0,1,1,1,127,2,0,1,0,0,1,1,0,2,0,0,1,1,3,263,32,31,326,0,326,--,400,74,263,326,326,Algún campo sin dato,1,20379dd5c39645f4df3b201a6ba75ad1c673091220ccdaa33f9038cbd4ee3720,25/06/2023 23:22:08,ESCANER
16893,"Quiché",14,"Zacualpa",4,2538,400,4,5,26,0,0,70,0,0,3,0,0,160,2,2,0,2,2,1,0,0,5,0,0,0,2,0,284,24,15,323,0,323,--,400,77,284,323,323,Algún campo sin dato,1,1d215242cf14569847deafc47083db985426326eb1081c1590e9fb367654d84d,26/06/2023 00:36:17,ESCANER
16894,"Quiché",14,"Zacualpa",4,2538,400,4,0,14,0,0,66,0,0,1,0,0,161,0,0,2,0,0,0,0,0,0,0,1,3,0,2,254,37,24,315,2,317,2,400,83,254,315,317,,1,debdeb51451931dc8d6f9c7de0c420740c9080fb55ee2d6537a5a01533b7bb68,26/06/2023 05:48:02,ESCANER
16895,"Quiché",14,"Zacualpa",4,2539,400,9,2,28,1,0,91,0,0,5,0,0,140,0,0,0,0,0,0,0,0,5,0,0,3,0,2,286,20,14,320,0,320,--,400,80,286,320,320,Algún campo sin dato,1,68b6bdc26e5729c6b45d4be78c280581bc1c8c1d8072070f970ca877e0df7cc6,25/06/2023 23:14:00,ESCANER
16896,"Quiché",14,"Zacualpa",4,2539,400,6,7,30,1,0,75,0,1,5,1,3,78,0,1,0,0,1,0,1,0,3,0,0,11,3,7,234,31,11,276,0,276,--,400,124,234,276,276,Algún campo sin dato,1,c9b1ac5baa7af9c0b04523fa6cedbc29fc7a4bb6d7b2cdc846cf72ec5e207fbe,26/06/2023 00:47:50,ESCANER
16897,"Quiché",14,"Zacualpa",4,2539,400,3,4,21,0,0,78,0,1,4,0,1,64,3,0,1,1,1,0,0,0,1,0,2,7,6,7,205,27,9,241,0,241,--,400,159,205,241,241,Algún campo sin dato,1,da032acadf98de7676e7e849c44d17cd13b6dba3e3e4b15e1e9d7b92d61c89b2,26/06/2023 00:14:17,ESCANER
16898,"Quiché",14,"Zacualpa",4,2539,400,5,4,33,0,1,103,0,2,1,1,3,53,1,0,0,0,0,0,1,0,4,1,0,4,6,6,229,28,11,268,0,268,--,400,132,229,268,268,Algún campo sin dato,1,f4885dd018ea2e2005ea8fdbca2d247f183a40148377b2e6ead31dcfed36c055,26/06/2023 01:11:47,ESCANER
16899,"Quiché",14,"Zacualpa",4,2539,400,4,4,37,1,0,87,0,0,2,0,0,49,2,1,1,0,0,1,0,0,11,0,0,5,3,9,217,41,21,279,0,279,--,399,120,217,279,279,Algún campo sin dato,1,f1d304fe899e2d772a174d5dd24445db686bbec8564232b178f7b3d7424f6186,26/06/2023 01:10:57,ESCANER
16900,"Quiché",14,"Zacualpa",4,2539,400,3,6,43,2,0,97,0,1,3,0,1,42,2,2,0,2,3,2,1,2,12,0,0,4,4,7,239,42,11,292,0,292,--,400,108,239,292,292,Algún campo sin dato,1,f7f85d73f004a445cf17127e5138f8741e0cf2f123e38ddbe5125ebba79638d3,25/06/2023 23:55:07,ESCANER
16901,"Quiché",14,"Zacualpa",4,2540,400,6,7,37,0,0,99,0,0,3,0,2,44,0,1,0,0,1,0,0,0,5,0,0,2,3,7,217,24,20,261,1,262,--,400,138,217,261,262,Algún campo sin dato,1,e749a36ea39ac09229069db7a7a775295809b6ce745e2da79b89fe089256f098,26/06/2023 01:37:30,ESCANER
16902,"Quiché",14,"Zacualpa",4,2540,400,1,3,18,1,1,71,0,1,3,1,0,100,0,1,0,0,2,0,0,0,1,0,0,7,2,12,227,24,11,262,0,262,--,400,138,225,260,260,Sumas Asentadas sin cuadrar,1,95c04e316ad85ddbc70ae1d7bf55715dee6bacbf33528adaeda4faa8537b0193,26/06/2023 02:07:45,ESCANER
16903,"Quiché",14,"Zacualpa",4,2540,400,1,1,15,0,4,102,0,0,3,0,0,72,1,0,0,0,0,0,0,0,3,0,0,11,4,13,230,27,15,272,0,272,--,400,128,230,272,272,Algún campo sin dato,1,0b7334012f24327046321cc3d41164723535c12a164f01614625f642c6208bb0,26/06/2023 00:13:05,ESCANER
16904,"Quiché",14,"Zacualpa",4,2541,400,3,4,22,1,0,105,0,0,2,1,0,102,1,0,0,1,0,0,0,0,3,0,0,2,5,16,268,20,7,295,0,295,--,400,105,268,295,295,Algún campo sin dato,1,1aaab64494468a0bf5e75d5ebebb267be92bd77a4cd013edfdca3d509a9e72bb,25/06/2023 22:57:03,ESCANER
16905,"Quiché",14,"Zacualpa",4,2541,400,4,4,15,0,0,98,0,1,0,0,0,135,2,0,1,1,1,0,0,0,7,0,0,2,5,7,283,21,6,310,0,310,--,400,90,283,310,310,Algún campo sin dato,1,3955ab273b2b26c388f8bcabfa0f8f3a18b787616490c687ec93934278262420,26/06/2023 00:25:56,ESCANER
16906,"Quiché",14,"Zacualpa",4,2541,368,3,2,26,0,0,110,0,2,2,0,2,105,2,0,0,0,0,1,0,1,2,0,0,2,3,8,271,11,7,289,0,289,--,368,79,271,289,289,Algún campo sin dato,1,240df32eafe677a4d750d63dc55101a954acd188dbda33f3e58b305aeb3d6cc6,26/06/2023 00:12:16,ESCANER
16907,"Quiché",14,"Zacualpa",4,2541,368,3,1,25,1,1,86,0,0,0,0,0,72,0,0,0,0,3,0,1,1,3,0,0,6,1,7,211,20,7,238,0,238,--,368,130,211,238,238,Algún campo sin dato,1,f551bbb6f6457828797fb135a8dc9243e97722840b7b85248ff899d81cce0d83,26/06/2023 00:33:34,ESCANER
16908,"Quiché",14,"Zacualpa",4,2542,380,5,1,47,0,0,117,0,0,4,0,0,48,0,0,0,1,0,1,1,0,8,1,0,2,1,3,240,11,15,266,0,266,0,380,114,240,266,266,,1,bc27276c4aec8de059d72b8b4d8dfc38de870310b1c69f4d1deed6a1b9f55454,26/06/2023 02:26:23,MOVIL
16909,"Quiché",14,"Zacualpa",4,2542,380,4,0,46,1,0,117,0,0,0,0,0,38,0,3,1,1,0,0,0,0,6,0,0,3,0,0,220,21,47,288,0,288,0,380,92,220,288,288,,1,a242b4c699fd4fca650270b6372adc449b35912b79868c30c12f73ddbc87ef03,26/06/2023 02:23:20,MOVIL
16910,"Quiché",14,"Zacualpa",4,2542,380,8,0,44,2,0,129,0,1,3,0,0,77,0,0,1,0,0,0,1,0,1,0,2,5,1,2,277,15,22,314,0,314,0,383,69,277,314,314,,1,14f4bdcf083694e4673890f7735d4354fad22996f2c56012e2877fd6574447d8,26/06/2023 02:28:15,MOVIL
16911,"Quiché",14,"Zacualpa",4,2542,380,5,1,63,0,1,109,0,3,1,1,3,64,0,0,0,0,0,0,0,0,6,0,0,2,0,1,260,21,29,310,1,311,--,380,69,260,310,311,Algún campo sin dato,1,3eb1bd7a652fe707a1450503cde540339068d267eb24081ed1d876f5d0cfd7b8,26/06/2023 02:27:51,MOVIL
16912,"Quiché",14,"Zacualpa",4,2542,380,2,3,56,1,0,101,0,0,0,1,0,61,2,0,0,0,0,0,1,0,7,0,0,3,0,0,238,15,16,269,0,269,--,380,111,238,269,269,Algún campo sin dato,1,53ea5c0e0d63549612a0d846e37de779acadd44ab120b57fe8d8ee9f9d0c8fb2,26/06/2023 02:30:32,MOVIL
16913,"Quiché",14,"Zacualpa",4,2542,380,1,1,50,1,0,102,0,0,1,1,2,33,9,0,0,1,0,0,1,0,0,0,0,1,0,1,205,12,12,229,0,229,--,380,151,205,229,229,Algún campo sin dato,1,7b77c39d2ce86a5c9d1b3a2d20e0762a990efe7485bd76a3c93da670fb69e474,26/06/2023 02:28:44,MOVIL
16914,"Quiché",14,"Zacualpa",4,2542,380,3,1,49,0,1,108,0,0,2,0,1,40,4,1,0,1,0,0,0,1,0,0,0,5,1,3,221,15,21,257,0,257,--,380,123,221,257,257,Algún campo sin dato,1,5ad56098be681039c60bcdee92cc12a81c6d415a9338f98b9a2ff73d6c09454f,26/06/2023 02:21:39,MOVIL
16915,"Quiché",14,"Zacualpa",4,2542,365,2,0,61,0,1,100,1,0,2,0,0,73,1,1,0,0,1,0,0,0,4,0,0,1,1,3,252,13,14,279,0,279,0,365,86,252,279,279,,1,0f9226c09b86bb8931e19da8c34409192c79331b5ffd2e2edec2d35f6d40e982,26/06/2023 02:19:28,MOVIL
16916,"Quiché",14,"Zacualpa",4,2542,365,1,0,46,0,0,105,1,0,0,0,0,50,0,0,0,0,2,0,0,0,6,0,0,3,0,3,217,12,18,247,1,248,--,366,118,217,247,248,Algún campo sin dato,1,95001c036f8b72676400daddddc10b7dd6e6d31a3ee503985aea1c599f24f508,26/06/2023 02:23:13,MOVIL
16917,"Quiché",14,"Zacualpa",4,2543,380,5,0,49,0,0,111,0,0,0,0,0,103,0,0,0,0,0,0,0,0,1,1,0,0,0,0,270,16,14,300,0,300,--,--,80,270,300,300,Algún campo sin dato,1,5c44abd673ea443f7dea765a0ed97e64b30d0bcda9c72fedd931df20f034516b,25/06/2023 23:41:23,ESCANER
16918,"Quiché",14,"Zacualpa",4,2543,380,3,1,91,0,0,84,0,0,0,0,1,113,1,0,0,0,0,1,0,0,1,0,0,2,0,1,299,13,9,321,0,321,--,380,59,299,321,321,Algún campo sin dato,1,4e2460e8021e2f26b573c5496d039af9a3ab506a04bd44861cc01b46d13a0015,26/06/2023 00:12:41,ESCANER
16919,"Quiché",14,"Zacualpa",4,2543,380,2,0,61,0,1,90,0,0,0,0,0,71,1,1,0,0,0,0,0,0,0,0,0,0,0,1,228,12,7,247,0,247,--,380,133,228,247,247,Algún campo sin dato,1,3befff16f0f192fc2b14d3dd422493e01704a1d9f706cc10f9437d8025d3a9d1,25/06/2023 23:24:35,ESCANER
16920,"Quiché",14,"Zacualpa",4,2543,246,4,1,47,0,0,55,0,0,0,0,0,69,1,0,0,0,0,0,0,0,1,0,0,2,1,1,182,3,6,191,0,191,--,246,55,182,191,191,Algún campo sin dato,1,dab6e8543eeedae77b467b8cdf474559b6b3a876cb12f2ca5482f4b0412490bc,26/06/2023 00:35:53,ESCANER
16921,"Quiché",14,"Zacualpa",4,2543,245,3,0,33,0,2,71,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,172,13,3,188,0,188,--,245,57,172,188,188,Algún campo sin dato,1,40b07bed0286aca8a4578f919554d3e40a9e044c85f2841fa9a2f0ba4f8fce16,25/06/2023 20:47:37,ESCANER
16922,"Quiché",14,"Zacualpa",4,2544,380,4,1,18,0,0,107,0,0,0,0,0,147,0,0,0,0,0,0,0,0,3,0,0,0,0,0,280,10,16,306,0,306,--,380,74,280,306,306,Algún campo sin dato,1,438e3b127e7650665650336db16e3c4b7c2f0a4e546aedfe3f87e38788b73319,26/06/2023 01:14:30,ESCANER
16923,"Quiché",14,"Zacualpa",4,2544,332,3,1,31,1,0,94,0,0,0,0,0,114,0,1,0,0,0,0,0,0,2,0,0,0,1,1,249,0,8,257,0,257,--,332,75,249,257,257,Algún campo sin dato,1,cc2d259070cffdbd330a5d20ec66f262ca2db092298b2895684d8dc4be8f7869,26/06/2023 00:27:56,ESCANER
16924,"Quiché",14,"Zacualpa",4,2544,331,5,0,24,0,0,88,0,0,1,0,0,120,0,0,2,0,0,0,0,0,0,1,0,0,0,0,241,7,5,253,0,253,--,331,78,241,253,253,Algún campo sin dato,1,8722cbafd1a7adaa105f04ef18763460912237ab1b5dbabd2df770e7c01285d0,26/06/2023 00:53:42,ESCANER
16925,"Quiché",14,"Zacualpa",4,2545,380,9,2,93,2,0,99,1,0,2,0,0,48,1,0,0,0,0,1,0,0,3,0,0,3,3,3,270,11,21,302,0,302,--,380,78,270,302,302,Algún campo sin dato,1,b9be736f4a4e80cc73623e96747410461a7f96050905be9d89d498d539ef46c3,25/06/2023 22:14:33,ESCANER
16926,"Quiché",14,"Zacualpa",4,2545,380,11,1,79,2,1,104,0,0,5,1,0,48,1,1,0,0,0,1,0,0,8,0,0,4,2,0,269,18,25,312,0,312,--,380,68,269,312,312,Algún campo sin dato,1,9596bc5899af262eae512502a6e9f5538d4cfd211be063b9fe1e729ea7d22f4b,25/06/2023 22:23:56,ESCANER
16927,"Quiché",14,"Zacualpa",4,2545,380,2,0,66,0,1,72,0,0,3,0,0,134,0,1,1,0,0,0,1,0,3,0,0,4,0,0,288,19,22,329,0,--,--,380,51,288,329,329,Algún campo sin dato,1,34483381cd31e1727edecf5922be8390a554387890d139c79cb1f6a794148915,26/06/2023 00:18:25,ESCANER
16928,"Quiché",14,"Zacualpa",4,2545,380,4,1,53,0,0,83,0,0,3,0,1,131,0,0,0,0,0,0,0,0,0,0,0,5,1,2,284,19,26,329,0,329,--,377,48,284,329,329,Algún campo sin dato,1,41d76590f69ac1d9617588097ca9b8283e4fdbbe6df94504b88550d51c9607d8,26/06/2023 02:07:54,ESCANER
16929,"Quiché",14,"Zacualpa",4,2545,380,4,4,12,1,0,63,0,0,--,0,--,88,0,0,0,0,0,0,0,0,4,0,0,11,0,4,253,21,20,294,0,94,--,380,86,191,232,232,Sumas Asentadas sin cuadrar,1,93a615054d35466734c198b46a9726d3164cc31c3dfe4499fb3ea3db982af736,26/06/2023 03:39:39,ESCANER
16930,"Quiché",14,"Zacualpa",4,2545,380,6,3,53,1,3,88,0,0,1,0,0,47,0,0,0,0,1,0,0,0,4,0,1,10,6,1,225,33,19,277,0,277,--,--,--,225,277,277,Algún campo sin dato,1,358665584b7e898c626231c4715fa4613a8454b42625391d53185ca49127ab3a,26/06/2023 00:10:55,ESCANER
16931,"Quiché",14,"Zacualpa",4,2545,380,4,1,60,0,1,60,0,0,1,0,1,62,1,1,0,0,0,1,0,0,5,0,0,10,2,4,214,30,17,261,0,261,--,380,119,214,261,261,Algún campo sin dato,1,6aefcfebcce8e2cde990c1c1601dc643698b4a3738be3065370a69853b76d774,25/06/2023 23:21:17,ESCANER
16932,"Quiché",14,"Zacualpa",4,2545,319,3,1,73,0,0,57,0,0,3,0,0,75,0,0,0,0,2,0,0,0,3,0,0,12,2,6,237,21,7,265,0,265,--,319,54,237,265,265,Algún campo sin dato,1,02f20685c6afe67f104574adbfb78d761cde7db7a960b810a7a7ad322ae56530,26/06/2023 00:50:04,ESCANER
16933,"Quiché",14,"Zacualpa",4,2545,318,5,1,57,0,1,71,0,0,0,0,0,53,0,0,1,0,0,0,0,0,2,1,0,6,1,3,202,15,11,228,0,228,--,315,87,202,228,228,Algún campo sin dato,1,1f146e40a89cced435400a1b59bc3c281244924c9f459cbd7e65cfe80ae0e20a,25/06/2023 23:32:36,ESCANER
16934,"Quiché",14,"Zacualpa",4,2546,380,2,0,22,1,0,144,0,0,0,0,0,91,1,1,0,0,0,0,0,0,0,0,1,1,1,0,265,6,9,280,0,280,--,380,280,265,280,280,Algún campo sin dato,1,52cdbc15e159c21b2aa7a4c38b3abc79db487504109f243bcff8a75d60fc2134,26/06/2023 02:08:56,ESCANER
16935,"Quiché",14,"Zacualpa",4,2546,380,1,1,8,0,0,85,0,0,0,0,0,198,1,1,0,0,0,0,0,0,0,0,0,0,0,0,295,5,14,314,0,314,--,380,66,295,314,314,Algún campo sin dato,1,a1476d898cef990887e15442750067b4d2622c01ad33831d4cff3e6af39dd314,26/06/2023 01:07:09,ESCANER
16936,"Quiché",14,"Zacualpa",4,2546,380,4,0,7,0,0,82,0,1,0,1,0,150,0,0,0,0,1,0,0,0,1,0,0,2,0,0,249,6,15,270,0,270,--,380,110,249,270,270,Algún campo sin dato,1,b212e5bfc1ffaeb5ec0ca3d48377dedd7bbac73c3fd117ea7ad79ed24afa1b43,25/06/2023 22:17:16,ESCANER
16937,"Quiché",14,"Zacualpa",4,2546,374,0,0,13,0,1,105,0,0,1,0,0,130,2,0,0,0,0,0,0,0,1,0,0,1,0,0,254,3,2,259,1,260,--,374,114,254,259,260,Algún campo sin dato,1,e66dec6ecabfbac16c58dec943662a9d528c847c8bda44019a6c8515848e260e,26/06/2023 02:34:35,ESCANER
16938,"Quiché",14,"Zacualpa",4,2546,373,1,0,4,0,1,127,0,0,0,0,0,133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,267,5,1,273,0,273,--,373,100,267,273,273,Algún campo sin dato,1,f684c72f5b818d3be9e9a4c1445eaa170ca0728c8ce4caa4b1b8aa94b5945acd,26/06/2023 00:32:21,ESCANER
