TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
866,832,96.0739,829,95.7274,3,314283,202373,64.3919

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VIVA,AZUL,CABAL,VALOR,MLP,UNE,P A N,VICTORIA,TODOS,VAMOS,ELEFANTE,PHG,PPN,MI FAMILIA,BIEN,PR,U R N G - MAIZ,PODEMOS,CREO,FCN-NACION,CAMBIO,UR,VOS,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
11777,"Suchitepéquez",10,"Mazatenango",1,1582,400,17,8,8,11,4,21,3,5,25,24,12,6,14,2,11,--,6,--,1,2,--,1,14,14,209,39,6,254,1,255,6,400,145,209,254,255,Algún campo sin dato,1,3c1fba1315875c71515640d86d8ba15a03af01f918bd5a6ec190e00cb7201d82,26/06/2023 03:09:57,ESCANER
11778,"Suchitepéquez",10,"Mazatenango",1,1582,400,21,7,9,7,2,29,3,7,23,13,11,5,10,0,11,1,2,10,0,0,3,0,10,20,204,38,5,247,0,247,--,396,149,204,247,247,Algún campo sin dato,1,e91c209178fa2309aabc2b4d376c0ae6a17a5a0ea9572cc51ec83380925123a4,26/06/2023 03:37:17,ESCANER
11779,"Suchitepéquez",10,"Mazatenango",1,1582,400,11,13,4,15,1,18,2,7,20,21,13,3,13,1,11,0,10,2,0,0,3,4,9,23,204,26,2,232,0,232,--,400,168,204,232,232,Algún campo sin dato,1,3b1c385c468aac01344ca68fe93325a2b48e8bc3fdac85d596bd6e1a4179fdf6,26/06/2023 00:11:06,ESCANER
11780,"Suchitepéquez",10,"Mazatenango",1,1582,400,15,7,7,11,5,19,3,7,29,19,10,4,10,0,9,1,0,2,0,0,5,2,8,21,194,34,9,237,0,237,--,395,158,194,237,237,Algún campo sin dato,1,f739bffd08dfbab2b89f4c07c0188658d6eafa5169ba544e042c17dd4d8f6f55,25/06/2023 23:32:04,ESCANER
11781,"Suchitepéquez",10,"Mazatenango",1,1582,400,19,4,14,9,3,12,1,12,24,15,8,3,9,0,7,0,5,0,2,1,3,0,20,23,194,38,9,241,0,241,1,400,158,194,241,241,,1,60d76225cdaf59ed940f8a9871283774c7e929771e0c7c2083e51d78f0f9ed53,26/06/2023 01:35:39,ESCANER
11782,"Suchitepéquez",10,"Mazatenango",1,1583,400,19,5,11,12,2,19,2,9,24,12,11,3,4,2,9,1,5,6,0,1,4,0,17,21,199,36,12,247,0,247,--,396,149,199,247,247,Algún campo sin dato,1,3dd7b75fe562633674beea6aad91768e13174a771441c8bec1fc23318afbeb01,26/06/2023 01:45:04,ESCANER
11783,"Suchitepéquez",10,"Mazatenango",1,1583,400,18,10,14,15,4,22,1,10,22,12,20,2,6,2,10,1,1,3,0,1,5,2,8,14,203,37,2,242,0,242,--,404,162,203,242,242,Algún campo sin dato,1,2556ce130bd4358cf7ea37b5a0f0708db637c7fcca2538dad4afaa7be62e1706,26/06/2023 01:24:08,ESCANER
11784,"Suchitepéquez",10,"Mazatenango",1,1583,400,12,12,15,9,3,24,2,8,30,16,8,5,7,0,6,0,5,1,2,1,3,0,13,22,204,35,2,241,0,241,--,404,163,204,241,241,Algún campo sin dato,1,8ecc3ffacd6b120d8eaf636b4855ccbcff3db8e9ea8d9e0f186e0c524a91a351,26/06/2023 02:40:45,ESCANER
11785,"Suchitepéquez",10,"Mazatenango",1,1583,400,14,6,11,13,6,24,2,9,20,13,11,1,9,0,10,1,5,1,2,2,4,3,8,20,195,38,9,242,0,396,--,396,154,195,242,242,Sumas Asentadas sin cuadrar,1,b24793ccc43033c482a92286af0a6001519f67ae137cad63aaa6a6c4ca5e7718,26/06/2023 03:36:04,ESCANER
11786,"Suchitepéquez",10,"Mazatenango",1,1583,400,16,5,12,14,3,17,0,11,26,16,5,4,9,0,3,0,5,3,0,0,4,1,6,19,179,39,6,224,0,224,--,399,175,179,224,224,Algún campo sin dato,1,aa78ea97cd7178031244e466342841da3eb99cf97f8618dcc4a9643b86a20947,26/06/2023 01:32:02,ESCANER
11787,"Suchitepéquez",10,"Mazatenango",1,1583,400,12,9,15,12,2,13,1,11,23,16,9,3,8,--,8,--,4,2,1,2,2,2,11,24,190,25,5,220,0,220,--,398,178,190,220,220,Algún campo sin dato,1,1ce9c016c29af09503517271797849c9edbb431e524e57156e7170be4c5023c1,26/06/2023 01:55:27,ESCANER
11788,"Suchitepéquez",10,"Mazatenango",1,1583,400,18,5,8,12,9,15,1,6,27,7,11,4,4,0,7,1,4,7,2,0,7,0,12,28,216,17,4,216,0,216,--,392,176,195,216,216,Sumas Asentadas sin cuadrar,1,427386f8de93866ab0e9c564acd09835c05620603de357cc710b44dff868ba79,26/06/2023 03:25:19,ESCANER
11789,"Suchitepéquez",10,"Mazatenango",1,1583,400,7,5,6,8,5,18,1,11,23,10,17,1,18,2,10,1,5,6,0,1,3,1,11,36,206,20,3,229,0,229,--,400,171,206,229,229,Algún campo sin dato,1,3e052e59e35888957acb46a873b0ef0e23c438d648049edf097944c0b720b6fb,26/06/2023 02:54:51,ESCANER
11790,"Suchitepéquez",10,"Mazatenango",1,1584,400,8,5,5,12,4,18,1,7,24,7,8,2,11,1,4,0,3,2,1,0,3,0,8,28,162,16,3,181,0,181,1,289,207,162,181,181,,1,dc72c8a2f355bb46f804e879f141a7909455ea0cccd6bbcf6b708a82f983a5d0,26/06/2023 03:50:51,ESCANER
11791,"Suchitepéquez",10,"Mazatenango",1,1584,400,9,5,4,13,2,27,2,4,28,10,11,6,10,0,7,0,2,2,1,0,1,0,9,37,190,18,3,211,1,212,1,400,188,190,211,212,,1,1ae13a25bb214635f168ec623ff03d7974e12b10029276bf050bc72eb9bc4f16,26/06/2023 00:54:34,ESCANER
11792,"Suchitepéquez",10,"Mazatenango",1,1584,259,14,3,8,7,3,14,1,5,23,9,10,2,3,0,5,1,1,4,0,1,0,2,11,12,119,13,0,103,0,119,1,256,103,139,152,152,Sumas Asentadas sin cuadrar,1,70cbc275fb7bff2fad56edf78fe8105582be82726ef0f809027f36549dbd6107,26/06/2023 02:03:12,ESCANER
11793,"Suchitepéquez",10,"Mazatenango",1,1584,258,5,0,5,7,2,12,0,4,14,7,3,0,4,1,1,0,0,1,0,0,2,0,3,10,81,22,1,104,0,104,--,258,154,81,104,104,Algún campo sin dato,1,15fb731ebab0a51b82878f2c4163d40ca2c966bde738a569d1ff405555cc2fac,26/06/2023 01:36:38,ESCANER
11794,"Suchitepéquez",10,"Mazatenango",1,1585,400,9,5,7,1,3,24,1,10,47,18,16,5,9,0,14,1,7,5,1,0,1,1,6,21,212,47,6,265,0,265,--,400,135,212,265,265,Algún campo sin dato,1,e5a4fb6d7e161615433a3376b43f20801b4f78fb6a2b20e2383b4c311decbdd7,26/06/2023 02:57:51,ESCANER
11795,"Suchitepéquez",10,"Mazatenango",1,1585,400,9,5,13,3,4,26,0,7,37,18,7,4,13,0,6,1,6,3,1,0,2,0,17,20,202,52,12,266,134,266,--,--,--,202,266,400,Sumas Asentadas sin cuadrar,1,375c31f31fc93926ccc63c294216370e0032e0680de43c86743446d6bfd07bca,26/06/2023 03:23:37,ESCANER
11796,"Suchitepéquez",10,"Mazatenango",1,1585,400,8,3,13,14,1,18,2,37,13,8,8,9,1,1,16,1,7,2,4,0,5,1,10,20,218,48,7,273,21,293,--,396,103,202,257,278,Sumas Asentadas sin cuadrar,1,bec96d0240804fc0ee552b655e8a87d4b378d3c17e0c0641d9cea3501634bf59,26/06/2023 03:19:01,ESCANER
11797,"Suchitepéquez",10,"Mazatenango",1,1585,400,4,13,16,11,3,12,0,19,50,21,14,3,11,1,12,1,4,8,2,1,4,1,14,15,240,39,15,294,54,294,--,400,106,240,294,348,Sumas Asentadas sin cuadrar,1,6b5230f511600d1458674479bada9d818c3211e364cbd7d9b36951aea61683fa,26/06/2023 01:30:35,ESCANER
11798,"Suchitepéquez",10,"Mazatenango",1,1585,400,13,8,7,10,5,16,1,14,43,11,6,3,7,1,8,0,4,5,4,0,2,2,9,21,200,50,11,261,1,262,--,400,136,200,261,262,Algún campo sin dato,1,a2e1399fb80953b1f49d8707981ba7c5675c0e88ab57814cb2d09b9a2cb342ce,26/06/2023 03:10:53,ESCANER
11799,"Suchitepéquez",10,"Mazatenango",1,1585,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
11800,"Suchitepéquez",10,"Mazatenango",1,1586,400,13,10,10,8,3,11,2,13,40,10,13,6,12,1,7,0,3,5,0,0,3,0,11,21,202,52,0,254,0,254,--,393,254,202,254,254,Algún campo sin dato,1,64130577b35a7494eca81c3bb7a92ce8c368e5b94f020d3825f3a4d5103753cb,26/06/2023 01:33:50,ESCANER
11801,"Suchitepéquez",10,"Mazatenango",1,1586,400,9,9,--,2,--,12,3,4,23,8,7,0,6,1,3,3,5,3,1,1,9,1,13,14,137,100,17,254,0,--,--,397,143,137,254,254,Algún campo sin dato,1,b6f7bd909c6ed2fa20bdb88dd7f3ba0343455e11b0ba96b9a10a5d46b179f6cb,26/06/2023 05:13:26,ESCANER
11802,"Suchitepéquez",10,"Mazatenango",1,1586,400,13,7,7,9,4,16,1,12,36,15,11,6,11,2,11,0,2,5,0,0,4,1,13,24,210,36,8,254,0,254,--,396,142,210,254,254,Algún campo sin dato,1,5d024a56bfcc3dcc0a6321df03113fb8045db93b0d17d9d695d6a2746b39633b,26/06/2023 03:20:51,ESCANER
11803,"Suchitepéquez",10,"Mazatenango",1,1586,400,5,19,8,11,7,19,2,10,40,19,9,4,9,1,2,1,1,3,3,0,2,0,10,13,189,26,3,218,0,218,--,395,178,198,227,227,Sumas Asentadas sin cuadrar,1,a7fec06f7421045b86674d56a52b8bc5dea6f7b18344d03eb3d2bfa4b531536d,26/06/2023 03:13:06,ESCANER
11804,"Suchitepéquez",10,"Mazatenango",1,1586,400,7,7,9,8,4,16,0,8,36,14,11,7,10,0,14,0,3,2,1,0,0,0,10,34,201,32,3,236,0,236,--,400,164,201,236,236,Algún campo sin dato,1,d3891bfe15b746357aeeddb9da7ad1b07047a71e3c2a95a3def2ce75574634d6,26/06/2023 03:38:03,ESCANER
11805,"Suchitepéquez",10,"Mazatenango",1,1586,325,5,2,5,3,6,7,0,7,29,12,6,6,5,2,7,0,3,4,1,2,3,0,8,31,154,11,3,169,0,169,1,321,151,154,168,168,Sumas Asentadas sin cuadrar,1,d39e10b3090447f9ca38e1210cc52ffa094096c578dfdbd8d74a4d49f811b3a8,26/06/2023 03:35:55,ESCANER
11806,"Suchitepéquez",10,"Mazatenango",1,1586,324,6,4,5,6,3,14,0,8,22,12,6,4,2,0,3,0,3,3,0,1,2,1,6,18,129,23,3,155,0,155,--,317,162,129,155,155,Algún campo sin dato,1,d135566f2061edd5e4a058e704987689cb5a005a5011d932475ec3441a7252a4,26/06/2023 00:50:25,ESCANER
11807,"Suchitepéquez",10,"Mazatenango",1,1587,380,7,5,9,3,1,22,1,5,23,54,2,3,5,2,1,0,2,1,0,1,2,0,4,7,160,34,31,225,--,--,--,376,151,160,225,225,Algún campo sin dato,1,ea2cae00eee19695f6c62204405fad47bab0757899e3e284de59129e1a0affed,26/06/2023 02:36:11,ESCANER
11808,"Suchitepéquez",10,"Mazatenango",1,1587,380,14,4,11,2,0,29,0,1,17,44,1,5,3,1,3,0,2,2,0,2,3,0,1,5,151,36,22,209,1,210,1,380,166,150,208,209,Sumas Asentadas sin cuadrar,1,fde38ad286210f88b21714d3970dc9a09b972adc87ec52dafc88037af0752272,26/06/2023 04:40:25,ESCANER
11809,"Suchitepéquez",10,"Mazatenango",1,1587,380,12,4,9,7,4,20,0,4,21,56,3,5,2,1,3,1,3,2,0,1,3,0,5,5,171,42,18,231,0,231,--,--,--,171,231,231,Algún campo sin dato,1,fd2dd8d1efef68fa181e4844010f96454634529229dd7a3aa4d4e0f6d739efe6,26/06/2023 03:07:35,ESCANER
11810,"Suchitepéquez",10,"Mazatenango",1,1587,380,12,4,14,4,1,30,0,1,19,34,1,0,4,0,2,2,2,2,1,0,0,0,2,3,137,60,19,216,0,216,--,375,159,138,217,217,Sumas Asentadas sin cuadrar,1,180181e31c60f7b9ea374879d02ace16f1e87024a2ab1b9977fd013a92f04667,26/06/2023 03:12:46,ESCANER
11811,"Suchitepéquez",10,"Mazatenango",1,1587,380,6,5,8,2,1,19,1,3,21,72,3,4,6,0,0,2,1,0,0,1,2,1,2,4,164,42,21,227,0,227,--,373,146,164,227,227,Algún campo sin dato,1,8056c13b1c8ddcc872248dc0d3f93d96c57835878e73c4cb6b233da495a76bc4,26/06/2023 03:18:01,ESCANER
11812,"Suchitepéquez",10,"Mazatenango",1,1587,380,9,0,6,7,2,23,2,3,22,49,1,5,2,1,2,0,2,3,1,0,2,0,1,5,148,51,21,220,153,373,--,373,153,148,220,373,Algún campo sin dato,1,6350c7cfa3bdc4673757b3b2c36265c4033b5215fe7a22f7aae337fda26ba5b8,26/06/2023 03:27:53,ESCANER
11813,"Suchitepéquez",10,"Mazatenango",1,1588,380,8,4,5,5,3,12,2,3,21,53,4,5,0,1,1,2,0,0,0,2,3,2,6,7,149,28,14,191,0,191,--,378,188,149,191,191,Algún campo sin dato,1,a78ed8bd8444851aab1fc81394c2621145e3879bae2b971eabd17e1ad587e4f9,26/06/2023 01:46:05,ESCANER
11814,"Suchitepéquez",10,"Mazatenango",1,1588,380,7,6,5,6,3,26,1,1,22,41,4,2,5,1,1,0,1,0,0,0,0,1,4,7,144,26,21,191,0,191,--,--,--,144,191,191,Algún campo sin dato,1,eced1fb87f2bf1b87b9cbd16327ae5f430ca24de668c0b9a51b3955c69c7ab11,26/06/2023 02:19:35,ESCANER
11815,"Suchitepéquez",10,"Mazatenango",1,1588,380,5,3,4,3,2,15,1,2,20,55,3,1,1,0,3,0,2,1,0,0,3,0,6,6,136,32,19,187,0,187,--,376,189,136,187,187,Algún campo sin dato,1,29d30765c4a550e6f85758543ff44a9879a4938fa1a03a9762d8809708da3c55,26/06/2023 01:37:48,ESCANER
11816,"Suchitepéquez",10,"Mazatenango",1,1588,380,4,3,3,4,2,17,1,2,19,41,0,3,3,0,2,0,1,0,0,0,1,0,2,12,120,19,2,141,0,141,--,376,235,120,141,141,Algún campo sin dato,1,9a8462f6ddfe3b591405af0427c567ff2767a97f7f39cb164276be799dafd8a7,26/06/2023 01:16:13,ESCANER
11817,"Suchitepéquez",10,"Mazatenango",1,1588,263,8,1,3,3,1,8,0,1,8,33,0,3,2,0,2,0,2,2,0,0,2,0,2,12,93,9,6,108,0,108,--,256,148,93,108,108,Algún campo sin dato,1,92b5457b2eca88b109b22a0acc147d8cb286e0f9f36276f6e7178b907df956e3,25/06/2023 23:19:11,ESCANER
11818,"Suchitepéquez",10,"Mazatenango",1,1588,263,4,0,1,2,1,12,0,1,12,28,0,4,1,0,2,0,1,2,1,0,1,0,1,13,87,22,4,113,0,113,1,263,149,87,113,113,,1,50ba63fd01d8517f71121fc1e81f414f7a59b6b73a4ac60b636eea237231c5ac,26/06/2023 00:41:24,ESCANER
11819,"Suchitepéquez",10,"Mazatenango",1,1589,380,7,2,5,0,3,29,0,10,8,20,2,0,15,0,5,0,1,4,0,8,10,1,1,0,131,28,16,175,0,175,--,--,--,131,175,175,Algún campo sin dato,1,0ad295b7b72992a72cfb4ac98968df66f4554d9433051f9b72a6fbdbf1b4e7d9,26/06/2023 01:26:57,ESCANER
11820,"Suchitepéquez",10,"Mazatenango",1,1589,380,10,4,4,2,1,29,1,7,7,20,1,1,3,2,1,1,5,9,3,5,12,0,4,2,134,34,14,182,0,182,--,378,196,134,182,182,Algún campo sin dato,1,b052e6695239f377d46ca9c348bca617eb16ef7ac3417e9aa099373dd9d3965a,25/06/2023 23:57:56,ESCANER
11821,"Suchitepéquez",10,"Mazatenango",1,1589,333,9,2,3,2,1,33,1,8,11,15,2,0,7,2,3,0,1,7,0,3,10,1,4,0,125,22,16,163,0,163,--,333,170,125,163,163,Algún campo sin dato,1,c8c7403c0d5d5dfc16e70e4b659312ef6e8d627908e34a4d189491bfefac4fb6,26/06/2023 00:47:34,ESCANER
11822,"Suchitepéquez",10,"Mazatenango",1,1589,332,6,0,7,0,2,30,1,5,4,8,0,0,1,2,0,2,0,6,1,4,8,0,1,1,89,15,10,114,25,114,--,330,216,89,114,139,Sumas Asentadas sin cuadrar,1,59cda119ad1a45425982ccabf45c336a5647d5a9a143e000a4514a82d37664d5,26/06/2023 01:23:04,ESCANER
11823,"Suchitepéquez",10,"Mazatenango",1,1590,380,23,1,7,1,2,32,0,3,14,38,1,0,3,1,0,0,4,3,0,12,8,0,0,2,155,30,22,207,0,207,--,379,172,155,207,207,Algún campo sin dato,1,92b331cb981ed588c7662de8ae5c89ec279cbbe98f8a1a213a34c6334ac10d0f,25/06/2023 23:29:39,ESCANER
11824,"Suchitepéquez",10,"Mazatenango",1,1590,380,32,4,7,3,4,27,1,2,10,28,0,0,7,0,2,0,5,2,0,10,2,0,3,10,159,24,7,190,0,190,--,375,185,159,190,190,Algún campo sin dato,1,601ea3c467a1f3475c0f01f5da1e4190a47caab15cebd869625fbf5d49d45c94,26/06/2023 00:44:05,ESCANER
11825,"Suchitepéquez",10,"Mazatenango",1,1590,380,9,2,8,2,7,26,0,3,9,19,11,1,2,1,0,0,5,1,0,11,10,0,1,3,131,37,18,186,0,186,--,367,181,131,186,186,Algún campo sin dato,1,ed5af40cf8bd8a278cac140f2cfbb33afbf7747176dc2f0717d6e12729474498,26/06/2023 00:58:16,ESCANER
11826,"Suchitepéquez",10,"Mazatenango",1,1590,262,13,1,6,0,3,18,1,1,12,10,1,0,3,1,2,0,2,1,0,0,2,0,1,3,81,12,11,104,0,104,--,262,158,81,104,104,Algún campo sin dato,1,64e12fc9b0a2424ab6bfcc8ebbaee0e77a0223d61e3787432273c46a53a3a196,25/06/2023 23:05:38,ESCANER
11827,"Suchitepéquez",10,"Mazatenango",1,1590,261,16,2,2,1,3,16,0,3,6,10,2,0,2,0,0,0,0,0,0,7,2,0,3,5,80,15,3,98,0,98,--,261,163,80,98,98,Algún campo sin dato,1,ee1fff640b7dc22740ff3a5e6120286c3953b25f48c6f130b42e491473dfc094,25/06/2023 23:14:41,ESCANER
11828,"Suchitepéquez",10,"Mazatenango",1,1591,380,10,6,2,4,1,27,1,8,26,28,1,0,4,0,3,0,2,8,0,5,6,0,3,2,147,23,20,190,0,190,--,380,190,147,190,190,Algún campo sin dato,1,b5abc794c6047d29f34f134986eecb623d466a9538e413a05b908a7f7818a2ce,26/06/2023 01:01:40,ESCANER
11829,"Suchitepéquez",10,"Mazatenango",1,1591,380,6,1,4,1,2,17,1,9,11,23,3,0,1,3,2,0,5,3,1,3,9,0,3,4,112,28,11,151,2,153,--,380,227,112,151,153,Algún campo sin dato,1,78978f9c0c0ded6f7ecfe9af241fba1d51c6c1bba9aa26f49579a7b43eda5704,25/06/2023 22:29:46,ESCANER
11830,"Suchitepéquez",10,"Mazatenango",1,1591,239,5,1,5,0,0,10,0,3,8,18,0,0,0,0,1,0,2,2,1,3,3,0,1,1,64,22,12,98,0,98,--,235,137,64,98,98,Algún campo sin dato,1,d0e2ddf1d3735444287af675f6aab2e6d574ca14be380bb91d1ca35839d6de77,25/06/2023 21:48:54,ESCANER
11831,"Suchitepéquez",10,"Mazatenango",1,1591,238,11,2,2,1,0,9,1,6,8,9,0,0,2,0,2,0,0,3,1,2,4,0,4,4,71,13,6,90,0,90,--,234,144,71,90,90,Algún campo sin dato,1,94ccdc08a008ae42bb4396b07b0d9efbb82364bcb2f58d7b4ebcc6fc96421f59,25/06/2023 21:36:02,ESCANER
11832,"Suchitepéquez",10,"Mazatenango",1,1592,380,14,4,4,7,2,47,1,3,19,11,2,26,11,1,6,0,6,1,2,1,0,0,8,4,180,37,34,251,0,251,--,377,126,180,251,251,Algún campo sin dato,1,cee31caf1ef350252dc493f7a28451695e4aa50659113d4b264df6e0ecff77e7,26/06/2023 03:00:38,ESCANER
11833,"Suchitepéquez",10,"Mazatenango",1,1592,380,18,3,7,8,1,49,1,2,33,21,3,26,6,2,8,0,8,3,2,1,0,2,5,3,212,49,34,295,0,295,--,376,81,212,295,295,Algún campo sin dato,1,930192a1cbce5beb744473cafbe9db80e09ee66ddfa9b562151e50b4fef6aed1,26/06/2023 01:37:16,ESCANER
11834,"Suchitepéquez",10,"Mazatenango",1,1592,380,16,5,7,7,6,44,2,4,23,13,1,28,5,0,12,0,6,0,1,2,0,1,4,5,192,29,25,246,0,246,--,368,122,192,246,246,Algún campo sin dato,1,ee8c97498e87925fed48fd5af10673668f6da4d66daba308875b18a1c66b6598,25/06/2023 23:35:31,ESCANER
11835,"Suchitepéquez",10,"Mazatenango",1,1592,380,17,8,5,11,6,41,2,4,27,16,5,25,5,1,2,0,4,2,0,0,1,0,9,5,196,31,20,247,0,247,--,380,133,196,247,247,Algún campo sin dato,1,eb456f25aea08cbc6742718196720458469e76c111b2e2b6794464a5aafc6109,26/06/2023 01:20:43,ESCANER
11836,"Suchitepéquez",10,"Mazatenango",1,1592,380,13,4,7,9,1,29,1,1,26,11,6,36,5,2,6,0,2,2,1,1,0,1,6,7,177,18,13,208,0,208,--,376,168,177,208,208,Algún campo sin dato,1,e502675eb310df9711c53b8076fa68656cefa6d2c6509a69bfca589167db39fb,26/06/2023 01:09:52,ESCANER
11837,"Suchitepéquez",10,"Mazatenango",1,1592,227,6,2,3,4,7,19,0,1,19,7,0,12,1,0,5,0,3,1,0,0,0,1,5,6,102,11,10,123,0,123,--,223,100,102,123,123,Algún campo sin dato,1,b60ee56d31177d5270c20c1b4dec7e4c29be6d940b650a864895251439a6465f,26/06/2023 01:43:20,ESCANER
11838,"Suchitepéquez",10,"Mazatenango",1,1592,227,8,2,0,6,1,25,0,0,13,6,3,21,4,1,4,0,1,3,0,0,1,1,6,4,110,11,7,128,--,--,--,221,93,110,128,128,Algún campo sin dato,1,2966290bc8987b1818c6ad16a7a6f0191b4376449cd7cab053a9df58169afbe5,25/06/2023 22:24:21,ESCANER
11839,"Suchitepéquez",10,"Mazatenango",1,1593,600,10,9,8,10,3,13,2,10,22,15,5,3,8,1,7,1,5,3,2,5,6,1,7,17,173,35,11,219,0,219,--,600,381,173,219,219,Algún campo sin dato,1,b0fd9b2aa5a420322ad2a67a9909f7475d3d4c35e583f9684bec4e209cf4b8da,26/06/2023 03:35:00,ESCANER
11840,"Suchitepéquez",10,"Mazatenango",1,1593,600,8,3,10,20,1,18,0,11,31,14,10,3,7,0,11,1,2,5,0,0,6,0,7,14,182,40,8,230,0,230,--,596,366,182,230,230,Algún campo sin dato,1,d52a38af5d2e8e55af60bdd93a2a7df645c1139916639470e84e7aa32b9b34b1,26/06/2023 02:48:53,ESCANER
11841,"Suchitepéquez",10,"Mazatenango",1,1593,600,14,4,7,15,7,20,1,5,23,10,11,4,7,1,5,0,5,3,1,3,3,0,9,11,169,29,4,202,0,202,--,600,398,169,202,202,Algún campo sin dato,1,3932d4da18b28240b5a69c98f0c9659f9544b0fd4f187a79b11da91f10de3e30,26/06/2023 03:14:05,ESCANER
11842,"Suchitepéquez",10,"Mazatenango",1,1593,600,11,1,13,11,0,10,1,7,22,6,8,6,4,3,2,0,5,2,0,0,3,0,7,16,138,38,8,184,0,184,--,600,416,138,184,184,Algún campo sin dato,1,e15b3fa5c5b405b8478e26770590ca164ab7c2c224421ad817acd8252efc0e49,25/06/2023 21:42:18,ESCANER
11843,"Suchitepéquez",10,"Mazatenango",1,1593,600,8,8,10,16,2,13,1,7,24,11,13,3,11,0,13,0,7,3,0,0,4,0,3,26,183,42,8,233,0,233,--,600,367,183,233,233,Algún campo sin dato,1,4734dca9b755fab5da37f154afc447646f5b5cd50621e96367769f2603ca9f6f,26/06/2023 02:00:04,ESCANER
11844,"Suchitepéquez",10,"Mazatenango",1,1593,600,8,5,2,4,1,4,1,4,14,9,1,0,2,1,5,0,0,1,0,0,3,0,4,4,73,12,2,87,0,87,0,600,513,73,87,87,,1,3e46e96ab4b209d252a55ce5dae877438fc30233ed75d5065d341d292db36b6e,25/06/2023 23:17:57,ESCANER
11845,"Suchitepéquez",10,"Mazatenango",1,1593,428,4,1,2,3,0,2,2,1,7,5,1,0,2,0,2,0,0,1,0,0,1,0,0,1,35,2,3,40,0,40,--,421,381,35,40,40,Algún campo sin dato,1,e492db31f3727effd3aee4cbfdb6877097dfc81ff03b353ce9d26a212505773b,26/06/2023 00:47:33,ESCANER
11846,"Suchitepéquez",10,"Mazatenango",1,1593,428,0,1,2,2,0,2,0,1,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,21,3,0,24,0,24,--,428,404,21,24,24,Algún campo sin dato,1,9f15c02f1f7b5479a6dc20ca08c89d88b2187a54f7bdb3d126887cb9f563b613,25/06/2023 21:37:32,ESCANER
11847,"Suchitepéquez",10,"Cuyotenango",2,1594,400,13,0,3,9,4,76,0,4,5,30,10,0,15,0,5,0,6,4,0,1,3,0,8,9,205,31,28,264,0,264,--,400,136,205,264,264,Algún campo sin dato,1,ae16dc555f9a738501036d3cbf11c7ed4f6a09b92552b9ab8f43f49a274cf43a,26/06/2023 00:39:00,ESCANER
11848,"Suchitepéquez",10,"Cuyotenango",2,1594,400,9,1,0,8,3,53,0,4,7,28,14,0,26,0,3,0,7,4,2,0,2,0,9,16,196,37,24,257,0,257,9,397,140,196,257,257,,1,c99a2a82977b0ea2314e7b8f0db699aeb332fe12bac5fd84a4e305bed216a134,26/06/2023 02:46:22,ESCANER
11849,"Suchitepéquez",10,"Cuyotenango",2,1594,400,18,3,5,15,9,67,2,2,8,25,7,0,24,0,3,0,14,5,2,2,2,0,8,14,235,30,20,285,0,285,--,--,--,235,285,285,Algún campo sin dato,1,699429e3029251d9ac723e321171cea9f0128f397c36bdccc484e4e3595336ab,26/06/2023 01:24:05,ESCANER
11850,"Suchitepéquez",10,"Cuyotenango",2,1594,400,25,4,0,8,3,63,3,7,6,38,6,1,22,8,2,0,6,6,1,0,0,1,12,5,227,34,22,283,113,396,--,--,--,227,283,396,Algún campo sin dato,1,f90351f6de2254174cf232a2d5f98385290747715b725b9b3c5f54855cbf4181,26/06/2023 02:34:05,ESCANER
11851,"Suchitepéquez",10,"Cuyotenango",2,1594,400,15,4,1,4,5,58,4,2,6,48,9,1,35,2,0,0,5,5,2,1,1,1,7,9,225,37,31,293,0,293,--,403,110,225,293,293,Algún campo sin dato,1,16bb144634ab1fdc3fe1197ec1e5b1bec0d798f00d4cb5e776eba3426f2e6780,26/06/2023 00:55:32,ESCANER
11852,"Suchitepéquez",10,"Cuyotenango",2,1594,400,14,3,6,5,6,75,3,6,6,47,6,0,13,1,3,0,8,3,1,1,0,0,7,9,223,45,30,298,0,298,--,399,99,223,298,298,Algún campo sin dato,1,dfbcb373679e5f0d847531fdf327f216919160320fcdc41f14212e55d8aa35e5,26/06/2023 01:31:23,ESCANER
