TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
509,503,98.8212,503,98.8212,0,189734,108927,57.4103

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,AZUL,BIEN,TODOS,CREO,PODEMOS,WINAQ,MLP,P A N,ELEFANTE,PPN,VAMOS,FCN-NACION,UNE,VICTORIA,UR,VIVA,VALOR,MI FAMILIA,PHG,CAMBIO,U R N G - MAIZ,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
23421,"Jalapa",21,"San Carlos Alzatate",5,3681,400,86,24,1,9,1,0,2,4,0,0,1,70,0,15,2,10,0,24,1,0,0,1,1,252,20,35,307,0,307,--,400,93,252,307,307,Algún campo sin dato,1,4da711b4908d7d1bd4d174bc316249324384d55944eed8983cc7a6fe169c9ff1,26/06/2023 00:36:34,ESCANER
23422,"Jalapa",21,"San Carlos Alzatate",5,3681,400,82,23,0,5,0,0,3,3,0,0,3,65,1,12,2,6,2,13,0,0,0,4,2,226,14,49,289,0,289,--,400,111,226,289,289,Algún campo sin dato,1,e75e5143d93b46acd0512417fdc8df29bfff1abb7026dea807a6e4e23af22f9d,26/06/2023 00:52:17,ESCANER
23423,"Jalapa",21,"San Carlos Alzatate",5,3681,400,76,14,1,4,1,0,4,2,0,0,0,70,0,7,2,2,2,23,0,0,0,0,3,211,26,54,291,0,291,--,400,109,211,291,291,Algún campo sin dato,1,32ce3860da680fd1b7d5212e7460d23a0581ca94947ee8fc204504aa54aa490f,26/06/2023 02:32:54,ESCANER
23424,"Jalapa",21,"San Carlos Alzatate",5,3681,400,65,13,2,10,0,1,2,3,0,0,0,72,0,11,4,2,2,24,0,2,0,6,1,220,23,41,284,0,284,--,400,116,220,284,284,Algún campo sin dato,1,12b78a7f3edb5c0dd92563fba1b479a21370f775b0e1f4a6663e8d5ee5925287,26/06/2023 00:21:56,ESCANER
23425,"Jalapa",21,"San Carlos Alzatate",5,3681,400,79,10,0,7,0,0,0,7,0,0,1,89,1,10,4,2,0,18,0,0,1,1,3,233,17,33,283,0,283,--,400,117,233,283,283,Algún campo sin dato,1,5388a36ab72ea90c1f67f7cf5382a31d371765816f6b386fe96a0e3ddb8a9f55,26/06/2023 02:45:46,ESCANER
23426,"Jalapa",21,"San Carlos Alzatate",5,3682,400,84,24,1,8,1,0,3,6,0,0,1,76,0,7,0,5,1,21,0,0,0,0,3,241,14,37,292,0,292,--,400,108,241,292,292,Algún campo sin dato,1,5caa719e022221ff5a46c4a75e973f99e0696ccc9c870b43b84b3e15f3c96b12,25/06/2023 23:40:42,ESCANER
23427,"Jalapa",21,"San Carlos Alzatate",5,3682,400,82,10,1,7,0,0,3,6,0,0,3,67,0,3,4,4,0,24,0,2,0,0,5,221,15,36,272,0,272,--,400,128,221,272,272,Algún campo sin dato,1,646b5fc8ef9ce22dbfd3b3f79c402ca80d941471739cbad49cc75eb791336e9d,26/06/2023 01:13:51,ESCANER
23428,"Jalapa",21,"San Carlos Alzatate",5,3682,252,58,7,1,5,0,0,1,1,1,0,0,45,1,7,3,2,1,18,0,0,0,0,5,156,9,20,185,0,185,--,252,64,156,185,185,Algún campo sin dato,1,feff258e18fc2b1f9da412694f6f074594cba1cbfc620d4b48acfd8191dda756,26/06/2023 00:58:01,ESCANER
23429,"Jalapa",21,"San Carlos Alzatate",5,3682,252,52,8,1,2,0,0,0,3,1,0,1,38,0,14,4,3,1,8,0,2,1,1,1,141,12,24,177,0,177,--,252,75,141,177,177,Algún campo sin dato,1,b99c12977073e6ac5f61a819bd52113a097dc9b8ba9b91f705aa3ccdcd693993,25/06/2023 23:29:08,ESCANER
23430,"Jalapa",21,"San Carlos Alzatate",5,3683,400,69,13,7,15,0,0,2,11,0,0,1,51,0,25,6,17,0,18,0,1,2,0,0,238,23,47,308,0,308,--,400,92,238,308,308,Algún campo sin dato,1,a55bb1544bdbbf1efd0671376fae8ab8a4892c2a78c9e6710d7e72132260a692,25/06/2023 21:52:52,ESCANER
23431,"Jalapa",21,"San Carlos Alzatate",5,3683,400,72,14,13,8,0,0,1,13,1,0,0,82,0,13,7,7,1,11,0,7,2,0,0,246,27,57,330,0,330,--,400,70,252,336,336,Sumas Asentadas sin cuadrar,1,29d8fe03bdd388248e9b5ee2744de761556431a30e0e04f702467d6b83aca3d8,26/06/2023 02:22:56,ESCANER
23432,"Jalapa",21,"San Carlos Alzatate",5,3683,400,71,12,15,12,0,0,3,20,0,0,1,61,0,21,9,9,2,8,0,0,0,1,1,246,26,55,327,0,327,--,400,73,246,327,327,Algún campo sin dato,1,064f20a751405059f7cc8e08795ad256f3b127941bad1222dd0cc85927c64faf,26/06/2023 01:52:22,ESCANER
23433,"Jalapa",21,"San Carlos Alzatate",5,3684,400,76,9,6,4,0,2,1,13,0,0,2,61,2,16,4,16,1,17,1,0,0,1,0,232,16,42,290,0,290,--,400,110,232,290,290,Algún campo sin dato,1,4b78ecf95a33293e2849bacb181eec0e097a8747c769f4df82738e1acc40093a,26/06/2023 00:43:43,ESCANER
23434,"Jalapa",21,"San Carlos Alzatate",5,3684,400,66,14,11,11,1,0,0,8,0,2,1,60,0,15,2,10,1,13,0,1,1,1,0,218,19,42,279,0,279,--,400,118,218,279,279,Algún campo sin dato,1,3bff3e606105be6f46eb8dd89275fd80bf6d0e94d185d9de3e943cdc29ca68dd,26/06/2023 01:25:48,ESCANER
23435,"Jalapa",21,"San Carlos Alzatate",5,3684,400,73,13,13,8,1,0,0,6,0,0,0,58,0,15,2,12,0,24,0,0,0,0,0,225,11,42,278,0,278,--,400,122,225,278,278,Algún campo sin dato,1,2d8cd65bbf33fb08d787b889c6920687e16da42ea3d0950b77289634285ae6ef,25/06/2023 23:39:57,ESCANER
23436,"Jalapa",21,"San Carlos Alzatate",5,3684,257,38,10,4,3,--,--,--,7,--,--,1,35,--,17,3,7,--,14,--,--,1,--,1,141,12,35,188,0,188,--,256,68,141,188,188,Algún campo sin dato,1,f56b06728d7095cf286589127f76b60bc3b5a934cc75b8f846a7570bb9bd12d2,26/06/2023 00:19:01,ESCANER
23437,"Jalapa",21,"San Carlos Alzatate",5,3684,256,41,9,3,3,0,0,1,3,0,0,0,40,0,13,1,14,1,6,0,0,0,0,2,137,10,33,180,0,180,--,257,77,137,180,180,Algún campo sin dato,1,78c62c4a0ab22d994a71e446f0c0c393a7d2f773633fdb3ac60613ddb16772eb,25/06/2023 23:06:16,ESCANER
23438,"Jalapa",21,"San Carlos Alzatate",5,3685,400,71,0,2,0,0,0,0,7,1,0,0,93,0,15,6,4,0,0,0,0,0,0,3,202,36,100,338,0,338,--,400,62,202,338,338,Algún campo sin dato,1,721bc3916bf0083818d9c577542eac7b9f4b4c9d88b9fe065745d558c891ad30,26/06/2023 01:21:27,ESCANER
23439,"Jalapa",21,"San Carlos Alzatate",5,3685,400,83,9,6,1,0,0,0,11,0,0,1,108,0,14,6,9,3,5,0,0,0,1,1,258,24,66,348,0,348,--,400,52,258,348,348,Algún campo sin dato,1,168229a96964dd0c4cfb4c142553be305e376f2cfee543cbe70c4b765b9a8b83,26/06/2023 03:25:54,ESCANER
23440,"Jalapa",21,"San Carlos Alzatate",5,3685,400,93,14,6,2,0,0,1,9,2,0,0,93,0,19,1,8,0,3,0,0,0,0,1,251,20,69,341,0,341,0,400,59,252,341,341,Sumas Asentadas sin cuadrar,1,13781495310449c899f7d4d374c6b584e2aaf7182af2c11c6610a54ce371a4fc,25/06/2023 23:27:29,ESCANER
23441,"Jalapa",21,"San Carlos Alzatate",5,3685,400,101,7,9,0,0,0,1,16,0,0,1,99,0,16,1,7,1,1,0,0,0,0,0,260,12,83,355,0,355,0,400,45,260,355,355,,1,2d30bca2824132133348dd9d4d3b192b0b4ec47ef810dcf7f7fa302b8954ce9c,26/06/2023 03:45:45,ESCANER
23442,"Jalapa",21,"San Carlos Alzatate",5,3685,400,67,7,1,2,0,0,0,11,0,0,0,101,0,9,3,13,3,8,0,0,1,0,0,226,17,68,311,0,311,--,399,88,226,311,311,Algún campo sin dato,1,f7c563040cba7e2037b4228150123d4056332a04deaa61fd434823dad2798a0c,25/06/2023 23:45:23,ESCANER
23443,"Jalapa",21,"San Carlos Alzatate",5,3685,400,73,11,7,2,0,0,1,5,1,0,0,85,0,12,1,10,0,5,1,0,0,0,0,214,12,55,281,0,281,--,400,119,214,281,281,Algún campo sin dato,1,71bef519892984b1ac4e6c853a5347d1d241df2b8d44d826ccb70770be95154f,26/06/2023 00:21:15,ESCANER
23444,"Jalapa",21,"San Carlos Alzatate",5,3685,400,99,5,0,5,0,0,1,23,0,0,0,89,0,5,3,14,2,7,0,0,0,0,1,254,5,43,302,0,302,--,401,99,254,302,302,Algún campo sin dato,1,130f5793c2c2347d502359b42c6d148b72a283a80013924b8789dcbf04742e0d,26/06/2023 03:31:30,ESCANER
23445,"Jalapa",21,"San Carlos Alzatate",5,3685,400,72,9,0,0,1,0,0,12,0,0,0,100,0,15,4,8,4,7,0,0,0,1,3,236,17,39,292,0,292,--,400,108,236,292,292,Algún campo sin dato,1,b99050de46c31aec32ffe5018bf5b52563f69cbef0949848a34b133327c0a511,26/06/2023 00:30:34,ESCANER
23446,"Jalapa",21,"San Carlos Alzatate",5,3685,228,53,4,0,1,0,0,0,5,0,0,0,56,0,4,1,5,0,3,0,0,0,0,1,133,4,37,174,0,174,--,228,54,133,174,174,Algún campo sin dato,1,a5ee0da65088f82e7038f3795bf9fa28f9e54260689697a61476f0de0c840b5a,26/06/2023 00:35:20,ESCANER
23447,"Jalapa",21,"San Carlos Alzatate",5,3685,227,43,2,2,0,0,0,0,2,0,0,0,74,0,7,2,3,3,3,0,0,0,0,0,141,3,36,180,0,180,--,227,47,141,180,180,Algún campo sin dato,1,e4e12c61391c70d1e3dc5858e316a0b2ee81e40276eabcf2b2fc6678a89d2f2e,25/06/2023 22:20:26,ESCANER
23448,"Jalapa",21,"San Carlos Alzatate",5,3686,163,20,3,2,1,0,0,0,0,0,1,0,8,0,3,1,1,1,1,0,0,0,0,0,42,4,14,60,0,60,--,163,103,42,60,60,Algún campo sin dato,1,658ebfce99b734848c68605310c9595db0d667e79e4823d0f8b4b937522a710f,25/06/2023 23:44:14,ESCANER
23449,"Jalapa",21,"Monjas",6,3687,400,32,15,4,29,0,0,2,2,2,1,0,59,1,12,3,3,6,20,1,0,3,1,15,211,37,27,275,0,275,--,400,125,211,275,275,Algún campo sin dato,1,f6f6bf5ff1933db347882e8734a7a8a472d8ea63c1f23b2c11550c1e023c8cca,26/06/2023 02:30:35,ESCANER
23450,"Jalapa",21,"Monjas",6,3687,400,41,10,9,25,2,1,2,1,1,0,0,42,0,5,5,5,3,26,1,3,2,1,16,201,26,25,252,0,252,--,400,148,201,252,252,Algún campo sin dato,1,3f24b7fe5011ab86f06df82323a9a6198cbc730afbe79c014a8303aa935c487e,25/06/2023 22:59:10,ESCANER
23451,"Jalapa",21,"Monjas",6,3687,400,48,18,5,24,3,3,3,0,0,0,0,52,0,18,1,2,4,18,2,0,1,0,11,213,32,28,273,0,273,--,400,127,213,273,273,Algún campo sin dato,1,b53972370a7939ccba7266465db617b3de7ec930970164cc7b74effd781f0f09,26/06/2023 03:10:26,ESCANER
23452,"Jalapa",21,"Monjas",6,3687,400,20,13,5,47,0,0,0,1,1,0,0,40,0,6,4,2,3,23,0,1,2,0,12,180,34,21,235,0,235,--,400,165,180,235,235,Algún campo sin dato,1,7d900fdef270a3d5959bc6530caf517f8f401261e9c030627b8c41673b86b125,25/06/2023 23:13:03,ESCANER
23453,"Jalapa",21,"Monjas",6,3687,400,40,13,7,28,1,0,3,0,0,1,0,46,4,6,5,3,3,22,0,2,7,1,16,208,25,28,261,0,261,--,400,139,208,261,261,Algún campo sin dato,1,9cc1f8ce34bcf675dbfc91df72a43f6f43a7d5ff7fe42eb7bf1c024de240bc01,26/06/2023 01:03:20,ESCANER
23454,"Jalapa",21,"Monjas",6,3687,400,30,9,11,44,0,1,2,0,3,1,2,41,1,10,7,2,4,17,1,1,2,3,9,201,26,29,256,0,256,--,400,144,201,256,256,Algún campo sin dato,1,81c733dedb73aa2068a89a32274910bbf9aaf68e73d8f58d8fb2c675e98d9538,26/06/2023 01:53:25,ESCANER
23455,"Jalapa",21,"Monjas",6,3687,400,34,6,5,38,0,0,1,1,0,0,0,40,0,16,2,6,0,31,1,1,1,3,18,204,22,15,241,0,241,--,400,159,204,241,241,Algún campo sin dato,1,3cda91ee796d7d514fc94c613c8f9c12390dee779d036cb74925d4442078e6b2,26/06/2023 00:21:16,ESCANER
23456,"Jalapa",21,"Monjas",6,3687,210,14,5,1,16,0,1,1,0,0,0,1,31,0,9,3,1,1,11,0,0,2,0,22,119,8,5,132,0,132,--,210,78,119,132,132,Algún campo sin dato,1,5bfe8858535b074a54f81fe60ec35f6c6e7b84ab686f4160a7cf0b18afa0b462,25/06/2023 22:47:16,ESCANER
23457,"Jalapa",21,"Monjas",6,3687,210,15,4,3,23,0,0,1,0,0,0,3,13,0,5,6,0,1,15,0,1,1,0,6,97,10,9,116,0,116,--,210,94,97,116,116,Algún campo sin dato,1,1b3566b1ce83aa3f6d6b767a9ff6268d7412d9f87b5953f993e52975bbedb18d,25/06/2023 22:33:04,ESCANER
23458,"Jalapa",21,"Monjas",6,3688,400,30,12,8,43,0,0,2,2,2,2,5,50,2,18,6,2,6,30,0,0,1,0,5,226,30,29,285,0,285,--,400,115,226,285,285,Algún campo sin dato,1,307c98d4c58aa12617488f8c41ecef72e717c5b1fd3b35dae33282ed1afc492e,26/06/2023 01:35:35,ESCANER
23459,"Jalapa",21,"Monjas",6,3688,400,31,10,5,47,0,0,0,0,0,1,0,45,3,13,10,5,5,27,0,0,3,0,11,216,36,32,284,0,284,--,400,116,216,284,284,Algún campo sin dato,1,711cac4634ed1b7504e4d03987ab0c0fc560e3415a723996a24d5b05735e1987,26/06/2023 02:17:01,ESCANER
23460,"Jalapa",21,"Monjas",6,3688,400,53,5,5,51,0,0,2,3,1,1,2,32,0,10,6,2,5,26,1,1,3,4,8,221,37,32,290,0,290,--,400,110,221,290,290,Algún campo sin dato,1,d54026dcd927b280711cfb4216e88059f222aa0f03f4ea0ef9787fe2a58c0785,26/06/2023 00:42:58,ESCANER
23461,"Jalapa",21,"Monjas",6,3688,400,47,9,8,37,1,0,0,0,1,0,4,45,2,12,11,3,7,17,0,1,3,2,8,218,39,31,288,0,288,--,400,112,218,288,288,Algún campo sin dato,1,d9e10f43d068c99fb7b546e11cfebd5f8a3740e59ebb2afda6f67cff40838c8a,26/06/2023 00:34:48,ESCANER
23462,"Jalapa",21,"Monjas",6,3688,400,40,4,10,47,0,1,2,1,1,2,3,46,2,9,4,1,2,28,0,0,4,0,11,218,29,17,264,0,264,--,403,139,218,264,264,Algún campo sin dato,1,6505a6702f2f8741a7523c0599436e28722e5b4b76ca8c9413f9a923b3e9f0f3,26/06/2023 01:42:29,ESCANER
23463,"Jalapa",21,"Monjas",6,3688,400,30,7,5,47,1,0,0,0,1,1,0,51,1,9,8,6,6,27,0,0,1,3,10,214,39,24,277,0,277,--,400,123,214,277,277,Algún campo sin dato,1,8a94493ef575970fcc89984285aed266f2d109c0addd6f776cacdfea7e95b823,26/06/2023 00:53:05,ESCANER
23464,"Jalapa",21,"Monjas",6,3688,400,33,8,5,33,0,1,1,--,1,1,2,46,--,12,9,7,3,31,--,3,2,--,10,208,37,23,268,0,268,--,400,132,208,268,268,Algún campo sin dato,1,d67a15cb10920df4a0bcbd196a2404acdda26f5cedd0b2192e9ef0cc443677c2,26/06/2023 02:12:27,ESCANER
23465,"Jalapa",21,"Monjas",6,3688,400,25,4,7,37,1,0,1,0,3,1,4,45,1,22,12,3,6,21,1,1,4,3,9,211,43,24,278,0,278,--,400,122,211,278,278,Algún campo sin dato,1,67894725209005e967f659e6d9df058b46c1dd79fcaae69b707b3e72a128549e,26/06/2023 01:58:55,ESCANER
23466,"Jalapa",21,"Monjas",6,3688,400,48,7,4,42,0,1,3,1,0,1,1,52,0,15,14,2,2,25,0,3,4,0,7,232,28,32,292,0,292,--,398,106,232,292,292,Algún campo sin dato,1,abe652fb11659f7919bf4a777fbd03f96344ed3734bb0fcc7223b2e29b458147,26/06/2023 00:30:12,ESCANER
23467,"Jalapa",21,"Monjas",6,3688,400,31,6,6,29,0,1,5,1,1,1,3,38,2,10,2,3,5,25,0,3,3,0,9,184,36,25,245,0,245,--,400,155,184,245,245,Algún campo sin dato,1,2bd91092ad12fc72060415998cb314f5144c81bc638f43e9f49efd0919ace9f1,26/06/2023 01:15:53,ESCANER
23468,"Jalapa",21,"Monjas",6,3688,400,36,2,8,46,0,0,0,0,0,0,2,27,1,9,6,9,3,46,1,3,0,1,19,219,29,10,258,0,258,--,400,142,219,258,258,Algún campo sin dato,1,c46156b60558abc9af9dbfa53b545ab3c900139a03cbfc71636ceff96e840ca4,26/06/2023 01:28:36,ESCANER
23469,"Jalapa",21,"Monjas",6,3688,400,27,4,5,46,2,0,1,0,1,0,2,43,1,10,11,4,6,38,0,1,1,1,16,220,25,17,262,0,262,1,400,137,220,262,262,,1,f1764e4d24e6657503e48673d0b61bb59a8b48924775a74a2734c4870b3185e8,26/06/2023 02:09:41,ESCANER
23470,"Jalapa",21,"Monjas",6,3688,232,19,1,3,30,1,0,0,0,0,2,0,28,1,4,6,3,4,34,0,2,2,0,8,148,9,10,167,0,167,--,232,65,148,167,167,Algún campo sin dato,1,c6e93e6aedd384eadbddc8ec4aa2b9d5c26e449a8f8ae2f54aab4bb8c8934690,25/06/2023 23:46:01,ESCANER
23471,"Jalapa",21,"Monjas",6,3688,231,9,4,4,27,1,0,1,1,0,0,0,21,0,5,2,2,1,24,0,1,1,0,5,109,9,8,126,0,126,--,231,105,109,126,126,Algún campo sin dato,1,933abd8a573890ff6efed1792239a1ecb067833b2db34a4cff32e24e9e3e38eb,25/06/2023 23:23:07,ESCANER
23472,"Jalapa",21,"Monjas",6,3689,400,27,16,3,36,1,0,4,2,0,1,0,36,0,15,3,5,4,28,1,0,1,1,12,196,38,25,259,0,259,--,400,141,196,259,259,Algún campo sin dato,1,acc80acf9a1d0b53ae6a27a1c6b6b6341505d10c4e590eb5af03bda54879a314,26/06/2023 00:19:45,ESCANER
23473,"Jalapa",21,"Monjas",6,3689,400,48,17,2,33,4,0,2,0,1,0,3,23,0,7,4,3,5,31,0,2,2,1,12,200,40,33,273,0,273,--,400,127,200,273,273,Algún campo sin dato,1,b96824a239c858160e27984a66df9eceae5928847d44fe1c40ce48d656352043,25/06/2023 23:47:02,ESCANER
23474,"Jalapa",21,"Monjas",6,3689,400,43,15,3,41,0,1,3,0,5,2,4,40,0,12,13,7,3,26,0,0,2,1,7,228,39,34,301,0,301,--,400,99,228,301,301,Algún campo sin dato,1,595eafda07da8a5d66ee4975b78990c646c0dfe61dbd6c919aa63c40764fedaf,26/06/2023 00:40:23,ESCANER
23475,"Jalapa",21,"Monjas",6,3689,400,47,14,7,39,0,0,1,1,3,0,3,32,1,10,13,5,2,30,0,0,1,2,14,225,31,26,282,0,282,--,400,118,225,282,282,Algún campo sin dato,1,d10e0d1a51bf2b958bfee7267dd68c5a99642e60b9488c3853b1715a2dffe588,26/06/2023 00:38:46,ESCANER
23476,"Jalapa",21,"Monjas",6,3689,400,47,8,0,40,1,1,2,0,0,1,8,45,2,12,10,1,8,23,1,0,1,1,12,224,37,22,283,0,283,--,400,117,224,283,283,Algún campo sin dato,1,7441f5edf6af28a98606b84c908454c8a364cbbcaf7c020330895fd141a2220b,26/06/2023 01:43:08,ESCANER
23477,"Jalapa",21,"Monjas",6,3689,400,41,5,3,26,1,1,2,0,2,0,1,36,2,11,9,7,4,19,1,1,1,2,12,187,29,24,240,0,240,--,399,159,187,240,240,Algún campo sin dato,1,a9ee79bb196226180be2d7ed0a8585d08f8929a1bd24d07c281addd3ef3fd5e3,25/06/2023 23:18:34,ESCANER
23478,"Jalapa",21,"Monjas",6,3689,400,26,11,4,39,2,0,0,1,2,1,1,28,0,11,5,6,2,25,0,1,0,1,14,180,41,18,239,0,239,--,400,161,180,239,239,Algún campo sin dato,1,a0290fbe7c8ed59465aeb8db9f47a94752bcedbb03f22bc8ac554ac3a302ed8f,25/06/2023 23:41:03,ESCANER
23479,"Jalapa",21,"Monjas",6,3689,400,49,14,5,50,1,1,2,0,0,0,4,25,0,13,11,1,7,28,0,0,1,0,9,221,32,29,282,0,282,--,399,115,221,282,282,Algún campo sin dato,1,9050c21080a7072fd976da0dbe5f808ec85db97f6c4dcd96d6fcbd1212141460,26/06/2023 01:14:25,ESCANER
23480,"Jalapa",21,"Monjas",6,3689,400,72,12,6,36,0,2,3,0,0,2,2,31,1,13,6,7,2,21,0,2,2,1,9,230,34,22,286,0,286,--,400,114,230,286,286,Algún campo sin dato,1,ce8710bb6062b7c96c03dc09dbe13a0870003d04524850638dc676085e36e9fc,26/06/2023 02:01:53,ESCANER
23481,"Jalapa",21,"Monjas",6,3689,400,59,10,5,25,2,0,2,0,1,0,1,33,1,25,10,6,1,22,0,5,2,3,13,226,27,24,277,0,277,--,400,123,226,277,277,Algún campo sin dato,1,dab8fea46241928b2cc266015518859a0f174ff12098f9ae7fa302fca6de3ba6,26/06/2023 01:26:40,ESCANER
23482,"Jalapa",21,"Monjas",6,3689,400,47,9,4,32,0,0,1,0,2,0,2,34,3,7,6,9,4,27,0,0,0,1,8,196,27,27,250,0,250,--,400,150,196,250,250,Algún campo sin dato,1,d36ed0432bde9157d93cff9d4a1279df677fd4b88ce424d12166b7502acca3e5,26/06/2023 01:58:20,ESCANER
23483,"Jalapa",21,"Monjas",6,3689,400,56,5,7,25,2,0,1,0,4,1,2,36,0,12,8,4,3,28,0,3,2,1,21,221,19,19,259,0,259,--,400,141,221,259,259,Algún campo sin dato,1,f68c821474d71f8a0396c06dac77ed7f0211bb5d0efc034b7162addd30ce10d0,25/06/2023 23:52:24,ESCANER
23484,"Jalapa",21,"Monjas",6,3689,400,37,4,1,43,2,0,4,1,0,4,3,29,3,7,8,7,0,45,0,0,1,1,13,213,22,15,250,0,250,--,400,150,213,250,250,Algún campo sin dato,1,f2568b67909990ade9c71bf69549070224297f6ae0e85279781edb475dfdc14a,26/06/2023 00:54:25,ESCANER
23485,"Jalapa",21,"Monjas",6,3689,400,55,6,3,36,1,1,0,0,0,0,3,29,1,11,6,8,4,41,0,1,1,0,22,229,17,17,263,0,263,--,400,137,229,263,263,Algún campo sin dato,1,fcd5522778fcbb69203c2cf3fabd1a57b8683dc4a972a1981073c1fbd03e9270,26/06/2023 01:15:13,ESCANER
23486,"Jalapa",21,"Monjas",6,3689,220,27,2,3,18,0,0,0,0,0,0,0,19,1,7,3,3,1,20,1,0,1,0,10,116,11,7,134,0,134,--,220,86,116,134,134,Algún campo sin dato,1,559ab4ad3ad25cd873911760b601ef1bb1539e0c73bb4fbc5a546d845e5469f8,25/06/2023 21:35:38,ESCANER
23487,"Jalapa",21,"Monjas",6,3689,219,19,4,3,20,1,1,0,0,0,0,1,11,0,6,1,1,1,7,0,1,1,0,6,84,9,20,113,0,113,0,219,106,84,113,113,,1,5bf0f467b17c458a5241ed1ccb8b1538d38b65098810c0c55b27cb65dec0e5c6,25/06/2023 20:42:32,ESCANER
23488,"Jalapa",21,"Monjas",6,3690,400,27,8,10,16,0,1,0,0,1,0,2,70,1,9,8,0,2,20,0,1,6,1,10,193,41,29,263,0,263,--,400,137,193,263,263,Algún campo sin dato,1,f5a9a44f0f24fe84baf93fefff73cc4d327ed850eecc8e81383540ebb5b30732,26/06/2023 00:57:57,ESCANER
23489,"Jalapa",21,"Monjas",6,3690,400,28,7,5,22,2,2,0,2,1,1,0,79,1,2,1,2,4,20,1,1,4,1,7,193,43,40,276,0,276,--,400,124,193,276,276,Algún campo sin dato,1,71158b58499bc52cd211bc82c6a6a170ecea2208d270030dad04f32ee0371a6f,26/06/2023 01:18:17,ESCANER
23490,"Jalapa",21,"Monjas",6,3690,400,27,5,7,32,0,0,1,0,0,1,0,69,1,6,5,2,2,23,1,2,3,1,10,198,24,42,264,0,264,1,400,136,198,264,264,,1,bee7f300b5bbba02f32e6a3dffdcf302da4adb4a41665e86ec5cc2f5433ded45,26/06/2023 03:06:15,ESCANER
23491,"Jalapa",21,"Monjas",6,3690,400,36,8,17,12,2,4,4,0,2,4,6,55,4,6,12,2,2,13,2,0,3,0,10,204,38,38,280,0,280,--,400,120,204,280,280,Algún campo sin dato,1,b61fa210aa03c005967f36b2f317aacb91cceeff7780310f62d6d2bb83dad39a,26/06/2023 01:08:38,ESCANER
23492,"Jalapa",21,"Monjas",6,3690,400,15,5,4,18,0,0,2,0,1,0,4,58,2,6,2,1,6,21,0,0,1,1,14,161,29,19,209,0,209,--,400,191,161,209,209,Algún campo sin dato,1,1577eed7c247e050780b57d54a52b55c9cf1333428a8aaea6f98a88e31907112,26/06/2023 00:54:07,ESCANER
23493,"Jalapa",21,"Monjas",6,3690,400,28,9,7,21,0,0,1,0,0,1,2,58,0,3,5,1,6,19,2,2,1,1,11,178,40,22,240,0,240,--,400,160,178,240,240,Algún campo sin dato,1,5ef1976089892dce2e63de91a3c7e0bcf02e04e703877a4b9fa683773aebd6e9,25/06/2023 23:35:06,ESCANER
23494,"Jalapa",21,"Monjas",6,3690,400,26,6,15,26,1,0,4,2,4,0,3,59,0,7,4,1,8,22,0,1,2,0,12,203,33,22,258,0,258,--,400,142,203,258,258,Algún campo sin dato,1,7a63fd46cc2deaf48e966e9a7a82da7dc588d42142b78dad3664e781685150e4,26/06/2023 02:03:15,ESCANER
23495,"Jalapa",21,"Monjas",6,3690,400,33,13,14,19,4,0,0,0,1,1,4,48,0,7,6,1,6,18,0,0,2,0,10,187,26,34,247,0,247,--,400,150,187,247,247,Algún campo sin dato,1,0d78fef08efd4916a502f5c9247bb7c88cc9e5088b11e6af376a507872cbb7a8,26/06/2023 00:29:10,ESCANER
23496,"Jalapa",21,"Monjas",6,3690,400,22,6,13,26,0,0,2,0,1,1,8,57,0,2,4,3,5,38,0,0,5,0,31,224,28,16,268,0,268,--,400,132,224,268,268,Algún campo sin dato,1,985c6bfb3603dac6ec4798096971570457de7a48aef5920e719a77ed0e16fc52,26/06/2023 00:11:17,ESCANER
23497,"Jalapa",21,"Monjas",6,3690,346,23,2,8,25,1,0,0,1,0,0,1,68,1,3,4,3,2,28,0,0,0,0,18,188,23,6,217,0,217,--,346,129,188,217,217,Algún campo sin dato,1,f7ebfc82f047b207f323d96de4e3805ccfc0c755c56e8428ca58ad3130ee8bbc,26/06/2023 00:35:25,ESCANER
23498,"Jalapa",21,"Monjas",6,3690,345,11,1,7,14,0,0,2,0,1,1,0,53,2,0,5,2,0,15,0,0,2,0,7,123,21,19,163,0,163,--,345,182,123,163,163,Algún campo sin dato,1,295909ed5aa33f1caaccbe221e797794f9526063f06f6ad0c9715b7d22c37355,25/06/2023 23:59:34,ESCANER
