TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
706,706,100.0000,704,99.7167,2,261831,198899,75.9646

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,U R N G - MAIZ,TODOS,WINAQ,CABAL,UNE,P A N,VICTORIA,VAMOS,PIN,PHG,CREO,VALOR UNIONISTA,MLP,ELEFANTE,UR,CAMBIO,PODEMOS,SEMILLA,FCN-NACION,VIVA,VOS,MI FAMILIA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
9574,"Sololá",7,"San Lucas Tolimán",13,1193,400,6,10,8,8,19,1,16,29,1,3,1,33,18,3,1,1,5,11,3,43,8,4,232,37,20,289,0,289,--,400,111,232,289,289,Algún campo sin dato,1,e4c4084aa813208147a400d4e64fc0b91aa0c4142d0679941c9ff46a2560f67b,26/06/2023 00:35:11,ESCANER
9575,"Sololá",7,"San Lucas Tolimán",13,1193,400,4,10,24,10,24,2,15,27,0,5,4,33,13,1,0,0,5,25,3,44,12,3,264,29,15,308,0,308,--,400,92,264,308,308,Algún campo sin dato,1,4e0d126c5da5f592f55435f4fab8cd925c9525cacaf67b2c110729262f24b101,26/06/2023 01:40:17,ESCANER
9576,"Sololá",7,"San Lucas Tolimán",13,1193,400,6,10,24,15,19,0,9,17,0,2,2,40,21,0,1,0,4,41,4,32,14,3,264,32,7,303,0,303,--,400,97,264,303,303,Algún campo sin dato,1,51533aa2bd0bd63407cfe1d5b89876301c7a8d80276f8afb19ceaf7ad83eac48,26/06/2023 01:32:11,ESCANER
9577,"Sololá",7,"San Lucas Tolimán",13,1193,400,2,11,19,17,16,0,15,24,0,6,0,33,23,0,1,0,4,28,3,52,6,0,260,35,15,310,0,310,--,400,90,260,310,310,Algún campo sin dato,1,5a219465ca059c739bfd55ecaba20166154c7dd763ccb9a61c15027d59e46aeb,26/06/2023 01:07:45,ESCANER
9578,"Sololá",7,"San Lucas Tolimán",13,1193,400,8,12,10,15,15,1,13,19,0,8,1,36,23,0,1,0,2,37,3,47,11,1,263,32,13,308,0,308,--,400,92,263,308,308,Algún campo sin dato,1,41ead1fd5f34d13e6acc15fdcb5eaea41d90c9d2553a2aa21fd29bdb745ac796,26/06/2023 01:27:50,ESCANER
9579,"Sololá",7,"San Lucas Tolimán",13,1193,400,5,12,14,9,23,2,8,29,0,5,0,34,17,1,1,0,2,33,7,50,8,0,260,28,9,297,0,297,--,400,103,260,297,297,Algún campo sin dato,1,6836a3148881ce52e0168d4ae7a34e65c8542e4a52a6bf7d9909f6f91e030c1c,26/06/2023 01:12:43,ESCANER
9580,"Sololá",7,"San Lucas Tolimán",13,1193,400,3,16,10,11,25,0,14,32,1,6,0,25,14,1,0,0,5,21,3,36,10,0,233,27,23,283,0,283,--,400,117,233,283,283,Algún campo sin dato,1,3caaee8afbcabda0661f4e6d9176e1c80d08aab82b778349bcc5490131cb1cd1,26/06/2023 00:59:55,ESCANER
9581,"Sololá",7,"San Lucas Tolimán",13,1193,287,3,7,11,9,14,1,17,18,0,1,1,18,10,1,0,0,0,26,2,27,1,0,167,22,14,203,--,--,--,--,--,167,203,203,Algún campo sin dato,1,9bc7e1893826a6a56feaae3985df271a42ecf1ea7c511ace8101b2ee9eedc310,26/06/2023 00:26:37,ESCANER
9582,"Sololá",7,"San Lucas Tolimán",13,1193,286,2,5,8,7,13,0,15,18,0,7,1,22,9,0,0,1,1,11,3,28,3,1,155,21,19,195,0,195,--,286,91,155,195,195,Algún campo sin dato,1,98e7556c6251579cdc06a10c80f246be41e0fdd4d3152525b1285e0e96216d9a,25/06/2023 22:36:23,ESCANER
9583,"Sololá",7,"San Lucas Tolimán",13,1194,380,13,7,4,71,28,0,8,81,0,1,2,6,8,2,1,1,1,12,3,6,9,1,265,33,41,339,0,339,--,379,40,265,339,339,Algún campo sin dato,1,ecaf7a09af0f6e5271420497b5abc545ce0e8a26dd942bfda5a0c88b47916f76,25/06/2023 23:50:04,ESCANER
9584,"Sololá",7,"San Lucas Tolimán",13,1194,380,5,16,6,86,28,1,4,69,0,0,6,2,6,2,0,1,0,5,1,5,11,0,254,35,50,339,0,339,--,380,41,254,339,339,Algún campo sin dato,1,c050f816a8e73b2e2f8be5026e47ae3590ac661af4d32264652aa8d5a9c037f6,26/06/2023 01:04:42,ESCANER
9585,"Sololá",7,"San Lucas Tolimán",13,1194,380,13,26,2,69,23,1,3,93,0,2,1,2,6,1,1,0,0,17,2,9,9,0,278,18,38,334,--,--,--,380,--,280,336,336,Sumas Asentadas sin cuadrar,1,d28f364ee76bb4b9571f76ea1897492b979f2f3cda2853934a69c0e1c98307c9,26/06/2023 02:15:13,ESCANER
9586,"Sololá",7,"San Lucas Tolimán",13,1194,380,15,22,7,70,18,1,6,58,0,1,1,2,4,1,0,0,2,19,0,12,12,0,251,39,17,307,0,307,--,373,66,251,307,307,Algún campo sin dato,1,44a680f4f7c47d6fc9c40e22e00dfe4b37d40499ec369728d76d9aa46815f389,26/06/2023 00:54:54,ESCANER
9587,"Sololá",7,"San Lucas Tolimán",13,1194,326,19,6,5,68,13,0,0,63,0,0,1,3,4,2,1,0,0,7,1,12,11,0,216,23,9,248,0,248,--,326,78,216,248,248,Algún campo sin dato,1,2a9a9b18da1bbabe4390048af8fe8dad86756574651b7e43304532f6284270cc,26/06/2023 00:42:51,ESCANER
9588,"Sololá",7,"San Lucas Tolimán",13,1194,326,0,12,3,62,21,0,5,65,0,0,0,3,7,0,0,0,2,18,1,3,10,0,220,22,20,262,0,262,--,326,64,212,254,254,Sumas Asentadas sin cuadrar,1,3936780b05bfde15a27315e0247b0b464a9b7e3668452b868c1aea8b8b8166cd,25/06/2023 23:32:49,ESCANER
9589,"Sololá",7,"San Lucas Tolimán",13,1195,380,4,34,7,43,36,2,4,63,--,1,--,6,6,1,1,--,3,13,--,22,5,--,251,35,42,328,0,328,--,380,52,251,328,328,Algún campo sin dato,1,a34872c73aa0243b500cd05cef54720c4392a267dd4337d65b247d2d4ab66f22,26/06/2023 00:15:27,ESCANER
9590,"Sololá",7,"San Lucas Tolimán",13,1195,380,8,31,4,67,64,2,4,59,0,0,1,1,5,0,0,1,0,8,1,10,2,1,269,31,42,342,0,342,--,380,38,269,342,342,Algún campo sin dato,1,04add768b9c40120bf4f515da4b255622a67952cd0dd69605af9f492902caa41,25/06/2023 23:58:19,ESCANER
9591,"Sololá",7,"San Lucas Tolimán",13,1195,380,7,33,6,69,54,0,3,60,0,3,1,2,3,1,0,0,3,7,3,17,9,0,284,33,32,349,0,349,--,380,31,281,346,346,Sumas Asentadas sin cuadrar,1,03ccf79729656fdf85eae499914aa92a234407f20c536da6178fa8bd267e2c5e,26/06/2023 01:24:19,ESCANER
9592,"Sololá",7,"San Lucas Tolimán",13,1195,380,11,27,12,46,36,0,2,51,0,0,1,3,6,2,2,0,0,11,2,20,11,0,243,33,21,297,0,297,--,380,83,243,297,297,Algún campo sin dato,1,b9fee3da17b211c007ac140ee25c25160a53a6c279b28023323d7a8c186057c8,26/06/2023 00:42:30,ESCANER
9593,"Sololá",7,"San Lucas Tolimán",13,1195,380,9,25,10,52,31,0,5,49,0,0,0,8,7,2,2,0,2,13,2,15,9,0,241,25,17,283,0,283,--,380,97,241,283,283,Algún campo sin dato,1,0de23ab066b69fbbde26871edda5471904b8f44b9f4d1c8b477a278c544b5a54,25/06/2023 23:53:52,ESCANER
9594,"Sololá",7,"San Lucas Tolimán",13,1195,201,5,18,3,25,27,0,1,24,0,0,1,0,5,1,0,0,2,7,1,9,3,0,132,18,4,154,1,155,--,201,46,132,154,155,Algún campo sin dato,1,fe094cbaf4620c1d5584bc4da62f30eeb91484397cb9dd63f9ff827e7d617a89,26/06/2023 00:07:58,ESCANER
9595,"Sololá",7,"San Lucas Tolimán",13,1195,200,4,18,5,20,14,0,3,32,0,0,0,6,4,0,0,0,0,11,4,10,6,0,137,12,10,159,0,159,--,205,46,137,159,159,Algún campo sin dato,1,eb2af6c55edfbc85fe9a7ace2a33ebf3b400be76082ea2a8489aec06c3e9b9fc,25/06/2023 23:45:20,ESCANER
9596,"Sololá",7,"San Lucas Tolimán",13,1196,380,6,51,5,27,83,1,20,20,0,1,1,0,3,0,0,0,2,5,0,13,19,2,259,12,33,304,0,304,--,387,83,259,304,304,Algún campo sin dato,1,196c022957418912ad5dea11d4ea40fe3eff1a8ce0ce53b60848dcac7fa3bba5,25/06/2023 22:53:33,ESCANER
9597,"Sololá",7,"San Lucas Tolimán",13,1196,380,4,50,0,30,95,1,26,32,0,0,1,0,4,0,0,0,0,3,1,10,12,0,269,24,28,321,1,322,--,380,58,269,321,322,Algún campo sin dato,1,db8ad7f2de5167b48e9ad1607b7e63610884f9c8edca55a08fd9858e1320984f,26/06/2023 01:35:46,ESCANER
9598,"Sololá",7,"San Lucas Tolimán",13,1196,380,4,36,5,22,95,0,14,26,0,1,1,4,1,0,0,0,4,6,0,15,20,0,254,20,33,307,5,312,--,380,68,254,307,312,Algún campo sin dato,1,797fdb2f1d11902108af0f14bda3683147686c3496ffb28b94c36f78ad6a3798,26/06/2023 01:08:06,ESCANER
9599,"Sololá",7,"San Lucas Tolimán",13,1196,380,1,35,2,27,71,1,24,24,0,0,3,5,1,0,0,0,0,4,2,11,24,0,235,25,23,283,0,283,--,380,97,235,283,283,Algún campo sin dato,1,f49863a4eb359ffa226a92e41d47945d6b10ba5c3916188063e511398bd72531,26/06/2023 00:02:18,ESCANER
9600,"Sololá",7,"San Lucas Tolimán",13,1196,379,8,37,5,20,69,0,16,16,0,0,0,7,3,0,0,0,1,7,1,3,15,1,209,25,28,262,0,262,--,383,121,209,262,262,Algún campo sin dato,1,285174a4ecc21a1e2eadb5f68cfc57a3d24b96e99aa9cee563616d6b45824bce,26/06/2023 02:15:57,ESCANER
9601,"Sololá",7,"San Lucas Tolimán",13,1196,379,2,47,7,32,61,1,22,17,0,1,2,5,0,1,0,1,2,5,2,3,19,2,232,11,14,257,119,376,--,376,119,232,257,376,Algún campo sin dato,1,4a4cd7ecc2dcd8444a7e131a4deee9ffa60d31431cbefcf440b0c52b3502c6b3,26/06/2023 01:17:01,ESCANER
9602,"Sololá",7,"San Lucas Tolimán",13,1197,328,2,4,5,4,11,0,3,12,0,2,0,13,12,1,0,0,1,5,4,18,1,1,99,20,25,144,0,144,--,328,184,99,144,144,Algún campo sin dato,1,a7802b600711aa7ca60a1df04eb46166644f13eff1265c0948b07846cc7e6f13,25/06/2023 23:43:43,ESCANER
9603,"Sololá",7,"San Lucas Tolimán",13,1197,327,0,2,8,2,5,1,2,20,1,2,1,11,8,0,0,0,2,8,2,23,3,0,101,23,17,141,0,141,1,327,185,101,141,141,,1,3301e9c42a19e28b8264d21f73ae6956c9f2fefc5365df83b98cf890e792ecdd,26/06/2023 00:49:55,ESCANER
9604,"Sololá",7,"Santa Cruz La Laguna",14,1198,400,1,0,1,2,78,0,2,195,0,0,4,6,0,0,1,0,0,2,0,6,0,0,298,15,37,350,0,350,--,400,50,298,350,350,Algún campo sin dato,1,9d6248c2e11b5bb907968ef2c30534191d2bb28ee5dc90969d229e2881903239,25/06/2023 23:49:41,ESCANER
9605,"Sololá",7,"Santa Cruz La Laguna",14,1198,400,2,0,2,1,87,1,0,233,0,0,0,3,0,0,0,0,0,1,0,8,1,0,339,15,14,368,0,368,--,400,32,339,368,368,Algún campo sin dato,1,1d55b63f228dc4c007a06c07268a300a6e678e9a0986dc71fdf5d7fd19edb4b7,25/06/2023 23:24:36,ESCANER
9606,"Sololá",7,"Santa Cruz La Laguna",14,1198,400,1,0,4,2,56,0,1,216,0,0,0,0,1,0,0,0,1,2,1,1,0,0,286,12,28,326,0,326,--,396,70,286,326,326,Algún campo sin dato,1,d86270f5d1e9c9b3ab86714a73c044fed0cff73e76f052305bbb6bbc0e9e9d56,26/06/2023 00:20:55,ESCANER
9607,"Sololá",7,"Santa Cruz La Laguna",14,1199,286,1,0,3,0,57,0,0,138,0,0,1,0,1,1,0,0,0,5,0,5,1,0,213,15,11,239,0,239,--,283,44,213,239,239,Algún campo sin dato,1,77168a85b0253998af12246e9e39e383ac650780e3ddef91502af1e0468df147,25/06/2023 22:57:12,ESCANER
9608,"Sololá",7,"Santa Cruz La Laguna",14,1199,285,2,0,1,1,51,0,1,117,0,0,0,1,0,0,0,0,0,5,0,8,0,0,187,15,10,212,0,212,--,285,73,187,212,212,Algún campo sin dato,1,bcc32e26c7062147337945a8430f3436ce2f59a8bb7762a27edb7472d23bafe8,25/06/2023 22:19:33,ESCANER
9609,"Sololá",7,"Santa Cruz La Laguna",14,1200,380,3,0,4,2,120,0,0,134,0,0,1,2,0,7,0,1,0,0,0,3,0,0,277,16,40,333,0,333,--,380,47,277,333,333,Algún campo sin dato,1,8c2349b676d07c70b3d5626e654862df32e40429d06f962558b689f6365e6d02,26/06/2023 01:45:45,ESCANER
9610,"Sololá",7,"Santa Cruz La Laguna",14,1200,380,1,1,2,0,108,0,0,167,0,0,0,3,1,5,0,0,0,0,0,0,0,0,288,6,35,329,0,329,--,380,51,288,329,329,Algún campo sin dato,1,2f794a90d6ca0b675e4564ff4384223b947f6840cd961cb796e3adb30d4bd548,26/06/2023 01:40:48,ESCANER
9611,"Sololá",7,"Santa Cruz La Laguna",14,1200,380,1,0,1,6,116,2,0,165,1,0,0,1,0,0,1,0,1,0,0,0,0,0,295,12,13,320,0,320,--,380,60,295,320,320,Algún campo sin dato,1,b3b0d13bd8fb18d25a82b66874fcbc4ac44a2f4bfacc401957ecf5c13712df39,25/06/2023 23:47:28,ESCANER
9612,"Sololá",7,"Santa Cruz La Laguna",14,1200,380,4,0,6,3,112,0,0,130,0,1,0,7,0,1,0,0,0,0,0,2,0,0,266,12,16,294,0,294,--,380,86,266,294,294,Algún campo sin dato,1,a92dc0bf8d3a6dd1877fb7c15840af170f1d31059ee5b7e682f6d2ae490f8039,25/06/2023 22:39:46,ESCANER
9613,"Sololá",7,"Santa Cruz La Laguna",14,1200,248,0,3,2,0,71,0,0,94,0,0,0,2,0,1,0,0,0,1,0,2,1,0,177,3,14,194,--,--,--,--,--,177,194,194,Algún campo sin dato,1,4cbc1c98758d4ec6ecfd14f8caba4b0e8dd2f5f7383914b0058cf5730296b7fb,25/06/2023 23:31:45,ESCANER
9614,"Sololá",7,"Santa Cruz La Laguna",14,1200,248,0,0,3,4,78,0,1,83,0,0,0,0,0,1,0,0,0,1,0,0,0,0,171,7,11,189,0,189,--,248,59,171,189,189,Algún campo sin dato,1,2a2af2ee07f86e246b7813b40b9509858a854f7147cc6686848bdec3fff2a73c,25/06/2023 21:12:34,ESCANER
9615,"Sololá",7,"San Pablo La Laguna",15,1201,400,3,0,15,30,91,1,4,79,0,1,3,0,1,2,0,0,2,5,1,5,7,0,250,27,56,333,0,333,--,398,65,250,333,333,Algún campo sin dato,1,f345ce4cb18be11c8421c587810f84ae4e62978a52a62ccea201e497126e325a,26/06/2023 03:59:44,MOVIL
9616,"Sololá",7,"San Pablo La Laguna",15,1201,400,0,0,16,26,91,2,4,60,0,1,3,0,1,2,0,0,7,2,1,8,4,0,228,34,84,346,0,346,--,400,54,228,346,346,Algún campo sin dato,1,ed6c0cab9bcbb21002928d8dc0cdc4c40028911e89189606900c2fc4851683f8,26/06/2023 01:26:35,ESCANER
9617,"Sololá",7,"San Pablo La Laguna",15,1201,400,1,3,20,41,75,0,3,72,0,0,1,0,1,3,1,0,5,2,1,12,4,0,245,25,76,346,0,346,--,--,--,245,346,346,Algún campo sin dato,1,d8dcaac62b13cc1b7155f15e07f87344f7f4dd76f54113334cd3a65cf372f1a2,26/06/2023 03:32:47,ESCANER
9618,"Sololá",7,"San Pablo La Laguna",15,1202,400,4,1,16,40,85,1,5,80,1,1,1,1,4,0,0,0,3,2,0,8,4,1,258,16,90,364,0,364,--,400,36,258,364,364,Algún campo sin dato,1,6254b66db7cd4e7933ada0969b0e61ae433af2ab000817543b1d36f439b29068,26/06/2023 03:45:16,ESCANER
9619,"Sololá",7,"San Pablo La Laguna",15,1202,400,3,0,28,35,74,2,3,92,0,0,4,0,1,0,1,1,3,5,0,7,3,1,263,32,79,374,0,374,--,400,26,263,374,374,Algún campo sin dato,1,6bbca2b8b875a80bcc64a26332638df92aca3c1cabaf6868b16ceed812418df5,26/06/2023 03:33:36,ESCANER
9620,"Sololá",7,"San Pablo La Laguna",15,1202,400,1,0,28,37,76,2,5,85,0,0,5,1,3,0,2,0,4,2,0,8,6,0,265,30,80,375,0,375,--,400,25,265,375,375,Algún campo sin dato,1,c3150e20216216c19ca05268f4fb9765599d58722cdb162c4666c8afc657384b,26/06/2023 01:35:50,ESCANER
9621,"Sololá",7,"San Pablo La Laguna",15,1203,400,1,1,15,46,78,0,3,77,0,0,1,0,2,1,3,0,7,4,2,6,3,1,251,28,82,361,0,361,--,400,39,251,361,361,Algún campo sin dato,1,1e3f0d2763439f7749e3871783c7c6d0b59989469f01884830974c9c471dd262,26/06/2023 03:49:14,ESCANER
9622,"Sololá",7,"San Pablo La Laguna",15,1203,400,3,2,22,31,76,1,2,66,0,1,4,4,4,2,1,1,5,2,0,13,4,0,244,20,66,330,0,330,--,400,70,244,330,330,Algún campo sin dato,1,d2a8aa3f197fae39c5ffad61800f5c5c8a02f74a2c7f45275120f69e10aa532f,26/06/2023 03:36:09,ESCANER
9623,"Sololá",7,"San Pablo La Laguna",15,1203,400,3,1,26,32,75,1,5,58,0,0,1,1,4,1,0,0,6,9,2,13,4,1,243,24,48,315,0,315,--,400,85,243,315,315,Algún campo sin dato,1,f3eaf9d2318611ba017cc5aea5e0f9b41ff1029424afa5ba99b7a9dbe71a74db,26/06/2023 04:00:48,ESCANER
9624,"Sololá",7,"San Pablo La Laguna",15,1203,400,1,1,24,30,81,1,3,61,0,1,2,2,4,2,0,0,6,4,2,9,2,1,237,34,48,319,0,319,--,400,81,237,319,319,Algún campo sin dato,1,9edd0a12e1136e98639219502f0f86c57eec751fcaa5d95b1fbb17952089a599,26/06/2023 03:00:04,ESCANER
9625,"Sololá",7,"San Pablo La Laguna",15,1203,400,3,2,39,43,79,0,2,56,0,0,0,1,2,0,0,0,3,9,1,15,6,0,261,19,35,315,0,315,--,400,85,261,315,315,Algún campo sin dato,1,e35f7fdca6412e4af02b4720d3717d110ba3dafc0e961373f9f13fc75537ac2a,26/06/2023 00:26:46,ESCANER
9626,"Sololá",7,"San Pablo La Laguna",15,1203,400,0,0,35,49,79,0,1,58,0,0,1,1,0,1,0,0,3,14,0,11,5,1,259,30,36,324,0,324,--,400,76,259,325,325,Sumas Asentadas sin cuadrar,1,cef7696590207a9b08d9be48cb33ac59a66eff9a9d987ebd998be2cb082b16b9,26/06/2023 04:17:02,ESCANER
9627,"Sololá",7,"San Pablo La Laguna",15,1203,309,2,1,18,39,72,0,7,45,0,0,0,1,1,2,0,0,6,5,1,6,7,0,213,25,25,263,0,263,--,309,46,213,263,263,Algún campo sin dato,1,3d98b5d39e4135d9105b4c11e8c6f82c30f4ce66dfeda24c922951da1e7b1d84,26/06/2023 02:19:11,ESCANER
9628,"Sololá",7,"San Pablo La Laguna",15,1203,308,2,0,16,31,59,1,1,49,1,0,2,2,2,2,0,1,1,7,2,11,2,1,193,25,30,248,0,248,--,301,53,193,248,248,Algún campo sin dato,1,547626bb30531b5c37e4c29b570d0ffcf5b0f4b3937be390fc5081b5842b9aa6,26/06/2023 02:24:01,ESCANER
9629,"Sololá",7,"San Marcos La Laguna",16,1204,400,0,1,93,56,7,0,12,97,0,0,0,17,1,1,0,0,1,3,0,5,1,0,295,18,44,357,0,357,--,--,--,295,357,357,Algún campo sin dato,1,b602fa3eac67f2f56b7bbc2feef9432d57f2fc87d2230f2c4250ac89354ed61f,25/06/2023 22:12:09,ESCANER
9630,"Sololá",7,"San Marcos La Laguna",16,1204,400,0,0,111,59,5,0,17,92,0,1,0,11,1,2,0,0,0,6,0,1,1,0,307,16,48,371,0,371,--,400,29,307,371,371,Algún campo sin dato,1,40354a974d6d6e18de037a70719979948bd600c5aea5cc0572c7b5fd86d58fa5,26/06/2023 01:30:00,ESCANER
9631,"Sololá",7,"San Marcos La Laguna",16,1204,400,1,1,85,77,4,1,17,95,0,0,1,6,2,3,0,0,0,2,0,5,0,0,300,23,37,360,0,360,--,400,40,300,360,360,Algún campo sin dato,1,0bf678c208bcf5539606aebb965bfc44b7603475d7edb9a0481c2db873714bb1,26/06/2023 01:24:52,ESCANER
9632,"Sololá",7,"San Marcos La Laguna",16,1204,400,3,0,86,52,4,0,11,77,0,1,0,11,3,1,0,0,0,15,0,3,3,1,272,18,31,321,0,321,--,399,78,271,320,320,Sumas Asentadas sin cuadrar,1,2cc5b0ace0bed29187b89f05954742e12fc156e4771939cd4e80daef2fb40309,26/06/2023 01:42:59,ESCANER
9633,"Sololá",7,"San Marcos La Laguna",16,1204,400,4,1,78,52,7,1,7,89,0,0,1,11,1,0,0,1,0,12,0,6,2,0,273,29,29,331,0,331,--,400,69,273,331,331,Algún campo sin dato,1,428da983a1036a80fc8a89f1bfc8c16e105624387888593223bd88a617e68eb3,25/06/2023 21:58:53,ESCANER
9634,"Sololá",7,"San Juan La Laguna",17,1205,400,5,41,29,3,16,0,1,148,0,0,0,3,3,1,0,0,34,2,0,7,3,0,296,22,33,351,0,351,--,400,49,296,351,351,Algún campo sin dato,1,9e89987d01106d310618edb8619e82ecfcddafbcf099ff03ef4c869f015937e1,26/06/2023 00:44:13,ESCANER
9635,"Sololá",7,"San Juan La Laguna",17,1205,400,6,43,27,4,14,0,2,147,0,1,3,1,3,0,0,0,35,7,2,4,4,0,303,37,28,368,0,368,--,400,368,303,368,368,Algún campo sin dato,1,85b17c6211bbaf1959ebb3d56433294066247014ed211156125ee38baa9eb946,26/06/2023 00:53:07,ESCANER
9636,"Sololá",7,"San Juan La Laguna",17,1205,400,6,66,16,3,12,0,1,132,0,0,0,2,2,1,0,0,24,7,2,6,5,0,285,30,52,367,0,367,--,400,33,285,367,367,Algún campo sin dato,1,97f6366e7d855d11a9264a4673aa5183d13f881ef7eaabdabbc4b790f7897fb3,26/06/2023 00:37:08,ESCANER
9637,"Sololá",7,"San Juan La Laguna",17,1205,400,5,79,22,2,9,1,1,142,0,0,0,1,2,0,1,0,29,9,0,5,4,0,312,21,49,382,0,382,--,399,17,312,382,382,Algún campo sin dato,1,9bb318010cc1d5f2318d0c2885d159c5829854efd4abfb42f2c0dd9d84dd1fef,25/06/2023 22:18:00,ESCANER
9638,"Sololá",7,"San Juan La Laguna",17,1205,400,8,55,21,1,12,0,3,160,0,0,1,0,0,1,0,0,33,9,0,2,4,0,310,29,35,374,0,374,--,398,24,310,374,374,Algún campo sin dato,1,c130aa2c462ff5396fea56e70517e03f26a698459db46c17f33ece71b8943938,26/06/2023 01:23:49,ESCANER
9639,"Sololá",7,"San Juan La Laguna",17,1206,400,1,61,24,1,6,0,2,129,0,0,0,2,1,2,0,0,40,7,1,3,4,1,285,46,40,371,0,371,0,400,29,285,371,371,,1,af9565fdfedc93e1d8608d0478fe518cc3e8e3597c37ae7eeb46dc716e4f452f,26/06/2023 00:51:56,ESCANER
9640,"Sololá",7,"San Juan La Laguna",17,1206,400,5,28,42,2,13,0,1,126,0,0,0,1,2,1,0,0,38,13,2,6,3,1,284,22,27,333,0,333,--,400,67,284,333,333,Algún campo sin dato,1,e81e4639d5c19d9c008c35fe015ffeedc1a843c62ab642edea299f765f5b1147,26/06/2023 02:13:56,ESCANER
9641,"Sololá",7,"San Juan La Laguna",17,1206,400,1,38,35,1,8,1,0,136,0,1,1,3,5,0,1,0,30,14,0,2,5,0,282,28,14,324,0,324,--,400,76,282,324,324,Algún campo sin dato,1,52d6bfea3e052233c36b2dfe40b3021b43efb659367f59bb1473dcb45d4f41a8,26/06/2023 00:10:29,ESCANER
9642,"Sololá",7,"San Juan La Laguna",17,1206,400,4,30,60,2,5,1,3,122,0,1,0,0,2,0,0,0,24,40,0,2,3,0,299,25,17,341,0,341,--,368,27,299,341,341,Algún campo sin dato,1,298db14f32b9a9584d065a3151cfd48fef52012e4617a6cecea0bd8092294dd5,25/06/2023 23:21:01,ESCANER
9643,"Sololá",7,"San Juan La Laguna",17,1207,400,4,46,41,0,5,0,1,112,0,1,1,0,4,0,0,0,33,33,1,5,3,0,290,22,15,327,0,327,1,400,73,290,327,327,,1,4602f008a2dd3cbbf23fb20eb92882ac8f431caa70537c18e567304a3335929a,25/06/2023 22:36:49,ESCANER
9644,"Sololá",7,"San Juan La Laguna",17,1207,308,1,28,42,3,6,0,1,85,0,0,0,3,1,0,0,0,25,18,0,1,3,0,217,20,12,249,0,249,--,308,59,217,249,249,Algún campo sin dato,1,a0996aa53c6d5c6cd1c6668867120c1e0528b1b7d7480abce410ec603c2ad797,25/06/2023 21:55:53,ESCANER
9645,"Sololá",7,"San Juan La Laguna",17,1207,308,4,37,37,0,8,0,0,78,0,0,1,1,2,2,0,0,19,21,1,5,3,0,219,17,11,247,0,247,--,308,61,219,247,247,Algún campo sin dato,1,1b2e92ce2b0e60989bcb02f24507384cce7ccdb796d9adfdb70ef26e14b4cdfb,25/06/2023 22:05:14,ESCANER
9646,"Sololá",7,"San Juan La Laguna",17,1208,380,1,42,15,2,142,0,3,68,0,1,0,2,1,2,1,0,3,0,0,7,1,0,291,17,29,337,0,337,--,380,43,291,337,337,Algún campo sin dato,1,c1089338bca8ef9399d379106d65d6015fc92abf0a575a0c7937af824851a41e,25/06/2023 21:18:24,ESCANER
9647,"Sololá",7,"San Juan La Laguna",17,1208,380,2,41,7,1,155,0,3,98,0,1,1,1,0,0,2,0,0,0,1,3,0,0,316,8,26,350,0,350,0,380,30,316,350,350,,1,f299e1092368eec17d4f383e48e750b76cbcd8c086c82f40d9a132a1c0c7474a,26/06/2023 00:28:38,ESCANER
9648,"Sololá",7,"San Juan La Laguna",17,1208,380,1,26,11,2,69,2,5,105,0,0,0,3,0,0,0,0,0,0,0,0,0,0,224,20,66,310,0,310,--,379,69,224,310,310,Algún campo sin dato,1,9f90bacaa4d0f5e8d0b400692b85a9f4ea001937afa4b808dc79be8a056de144,26/06/2023 05:01:56,ESCANER
9649,"Sololá",7,"San Juan La Laguna",17,1208,330,0,25,13,1,132,0,0,49,0,0,0,0,1,2,0,0,1,5,0,4,3,0,236,11,15,262,0,262,--,327,68,236,262,262,Algún campo sin dato,1,00a81f09c13ccdb93907ab1d6402a1da31be394e90310f8a448e5af632cdd869,26/06/2023 04:31:45,ESCANER
9650,"Sololá",7,"San Juan La Laguna",17,1208,330,1,31,8,0,137,0,0,54,0,0,0,0,1,2,1,0,0,3,0,5,1,0,244,6,14,264,0,264,--,330,66,244,264,264,Algún campo sin dato,1,f2750b7727b6098100c945c57f139e355d8f1fc514cfbca4d71f59569eb66723,25/06/2023 22:03:07,ESCANER
