TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
863,863,100.0000,862,99.8841,1,321074,196667,61.2528

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,MLP,AZUL,PHG,VALOR,CABAL,VICTORIA,TODOS,VAMOS,P A N,PPN,ELEFANTE,UR,UNE,MI FAMILIA,BIEN,FCN-NACION,VIVA,PODEMOS,CREO,UNIONISTA,CAMBIO,VOS,PR,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
24223,"Jutiapa",22,"Conguaco",13,3804,400,4,13,9,7,66,2,19,49,1,3,10,1,18,2,1,1,10,1,2,3,8,6,0,237,37,25,299,0,299,--,--,--,236,298,298,Sumas Asentadas sin cuadrar,1,9530408745eed6e44d120d3be11d3b44109a62d929520475eb8ca273d6507b51,26/06/2023 04:22:51,ESCANER
24224,"Jutiapa",22,"Conguaco",13,3804,400,2,18,6,10,50,1,20,46,1,0,14,0,13,0,1,5,2,3,0,0,10,3,1,207,30,25,262,0,262,--,397,135,206,261,261,Sumas Asentadas sin cuadrar,1,dbb49c3e442b8c4ce7417a07d8f19418a0f6b6d87b2a0090c352e15b1b22520d,26/06/2023 02:18:20,ESCANER
24225,"Jutiapa",22,"Conguaco",13,3804,400,0,18,11,8,68,2,18,55,1,1,9,1,16,1,4,0,9,1,2,1,7,5,0,238,26,22,285,0,286,0,400,115,238,286,286,Sumas Asentadas sin cuadrar,1,bd4561bb331f425ecde4c21f3e921956d90fdcad724b97a2ebe6a6ae93b0652e,26/06/2023 01:38:35,ESCANER
24226,"Jutiapa",22,"Conguaco",13,3804,400,0,18,15,5,52,1,22,50,1,2,6,0,15,0,2,0,5,5,2,0,10,5,0,216,37,14,267,0,267,0,400,133,216,267,267,,1,e2b7163b18307c443cc701ef3ba8f58b152057b485db708d26c91071f362da45,26/06/2023 02:38:32,ESCANER
24227,"Jutiapa",22,"Conguaco",13,3804,300,0,3,10,3,46,5,8,47,0,0,9,0,10,1,2,1,1,1,0,2,7,1,0,157,34,12,206,0,206,0,308,102,157,203,203,Sumas Asentadas sin cuadrar,1,a4fe1e7278fc568bfaa978143c24d920a0765bf167b756252b4570c0d6c48fae,26/06/2023 01:31:34,ESCANER
24228,"Jutiapa",22,"Conguaco",13,3804,300,3,13,7,5,39,0,11,41,0,1,4,0,13,0,0,0,1,0,1,0,3,4,0,146,20,18,184,0,184,0,300,116,146,184,184,,1,4432c3c966acb64f96323b59d114bcf5e297fd209139f9ea69c396e68ae19c1b,26/06/2023 00:01:23,ESCANER
24229,"Jutiapa",22,"Conguaco",13,3805,400,0,3,5,1,70,0,26,86,0,0,7,0,29,0,2,1,3,1,0,0,10,0,0,244,46,43,333,0,333,0,400,67,244,333,333,,1,7a7303e975e7b6cb0b45b11498fce4646f1adb658f66cd9796043b56ecb29470,26/06/2023 01:35:49,ESCANER
24230,"Jutiapa",22,"Conguaco",13,3805,400,1,6,6,1,56,1,23,71,1,1,4,2,17,1,0,1,2,0,3,1,16,0,0,214,49,52,315,0,315,0,400,85,214,315,315,,1,7c474d31bc28011dfefae5cd618065d8d879bdbcedcff0d69e1121b0ed65b1e7,26/06/2023 04:12:33,ESCANER
24231,"Jutiapa",22,"Conguaco",13,3805,377,0,4,13,2,57,1,36,60,1,0,9,0,22,1,4,0,4,0,0,1,12,0,0,227,24,33,284,0,284,0,374,90,227,284,284,,1,12ae3d1d3e9fc679c22706629cba4b05533029c2de8222c6179b05a9f1af949f,26/06/2023 01:19:40,ESCANER
24232,"Jutiapa",22,"Conguaco",13,3805,377,1,3,5,4,62,0,12,77,0,0,2,0,20,0,2,4,4,0,0,0,13,1,0,210,23,32,265,0,265,0,374,109,210,265,265,,1,d76d2e0e28704469c2f743a14ec2ee5ec2d05173ae7d6574d6c32551701a4b37,26/06/2023 01:04:09,ESCANER
24233,"Jutiapa",22,"Conguaco",13,3806,400,2,9,0,7,53,1,32,60,0,1,4,1,21,1,1,1,5,0,0,1,13,2,0,215,43,59,317,0,317,0,400,83,215,317,317,,1,726a6bb5aa179cdf29837677dc535ac5df33d922104d5c19647071186504e2df,26/06/2023 00:04:12,ESCANER
24234,"Jutiapa",22,"Conguaco",13,3807,400,0,17,1,5,65,1,24,55,0,3,1,1,39,1,4,0,3,0,0,0,3,2,0,225,51,42,318,1,319,0,400,81,225,318,319,,1,a61835456e34be50ed69346136642f1762757fd6212015b99f3fd15b75aeb7d1,26/06/2023 02:07:24,ESCANER
24235,"Jutiapa",22,"Conguaco",13,3807,400,0,13,4,6,52,2,22,56,1,2,7,1,26,1,5,0,8,1,0,0,8,2,0,217,37,30,284,0,284,--,397,113,217,284,284,Algún campo sin dato,1,aa56ea2e121e7d98373076db82a7dd4782631a32d77a98950cd7969aa8f05d45,26/06/2023 05:24:02,ESCANER
24236,"Jutiapa",22,"Conguaco",13,3808,258,0,5,1,5,28,0,16,46,0,0,4,0,17,0,1,1,0,0,1,0,7,3,0,135,21,26,182,0,182,0,258,76,135,182,182,,1,40be20196afb4762b0a3f6f7d727353c21f050eca7b11577a9368e9694c07223,25/06/2023 22:38:02,ESCANER
24237,"Jutiapa",22,"Conguaco",13,3808,257,3,5,2,3,40,1,17,30,0,1,1,0,13,0,1,0,3,0,0,0,8,2,0,130,22,14,166,0,166,0,257,91,130,166,166,,1,ed357fe2e258bbd71390f7dd93845c41f7cad3db536ba508c14c644466a976ec,25/06/2023 21:42:35,ESCANER
24238,"Jutiapa",22,"Conguaco",13,3809,380,1,5,4,2,69,1,9,48,0,0,0,1,9,2,2,2,4,1,0,1,3,1,0,165,39,49,253,0,253,0,380,127,165,253,253,,1,90da2a6d842dac465c51e432d565918f9009bdda7870454825b3c452e234deb7,26/06/2023 01:22:34,ESCANER
24239,"Jutiapa",22,"Conguaco",13,3809,380,0,5,4,6,98,0,19,71,0,1,3,0,13,0,3,4,2,0,0,1,8,1,0,239,19,31,289,0,289,0,380,91,239,289,289,,1,e950a6f3257ee9a1741852fd3fed677ba0fa8a8005a8637b7b2b2332929aa775,26/06/2023 02:24:44,ESCANER
24240,"Jutiapa",22,"Conguaco",13,3809,380,2,4,3,3,91,1,24,69,0,1,2,0,14,0,2,2,4,0,2,0,5,1,0,230,42,36,308,0,308,0,380,72,230,308,308,,1,779c944559e78551c09c603561eb69cdc1194b93f6636337a24893e80b7ba877,26/06/2023 01:36:30,ESCANER
24241,"Jutiapa",22,"Conguaco",13,3809,380,0,4,4,3,74,0,17,69,0,5,4,3,16,0,1,0,1,0,0,3,6,1,0,211,30,55,296,0,296,0,379,83,211,296,296,,1,144c412d1aa7a1fc78408e5c30685901caa25a67d9de0c43ffb0fb71d086c337,26/06/2023 04:13:52,ESCANER
24242,"Jutiapa",22,"Conguaco",13,3809,380,0,2,1,1,98,4,18,67,0,1,2,1,15,1,4,2,5,0,1,1,9,3,0,235,32,45,312,0,312,0,380,68,236,313,313,Sumas Asentadas sin cuadrar,1,c78851834f09b7e0dd9f31412eb3a63b3b918019e12927a137240d87ddadf69f,26/06/2023 02:30:26,ESCANER
24243,"Jutiapa",22,"Conguaco",13,3809,380,1,3,2,0,85,0,23,75,1,1,5,2,23,0,0,4,2,0,0,1,7,0,0,235,28,58,321,0,321,0,381,60,235,321,321,,1,34a94c20b7560c232b1d8f66c2a918a8fd722f09bafe28eaf28b3b3bf7b7f22b,26/06/2023 03:39:55,ESCANER
24244,"Jutiapa",22,"Conguaco",13,3809,380,0,7,4,6,87,1,18,63,0,0,0,3,15,2,2,2,1,0,1,0,7,3,0,222,23,62,307,0,307,0,380,73,222,307,307,,1,f8ab70bbb913fee39081828b6e07fc8e7515c3f4cd6ea3fba3a02027fa581e17,26/06/2023 02:53:47,ESCANER
24245,"Jutiapa",22,"Conguaco",13,3809,380,2,2,3,5,95,0,16,71,0,0,1,0,15,0,2,1,1,2,0,1,5,0,0,222,24,55,301,0,301,0,382,81,222,301,301,,1,84fdcefb78bec74a7743e84d580ef7e942ea90684a3715729cfb01e0e008dd87,26/06/2023 03:03:48,ESCANER
24246,"Jutiapa",22,"Conguaco",13,3809,380,2,3,3,1,71,1,36,69,1,1,1,1,14,2,2,4,2,0,0,0,2,2,0,218,28,61,307,0,307,0,380,73,218,307,307,,1,d23b888770d0814f008a55e08068140101c1414bfe44f2d5bf184abe4d7ae9f8,26/06/2023 03:07:15,ESCANER
24247,"Jutiapa",22,"Conguaco",13,3809,380,0,5,6,0,67,1,30,67,0,2,1,0,8,2,1,0,3,2,0,1,6,3,0,205,21,22,248,0,204,--,--,--,205,248,248,Sumas Asentadas sin cuadrar,1,77d4cf1b83da841868f65c768643cf2cb24a6971b100d32f3980f52cef0686a9,26/06/2023 04:30:11,ESCANER
24248,"Jutiapa",22,"Conguaco",13,3809,380,0,4,4,4,67,0,15,72,0,0,2,2,11,0,0,2,3,0,1,0,5,1,1,194,16,24,234,0,234,0,377,143,194,234,234,,1,43a79dda2726bd15082e2a29cdfd84982ac07510dee2f08547c7ba6f28763395,26/06/2023 02:57:28,ESCANER
24249,"Jutiapa",22,"Conguaco",13,3809,380,1,2,5,2,49,0,19,47,0,1,2,0,7,1,1,1,3,0,1,1,10,1,1,154,35,32,221,0,221,--,378,157,155,222,222,Sumas Asentadas sin cuadrar,1,f7aa5fd562675068e92e9dbddb68f4d161d0127536a01479e3b61e84d242e28a,26/06/2023 04:22:31,ESCANER
24250,"Jutiapa",22,"Conguaco",13,3809,380,2,2,2,4,76,2,16,53,0,0,3,1,10,1,0,2,7,0,1,0,7,2,0,191,31,39,261,0,261,0,376,115,191,261,261,,1,18d30f16048e0bbb3d2e50d66bbbcdd56ea6670c3b45cb090906d6d92c4340b0,26/06/2023 01:15:10,ESCANER
24251,"Jutiapa",22,"Conguaco",13,3810,380,2,8,1,5,54,0,14,62,1,0,3,2,9,2,1,1,2,0,0,1,6,2,0,176,18,44,238,0,238,0,380,142,176,238,238,,1,687c9dbc799d41ea5eb63db7872fb84299eec7db9946e58050b73cf170addcb4,26/06/2023 00:21:53,ESCANER
24252,"Jutiapa",22,"Conguaco",13,3810,380,2,7,4,4,82,0,18,61,0,0,2,0,9,0,2,1,4,1,1,0,5,2,0,205,26,30,261,0,261,0,380,119,205,261,261,,1,57a3f887dc7bd24eecabfc8901a465a5b3c82aa2a2dacabd9481f17aa040fa43,26/06/2023 00:39:16,ESCANER
24253,"Jutiapa",22,"Conguaco",13,3810,380,2,5,9,2,60,2,16,69,0,0,2,0,8,0,0,1,1,1,1,0,5,0,0,184,26,20,230,0,230,0,380,150,184,230,230,,1,ac95081d06eac05c376960a562be21498618c1c1e517cf514590e345bba93abc,26/06/2023 01:47:28,ESCANER
24254,"Jutiapa",22,"Conguaco",13,3810,380,0,1,3,1,77,2,22,56,0,0,0,0,9,1,0,0,4,1,0,0,8,0,0,185,17,23,225,0,225,0,379,154,185,225,225,,1,6cb7b8bd1ff3b343082f9a68222b8c2781eb09f61e2287f7d113b5fc79ce5107,26/06/2023 00:10:43,ESCANER
24255,"Jutiapa",22,"Conguaco",13,3810,380,1,6,4,2,79,0,15,65,0,0,2,2,7,0,1,3,4,1,0,0,6,2,0,200,20,20,240,0,240,0,376,136,200,240,240,,1,2aa71ba8d1796e73325a6fa204cabcf96c7dcf50ef6d7be94099d12dc756dbae,26/06/2023 00:51:30,ESCANER
24256,"Jutiapa",22,"Conguaco",13,3810,380,2,6,5,4,74,2,29,76,0,2,1,2,11,1,0,2,1,0,0,0,3,3,1,225,18,23,266,0,266,0,380,114,225,266,266,,1,f6873c12d1d8eaaea06645bdaad3e8867fa597c2c0ee1a461e0ed4367b973c3d,26/06/2023 00:16:44,ESCANER
24257,"Jutiapa",22,"Conguaco",13,3810,380,0,1,3,3,96,1,23,51,0,0,1,2,8,0,0,0,1,1,0,1,7,1,0,200,20,32,252,0,252,0,380,128,200,252,252,,1,9df4ee67f5713779ec5acc4ee325a73d01eb29f89040930fd44a0b1a7ec75809,26/06/2023 01:06:19,ESCANER
24258,"Jutiapa",22,"Conguaco",13,3811,376,0,4,5,0,75,1,11,72,0,0,0,1,11,0,1,1,2,0,0,0,6,0,0,190,19,24,233,0,233,0,376,143,190,233,233,,1,c12b320a0709b790cd125133bd1aa73b67a540ecb5938280287994b9ab908039,26/06/2023 01:36:45,ESCANER
24259,"Jutiapa",22,"Conguaco",13,3811,375,0,2,4,4,58,0,14,46,0,3,2,2,6,0,3,2,1,0,0,1,3,4,0,155,12,27,194,0,194,0,375,181,155,194,194,,1,60e91feeee7cd8598f348fcba35c4c239a48b6d1a884bd7b99486796ed3bf002,25/06/2023 23:38:14,ESCANER
24260,"Jutiapa",22,"Conguaco",13,3812,399,1,2,1,0,15,0,8,9,0,0,1,0,4,0,0,0,2,1,0,0,1,2,0,47,15,9,71,0,71,0,396,325,47,71,71,,1,5cd7986f112d9b365b28c9aadd6b8bb0f53500c815feda87b181c14a04c20d4d,25/06/2023 22:05:02,ESCANER
24261,"Jutiapa",22,"Moyuta",14,3813,400,3,32,4,19,26,2,2,46,0,3,1,2,24,1,5,1,13,2,1,2,4,4,1,198,65,24,287,0,287,0,400,113,198,287,287,,1,c81ca88319d562a15aa7fb3def83f33e2ab02e3702e62106a60f1053d227f64a,26/06/2023 02:23:25,ESCANER
24262,"Jutiapa",22,"Moyuta",14,3813,400,4,46,6,13,31,0,6,50,0,1,10,0,15,3,7,1,9,1,1,0,5,3,1,213,75,18,306,0,306,0,400,94,213,306,306,,1,d67732fbfd24b81b0a0af6b963f1741402c14aa3aa1228cb6ad100336b1b3a31,26/06/2023 03:47:29,ESCANER
24263,"Jutiapa",22,"Moyuta",14,3813,400,4,50,5,13,13,2,1,41,1,1,0,1,14,1,7,0,5,0,1,0,8,3,1,172,64,24,260,0,260,0,408,148,172,260,260,,1,da8cbf700508da4e1c8f814529ad887827c2701d32da7515f0bf040411715c6a,26/06/2023 02:20:25,ESCANER
24264,"Jutiapa",22,"Moyuta",14,3813,400,3,34,4,14,20,1,6,51,0,4,4,2,12,2,7,0,7,0,1,3,7,9,1,192,66,9,267,0,267,0,400,133,192,267,267,,1,d36e886bb9c3fdf6ab225a6a10c557677fe4bfb56c1b1bba4f4dfe4b0e5405d8,26/06/2023 01:08:14,ESCANER
24265,"Jutiapa",22,"Moyuta",14,3813,400,6,48,1,15,17,0,4,44,2,0,3,2,14,2,11,0,5,3,0,1,5,5,1,189,66,14,269,0,269,0,400,131,189,269,269,,1,0f4b545dae9da2760938ece6f46dda8932d0dfc27e030cc8e0d9195cdd347011,26/06/2023 03:30:18,ESCANER
24266,"Jutiapa",22,"Moyuta",14,3813,400,2,33,5,11,22,0,3,34,1,3,2,2,14,3,9,1,8,2,3,0,4,7,0,169,53,14,236,0,236,0,397,161,169,236,236,,1,a48f5f1341eabec641acb7ff24578a3b0ff03d791eb221709414e1280ee53a07,26/06/2023 02:15:47,ESCANER
24267,"Jutiapa",22,"Moyuta",14,3813,259,2,31,4,6,20,4,1,27,1,1,2,0,6,0,3,0,4,2,2,0,6,8,0,130,23,5,158,4,162,0,259,97,130,158,162,,1,dd532946acfd39f4c6d38eecfd58076df30c629ec7cdbe5fb3d9a92d8bf4a1b2,26/06/2023 00:25:35,ESCANER
24268,"Jutiapa",22,"Moyuta",14,3813,259,3,26,5,11,8,2,0,25,0,0,1,0,10,1,0,0,4,0,1,0,9,6,0,112,26,10,148,1,149,0,259,110,112,148,149,,1,bb61c3e538f59ada5ea8eb007cb6ade129cfa1142496b15e388afdd1b79dafbb,26/06/2023 02:00:46,ESCANER
24269,"Jutiapa",22,"Moyuta",14,3814,400,2,35,6,27,13,0,3,69,2,3,5,0,34,1,4,2,11,1,0,1,3,0,0,222,37,29,288,0,288,0,394,106,222,288,288,,1,1d86d1cb76747b924146a6b7fcf230fa56c2bfd4f93b77d9a2f062b63f98762b,26/06/2023 03:42:38,ESCANER
24270,"Jutiapa",22,"Moyuta",14,3814,400,1,45,4,39,10,3,2,65,0,3,4,2,38,2,2,0,2,2,1,0,11,3,0,239,41,30,310,1,311,0,400,89,239,310,311,,1,0aec2cd091bee748512c8e26937c6beebe3e54b06a2aa1f48398c46a055c5a43,26/06/2023 01:43:37,ESCANER
24271,"Jutiapa",22,"Moyuta",14,3814,400,2,41,7,21,12,0,2,64,2,2,1,1,22,0,1,2,5,0,0,1,12,6,0,204,48,19,271,0,271,0,400,129,204,271,271,,1,4e4a6cdd1a55899da50f9a3d690a83efd93b3f461705b84093a308c5a8abdf55,26/06/2023 01:47:44,ESCANER
24272,"Jutiapa",22,"Moyuta",14,3814,238,1,25,3,11,7,1,4,31,0,0,3,0,16,1,1,1,3,2,0,0,10,4,0,124,14,10,148,5,153,0,238,85,124,148,153,,1,bfecf4d98135101a1cb0a7841c4f3d6cb2651ee069cacbb83fb24d0a732082de,26/06/2023 00:29:46,ESCANER
24273,"Jutiapa",22,"Moyuta",14,3814,237,0,19,6,13,6,0,1,39,1,0,3,1,21,0,0,1,3,0,0,0,5,4,0,123,19,10,152,0,152,0,238,86,123,152,152,,1,b75a8bd9edeb57ba18b5e37dd6f515fc25b6488f5998a5e89630b866521bea25,25/06/2023 23:43:44,ESCANER
24274,"Jutiapa",22,"Moyuta",14,3815,400,1,24,13,33,10,0,1,68,0,0,1,3,28,0,4,0,7,1,0,2,2,0,0,198,38,21,257,0,257,0,400,143,198,257,257,,1,4b268cfdd78fd727032b9655354f9bb435ade07f6a6aa6b5ae528c792f5659f9,26/06/2023 02:47:38,ESCANER
24275,"Jutiapa",22,"Moyuta",14,3815,400,0,40,23,23,19,0,2,90,0,2,2,0,29,1,1,0,7,1,0,1,1,1,1,244,44,21,309,0,309,0,400,91,244,309,309,,1,1e05ea3cd89317af57e96433e1b433f4b764f6ab7dff25d81bb40c40d59a0db9,26/06/2023 00:42:54,ESCANER
24276,"Jutiapa",22,"Moyuta",14,3815,400,1,37,5,15,11,0,0,60,1,1,1,0,25,1,0,1,5,1,0,0,0,0,0,165,40,26,231,0,231,0,400,169,165,231,231,,1,f1dd0ea2c6d86879c59537c7b2d65d0dc3e403189b7d8e6060faeb6cb397b654,26/06/2023 01:03:35,ESCANER
24277,"Jutiapa",22,"Moyuta",14,3815,387,4,33,11,16,7,2,3,35,0,3,1,1,29,1,1,1,7,1,1,2,4,3,0,166,26,17,166,0,384,--,384,175,166,209,209,Sumas Asentadas sin cuadrar,1,57e3a9ea068bd8a7a3d50bd53648c8239af081666993514ff5789d256d5cf470,26/06/2023 05:42:51,ESCANER
24278,"Jutiapa",22,"Moyuta",14,3815,386,0,30,24,23,15,0,0,33,0,2,0,0,23,1,0,1,5,0,0,0,2,4,0,163,27,196,386,0,386,0,386,180,163,386,386,,1,b14a9f54938161bc554602ba77fb5ab4301512ddf6d5e2f3676105f3a714f598,26/06/2023 02:10:08,ESCANER
24279,"Jutiapa",22,"Moyuta",14,3816,400,0,40,0,23,11,2,1,91,0,2,0,0,15,0,4,1,2,2,0,2,4,2,0,202,50,39,291,0,291,0,396,105,202,291,291,,1,0120e962d18fde1798ef045c078f65e1f1136559f10ce61844c0185c3abec24e,26/06/2023 00:48:07,ESCANER
24280,"Jutiapa",22,"Moyuta",14,3816,400,0,42,4,24,12,5,1,84,1,2,0,2,30,0,2,2,0,1,2,0,6,3,0,223,50,48,321,0,321,0,397,76,223,321,321,,1,e84582a33468e63fe7d395cb1d663fbbb2ec7493c604e67bb1d4ae1457fe7737,26/06/2023 02:32:04,ESCANER
24281,"Jutiapa",22,"Moyuta",14,3816,228,0,12,1,19,2,0,1,50,1,3,0,0,18,1,1,0,2,2,0,1,2,4,0,120,15,17,152,0,152,0,225,73,120,152,152,,1,e27b8bfa9e500eaf60b6a04d501807ae139c88033931a53672364392d0b22512,26/06/2023 00:20:03,ESCANER
24282,"Jutiapa",22,"Moyuta",14,3816,228,0,18,5,13,7,0,0,44,0,1,3,0,6,0,1,0,2,0,2,0,3,0,0,105,16,12,133,0,133,0,234,101,105,133,133,,1,dfe7ed827d03e9a95d4594af1fd15df45715e783f3ddac867a0d298a64673f04,26/06/2023 01:02:15,ESCANER
24283,"Jutiapa",22,"Moyuta",14,3817,380,1,26,10,13,2,0,0,92,0,1,0,0,5,0,3,0,3,1,0,10,4,3,0,174,38,24,236,0,236,0,380,144,174,236,236,,1,489b07593cbc3928d1d78aaf6c096f9d2bcc28b8dec94e6b00286f3747941c2e,26/06/2023 01:54:32,ESCANER
24284,"Jutiapa",22,"Moyuta",14,3817,380,2,27,6,15,0,4,1,114,0,1,0,1,10,4,2,0,2,0,0,7,3,0,0,199,42,22,263,0,263,0,380,117,199,263,263,,1,73a43fd16e3de694ddc3e638e13ec164e190743a3b480af0b37bdacd7f843956,26/06/2023 01:06:21,ESCANER
24285,"Jutiapa",22,"Moyuta",14,3817,380,0,17,8,6,1,3,0,113,0,1,0,4,4,1,3,1,1,0,0,4,2,1,0,170,54,19,243,0,243,0,380,137,170,243,243,,1,cf4d045fc004472eeeafa8d30f624dec621e7f8eb7bd73c9734a8d95f9c29335,25/06/2023 23:32:21,ESCANER
24286,"Jutiapa",22,"Moyuta",14,3817,380,0,25,5,8,2,1,0,122,0,0,0,1,8,0,2,0,2,0,1,8,1,0,0,186,45,23,254,0,254,0,380,126,186,254,254,,1,f12bd2169684305195564c318608e16e3a134a3cd7fd2b80582c6be8fb316d41,26/06/2023 00:06:06,ESCANER
24287,"Jutiapa",22,"Moyuta",14,3817,380,0,10,3,7,0,0,1,182,0,0,1,0,7,0,0,0,4,0,1,3,0,0,0,219,35,27,281,0,281,1,380,99,219,281,281,,1,79dd7d32d33425511c9bfaf42a93c798e3998630f7d3b3a528bbe24d21888792,26/06/2023 02:01:16,ESCANER
24288,"Jutiapa",22,"Moyuta",14,3817,380,1,18,17,8,0,2,1,109,1,0,1,0,3,0,1,1,0,0,1,5,4,0,0,173,23,11,207,0,207,0,380,173,173,207,207,,1,7b8abc721b8399dd15b64437f8d334d5da66db9db502a632e7fe089f069a31bd,26/06/2023 00:21:00,ESCANER
24289,"Jutiapa",22,"Moyuta",14,3817,380,0,28,7,12,2,2,0,98,1,0,1,1,6,0,2,1,4,0,1,13,2,2,0,183,32,22,237,0,237,1,380,142,183,237,237,,1,329f9f7dd4d52cf73ef1ebda70744255271fc2ba30d3ebe2f3b3e9734454b0bd,26/06/2023 01:50:25,ESCANER
24290,"Jutiapa",22,"Moyuta",14,3817,380,0,26,11,14,0,0,1,117,1,0,0,1,5,2,0,0,1,0,0,9,2,3,0,193,30,13,236,0,236,0,380,144,193,236,236,,1,de6bc235591037d78c2a0a1a15a828057a4f18c698da87f8e98b6c6c7d531fa9,26/06/2023 02:49:40,ESCANER
24291,"Jutiapa",22,"Moyuta",14,3817,380,1,21,7,14,1,0,0,112,0,0,0,0,7,0,1,4,3,0,1,5,1,0,0,178,19,15,212,0,212,0,380,168,178,212,212,,1,98a5e903b71a4a745dcd2ef60686bf4bbbdc186a0bdbbf364d44a1cfe46962fb,26/06/2023 01:12:23,ESCANER
24292,"Jutiapa",22,"Moyuta",14,3817,380,0,18,10,8,0,0,1,100,0,0,0,1,5,1,2,3,1,0,3,6,1,3,0,163,34,28,225,0,225,0,380,155,163,225,225,,1,9e2b92bee45762127e15afa98d2827eb08789b447686b5de921043d357706a0d,26/06/2023 00:55:39,ESCANER
24293,"Jutiapa",22,"Moyuta",14,3817,307,0,15,8,9,1,1,1,96,0,1,0,0,1,0,0,1,0,1,1,7,2,0,0,145,18,11,174,0,174,0,303,129,145,174,174,,1,8aeea3089a512c2e48edd52ac95cab62c8b5ecc7a06257ff639509c20579a6c7,25/06/2023 22:58:47,ESCANER
24294,"Jutiapa",22,"Moyuta",14,3817,307,0,9,9,12,1,0,1,74,0,0,0,0,3,0,0,2,3,0,0,5,0,1,0,120,15,7,142,0,142,0,307,165,120,142,142,,1,0674b6d4b0e2ae414d443c12ff645a7b637cded6e444f85b7cc8a87b97edb41e,25/06/2023 22:07:32,ESCANER
24295,"Jutiapa",22,"Moyuta",14,3818,380,1,37,11,21,0,3,2,75,0,1,2,1,7,1,1,2,7,0,0,1,4,0,0,177,48,25,250,1,251,0,380,129,177,250,251,,1,4e014b356bb27817c13a9c914bd18ea5f346a800f4f3c0b0ad55a3ce6e47f626,25/06/2023 22:31:49,ESCANER
24296,"Jutiapa",22,"Moyuta",14,3818,380,0,25,3,6,1,0,4,92,0,3,7,0,10,1,2,1,8,1,1,0,1,6,0,172,52,26,250,0,250,0,380,250,172,250,250,,1,96da0279495c3100175cb8aac84721865e5cfeee30cf63afc5ae0295c6a4637b,26/06/2023 01:51:33,ESCANER
24297,"Jutiapa",22,"Moyuta",14,3818,380,0,37,9,15,4,0,0,91,0,0,1,1,10,0,1,0,6,1,0,4,1,4,0,185,60,21,266,0,266,0,380,174,185,266,266,,1,0a4946d9f378b97843fd08c79be30f15e848e141adcdf0870d73b2d7ecee1cf6,26/06/2023 01:04:40,ESCANER
24298,"Jutiapa",22,"Moyuta",14,3818,380,1,29,8,20,2,1,4,97,1,0,0,0,17,1,2,1,5,1,0,5,0,3,0,198,63,18,279,0,279,0,380,101,198,279,279,,1,f235585f7a0f12daf794c45ffcde31f1b28b38274f77e9bef3bf55bae593762b,25/06/2023 23:29:56,ESCANER
24299,"Jutiapa",22,"Moyuta",14,3818,380,0,28,10,21,4,0,3,101,0,0,2,1,15,1,2,1,4,0,0,2,0,2,1,198,48,26,272,0,272,0,380,108,198,272,272,,1,cfd718f319fb414c87cbff66ce25c33e2bedf3492f0dc926207b90f25becbda8,26/06/2023 00:17:24,ESCANER
24300,"Jutiapa",22,"Moyuta",14,3818,380,1,36,7,24,4,1,3,95,0,1,2,0,9,0,0,1,7,0,1,1,3,1,0,197,41,30,268,1,269,0,379,110,197,268,269,,1,0f3b554d238ae0668524b1bd34662a860ca0dd52a51d791f0a6c44a9afe6d9b3,26/06/2023 00:09:36,ESCANER
24301,"Jutiapa",22,"Moyuta",14,3818,380,1,37,10,22,3,1,3,92,1,1,1,0,15,0,3,1,6,0,2,3,1,1,0,204,47,26,277,0,277,0,380,103,204,277,277,,1,399cee0663894d7583d4a6aafbe89782bdf7f186320a887bc4b26933c65dfd42,26/06/2023 00:47:06,ESCANER
24302,"Jutiapa",22,"Moyuta",14,3818,380,1,28,4,18,4,0,1,88,0,2,0,2,17,1,5,1,3,0,0,3,1,3,1,183,49,23,255,2,257,0,376,119,183,255,257,,1,aa40c9c5fbb78669770c593819f87580b28fbf2cae587a2f9d92368c0547cfde,26/06/2023 02:07:21,ESCANER
24303,"Jutiapa",22,"Moyuta",14,3818,380,1,39,18,15,0,2,1,75,1,0,2,1,9,1,1,0,3,0,0,4,1,0,0,174,29,8,211,0,211,0,380,169,174,211,211,,1,9f161d4f96fe52817ba7866295b815d4572292820d03d6ddaac198ab042be598,25/06/2023 23:21:19,ESCANER
