TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
922,877,95.1193,874,94.7939,3,332560,216665,65.1506

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNIONISTA,CABAL,AZUL,URNG-MAIZ WINAQ,VAMOS,PHG,VICTORIA,MLP,PR,P A N,UR,PIN,BIEN,VALOR,UNE,PPN,FCN-NACION,VIVA,ELEFANTE,CREO,CAMBIO,PODEMOS,MI FAMILIA,SEMILLA,VOS,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
6192,"Chimaltenango",3,"Comalapa",4,658,400,11,1,28,1,46,22,2,8,8,0,0,1,1,1,10,16,7,1,20,4,6,10,3,4,18,17,246,43,27,316,0,316,--,400,85,246,316,316,Algún campo sin dato,1,0b68f17b088b3f713115cbaa8807ee085ec2528b6ab154b0806eb7f0bd85f1c5,26/06/2023 02:08:41,ESCANER
6193,"Chimaltenango",3,"Comalapa",4,658,400,9,0,24,3,41,18,1,4,8,0,2,2,0,1,5,15,11,3,23,6,5,8,5,2,16,20,232,41,25,298,0,298,--,400,102,232,298,298,Algún campo sin dato,1,58eef5135a14b91cfd39000947a01868b9a669ff78af2c669dffd6628765a792,26/06/2023 01:55:55,ESCANER
6194,"Chimaltenango",3,"Comalapa",4,658,400,11,0,40,3,36,19,1,5,13,1,0,1,0,0,5,9,12,5,23,3,5,9,4,3,12,19,239,35,19,293,0,293,--,400,107,239,293,293,Algún campo sin dato,1,42375c5e5ee46c4ac5d723cff9ae7cfda96f19281f30c95b825d4d274adc6172,25/06/2023 23:06:34,ESCANER
6195,"Chimaltenango",3,"Comalapa",4,658,400,9,2,30,1,46,16,2,7,8,4,5,1,0,6,8,9,14,1,22,7,5,7,3,1,24,29,267,49,14,330,0,330,--,404,74,267,330,330,Algún campo sin dato,1,7eef39a824566e4faa17af34510ea5047393f2e397fb9e9bbf8778660359a933,25/06/2023 23:34:35,ESCANER
6196,"Chimaltenango",3,"Comalapa",4,658,400,7,1,34,1,41,14,0,5,6,2,2,0,2,2,6,9,12,3,23,4,4,6,5,3,19,23,234,49,17,300,0,300,--,400,100,234,300,300,Algún campo sin dato,1,3922412278a7c7d06a997a5f1a5284b1b366949cdf02e6c48e5f37f4018d5d30,25/06/2023 23:42:06,ESCANER
6197,"Chimaltenango",3,"Comalapa",4,658,400,16,1,25,3,41,21,3,3,4,1,2,1,0,0,9,12,10,4,15,4,2,10,3,2,23,23,238,39,26,303,0,303,--,404,101,238,303,303,Algún campo sin dato,1,17c1a960e6403c46307ac8d12a7ac89047df3dd4471314f3c2cdc440cd376baa,25/06/2023 23:22:08,ESCANER
6198,"Chimaltenango",3,"Comalapa",4,658,400,13,1,33,5,53,14,1,3,6,2,1,1,1,2,8,9,7,2,23,5,3,5,9,4,21,28,260,40,17,317,0,--,--,400,83,260,317,317,Algún campo sin dato,1,f06a186019a4693105e3b4529f32f5e2eb25dd132eff2585084aea6a8da8f207,25/06/2023 23:56:21,ESCANER
6199,"Chimaltenango",3,"Comalapa",4,658,400,11,1,25,4,49,11,0,3,10,3,1,2,2,7,6,9,8,0,24,8,5,3,2,1,15,27,237,48,25,310,94,404,--,404,94,237,310,404,Algún campo sin dato,1,e2ae05e13c8edf469ed0ea9eed2d86ea99e8f533c2300003b678118fb16bbd3f,25/06/2023 23:30:42,ESCANER
6200,"Chimaltenango",3,"Comalapa",4,658,400,13,2,38,1,42,19,1,8,11,0,1,2,0,2,9,9,6,5,16,3,3,4,5,4,30,22,256,42,23,321,0,321,--,400,76,256,321,321,Algún campo sin dato,1,6f5a6f012a76320138179d0bfa1d77a4c03cc7b17c454483bec32bdbaa14a093,26/06/2023 00:35:39,ESCANER
6201,"Chimaltenango",3,"Comalapa",4,658,400,8,7,36,5,56,14,2,4,9,0,0,1,0,2,11,8,8,4,21,7,1,4,2,2,18,17,247,49,18,314,0,314,--,401,87,247,314,314,Algún campo sin dato,1,e158b60fad8eaece46a93087c29f80d4ebf160855cbaed8ab4625dfac6f8d422,25/06/2023 23:52:56,ESCANER
6202,"Chimaltenango",3,"Comalapa",4,658,400,4,1,21,4,50,17,2,4,6,1,1,4,1,4,8,6,11,1,12,7,7,6,6,3,28,24,239,38,21,298,0,298,--,400,102,239,298,298,Algún campo sin dato,1,1a37a2f7c862af9fa7a17d720bf2a3e1fecd8e1080617634d8e75f9525b2b629,25/06/2023 22:51:37,ESCANER
6203,"Chimaltenango",3,"Comalapa",4,658,400,4,4,38,4,44,21,2,4,8,1,1,0,0,1,9,11,7,0,15,8,2,6,2,4,21,15,232,32,22,286,0,286,--,404,118,232,286,286,Algún campo sin dato,1,93efa2580a643ad98cf1d0a4de075a5c1d3f245485f5d62a21a83a9b2a2d9838,26/06/2023 00:22:48,ESCANER
6204,"Chimaltenango",3,"Comalapa",4,658,400,9,0,19,0,38,15,2,2,15,1,1,4,0,4,2,4,12,2,20,1,2,6,1,2,31,21,214,41,13,268,--,268,--,396,28,214,268,268,Algún campo sin dato,1,b4dd9353dd579b0fef1d51642c54dfc8c301bc07dd326f29704b3cf62945eb1e,26/06/2023 01:58:47,ESCANER
6205,"Chimaltenango",3,"Comalapa",4,658,400,13,1,17,4,36,16,2,4,10,1,2,1,2,2,5,7,2,0,17,6,3,14,2,3,36,18,224,38,10,272,0,272,0,405,133,224,272,272,,1,d56adb59efe27097809decf9cf2b5d0a77666514e88a00ef1b49ac9bceca3db1,26/06/2023 00:12:38,ESCANER
6206,"Chimaltenango",3,"Comalapa",4,659,400,11,1,21,5,48,16,0,5,12,2,3,0,1,5,3,8,7,2,29,6,4,5,4,5,20,21,244,38,15,297,0,297,--,396,99,244,297,297,Algún campo sin dato,1,15de8cbaf630ebec53447242484f2ac90d91d4b5c761c9b0f46e77281686dac0,25/06/2023 23:10:41,ESCANER
6207,"Chimaltenango",3,"Comalapa",4,659,400,10,0,29,4,50,10,4,5,13,0,4,1,0,3,7,19,7,1,15,4,5,9,1,4,25,20,250,26,24,300,0,300,--,400,100,250,300,300,Algún campo sin dato,1,1f578b5324b9187790e3a57458dced85a8111bc514756cf97800bf7a7aff3898,26/06/2023 00:14:24,ESCANER
6208,"Chimaltenango",3,"Comalapa",4,659,400,8,1,21,5,49,12,0,1,11,1,3,1,1,5,11,5,10,2,21,5,1,10,4,3,45,19,255,33,12,300,0,300,--,397,97,255,300,300,Algún campo sin dato,1,2dac667a2a81f154aaf9d23c53e2bc54f1b5c258840183f221c54ec5725b0dd3,25/06/2023 23:30:25,ESCANER
6209,"Chimaltenango",3,"Comalapa",4,659,400,9,1,35,1,45,14,2,1,12,2,3,0,0,2,6,9,11,1,27,2,5,14,7,3,16,28,256,33,18,307,97,404,--,404,97,256,307,404,Algún campo sin dato,1,db686edbb9e2a49767ff287123ed8bf4e880b8efc1fa659c67c5bbf1f315f92d,26/06/2023 01:00:57,ESCANER
6210,"Chimaltenango",3,"Comalapa",4,659,400,14,2,22,2,55,13,1,4,19,1,2,3,0,2,10,6,10,1,21,6,3,5,3,2,21,18,246,38,19,303,0,--,--,400,97,246,303,303,Algún campo sin dato,1,98aa1d2362870def13644af8168ab2f66f1fe9240f76c4a639f0e3e628dd1f3e,25/06/2023 22:47:41,ESCANER
6211,"Chimaltenango",3,"Comalapa",4,659,400,10,0,24,2,52,16,0,6,13,0,0,3,1,2,9,8,8,3,22,3,4,8,2,2,29,23,250,36,19,305,0,305,--,404,99,250,305,305,Algún campo sin dato,1,7fbf55ee311ca56005992fc55a2d3c8b2f8d7af7cadfd2c38a51c0ee48032ffc,25/06/2023 23:35:03,ESCANER
6212,"Chimaltenango",3,"Comalapa",4,659,400,20,1,28,0,38,10,1,2,9,4,0,2,1,0,6,5,7,1,18,2,1,13,2,4,29,17,221,37,19,277,0,277,--,400,123,221,277,277,Algún campo sin dato,1,47a1db3cf0df02d2fdbb31dd74dbd18525c931bdf86a699437eab49f65f9d658,26/06/2023 00:02:14,ESCANER
6213,"Chimaltenango",3,"Comalapa",4,659,400,15,3,22,3,40,17,1,5,9,0,3,0,0,2,11,12,5,4,28,2,3,6,5,1,27,18,242,37,14,293,0,293,--,404,111,242,293,293,Algún campo sin dato,1,f920560f5c978ffa9c02a5a36deb14231a61d6a4134c158ee074bae2adace585,26/06/2023 01:58:22,ESCANER
6214,"Chimaltenango",3,"Comalapa",4,659,400,16,1,25,0,29,11,4,3,11,1,0,0,0,3,7,8,10,2,17,4,6,2,5,1,30,18,214,37,20,271,0,271,--,396,125,214,271,271,Algún campo sin dato,1,04389774948a9d745fb274754a5b371a1100c2f2bba157ad76e216193c062b19,26/06/2023 01:47:07,ESCANER
6215,"Chimaltenango",3,"Comalapa",4,659,400,11,2,24,3,28,17,2,2,7,0,0,0,2,0,7,6,6,0,16,4,5,6,5,3,24,13,193,49,14,256,0,256,--,405,149,193,256,256,Algún campo sin dato,1,aa61d752048caf183f1d41bc3a713b7a51f3444be793ff3552fad737477dab97,26/06/2023 00:50:09,ESCANER
6216,"Chimaltenango",3,"Comalapa",4,659,400,9,1,18,3,47,14,0,2,11,1,3,0,1,2,10,5,10,2,12,2,2,7,4,1,23,15,205,35,16,256,0,256,--,404,148,205,256,256,Algún campo sin dato,1,5b13015e82ae37207cb28aaa4cb23050ab1f5bd75547d2ab48fcaaac6a13a1b1,25/06/2023 23:11:42,ESCANER
6217,"Chimaltenango",3,"Comalapa",4,659,400,8,1,12,3,39,13,1,6,15,1,2,0,0,4,10,3,6,1,19,4,0,10,5,3,59,18,243,31,13,287,0,287,--,400,113,243,287,287,Algún campo sin dato,1,a7fec13591a71adb6f6032adb06048672f7afff0573f1477c095f82333770a7e,26/06/2023 01:13:49,ESCANER
6218,"Chimaltenango",3,"Comalapa",4,659,400,8,2,18,0,42,15,1,5,11,0,2,3,0,1,4,1,7,1,8,2,2,10,0,1,70,24,238,31,14,283,0,283,--,400,117,238,283,283,Algún campo sin dato,1,121ba763eac7336bc36f092bc3e9dc752a6ea13e5f0866b3c415fec11a691fd7,25/06/2023 22:44:13,ESCANER
6219,"Chimaltenango",3,"Comalapa",4,659,400,9,0,22,1,38,7,2,2,8,1,1,0,0,2,5,6,4,1,21,3,4,4,3,3,61,25,233,40,4,277,0,277,--,404,127,233,277,277,Algún campo sin dato,1,57aa622bfa6e48ddbc956fd00bc9e577511a7246fd4ca3395979e70aa871e7af,26/06/2023 02:07:03,ESCANER
6220,"Chimaltenango",3,"Comalapa",4,659,400,7,9,18,1,41,12,1,2,11,2,0,0,1,5,0,5,4,1,14,3,1,8,4,1,78,25,254,28,6,288,0,288,--,400,112,254,288,288,Algún campo sin dato,1,fac46d53beab4758d034ce06cac255a106431439c0a25d4d1d701ad69149a6ea,26/06/2023 00:45:31,ESCANER
6221,"Chimaltenango",3,"Comalapa",4,659,400,5,0,13,1,48,10,1,1,16,0,1,0,4,5,5,4,9,0,16,1,2,3,0,1,75,27,248,38,9,295,0,295,--,404,109,248,295,295,Algún campo sin dato,1,198c6942f25da454a6be270aa2997bb28696fd97d3efbba9d7a0cc75dbc53b91,26/06/2023 01:16:32,ESCANER
6222,"Chimaltenango",3,"Comalapa",4,659,400,7,2,17,1,35,11,1,1,12,1,2,0,0,5,9,9,6,1,19,6,2,11,1,2,61,26,248,32,8,288,0,288,--,396,108,248,288,288,Algún campo sin dato,1,23127d7f557d0b67907b892d3d3d5abcb5835a3b4607c143afb117c67577027b,26/06/2023 00:05:24,ESCANER
6223,"Chimaltenango",3,"Comalapa",4,659,266,10,0,11,1,13,9,1,2,13,3,1,0,0,1,9,5,7,2,17,2,3,7,1,1,31,19,169,18,1,188,0,188,--,266,78,169,188,188,Algún campo sin dato,1,98b562426135a7906dcbea937b9134b02be0edd468e0fa1259cb86b624a39b80,25/06/2023 22:01:37,ESCANER
6224,"Chimaltenango",3,"Comalapa",4,659,265,11,2,12,0,18,4,0,3,7,0,1,0,0,1,8,2,2,1,11,4,0,3,3,0,26,18,137,22,8,167,0,167,--,265,98,137,167,167,Algún campo sin dato,1,a71bc7e550550569daf560b7a852123c8a89d9ffb9eb49a8b56694b4c6237246,25/06/2023 21:06:13,ESCANER
6225,"Chimaltenango",3,"Comalapa",4,660,400,14,0,50,1,27,46,0,4,1,0,1,0,0,2,6,16,3,2,16,0,3,10,0,2,5,12,221,27,31,279,0,279,--,400,121,221,279,279,Algún campo sin dato,1,1cf8661c9a4fac0cb5fb9cf2a54224fd5f360c2138d8416c57e5fd96b6965ff4,26/06/2023 00:12:09,ESCANER
6226,"Chimaltenango",3,"Comalapa",4,660,400,8,1,51,1,24,68,0,4,4,0,5,2,0,6,4,14,4,4,18,4,2,11,0,0,1,12,248,33,33,314,0,314,--,404,90,248,314,314,Algún campo sin dato,1,c2f9816e521aa6a498bab802e11f4b86137e352c4808118f0e67651394e7961c,25/06/2023 23:09:15,ESCANER
6227,"Chimaltenango",3,"Comalapa",4,660,400,18,0,34,3,19,62,0,7,3,0,2,1,2,5,6,16,6,0,16,3,1,22,0,7,1,12,246,28,18,292,0,292,--,400,108,246,292,292,Algún campo sin dato,1,79f81ad057d2858876d898ba828add810eca6534e81939fd0fcc2f189832dbcf,25/06/2023 22:39:54,ESCANER
6228,"Chimaltenango",3,"Comalapa",4,660,400,11,2,29,1,19,29,0,3,6,1,3,0,0,3,9,12,5,0,20,3,4,13,4,1,8,9,195,28,24,247,0,247,--,400,153,195,247,247,Algún campo sin dato,1,896d102fed46fce7352cca81e7e7bec123ffdcb2cda5c2e6aff3b0dc5eafb27b,25/06/2023 21:30:36,ESCANER
6229,"Chimaltenango",3,"Comalapa",4,660,400,11,0,26,3,24,46,1,2,7,1,4,0,0,2,6,11,4,3,18,1,4,12,4,4,7,19,220,26,28,274,0,274,--,400,126,220,274,274,Algún campo sin dato,1,d1d5011d7e27ff5accce56a087606a2978a2d0cc81c997caeebbcaaae2479611,25/06/2023 23:01:34,ESCANER
6230,"Chimaltenango",3,"Comalapa",4,660,400,5,1,38,1,16,44,0,2,1,0,3,0,1,2,13,9,3,2,13,0,6,19,3,3,7,8,200,26,33,259,0,259,--,400,141,200,259,259,Algún campo sin dato,1,588a836bca5272e4549926d8cf40fd7ae29607266c9338aec3f7cd0e7450297a,26/06/2023 00:12:10,ESCANER
6231,"Chimaltenango",3,"Comalapa",4,660,273,7,0,18,1,23,20,1,1,2,1,0,1,0,1,5,5,2,1,14,4,0,15,2,2,8,9,143,21,10,174,0,174,--,273,99,143,174,174,Algún campo sin dato,1,05fe33f39417cdfa17edb04f0e1cd00a3b4746e035fa2d7417f46f6cfce011c0,25/06/2023 22:01:30,ESCANER
6232,"Chimaltenango",3,"Comalapa",4,660,272,5,1,22,2,13,42,0,1,2,0,4,0,0,0,6,4,1,3,4,0,1,7,1,0,10,8,137,18,17,172,--,--,--,272,100,137,172,172,Algún campo sin dato,1,1c53e156f1f1bba0db800483111fe3300b8fb179cd9dbd0e56b3001aa0d2bf82,25/06/2023 22:49:33,ESCANER
6233,"Chimaltenango",3,"Comalapa",4,661,380,3,1,17,2,4,71,3,2,1,0,1,0,1,1,5,5,2,5,5,1,3,2,0,0,3,6,144,24,26,194,0,194,--,380,186,144,194,194,Algún campo sin dato,1,8f73a556c8bfcb70b3effceee623d3594c5f7d8e14ae81e9e1a4e1db829d9037,25/06/2023 22:42:33,ESCANER
6234,"Chimaltenango",3,"Comalapa",4,661,380,8,0,17,1,4,55,0,12,1,0,3,0,0,0,1,6,1,3,5,0,2,0,1,2,4,6,132,25,34,191,0,191,--,380,189,132,191,191,Algún campo sin dato,1,10fd0a3fefd3e76caf3c95cbe7435edb385fc8fb04b0313061966a7cf6794198,25/06/2023 23:04:40,ESCANER
6235,"Chimaltenango",3,"Comalapa",4,661,380,3,0,21,2,4,54,0,8,1,0,4,0,0,0,2,8,1,0,6,2,4,3,0,1,4,4,132,22,18,172,0,172,--,380,208,132,172,172,Algún campo sin dato,1,259f0b4dfa93b289090aeac95ffa78ac97d31d7522a6bd99bede4d8f57077f5c,25/06/2023 23:34:03,ESCANER
6236,"Chimaltenango",3,"Comalapa",4,661,380,1,0,27,0,3,61,0,5,2,1,3,1,0,2,7,8,1,1,5,1,2,0,0,0,4,9,144,20,29,193,0,193,--,380,187,144,193,193,Algún campo sin dato,1,efba6ea19019354f3bbeca572ffcca694e0326efc46f2c4af64646a582e2b330,25/06/2023 23:19:35,ESCANER
6237,"Chimaltenango",3,"Comalapa",4,661,299,6,0,19,0,0,44,0,15,0,0,1,0,0,0,3,4,2,2,6,0,3,0,0,0,2,8,115,14,22,151,0,151,--,299,148,115,151,151,Algún campo sin dato,1,2d1a81d3bf734fce97f31952f2e33765a8d4e9ca28a0b97b03ca3fa723bd394d,25/06/2023 22:38:44,ESCANER
6238,"Chimaltenango",3,"Comalapa",4,661,298,2,0,15,0,4,33,0,11,3,0,1,0,1,1,1,5,0,1,2,1,0,1,1,1,6,4,94,15,8,117,0,117,--,298,181,94,117,117,Algún campo sin dato,1,d678b7f97545a3be8fa0ccb21556a7e4eb56b0672eb6f6f144a586b396858d82,25/06/2023 23:12:17,ESCANER
6239,"Chimaltenango",3,"Comalapa",4,662,380,7,0,49,3,4,60,0,12,0,0,4,0,0,18,5,19,2,3,19,2,2,14,0,1,2,14,240,30,26,296,0,296,--,380,84,240,296,296,Algún campo sin dato,1,f4d3310097e16b310d4ca66b5bd1156225a8e383b6a60983ecddf5a588bd14f1,25/06/2023 23:51:38,ESCANER
6240,"Chimaltenango",3,"Comalapa",4,662,380,14,0,42,2,5,53,0,11,0,0,3,1,0,36,10,15,0,3,25,1,1,11,2,2,0,10,247,25,32,304,0,304,--,380,76,247,304,304,Algún campo sin dato,1,aea28315309a02e61b2355d21b3b6c4115bd7e24911b90e1a579c25a089ee0b2,26/06/2023 00:49:48,ESCANER
6241,"Chimaltenango",3,"Comalapa",4,662,380,13,1,34,1,3,63,0,16,2,0,2,0,0,18,4,15,2,0,22,4,3,7,2,1,2,11,226,35,36,297,0,297,--,380,83,226,297,297,Algún campo sin dato,1,d2332dfcbc55a6723a24578d01bfe6fff78938ae7a6c2121fb72a38b10c57c22,26/06/2023 01:33:47,ESCANER
6242,"Chimaltenango",3,"Comalapa",4,662,380,8,0,48,3,4,41,0,11,0,1,4,0,1,18,8,8,6,1,24,2,2,15,4,2,2,7,220,17,24,261,0,261,--,380,119,220,261,261,Algún campo sin dato,1,755b04d7c8ae1c309eb23d6d23d6e6fd39de1816b9c4259daac6fe7ec65d11bf,26/06/2023 00:36:13,ESCANER
6243,"Chimaltenango",3,"Comalapa",4,662,294,11,0,28,0,3,32,0,8,3,0,2,2,0,23,5,7,5,2,13,0,2,8,1,1,2,5,163,19,16,198,0,198,--,294,96,163,198,198,Algún campo sin dato,1,1a72835747059e1d8ec6c8f2febe18440401f8642e4f8b0c4d4e452cbc804069,25/06/2023 23:10:33,ESCANER
6244,"Chimaltenango",3,"Comalapa",4,662,293,7,0,29,0,3,40,0,7,2,0,0,0,0,15,6,3,3,1,12,0,1,9,3,0,2,6,149,18,16,183,0,183,--,293,110,149,183,183,Algún campo sin dato,1,d86796d307d0555f65c2cb46a62dead15ddae9aa6ade81782056fff88fbc348e,26/06/2023 00:43:24,ESCANER
6245,"Chimaltenango",3,"Comalapa",4,663,380,11,0,40,2,12,101,1,7,5,2,3,0,0,2,3,17,9,0,8,0,0,2,2,1,4,9,241,30,33,304,0,304,--,380,76,241,304,304,Algún campo sin dato,1,0dafbdc559633e9d01cbd61616a0137867449b076120e27ac6919cf56ef6a0f4,26/06/2023 00:22:32,ESCANER
6246,"Chimaltenango",3,"Comalapa",4,663,380,7,2,34,3,12,101,0,7,5,1,2,1,0,7,3,17,7,1,8,2,1,7,0,1,3,0,232,30,30,292,0,292,--,380,88,232,292,292,Algún campo sin dato,1,8da28b4062a8dc7c09104227e747643556da8238fe84dffc0fc0dfd93025ad29,26/06/2023 01:22:27,ESCANER
6247,"Chimaltenango",3,"Comalapa",4,663,222,1,1,13,0,10,55,1,5,3,0,0,0,0,4,2,8,6,0,6,0,0,0,1,1,5,5,127,17,16,160,0,160,--,222,62,127,160,160,Algún campo sin dato,1,51658e0a081bcac9797179df88b95be3e99be8d9b1f9c05e452349cd6075abb8,25/06/2023 22:59:29,ESCANER
6248,"Chimaltenango",3,"Comalapa",4,663,222,4,0,16,0,6,51,0,5,5,0,0,0,0,2,3,9,4,0,10,0,0,2,0,0,4,4,125,7,9,141,0,141,--,222,81,125,141,141,Algún campo sin dato,1,73959b7fa02d960456996b2ea3ab40d1913da31d9845a0dacd2b59b1bb43e569,26/06/2023 00:59:11,ESCANER
6249,"Chimaltenango",3,"Comalapa",4,664,380,5,1,34,2,14,60,0,8,3,0,3,0,0,10,5,11,3,2,25,3,0,1,0,1,4,9,204,32,40,276,0,276,--,380,104,204,276,276,Algún campo sin dato,1,07e756a0ce39c8aa23083c64967b0871115b666853a688318c925faeaa83ed89,25/06/2023 23:16:06,ESCANER
6250,"Chimaltenango",3,"Comalapa",4,664,248,2,1,19,0,6,52,0,3,5,0,1,0,0,8,3,7,1,1,24,0,1,0,4,0,3,10,151,19,18,188,0,188,--,248,60,151,188,188,Algún campo sin dato,1,e50d4dd2244e906fd19ae200d30d857d55afc3f60635788077895e879b25e689,25/06/2023 22:38:29,ESCANER
6251,"Chimaltenango",3,"Comalapa",4,664,248,2,0,19,1,8,23,0,8,1,1,1,0,0,7,2,5,2,0,11,3,1,1,1,0,8,13,118,26,12,156,0,156,--,248,92,118,156,156,Algún campo sin dato,1,93ca3ad1250424723431c31775ba2d209c84d31668c22b6d854c0b93a6346cd1,25/06/2023 22:50:34,ESCANER
6252,"Chimaltenango",3,"Comalapa",4,665,600,13,1,42,0,27,37,0,9,9,0,4,3,1,4,3,13,7,7,19,3,3,3,3,5,6,20,242,30,32,304,0,304,--,600,296,242,304,304,Algún campo sin dato,1,0410232e81a36c7209965efcfa5694b9f3b5ed4b01be531a9c03322eeb89e600,26/06/2023 03:33:41,ESCANER
6253,"Chimaltenango",3,"Comalapa",4,665,600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Suma Excede Padrón,0,cf4f3aed2f66c4526af2e04d76106d9aae49836740e3e4f7fd5c52411dc98cc6,26/06/2023 05:43:20,ESCANER
6254,"Chimaltenango",3,"Comalapa",4,665,524,14,5,23,1,36,26,1,4,16,1,1,0,1,2,3,8,5,1,17,2,9,4,3,1,19,10,213,41,44,298,0,298,--,524,226,213,298,298,Algún campo sin dato,1,02aa54b24fd10f625700a51370bd65bd6c03b306b0c53056643ada17a3c0de7c,26/06/2023 02:41:19,ESCANER
6255,"Chimaltenango",3,"Comalapa",4,665,523,10,0,18,1,23,24,2,2,8,0,5,0,0,4,4,7,5,3,16,2,2,5,5,1,12,14,173,27,21,221,0,221,--,523,302,173,221,221,Algún campo sin dato,1,94c686754a4cf439a170e20ced90d73597ffabbe82033178abd62649e82d212c,26/06/2023 01:42:55,ESCANER
6256,"Chimaltenango",3,"Santa Apolonia",5,666,400,4,47,7,4,3,50,1,6,3,0,1,12,0,2,7,13,5,1,19,1,1,14,22,1,8,8,240,27,70,337,0,337,0,400,63,240,337,337,,1,8d7d5fe974e7f07efb0642bd8ded3780d686d3580e6aade9d3bea4daa68e8d0f,26/06/2023 02:25:07,ESCANER
6257,"Chimaltenango",3,"Santa Apolonia",5,666,400,3,49,5,5,3,56,0,0,0,0,3,17,1,5,7,8,5,2,13,1,2,7,22,0,5,4,223,33,88,344,1,345,0,398,54,223,344,345,,1,621ec2356fb19b8e0aa14131a2c213d59e04c563304e5917ef81d6987f363969,26/06/2023 00:17:41,ESCANER
6258,"Chimaltenango",3,"Santa Apolonia",5,666,400,10,56,7,2,4,44,2,1,1,0,1,10,0,9,8,14,6,3,13,1,2,8,35,0,3,4,244,21,66,331,0,331,--,400,69,244,331,331,Algún campo sin dato,1,4962927872a36d3d642125c2b29f2dd2fc93d83798d0765e70aa0741b284d7bd,25/06/2023 22:44:02,ESCANER
6259,"Chimaltenango",3,"Santa Apolonia",5,666,400,2,50,9,2,1,50,0,1,1,1,1,15,0,5,4,10,2,2,13,2,0,9,29,1,4,6,220,32,94,346,0,346,0,400,54,220,346,346,,1,7513950f0c9f929076ac156aad42573f23f298427d67642d78347c60f7593bdd,26/06/2023 01:34:06,ESCANER
6260,"Chimaltenango",3,"Santa Apolonia",5,666,400,4,59,5,1,4,71,0,0,2,0,2,9,0,7,5,10,2,4,10,1,0,10,25,1,4,0,236,31,86,353,0,353,0,400,47,236,353,353,,1,3ad36e59cb90415ded8916477de7e4fe82e7042a3a832f4265f7033caa9e8a68,25/06/2023 23:27:41,ESCANER
6261,"Chimaltenango",3,"Santa Apolonia",5,666,400,10,56,1,3,8,58,2,4,2,8,2,0,0,6,3,15,3,2,13,0,2,9,28,0,5,3,243,21,67,331,0,331,0,400,69,243,331,331,,1,c0a28dcc6f69aa6dda9ccc24d3652a28301d6f3d5ed8861cb116d5e71f081d72,26/06/2023 01:45:24,ESCANER
6262,"Chimaltenango",3,"Santa Apolonia",5,666,400,1,51,7,3,3,52,0,1,0,0,2,14,2,5,3,11,4,0,4,0,3,7,27,0,4,3,207,44,97,348,0,348,0,400,52,207,348,348,,1,6debf68c462d29a64950500ef012a7d420c93bb06aa05269e57bc0a2f2496af3,26/06/2023 01:13:42,ESCANER
6263,"Chimaltenango",3,"Santa Apolonia",5,666,400,8,60,7,3,3,51,1,1,3,1,3,16,0,10,6,11,5,1,9,0,0,10,31,1,0,4,245,36,63,344,0,344,0,404,60,245,344,344,,1,f29d674e7469dfaddc6f65c71f6206341e5dde8908c84ea4d06f427852fbccb7,26/06/2023 00:08:29,ESCANER
6264,"Chimaltenango",3,"Santa Apolonia",5,666,400,3,51,4,0,2,54,2,1,1,0,2,17,0,5,3,6,9,2,11,1,0,13,20,0,9,6,222,24,73,319,0,319,0,400,81,222,319,319,,1,a87469b60b950b53209ddaef01f86da72fabe3e790a52aaac6b463547aceaede,25/06/2023 23:52:00,ESCANER
6265,"Chimaltenango",3,"Santa Apolonia",5,666,400,11,41,3,4,3,51,0,0,2,0,2,23,1,7,7,7,4,1,8,0,2,13,26,0,7,6,214,16,65,313,0,313,--,396,83,229,310,310,Sumas Asentadas sin cuadrar,1,5612f90b45f64bbda07dd6fd3c4ad94651e840150656888fc8250d58f49bc7a5,26/06/2023 00:34:31,ESCANER
6266,"Chimaltenango",3,"Santa Apolonia",5,666,400,10,58,2,0,6,49,1,3,3,0,1,15,0,7,4,15,1,0,14,1,1,5,27,1,9,6,239,51,29,319,0,319,--,400,81,239,319,319,Algún campo sin dato,1,44740e3cdffa370637dcac34dac535b62cdd8b9b0b9e943a9d30453d430e787f,26/06/2023 00:03:00,ESCANER
