TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
877,877,100.0000,875,99.7719,2,324499,174813,53.8716

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VIVA,PHG,TODOS,VALOR UNIONISTA,CABAL,UNE,URNG-MAIZ WINAQ,VAMOS,PIN,ELEFANTE,PPN,MLP,AZUL,BIEN,VICTORIA,UR,P A N,PODEMOS,MI FAMILIA,CAMBIO,FCN-NACION,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
21015,"Petén",17,"Melchor De Mencos",11,3270,400,87,1,0,24,3,22,1,28,0,1,2,2,4,1,0,0,0,0,0,4,0,6,189,22,12,223,0,223,--,400,177,186,220,220,Sumas Asentadas sin cuadrar,1,fb48056debf87566c56319fb62b8b5811f41ca4e2c543dff893344ad278f02a9,26/06/2023 02:07:05,ESCANER
21016,"Petén",17,"Melchor De Mencos",11,3270,400,93,1,0,26,2,13,0,21,0,0,3,1,1,5,0,0,0,2,1,5,0,5,179,19,10,208,0,208,--,400,192,179,208,208,Algún campo sin dato,1,510fab65a840bd434f2e38c5f801ac73c76fbb9331a064081cd4a8812a072401,25/06/2023 23:19:56,ESCANER
21017,"Petén",17,"Melchor De Mencos",11,3270,400,98,0,0,31,4,21,1,31,0,0,2,5,0,2,0,1,0,0,1,4,0,2,203,27,18,248,0,248,--,399,148,203,248,248,Algún campo sin dato,1,dfe7dd018bab1c89c63190128b2bc43c4938b4882133786e710f3a5b651cbbc3,26/06/2023 01:50:58,ESCANER
21018,"Petén",17,"Melchor De Mencos",11,3270,400,111,2,0,29,1,22,0,29,3,1,4,3,1,5,3,1,0,1,2,4,1,3,226,24,9,259,0,259,--,399,140,226,259,259,Algún campo sin dato,1,3d12bb48d66d8254d2fe6a72d48a939af70c5d1e484548fecb66f52c11b35e8e,26/06/2023 00:37:48,ESCANER
21019,"Petén",17,"Melchor De Mencos",11,3271,400,91,0,1,24,1,15,0,33,0,1,4,2,1,3,1,0,0,1,1,6,0,3,188,32,17,237,0,237,--,400,163,188,237,237,Algún campo sin dato,1,68c3831d71488a3bedbbb7aa92436040580ab89707a03073c4f8f3c9f7dd74c3,26/06/2023 02:43:16,ESCANER
21020,"Petén",17,"Melchor De Mencos",11,3271,400,95,0,1,47,2,25,1,30,0,1,5,3,1,5,0,0,0,0,0,1,0,5,222,17,10,249,0,249,--,400,151,222,249,249,Algún campo sin dato,1,138276585c8c2298ff0474007e47d0a42f29b5055cd5cbeabac7b17a42689ea1,25/06/2023 22:09:54,ESCANER
21021,"Petén",17,"Melchor De Mencos",11,3271,400,88,1,0,22,2,28,2,34,0,1,2,2,0,5,0,0,0,0,1,5,0,2,195,15,21,231,0,231,--,400,169,195,231,231,Algún campo sin dato,1,69324abadca5812a28b7dad0ddfd1afa0b36ef63eaefb721654692c953779578,25/06/2023 23:12:40,ESCANER
21022,"Petén",17,"Melchor De Mencos",11,3271,400,82,1,1,25,2,23,1,21,0,0,1,1,0,2,2,1,1,0,1,5,0,5,175,0,14,189,21,210,--,395,185,175,189,210,Algún campo sin dato,1,da5d5d9c7a1c55ec30f99196e1fbd0ffa12945670cfaaceddaf1a26f58ef9542,26/06/2023 02:31:01,ESCANER
21023,"Petén",17,"Melchor De Mencos",11,3271,400,96,1,2,24,1,12,1,13,0,0,2,2,3,5,1,0,0,1,0,10,0,6,180,17,15,212,0,212,--,400,188,180,212,212,Algún campo sin dato,1,89c2f5f48361a6814eb244a454a53aa21c7c9fba1af596b61b9ae50a2b0ae750,25/06/2023 23:54:33,ESCANER
21024,"Petén",17,"Melchor De Mencos",11,3271,400,121,0,1,24,3,18,1,20,0,0,4,2,1,3,1,0,0,0,1,5,0,7,212,25,9,246,0,246,--,400,154,212,246,246,Algún campo sin dato,1,b49d0b8e30cecda8220e52be004faff26946fea284d40f520907f9c412de8076,26/06/2023 01:02:16,ESCANER
21025,"Petén",17,"Melchor De Mencos",11,3271,400,94,0,2,33,2,22,1,26,0,0,1,3,1,3,0,0,0,0,0,3,0,11,202,16,14,232,0,232,--,400,168,202,232,232,Algún campo sin dato,1,3961b47c6c74f81d8f4dcc985b355dcd749d54836cc5f6740c2d25a12a2445e1,26/06/2023 00:57:55,ESCANER
21026,"Petén",17,"Melchor De Mencos",11,3271,400,100,2,0,24,0,14,2,24,0,0,1,1,0,0,1,0,0,0,0,7,2,5,183,16,12,211,0,211,--,400,189,183,211,211,Algún campo sin dato,1,6775ac7520d11ea0a39f5f5a8b8c1af0cee005d30f4e6c1b34270600e6a6e94f,26/06/2023 00:45:25,ESCANER
21027,"Petén",17,"Melchor De Mencos",11,3271,400,123,0,1,42,4,17,2,29,0,0,3,4,0,7,0,0,0,0,0,4,1,15,252,20,9,281,0,281,--,400,119,252,281,281,Algún campo sin dato,1,53f496156a75fd5225c334a03818c8eced7ea4e7aefa5de80bc8f72e925aa24f,26/06/2023 00:31:16,ESCANER
21028,"Petén",17,"Melchor De Mencos",11,3271,400,96,0,0,44,2,19,0,36,1,0,5,2,0,3,0,0,0,0,0,5,0,16,229,21,6,256,0,256,--,396,140,229,256,256,Algún campo sin dato,1,6c95592ad6cd9d3f94bd6aa33d313f374649417f3779784e66580292d5500469,26/06/2023 01:26:15,ESCANER
21029,"Petén",17,"Melchor De Mencos",11,3271,400,102,0,1,36,2,22,0,41,0,1,2,1,1,1,1,1,1,0,0,5,0,10,228,17,12,257,0,257,--,400,143,228,257,257,Algún campo sin dato,1,3f5cf78b72097a9fb1b2f76c93180a8f56a75402d77c091c389f9ab680b730f6,26/06/2023 00:05:44,ESCANER
21030,"Petén",17,"Melchor De Mencos",11,3271,400,96,0,0,26,2,15,0,37,0,0,2,2,0,2,0,1,0,0,0,6,0,8,197,13,12,222,0,222,--,400,178,197,222,222,Algún campo sin dato,1,885fb773e01a12f376fefcafd43734d743986bb75723509fa2c316fa7e51b3d3,25/06/2023 23:22:52,ESCANER
21031,"Petén",17,"Melchor De Mencos",11,3272,354,48,0,1,23,1,10,0,22,0,0,2,3,0,2,0,1,0,0,0,1,0,5,119,21,13,153,0,153,--,354,201,119,153,153,Algún campo sin dato,1,dcfea1e221aa15da87faaf545fb868d8a2534c8e801223e6cfbc1655c01cf842,26/06/2023 00:08:19,ESCANER
21032,"Petén",17,"Melchor De Mencos",11,3272,354,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Acta ilegible,0,15f2e5efac086d3eefc1cdc04609a2a62f237169c1bf9a521b2dd40ceb112645,25/06/2023 23:41:12,ESCANER
21033,"Petén",17,"Melchor De Mencos",11,3273,380,111,0,1,6,6,19,0,40,0,0,4,1,2,0,0,0,0,1,0,0,0,5,196,23,28,247,0,247,--,380,133,196,247,247,Algún campo sin dato,1,d4eca40eb1c237f4b8d0ccc0a5e7a813a3352c7402f10a790449e463f5a986be,25/06/2023 23:10:21,ESCANER
21034,"Petén",17,"Melchor De Mencos",11,3273,380,109,0,1,5,3,25,0,31,0,0,2,0,1,2,0,0,0,0,0,3,0,0,182,28,21,231,3,234,--,380,146,182,231,234,Algún campo sin dato,1,678c0fb13b57627764aedbfed233bfc1c7e1cb9659ca87fccea7e546e6ff9871,25/06/2023 22:49:05,ESCANER
21035,"Petén",17,"Melchor De Mencos",11,3273,380,85,0,0,7,11,14,0,34,0,0,5,0,1,1,0,0,0,1,0,0,0,1,160,22,29,211,0,211,--,380,169,160,211,211,Algún campo sin dato,1,87bbfdc26d5d3b6c05828356ae98ffc13a73cb8314f6770725d4797eec29635e,26/06/2023 01:47:33,ESCANER
21036,"Petén",17,"Melchor De Mencos",11,3273,342,88,0,1,6,5,15,0,33,0,0,2,0,1,1,1,0,0,0,0,2,0,3,158,17,19,194,1,195,--,342,147,158,194,195,Algún campo sin dato,1,2a81414021cb1154c7f8099c5441bd4a320dd7cb0b45ab567d67bf81c30508ae,25/06/2023 22:45:41,ESCANER
21037,"Petén",17,"Melchor De Mencos",11,3273,341,85,0,2,4,6,12,0,38,0,0,2,0,0,1,0,0,0,0,0,2,0,7,159,16,17,192,0,192,--,341,149,159,192,192,Algún campo sin dato,1,75fb46ae47b0dba960ec48c8db8feb2e8320ccdeb84ee0a8cd60f75a07bb010a,25/06/2023 23:21:24,ESCANER
21038,"Petén",17,"Melchor De Mencos",11,3274,380,81,0,1,17,1,39,1,35,0,2,8,5,1,3,0,0,0,0,1,3,0,1,199,27,17,243,0,243,--,380,137,199,243,243,Algún campo sin dato,1,0602a8d4b63580bef7949a3226893d017b615cc46a157f633dbc05e0f27eeab6,26/06/2023 01:20:33,ESCANER
21039,"Petén",17,"Melchor De Mencos",11,3274,258,60,0,1,5,0,31,0,15,0,2,3,1,0,4,1,0,0,0,0,1,0,0,124,14,9,147,0,147,--,259,112,124,147,147,Algún campo sin dato,1,0e280a6e8c68606c9fcd6b29908d8924c37f0329dfdebf05e2ff8628ba15ddcc,25/06/2023 23:13:08,ESCANER
21040,"Petén",17,"Melchor De Mencos",11,3274,258,72,1,0,8,2,32,0,12,0,0,2,1,1,1,0,1,0,1,1,4,0,2,141,12,13,166,0,166,--,258,92,141,166,166,Algún campo sin dato,1,d668f50678ef77f9961ce0fd7ea6ade7d52e626030947d51d204b9210689ff6f,26/06/2023 00:11:53,ESCANER
21041,"Petén",17,"Melchor De Mencos",11,3275,380,83,0,1,14,1,26,1,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,158,24,32,214,0,214,--,380,166,158,214,214,Algún campo sin dato,1,d0aa196ea828342a71c2dc87121ed1a4192cfad6a4087bc46293e6135e2b5b12,26/06/2023 00:56:16,ESCANER
21042,"Petén",17,"Melchor De Mencos",11,3275,312,62,0,1,20,1,21,0,18,0,0,0,1,1,0,0,0,0,0,0,2,0,1,128,27,26,181,0,181,--,312,131,128,181,181,Algún campo sin dato,1,9556fa2a431002fda17777c4d391c19b594da4032117601f7f77c359175b64c5,26/06/2023 00:00:53,ESCANER
21043,"Petén",17,"Melchor De Mencos",11,3275,312,60,0,0,20,0,18,0,30,0,0,1,4,1,0,0,0,0,0,1,1,0,1,137,10,26,173,0,173,--,312,139,137,173,173,Algún campo sin dato,1,8c7316058923de5830166562dca15541b382fa5563ab9b0769f7b39a47604065,25/06/2023 23:16:17,ESCANER
21044,"Petén",17,"Melchor De Mencos",11,3276,380,63,0,0,25,1,29,0,18,0,0,0,0,0,1,0,0,0,0,6,0,0,0,143,35,20,198,0,198,--,380,182,143,198,198,Algún campo sin dato,1,e3f97fd5cf16611252e8e6e89a28b86b8d7611555420ea5936a71dcf3404a9ff,26/06/2023 02:43:48,ESCANER
21045,"Petén",17,"Melchor De Mencos",11,3276,286,39,0,0,24,0,20,0,12,0,0,2,0,1,3,0,0,0,0,0,0,0,0,101,22,19,142,0,142,--,286,144,101,142,142,Algún campo sin dato,1,5030821d9f8f2e5b4fa29f012b2799f60fd3ec793e70ec9119759e156bba820c,25/06/2023 23:59:51,ESCANER
21046,"Petén",17,"Melchor De Mencos",11,3276,285,47,0,0,22,0,27,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,124,12,16,152,0,152,--,285,133,124,152,152,Algún campo sin dato,1,b9b7511afc388642d0cbf7d158da44ea51e65ed00480426f5dc96b241b3a927b,25/06/2023 23:23:30,ESCANER
21047,"Petén",17,"Melchor De Mencos",11,3277,211,37,0,1,12,1,15,0,22,0,1,14,1,0,1,0,0,0,0,1,1,0,0,107,18,20,145,0,145,--,211,66,107,145,145,Algún campo sin dato,1,15986ecc34ce111c8f2ab6c132bbf4cdc007e02d958fd32626fd23965c971125,25/06/2023 22:38:34,ESCANER
21048,"Petén",17,"Melchor De Mencos",11,3277,211,29,1,0,23,0,6,0,13,0,0,20,0,0,1,0,0,0,0,0,0,0,1,94,16,11,121,0,121,--,211,90,94,121,121,Algún campo sin dato,1,19c0f43da760c9fc6152d0f42dbc440765382988b08648f38a3e831f3d83d70b,25/06/2023 22:22:49,ESCANER
21049,"Petén",17,"Melchor De Mencos",11,3278,600,56,0,0,7,1,11,0,18,0,0,1,0,0,1,0,0,0,3,0,0,0,2,100,16,12,128,0,128,--,600,472,100,128,128,Algún campo sin dato,1,5beb7044a23fd530bbfb6ea2b61c0703791986b395261085dedade8d5d7072d1,26/06/2023 01:25:24,ESCANER
21050,"Petén",17,"Melchor De Mencos",11,3278,465,29,1,0,3,0,12,1,5,0,0,4,1,0,3,0,0,0,0,2,1,0,1,63,6,7,76,0,76,--,465,389,63,76,76,Algún campo sin dato,1,eaeb9383c9ac1e5fe5ad95f7c5827f62095eaaaadfc20e1eac4d5442a9e2e934,26/06/2023 01:37:32,ESCANER
21051,"Petén",17,"Melchor De Mencos",11,3278,465,14,1,0,5,1,5,0,7,1,0,0,0,0,0,0,1,0,1,0,1,0,1,38,2,2,42,0,42,--,459,417,38,42,42,Algún campo sin dato,1,dac0ec90ced5c6c43dc51a113a459e7e62bf2aa6ce5c96a3c59db77f9bd89d3a,26/06/2023 01:55:48,ESCANER
21052,"Petén",17,"Poptún",12,3279,400,32,1,7,4,27,57,4,18,0,1,1,3,0,14,1,1,2,3,2,6,0,8,192,43,10,245,0,245,--,400,155,192,245,245,Algún campo sin dato,1,da256f4ea176ce19cf7cca3ad63368145bd11d1dd9a368de9e0815844b1da4c6,26/06/2023 00:09:29,ESCANER
21053,"Petén",17,"Poptún",12,3279,400,36,2,6,14,22,43,6,18,1,1,3,3,1,9,1,1,0,2,1,13,1,3,187,46,25,258,0,258,--,399,141,187,258,258,Algún campo sin dato,1,58b159a6c6ef5a5808464a72dad8ae6038346733032eff9caee5014fff39768c,25/06/2023 23:38:30,ESCANER
21054,"Petén",17,"Poptún",12,3279,400,29,3,7,13,13,43,6,19,1,0,3,3,1,9,1,0,0,1,0,12,0,8,173,57,17,247,0,247,--,400,153,172,246,246,Sumas Asentadas sin cuadrar,1,fa19ede9152f3b49f9c97a1d103536da60ad59452a536cf35d794550342cf985,26/06/2023 03:20:29,ESCANER
21055,"Petén",17,"Poptún",12,3279,400,22,2,5,13,18,55,3,27,0,1,5,1,1,7,1,0,1,1,1,13,1,9,187,59,22,268,0,268,--,400,132,187,268,268,Algún campo sin dato,1,2346cc742fb2ad22cb9599b5de5733b2f65207afe5c761df16ec922d9664944c,26/06/2023 05:43:07,ESCANER
21056,"Petén",17,"Poptún",12,3279,400,39,4,7,9,18,43,3,18,0,0,0,7,1,5,3,3,0,1,0,16,1,10,188,57,13,258,0,258,--,400,142,188,258,258,Algún campo sin dato,1,358b151e7de38e638319471b95d0bcb5c27da302fff3a520bfec8194500017b3,25/06/2023 23:45:29,ESCANER
21057,"Petén",17,"Poptún",12,3279,400,34,3,6,14,22,51,5,23,0,0,3,4,0,15,1,1,1,2,0,9,0,13,207,50,13,270,0,270,--,396,126,207,270,270,Algún campo sin dato,1,7be872f583df85a4bf539434169afbe774b98748809e815df32abdd377f02845,26/06/2023 01:37:21,ESCANER
21058,"Petén",17,"Poptún",12,3279,400,47,1,10,9,32,34,4,22,0,1,1,3,1,13,0,1,3,0,0,12,2,14,210,55,13,278,0,278,--,400,122,210,278,278,Algún campo sin dato,1,1d9b6af0c0fc7e0d5f2c083f30807a7c1e359928cb47362f9d2b078652932174,26/06/2023 01:57:28,ESCANER
21059,"Petén",17,"Poptún",12,3279,400,33,5,6,20,16,51,7,22,0,0,0,3,2,8,1,0,0,0,1,13,0,11,199,44,16,259,0,259,--,400,141,199,259,259,Algún campo sin dato,1,bed81ea2b501d69f0d86b757872a9b43032cf290c615826dd4bd86c68ac89843,25/06/2023 22:32:56,ESCANER
21060,"Petén",17,"Poptún",12,3279,400,35,4,8,13,29,40,7,14,0,1,6,2,0,16,1,0,1,0,1,13,1,3,195,46,17,258,0,258,--,400,142,195,258,258,Algún campo sin dato,1,1691980ad9dcfb53b88d2495a4a6a1c9ef24369cc00c59a544a02113b0ecfc9e,25/06/2023 22:52:46,ESCANER
21061,"Petén",17,"Poptún",12,3279,400,34,3,8,11,21,42,4,17,1,0,1,4,0,23,0,0,0,0,1,14,0,7,191,35,6,232,0,232,--,400,168,191,232,232,Algún campo sin dato,1,214c3c056246c64ea4720c0ebc8cc68d5b4d98b462cbc89ba5cfff42e93ae6bd,26/06/2023 03:10:50,ESCANER
21062,"Petén",17,"Poptún",12,3279,400,44,2,7,8,19,31,4,9,0,0,4,1,1,8,1,1,2,3,2,9,0,4,160,32,4,196,0,196,--,400,204,160,196,196,Algún campo sin dato,1,14f1f58eca93a9f6be43816399b019ce42f1044112a81e8353bae782d53ded1c,26/06/2023 03:06:06,ESCANER
21063,"Petén",17,"Poptún",12,3279,400,20,2,7,14,8,38,4,26,0,0,7,2,2,12,1,0,0,1,0,5,0,6,155,54,13,222,0,222,--,400,178,155,222,222,Algún campo sin dato,1,92a9a4bd60604f5c2b4b6b889fcf43c97da7304d3339a838f8e75e8489820daf,26/06/2023 00:32:40,ESCANER
21064,"Petén",17,"Poptún",12,3279,400,40,4,2,15,26,38,6,16,0,2,3,1,0,5,0,0,1,1,2,9,0,12,183,29,19,231,0,231,--,400,169,183,231,231,Algún campo sin dato,1,0aa5706606946b61a4fc63edb1dc85d6e9591706db00c3d00d66ec66ad61b8a3,26/06/2023 03:58:35,ESCANER
21065,"Petén",17,"Poptún",12,3279,400,34,0,4,15,13,26,5,21,0,1,3,1,1,11,0,0,0,0,1,13,0,13,162,47,15,224,0,224,--,400,176,162,224,224,Algún campo sin dato,1,d62f7e357491b923b29f850dbffc4fb3ed731861c84acad4c8627697d5340583,26/06/2023 01:07:24,ESCANER
21066,"Petén",17,"Poptún",12,3279,400,33,3,10,13,13,48,4,22,1,2,4,2,0,9,3,0,1,1,1,13,0,9,192,48,13,253,0,253,--,400,144,192,253,253,Algún campo sin dato,1,ad63dd354fc6363c832a7df3f703c32a57f113779129209371ed344bde706e39,26/06/2023 03:12:42,ESCANER
21067,"Petén",17,"Poptún",12,3279,400,41,0,17,17,18,35,1,12,0,1,2,2,2,11,0,3,0,2,1,12,0,7,184,39,13,236,0,236,--,400,164,184,236,236,Algún campo sin dato,1,0a37d7366b3ed0ac9a96c784eef3eff36880297283e63bad97b63a1e1e165a8e,26/06/2023 01:54:12,ESCANER
21068,"Petén",17,"Poptún",12,3279,400,32,5,11,16,22,39,4,27,0,1,2,3,3,10,2,0,0,1,2,10,0,8,198,41,13,252,0,252,--,400,148,198,252,252,Algún campo sin dato,1,28e7e90175f6da188e55c418d5088dbe232e5fd493c9f734421ce0eeaa0fb322,26/06/2023 03:13:51,ESCANER
21069,"Petén",17,"Poptún",12,3279,400,43,2,3,16,24,40,5,12,0,0,4,0,4,11,2,2,2,2,1,11,0,7,191,41,20,252,0,252,--,400,148,191,252,252,Algún campo sin dato,1,e55f0c4490bfc039c9a839399fa30916332cdcedef0a4e1716b92787bbf8eda3,26/06/2023 01:33:25,ESCANER
21070,"Petén",17,"Poptún",12,3279,400,43,3,2,9,11,39,3,21,0,0,1,3,2,9,2,1,2,1,0,14,0,5,171,41,22,234,0,234,--,400,166,171,234,234,Algún campo sin dato,1,7553f70d793b1b9e8424ed6ea98b764f9fa68247e7ab6395d14d80a6a29417c4,25/06/2023 22:36:24,ESCANER
21071,"Petén",17,"Poptún",12,3279,400,39,3,7,20,21,37,9,12,1,0,0,3,0,5,0,2,0,2,0,8,3,9,181,27,22,230,0,230,--,396,166,181,230,230,Algún campo sin dato,1,5cb93843c9ed2d1c53717c223f89a7301fa500a47ee7055745263c557c7e763a,26/06/2023 02:32:11,ESCANER
21072,"Petén",17,"Poptún",12,3279,400,43,3,3,12,21,33,5,22,0,2,5,4,0,10,1,1,1,1,0,6,0,6,179,42,0,221,0,221,--,397,176,179,221,221,Algún campo sin dato,1,1dcc77afc91a0251d2a743b60e430e8f34e345d1a88938e3218a009ce4cff782,26/06/2023 02:21:44,ESCANER
21073,"Petén",17,"Poptún",12,3279,400,37,3,1,8,10,38,7,13,0,0,0,2,1,12,0,0,0,2,0,7,0,10,151,28,11,190,0,190,--,400,210,151,190,190,Algún campo sin dato,1,494180b134898f805b3d85f01def412e5a7161f0199ffefa304857e97e0ce15d,26/06/2023 02:58:20,ESCANER
21074,"Petén",17,"Poptún",12,3280,400,27,2,4,16,18,37,5,18,0,0,1,2,0,6,1,0,0,0,0,12,0,22,171,37,9,217,0,217,--,400,183,171,217,217,Algún campo sin dato,1,75a6e738845ddd3e36508a755b832383b17f4db749ae06303f4c9faa5f2457b5,26/06/2023 01:42:28,ESCANER
21075,"Petén",17,"Poptún",12,3280,400,25,3,4,17,15,27,4,11,1,0,1,4,0,11,2,2,1,0,1,7,0,18,154,32,12,198,0,198,--,400,202,154,198,198,Algún campo sin dato,1,a8e19b5763580e262a2e7cf01e5665ae95f1610c845242771fe75a15e9a19afe,25/06/2023 22:28:09,ESCANER
21076,"Petén",17,"Poptún",12,3280,400,27,1,4,9,13,38,2,12,0,1,5,1,0,7,1,0,0,0,0,8,0,32,161,26,2,189,0,189,--,400,211,161,189,189,Algún campo sin dato,1,4ac561714359deec534e949be60c84e109bb93df885d6ec7ce8f0f8fb08f99b5,26/06/2023 00:54:12,ESCANER
21077,"Petén",17,"Poptún",12,3280,400,24,1,9,12,17,28,4,20,0,0,5,2,0,8,0,1,0,0,0,9,0,36,176,25,11,212,0,212,--,400,188,176,212,212,Algún campo sin dato,1,3005f39374fa243de3748e0131d26fb671e87ccaeb6d59cff9c3680005e76ca8,25/06/2023 22:44:55,ESCANER
21078,"Petén",17,"Poptún",12,3280,400,37,1,5,14,12,35,3,21,0,0,4,2,0,10,0,0,0,1,1,19,0,27,192,33,9,234,0,234,--,400,166,192,234,234,Algún campo sin dato,1,3ca0f43a655ee15f5ed90615e0cc87dc8fde4f92ec9866bb4e13997ade8e4483,26/06/2023 02:51:59,ESCANER
21079,"Petén",17,"Poptún",12,3280,400,39,0,10,11,20,27,6,12,2,1,1,2,0,4,1,1,1,2,0,11,0,34,185,32,11,228,0,228,--,400,172,185,228,228,Algún campo sin dato,1,7953417451b176e3d53217b7acb4ae9b516be105c40815f83f6fbd3c8576a766,26/06/2023 01:05:09,ESCANER
21080,"Petén",17,"Poptún",12,3280,400,30,0,2,11,6,36,5,8,1,1,4,3,0,5,1,3,0,1,0,14,1,18,150,27,11,188,0,188,--,400,212,150,188,188,Algún campo sin dato,1,7522a61b48c0782ec500baac1a03a483711278f68fae8c336cd040bf94b83ac5,25/06/2023 23:15:44,ESCANER
21081,"Petén",17,"Poptún",12,3280,270,19,0,1,9,5,35,2,8,1,1,3,1,0,5,0,0,0,0,0,11,0,9,110,16,5,131,0,131,--,270,139,110,131,131,Algún campo sin dato,1,f4e873203731170d8ceb956eace707c52f64ecd3a28b9ac9e7b55d7baed6ac96,25/06/2023 22:52:51,ESCANER
21082,"Petén",17,"Poptún",12,3280,269,13,0,4,10,5,24,0,4,0,1,2,2,2,2,1,0,0,0,0,7,0,5,82,23,4,109,0,109,--,269,160,82,109,109,Algún campo sin dato,1,776f57205144045c5af508cc5a4ff1d7084c9f73d860728291bfc2023b46300b,26/06/2023 01:25:25,ESCANER
21083,"Petén",17,"Poptún",12,3281,400,23,1,2,22,12,47,5,18,0,0,3,1,1,6,0,1,0,0,1,22,0,2,167,56,25,248,0,248,--,400,152,167,248,248,Algún campo sin dato,1,3f1ee3ff0de6c9825d3f840f2f732e76741c5d1497d8ea938bf3466b43266483,26/06/2023 02:51:57,ESCANER
21084,"Petén",17,"Poptún",12,3281,400,29,1,1,13,14,39,6,19,0,0,3,3,1,7,1,1,2,0,0,18,0,5,163,57,29,249,0,0,--,400,151,163,249,249,Algún campo sin dato,1,00db1975721f033dbcece47457ebd41e9d9112c106d21052e70b091014a8ae05,26/06/2023 03:47:39,ESCANER
21085,"Petén",17,"Poptún",12,3281,400,35,0,0,25,18,41,2,19,0,1,6,4,1,15,1,0,0,2,1,17,0,2,190,56,27,273,0,273,--,400,127,190,273,273,Algún campo sin dato,1,a0193fee1988d839e9fb1a69362dffb1291aa343620c35cb5e793be5ec4c04a8,25/06/2023 22:40:37,ESCANER
21086,"Petén",17,"Poptún",12,3281,400,22,0,2,18,19,38,5,24,0,0,3,0,1,16,0,0,1,2,1,20,0,9,185,46,30,261,0,261,--,400,139,181,257,257,Sumas Asentadas sin cuadrar,1,8c69a918be66fe2426785a5d7ecf14e2b334b84f244a375cab259e0a76461bf6,26/06/2023 04:30:22,ESCANER
21087,"Petén",17,"Poptún",12,3281,400,39,1,3,20,18,46,7,16,0,1,2,4,3,10,0,0,0,4,1,20,1,8,204,36,15,255,0,255,--,400,145,204,255,255,Algún campo sin dato,1,70a8ae5805916c934728e61b6935e9fcff2f418ff722ac6b5fcb4a2dcb95e307,26/06/2023 02:08:12,ESCANER
21088,"Petén",17,"Poptún",12,3281,400,30,2,1,19,18,46,4,10,0,1,2,0,0,13,1,0,1,3,0,15,1,6,173,35,19,227,0,227,--,400,173,173,227,227,Algún campo sin dato,1,a2493190bdcc3759fc05da78359113de83d16d19631a2a61e4d642dc7a027db7,25/06/2023 23:40:32,ESCANER
21089,"Petén",17,"Poptún",12,3281,400,25,1,4,19,14,43,6,13,0,0,2,4,0,8,0,2,0,2,0,15,0,3,161,32,21,214,0,214,--,400,186,161,214,214,Algún campo sin dato,1,150085150e291bfdde62a255de89f078dccf3db68a9eace8994010367a673e74,25/06/2023 23:23:51,ESCANER
21090,"Petén",17,"Poptún",12,3281,400,34,0,2,20,14,35,4,13,0,1,2,2,0,17,2,0,0,1,1,19,0,7,174,27,25,226,0,226,--,400,174,174,226,226,Algún campo sin dato,1,154ca853576c09ce93b335f9fb72fb155fc479e2c423ca7b1960d7afb1437c36,26/06/2023 04:00:08,ESCANER
21091,"Petén",17,"Poptún",12,3281,400,20,3,4,27,9,31,5,20,0,0,2,6,1,11,2,0,0,0,1,17,0,7,166,41,24,231,0,231,--,400,169,166,231,231,Algún campo sin dato,1,2ecd183cb2682033b5822eb0cda389141896b51b58d2f0b21129857fd90742de,26/06/2023 03:22:05,ESCANER
21092,"Petén",17,"Poptún",12,3281,400,40,0,5,19,13,33,10,18,1,0,3,1,1,12,1,0,1,1,0,10,0,8,177,34,16,227,0,227,--,397,170,177,227,227,Algún campo sin dato,1,eedb7777ab7c7f55635ec07873438b9084d8a233f440bd5b9c0e3a0408643705,26/06/2023 03:07:14,ESCANER
21093,"Petén",17,"Poptún",12,3281,400,29,3,0,22,12,25,3,12,1,2,2,4,0,10,0,0,1,0,2,18,0,4,150,41,27,218,0,218,--,400,182,150,218,218,Algún campo sin dato,1,8418f38a36bf628dd6aa3d434baa0932217590f312ce2a808845a6556a7dab87,26/06/2023 02:00:48,ESCANER
