TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
877,877,100.0000,875,99.7719,2,324499,174813,53.8716

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VIVA,PHG,TODOS,VALOR UNIONISTA,CABAL,UNE,URNG-MAIZ WINAQ,VAMOS,PIN,ELEFANTE,PPN,MLP,AZUL,BIEN,VICTORIA,UR,P A N,PODEMOS,MI FAMILIA,CAMBIO,FCN-NACION,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
20529,"Petén",17,"San Andrés",4,3196,359,6,0,0,3,17,82,0,10,0,0,8,0,3,1,1,0,0,0,0,1,0,5,137,15,30,182,0,182,--,356,174,137,182,182,Algún campo sin dato,1,ba0c77e9cbaf2d57bbae100d359c4fec72f87f569d2a4c7163c42cfe46f8a837,26/06/2023 00:21:50,ESCANER
20530,"Petén",17,"San Andrés",4,3197,380,1,0,0,48,14,14,16,12,1,0,1,3,1,6,1,0,0,0,0,3,0,1,122,31,25,178,0,178,0,380,202,122,178,178,,1,0b5f6e21684cf87ee5398a5547ba3aa074faf2b487c310d35c022356a268cab0,26/06/2023 03:17:12,ESCANER
20531,"Petén",17,"San Andrés",4,3197,380,2,0,0,45,9,14,8,7,0,1,2,0,2,5,0,0,1,0,0,1,0,0,97,23,25,145,0,145,0,380,235,97,145,145,,1,5f37bd6c34af7267213338ff7d76129456e9c3b866acc74983d0ac70bf59b463,26/06/2023 03:18:40,ESCANER
20532,"Petén",17,"San Andrés",4,3197,380,0,1,0,38,13,17,8,6,1,1,4,0,1,5,1,1,0,0,0,2,0,2,101,26,18,145,0,145,0,380,235,101,145,145,,1,9e575ba0d715d0fca7884668058a35fc9c9d2a1e6b375b12d24244a3548fd6f2,26/06/2023 03:18:53,ESCANER
20533,"Petén",17,"San Andrés",4,3197,380,3,0,0,42,9,9,9,8,0,0,1,0,0,3,1,1,1,0,0,1,0,0,88,24,21,133,0,133,0,380,247,88,133,133,,1,ad062ed2b729c5cfd8a18483af4c4cc30ddbc9b4cb636882d8408fb71d3797d0,26/06/2023 03:22:49,ESCANER
20534,"Petén",17,"San Andrés",4,3197,380,1,0,1,49,22,9,9,5,2,0,1,0,2,7,0,0,2,1,0,2,0,0,113,21,15,113,0,149,0,380,231,113,149,149,Sumas Asentadas sin cuadrar,1,4c9c2e6fd62aa0b66b7dfea6ba5ed8c586cdd3a449c1a0ede48506cd25cd762a,26/06/2023 03:21:08,ESCANER
20535,"Petén",17,"San Andrés",4,3197,364,1,0,0,57,8,15,9,11,0,0,4,1,1,10,0,0,0,0,0,0,0,2,119,12,17,148,0,148,0,375,227,119,148,148,,1,7262a32b6b3807b230c3a37b74fb51da4cb215e6685b2dcca092dcd9d239cccc,26/06/2023 03:23:11,ESCANER
20536,"Petén",17,"San Andrés",4,3197,364,1,0,1,53,14,15,14,11,0,1,0,1,1,8,0,1,0,1,0,1,0,0,123,17,15,155,4,159,0,364,205,123,155,159,,1,a745ab93cab8475b829e2c116c147de542e3dcbccc399f1abc07ba7d79c5b2ae,26/06/2023 03:24:18,ESCANER
20537,"Petén",17,"San Andrés",4,3198,380,2,3,0,0,45,32,3,38,0,0,29,0,0,3,0,0,0,0,0,2,0,2,159,33,29,221,0,221,--,380,159,159,221,221,Algún campo sin dato,1,168d32ca84a1496570e05af3669cbe3af07bf9e7091ef475f315da7853b993ea,26/06/2023 02:18:46,ESCANER
20538,"Petén",17,"San Andrés",4,3198,380,6,1,2,7,60,22,2,38,0,1,22,1,0,4,2,0,0,0,0,0,0,0,168,35,25,228,0,228,--,380,152,168,228,228,Algún campo sin dato,1,120e4e6e6b5718647c0f0fad2a54c70c872bb6d899c483fe7e130a41e898a069,26/06/2023 02:32:10,ESCANER
20539,"Petén",17,"San Andrés",4,3198,380,3,1,0,3,32,30,1,38,0,0,24,1,0,2,3,0,0,1,0,1,0,0,140,42,23,205,0,205,0,380,173,140,205,205,,1,6d5198dbea5d0a9052e305e9651e7db81c24e189ed3d37d1560c0136b9b17a91,26/06/2023 00:04:17,ESCANER
20540,"Petén",17,"San Andrés",4,3198,380,4,0,0,3,47,25,3,30,0,0,32,0,1,3,1,2,0,0,0,4,0,0,155,29,28,212,0,212,--,381,169,155,212,212,Algún campo sin dato,1,212110e489fa3ed26a73a9dcc9bee61633ff87878928e13ed255cfc58e2db26e,26/06/2023 01:45:52,ESCANER
20541,"Petén",17,"San Andrés",4,3198,380,2,0,1,2,39,20,0,35,0,0,25,0,2,4,0,1,0,1,0,0,0,2,134,34,20,188,0,188,0,380,192,134,188,188,,1,c6e03469c1a4a6b33b85472a78f7c010a26c811b7951a668e424b47a461b614b,26/06/2023 01:43:15,ESCANER
20542,"Petén",17,"San Andrés",4,3198,380,4,1,1,2,43,24,1,50,0,0,25,1,0,3,0,0,0,1,1,0,0,2,159,27,22,208,0,208,--,380,172,159,208,208,Algún campo sin dato,1,92aa3f627899494f9fc75d1df3a0c9e0e484d8b23d7b72591ce06a979f527e26,25/06/2023 23:42:15,ESCANER
20543,"Petén",17,"San Andrés",4,3198,271,1,0,0,6,26,19,0,31,0,1,27,0,2,3,0,0,0,1,0,0,0,0,117,24,18,159,0,159,0,271,112,117,159,159,,1,d154383beee0da1a8b599696a041fcfd40e533ce1621f6c378d56874a3451dc5,26/06/2023 01:17:16,ESCANER
20544,"Petén",17,"San Andrés",4,3198,271,2,1,0,1,30,13,1,25,0,0,19,0,0,0,0,1,0,0,1,2,0,2,98,14,30,142,0,142,0,271,129,98,142,142,,1,a3d33a3ed536b74be4d77de138470eff4da44019c1d33623c713651920cae60b,25/06/2023 23:37:29,ESCANER
20545,"Petén",17,"San Andrés",4,3199,380,4,0,1,16,9,16,10,20,0,0,2,3,2,4,1,0,0,0,0,2,0,3,93,18,24,0,0,135,--,380,245,93,135,135,Algún campo sin dato,1,dcc020c108eca4fc7377c1a47ebb05ed670a4a709039cb545b95dda25d55087b,26/06/2023 02:41:16,ESCANER
20546,"Petén",17,"San Andrés",4,3199,380,1,0,0,11,15,20,3,17,0,0,5,2,0,1,0,0,1,0,0,3,1,0,--,21,24,80,0,125,--,380,255,80,125,125,Sumas Asentadas sin cuadrar,1,d9bb587c9e29908362b8c102b072b6d7f5a4127880a49d82706c1217e349309a,26/06/2023 02:06:42,ESCANER
20547,"Petén",17,"San Andrés",4,3199,370,3,0,0,13,9,28,11,20,0,0,7,3,2,2,0,0,0,0,1,2,0,1,102,21,17,140,0,140,1,370,229,102,140,140,,1,e91fd65a5714d32c6bd8aa0d69c4c169dffdbd312d5e475a298756d22842daee,26/06/2023 02:45:01,ESCANER
20548,"Petén",17,"San Andrés",4,3199,369,2,0,0,9,22,39,5,11,0,0,5,1,3,1,2,1,0,0,0,2,0,1,104,24,25,153,0,153,0,369,216,104,153,153,,1,0a3e633495712483cd8855d9dc7402adffc3392187b74563114b33004879343d,26/06/2023 02:48:31,ESCANER
20549,"Petén",17,"San Andrés",4,3200,380,2,2,0,9,11,74,5,21,0,0,11,3,3,9,1,1,1,1,1,4,0,0,159,39,28,226,0,226,--,380,154,159,226,226,Algún campo sin dato,1,81dcdf87840bb8eef3742e20cbc79db6d572880a169b65259ed366f03a0a922e,26/06/2023 01:50:54,ESCANER
20550,"Petén",17,"San Andrés",4,3200,380,4,0,2,3,15,64,3,19,0,0,12,5,2,9,2,0,0,0,2,4,1,1,148,27,28,203,--,203,--,375,174,148,203,203,Algún campo sin dato,1,57e7afe5d382781b359e8b19b6e77deee20c454c88f41cf1fea5bb138ee4e93f,25/06/2023 22:21:03,ESCANER
20551,"Petén",17,"San Andrés",4,3200,380,5,0,1,4,9,73,1,33,0,0,14,6,0,6,0,0,0,0,0,2,0,2,156,27,28,211,1,212,--,378,166,156,211,212,Algún campo sin dato,1,95ed8f4d9ee17d7f4faceda80047acac203563e06f81b3b15e2cc297399669e2,26/06/2023 02:05:59,ESCANER
20552,"Petén",17,"San Andrés",4,3200,380,6,0,2,6,14,55,1,24,0,1,5,11,2,6,2,1,0,2,0,8,0,1,138,12,43,193,11,204,--,380,176,147,202,213,Sumas Asentadas sin cuadrar,1,4372f6ad3f9701337fa42ff5d66ab240c3c775757012803744e4d5a0d16cca2f,26/06/2023 02:32:45,ESCANER
20553,"Petén",17,"San Andrés",4,3200,275,2,0,0,3,9,37,2,14,1,1,7,2,1,6,0,0,0,0,0,1,1,4,91,14,23,128,0,128,--,275,147,91,128,128,Algún campo sin dato,1,b278aaebaaf36e60b3513fbab0863df8a8acc367389e27129ff35e2ee88650f3,25/06/2023 23:39:48,ESCANER
20554,"Petén",17,"San Andrés",4,3200,275,1,0,0,0,3,41,0,18,0,0,11,3,1,7,0,0,0,0,0,3,3,1,92,9,17,118,9,127,--,275,148,92,118,127,Algún campo sin dato,1,2f69afea54657dd1d1042ea11412da1e724d01700b17b1fca3c5a7ada281783f,25/06/2023 23:31:00,ESCANER
20555,"Petén",17,"San Andrés",4,3201,454,0,0,1,7,8,10,0,11,0,0,3,0,1,1,0,0,0,0,0,3,0,2,47,17,11,75,0,75,--,451,376,47,75,75,Algún campo sin dato,1,5af2f64a7cc27d321cf6a2057da5a222ac09db624896f3c7ed616b660b2131e3,25/06/2023 20:52:38,ESCANER
20556,"Petén",17,"La Libertad",5,3202,400,2,0,1,7,7,48,8,28,1,0,1,5,2,4,2,1,2,0,0,29,0,3,151,36,29,216,0,216,--,400,184,151,216,216,Algún campo sin dato,1,672b815c4c9077561a9833c5a9318cb87d6b51aeff35a1d34c15c7f8ad54900f,26/06/2023 01:18:47,ESCANER
20557,"Petén",17,"La Libertad",5,3202,400,4,0,2,9,6,37,7,22,0,0,0,4,4,2,3,0,0,0,1,36,1,2,145,58,25,228,0,228,--,400,172,140,223,223,Sumas Asentadas sin cuadrar,1,5130b579f3cece9e8ec4c02ecb4a907674464ccce66f8050ea9d79b2b6731517,26/06/2023 03:23:34,ESCANER
20558,"Petén",17,"La Libertad",5,3202,400,7,0,2,11,11,38,6,22,0,0,1,7,6,3,4,0,0,1,0,46,0,2,167,53,16,236,1,237,--,400,163,167,236,237,Algún campo sin dato,1,bf9e6fd56467b0c1b26f45cc57f2b27be10d0268a5440a42578ec86712a74ce4,26/06/2023 03:02:30,ESCANER
20559,"Petén",17,"La Libertad",5,3202,400,4,0,1,9,6,49,10,22,0,0,2,7,2,2,7,2,0,1,0,41,0,9,174,47,24,245,0,245,0,400,155,174,245,245,,1,ad4a992c3bf719a0a6bdd09f1861c329bb1b0a8208e10af50377e35b9efd94cf,26/06/2023 03:17:42,ESCANER
20560,"Petén",17,"La Libertad",5,3202,400,6,1,2,4,6,54,2,21,0,0,5,9,2,7,5,0,0,0,0,38,0,4,166,48,28,242,7,249,--,400,151,166,242,249,Algún campo sin dato,1,e2849149c024e4e19055d37be4a1522932b7a31847ca13fb88f3a95a9097e087,26/06/2023 00:12:55,ESCANER
20561,"Petén",17,"La Libertad",5,3202,400,10,2,3,6,10,52,3,22,0,0,6,7,7,6,2,0,0,1,1,39,2,7,186,50,17,253,0,253,--,400,147,186,253,253,Algún campo sin dato,1,d426df5257a164f03b56b09ad60df0ed4fb8096e9b1e216861760781f67ba86a,26/06/2023 01:34:45,ESCANER
20562,"Petén",17,"La Libertad",5,3202,400,6,1,3,12,3,39,7,24,0,1,4,7,2,6,3,0,0,1,1,39,0,5,164,55,30,249,0,249,--,400,151,164,249,249,Algún campo sin dato,1,91ede3c666b067ef879c7ff167e6c9b5aaf6e910aab402202a41cf050543c4c3,26/06/2023 01:46:29,ESCANER
20563,"Petén",17,"La Libertad",5,3202,400,6,1,5,11,8,53,2,30,0,0,2,4,3,5,3,1,1,0,1,22,0,8,166,57,26,249,0,249,--,400,151,166,249,249,Algún campo sin dato,1,195f2bb7acc57fc7f242234321b7282875f0915f99f298a7393f2400010a3e5c,26/06/2023 03:15:03,ESCANER
20564,"Petén",17,"La Libertad",5,3202,400,5,1,6,10,12,49,5,23,2,1,2,5,2,6,6,0,0,4,0,40,0,5,184,54,21,259,0,259,--,400,141,184,259,259,Algún campo sin dato,1,926ec0ae8f447aec4f9968c3ced5c70637c1078e011b949b1eb0adea4b4edb57,26/06/2023 02:49:16,ESCANER
20565,"Petén",17,"La Libertad",5,3202,400,7,0,2,7,8,50,5,19,0,0,7,6,0,5,2,1,1,0,0,36,0,7,163,35,22,220,0,220,--,400,180,163,220,220,Algún campo sin dato,1,7906d63744d3b5722dfdd649d81c18680d761378170a6adff328fe38d390a174,26/06/2023 02:33:40,ESCANER
20566,"Petén",17,"La Libertad",5,3202,400,5,4,2,12,8,43,9,13,0,0,4,8,2,6,0,0,0,0,0,25,0,7,148,32,20,200,0,200,--,400,200,148,200,200,Algún campo sin dato,1,621a6d290e2d7bacbf64b83b5c8934b790ff040c3c67fa1ceca944b1ff82b5b7,25/06/2023 23:03:49,ESCANER
20567,"Petén",17,"La Libertad",5,3202,400,6,3,3,9,10,38,4,19,0,0,7,5,1,4,1,0,1,0,0,38,1,0,150,45,26,221,0,221,--,400,179,150,221,221,Algún campo sin dato,1,c3e1f2c54489b231cb46dcc87c00d2650d7877c32557fc1b20db2e3821f2de36,26/06/2023 03:09:44,ESCANER
20568,"Petén",17,"La Libertad",5,3202,400,5,0,4,9,10,44,3,24,0,0,5,12,0,9,3,3,0,0,1,23,0,5,160,37,14,211,0,211,--,400,189,160,211,211,Algún campo sin dato,1,e532597f35d06e1313be9da2fd0e1c000502fc5d3384684637a0971f50b4b5ba,26/06/2023 03:17:25,ESCANER
20569,"Petén",17,"La Libertad",5,3202,400,7,2,2,13,4,45,5,23,0,1,3,7,1,2,0,0,0,1,0,28,1,4,149,45,15,209,0,209,--,398,189,149,209,209,Algún campo sin dato,1,8f413ad5012b11cf888d7ee0e4e66c1f3749a2bb172305e11ea698ab2ddb5f8c,26/06/2023 02:51:45,ESCANER
20570,"Petén",17,"La Libertad",5,3202,400,7,1,2,11,8,46,2,22,0,0,3,0,3,6,5,1,0,0,0,37,2,6,162,36,25,223,0,223,--,400,177,162,223,223,Algún campo sin dato,1,8080c4a4867b24ecae8cb624507f744846618c9d8a608839167ee319bdde1281,26/06/2023 02:55:33,ESCANER
20571,"Petén",17,"La Libertad",5,3202,400,8,0,2,14,7,41,5,18,0,0,5,7,7,7,3,2,0,0,0,25,1,2,154,37,20,211,0,211,--,400,189,154,211,211,Algún campo sin dato,1,a6807a61220f9504fb97a717e56459784d98aaeee02965027f2e3a6791e37f02,26/06/2023 02:17:30,ESCANER
20572,"Petén",17,"La Libertad",5,3202,400,5,2,2,19,6,50,4,21,0,2,6,2,5,3,4,1,1,1,0,33,1,6,174,35,11,220,0,220,--,400,180,174,220,220,Algún campo sin dato,1,c4ce9055e155f413dbf313567745aaf158cb7905080c017737a10d6b98e1e394,26/06/2023 03:17:25,ESCANER
20573,"Petén",17,"La Libertad",5,3203,400,7,1,4,6,6,35,6,16,1,0,6,5,3,7,1,0,0,1,0,40,0,6,151,37,21,209,0,209,--,400,191,151,209,209,Algún campo sin dato,1,898944fa8b8c812bdbd7c4dd76a7cce41ecf4ce507a9c865905d90d918344859,26/06/2023 02:56:55,ESCANER
20574,"Petén",17,"La Libertad",5,3203,400,5,0,1,8,9,41,6,22,0,1,4,6,0,0,6,2,0,2,0,35,0,7,155,36,24,215,0,215,--,400,185,155,215,215,Algún campo sin dato,1,f16a82677787cda18ba796fb98b16523be09bc9072ff4045004a4eca80f5babe,26/06/2023 03:12:31,ESCANER
20575,"Petén",17,"La Libertad",5,3203,400,5,0,2,8,6,36,2,23,0,0,9,4,2,2,1,0,1,0,0,27,0,5,134,41,19,194,0,194,--,400,206,133,193,193,Sumas Asentadas sin cuadrar,1,6e7bf6779eff15317ffd3d9ceddb9756e98ae21a5f2626d5cd426e2bddbdf642,26/06/2023 01:47:45,ESCANER
20576,"Petén",17,"La Libertad",5,3203,400,4,0,4,9,8,25,4,17,0,0,3,8,3,3,5,0,0,2,0,27,0,7,129,37,17,183,1,184,1,400,216,129,183,184,,1,fc4d944e3d07d12ebd9113fd37547e9c62530aca4f14794fdde019d774f2925f,26/06/2023 03:09:00,ESCANER
20577,"Petén",17,"La Libertad",5,3203,400,5,0,2,11,5,48,6,22,0,0,6,5,1,1,1,0,1,1,0,33,0,8,156,26,11,193,0,193,--,400,207,156,193,193,Algún campo sin dato,1,a56841d3d34b539499631c2acf4824093dcc3c59f1fd2455c5858ec335c8f4ec,26/06/2023 00:02:26,ESCANER
20578,"Petén",17,"La Libertad",5,3203,400,1,0,4,14,10,48,1,14,0,0,4,8,0,4,2,2,0,2,0,43,0,17,174,26,8,208,0,208,--,400,192,174,208,208,Algún campo sin dato,1,d41c05458e6888cc1e2b72cb2d47bf8afd7fe3033f1f6236826993f7c2634e96,26/06/2023 00:08:25,ESCANER
20579,"Petén",17,"La Libertad",5,3203,400,4,0,1,14,10,52,0,18,1,1,2,5,0,5,0,0,0,0,0,23,1,20,157,28,6,191,0,191,--,400,209,157,191,191,Algún campo sin dato,1,3cfd13c98458348a4c823578a4737b979e8e912fbf2d43adceec4dd4faeec5d1,25/06/2023 23:05:14,ESCANER
20580,"Petén",17,"La Libertad",5,3203,400,5,1,2,23,5,59,4,18,0,0,0,7,0,6,0,0,0,0,0,27,0,15,172,26,6,204,0,204,--,400,196,172,204,204,Algún campo sin dato,1,52a39b947c8d2b84a77fa2dae7a81576cfb2c44c86ce1a96d17c556d21bd8b8e,26/06/2023 03:20:50,ESCANER
20581,"Petén",17,"La Libertad",5,3203,400,3,5,0,8,11,49,3,17,0,1,6,3,0,4,4,2,0,1,0,29,0,17,163,28,12,203,0,203,--,400,197,163,203,203,Algún campo sin dato,1,608c7edda7af061994aecd1aefbd837ea66fada1db7761bb757b1c0a050e862d,26/06/2023 02:44:30,ESCANER
20582,"Petén",17,"La Libertad",5,3203,400,3,0,0,12,6,36,4,14,0,0,2,4,2,6,0,0,0,0,0,39,0,12,140,21,13,174,0,174,--,398,224,140,174,174,Algún campo sin dato,1,82ca9e974ac9acb0d23e14d551f0efb7e25924c7dd3b84e37618d409ff456477,26/06/2023 03:19:04,ESCANER
20583,"Petén",17,"La Libertad",5,3203,400,8,1,1,8,4,34,2,19,0,0,5,5,0,3,1,0,1,0,0,29,0,7,128,16,13,157,0,157,--,400,243,128,157,157,Algún campo sin dato,1,486da876f6cecc7e42f46081c0f979e754de9524f43e423bda127de1ab0dedfd,25/06/2023 22:21:52,ESCANER
20584,"Petén",17,"La Libertad",5,3203,400,8,0,1,8,4,43,2,14,2,0,1,4,1,4,0,2,0,0,0,35,0,5,132,25,14,171,5,176,--,400,224,134,173,178,Sumas Asentadas sin cuadrar,1,b1da075aafe41b3d03c90c4055ec01d91081dae0b3cc542f3fb4a1ee4ee94f21,26/06/2023 02:24:36,ESCANER
20585,"Petén",17,"La Libertad",5,3203,297,0,0,3,5,6,18,2,14,0,0,3,4,1,2,0,0,0,0,0,23,0,0,85,23,16,124,0,124,--,297,173,81,120,120,Sumas Asentadas sin cuadrar,1,971a19a007bb5e018fd7066943decdc1df7cb90c94a4003dc14fc304e9f5021a,26/06/2023 02:58:24,ESCANER
20586,"Petén",17,"La Libertad",5,3203,297,1,1,2,21,4,27,1,10,0,1,3,1,2,1,2,1,0,0,0,15,0,1,94,12,11,117,0,117,--,297,180,94,117,117,Algún campo sin dato,1,1bcb42acb80ddef37da795998a615ba6b0995df2913c53c3ecc87b89169a1173,25/06/2023 22:07:39,ESCANER
20587,"Petén",17,"La Libertad",5,3204,380,7,0,0,3,16,33,11,12,0,0,2,2,3,1,0,1,0,0,0,12,0,3,106,42,23,171,0,171,--,380,209,106,171,171,Algún campo sin dato,1,adec976ac1299cb56c33a36acb7f90337749a7f874f4cd6ef465ddaef6c71b42,26/06/2023 00:51:06,ESCANER
20588,"Petén",17,"La Libertad",5,3204,380,10,0,0,2,10,31,14,17,0,0,3,7,4,2,0,0,0,0,0,10,0,3,114,44,27,185,0,185,--,380,195,113,184,184,Sumas Asentadas sin cuadrar,1,588b8389cac6bf98d4b90a1dafbdcb606219abeb021d26f77259625fa1da3fdd,26/06/2023 03:30:02,ESCANER
20589,"Petén",17,"La Libertad",5,3204,380,3,3,1,6,18,47,8,18,0,1,2,10,1,3,2,1,1,0,0,16,1,2,144,46,26,216,0,216,--,380,164,144,216,216,Algún campo sin dato,1,b58ee4a1d370fb1c519a7cbe5bbd658ea63afa6de602ad03a9024a094a1d1f03,26/06/2023 03:20:31,ESCANER
20590,"Petén",17,"La Libertad",5,3204,380,2,1,1,3,13,40,6,25,0,0,3,3,1,1,1,1,1,0,0,16,0,4,122,31,24,177,0,177,--,380,203,122,177,177,Algún campo sin dato,1,132fe58b9271cc2a0f38c19c6401ce87eadc3542562f324b69cd8ab9e40d2835,25/06/2023 23:28:47,ESCANER
20591,"Petén",17,"La Libertad",5,3204,380,6,1,0,1,14,33,6,24,0,0,3,5,1,2,3,0,0,0,0,9,1,7,116,30,22,168,0,168,--,380,212,116,168,168,Algún campo sin dato,1,2e005f68e10cb2f8d07aebcd4a700b7a6d4f0fa27243ca9113a4b00be8fd17db,26/06/2023 02:26:00,ESCANER
20592,"Petén",17,"La Libertad",5,3204,380,5,0,1,3,14,39,10,17,0,0,3,3,0,0,0,0,0,0,0,10,1,3,109,21,22,152,0,152,--,380,228,109,152,152,Algún campo sin dato,1,f834f987e2cd33a33754846cb1942688a404f5120ec6411d5aa25fb384c00bf8,25/06/2023 23:59:11,ESCANER
20593,"Petén",17,"La Libertad",5,3204,380,9,0,0,1,12,44,5,15,1,0,6,5,0,1,1,0,0,0,2,11,0,1,114,18,16,148,12,160,--,380,220,114,148,160,Algún campo sin dato,1,1a7b10ce0c2c762a56b11621b88d59e1a2a2b749cfba75f822f8d1de87d821fa,26/06/2023 03:16:10,ESCANER
20594,"Petén",17,"La Libertad",5,3204,380,6,1,0,1,17,29,12,16,1,0,1,3,4,2,0,1,0,1,1,11,2,2,111,30,24,165,0,165,--,380,215,111,165,165,Algún campo sin dato,1,40ac5e98e100b9141ac40916c92cb29627ceb14da704acf740b4e3b35de196de,25/06/2023 22:58:33,ESCANER
20595,"Petén",17,"La Libertad",5,3204,380,3,0,1,5,17,31,10,15,0,1,2,6,1,1,1,0,0,0,0,12,0,6,112,36,22,170,0,170,--,380,210,112,170,170,Algún campo sin dato,1,826da9e3c94c4aae5f46b18225c435e5bdda143ac323e92a1a7c7a8c873c7cb5,26/06/2023 03:05:49,ESCANER
20596,"Petén",17,"La Libertad",5,3204,380,2,0,0,1,8,47,14,21,0,0,3,2,3,1,0,3,0,0,0,13,0,2,120,27,15,162,0,162,--,380,218,120,162,162,Algún campo sin dato,1,674c4aeef8d1bef93c1b53b74fc8786eab1dbeb5bc6de5f828bbdea2addb9878,25/06/2023 23:00:11,ESCANER
20597,"Petén",17,"La Libertad",5,3204,380,6,0,2,0,10,32,7,18,0,0,6,1,1,2,2,0,0,0,0,9,0,1,97,26,11,134,0,134,--,380,246,97,134,134,Algún campo sin dato,1,761b00981f2691361aa9d60c3f5b97608d1b720fb3b2b014a09f86f3a933279c,26/06/2023 01:39:25,ESCANER
20598,"Petén",17,"La Libertad",5,3204,380,3,2,0,5,11,43,6,12,0,0,2,1,0,1,3,0,0,2,0,16,0,1,108,26,13,147,0,147,--,380,233,108,147,147,Algún campo sin dato,1,361127daab0ff58644e7857763c7beb5d85c400e3200807fe64e5c3c9f6f5ec2,26/06/2023 03:03:59,ESCANER
20599,"Petén",17,"La Libertad",5,3204,380,2,0,0,2,13,33,11,13,0,0,5,2,0,2,2,2,0,0,0,12,1,3,103,28,21,152,0,152,--,380,228,103,152,152,Algún campo sin dato,1,ad9b1cbd7dbb2585cbbca1c1064866a556a79d1caf28b90a9ec41eaff340b2a5,26/06/2023 01:14:49,ESCANER
20600,"Petén",17,"La Libertad",5,3204,380,8,0,0,1,13,48,9,15,1,0,0,0,1,1,0,0,1,0,0,12,0,0,110,23,15,148,0,148,--,380,232,110,148,148,Algún campo sin dato,1,d0d4a5d8f6cd93cb76472b698e23565c0c9c2818083a6bac7ba219a6cb15dcdd,26/06/2023 00:19:58,ESCANER
20601,"Petén",17,"La Libertad",5,3204,380,5,0,0,2,24,22,2,19,1,0,1,3,1,0,0,0,1,0,0,15,0,4,100,18,24,142,17,159,--,380,221,100,142,159,Algún campo sin dato,1,1381b4b8a29584b20ebac6ba7e74f0770f8ce0d2f3b0f40de54ae13439fccdcc,26/06/2023 01:49:48,ESCANER
20602,"Petén",17,"La Libertad",5,3204,380,3,1,0,2,8,44,14,18,0,0,1,3,0,1,2,0,1,0,1,19,0,1,119,39,18,176,0,176,--,380,204,119,176,176,Algún campo sin dato,1,a0ae89d27d4004a118a1bdbf52ac322f5621ccd3b897c1b38df92f1241a9e49d,26/06/2023 02:48:41,ESCANER
20603,"Petén",17,"La Libertad",5,3204,380,5,0,0,1,10,33,3,22,0,0,2,3,1,0,0,1,0,0,0,16,0,8,105,26,11,142,0,142,--,380,238,105,142,142,Algún campo sin dato,1,9f016d7756f7740b34b9fdde3b6532e46da3bc8ac0186d65846395b5c68ce202,26/06/2023 03:10:32,ESCANER
20604,"Petén",17,"La Libertad",5,3204,380,0,1,0,2,13,42,18,24,0,0,1,7,0,1,1,2,0,0,0,6,0,5,123,30,18,171,0,171,--,380,209,123,171,171,Algún campo sin dato,1,62cd0b90c567eaec081190477a42a7c2efe779b38fd59857d36de256aa2490cb,26/06/2023 03:11:14,ESCANER
20605,"Petén",17,"La Libertad",5,3204,380,3,1,--,4,12,34,4,29,--,1,1,3,1,--,1,0,--,--,1,21,--,6,121,18,16,155,--,155,--,379,224,122,156,156,Sumas Asentadas sin cuadrar,1,de5774ff5397ba8599a054d6dfd9c77eeb533032b65e151b1e210f2193709c92,26/06/2023 03:36:47,ESCANER
20606,"Petén",17,"La Libertad",5,3204,380,7,0,1,2,18,40,6,23,0,0,2,1,1,3,1,0,1,0,0,11,0,9,126,15,12,153,0,153,--,380,227,126,153,153,Algún campo sin dato,1,ea220cafcf7932bf796c7367ab31ec11a1afee80ea97bfe86265d266fce455c8,25/06/2023 23:18:35,ESCANER
20607,"Petén",17,"La Libertad",5,3204,282,4,1,0,2,11,28,2,13,1,0,3,4,0,0,0,0,0,0,0,17,0,1,87,14,12,113,0,113,--,279,166,87,113,113,Algún campo sin dato,1,d85fc75798b346242dabc783786dbdf336f99cbaf41ea21a4b5f107f411f5e63,26/06/2023 03:12:12,ESCANER
20608,"Petén",17,"La Libertad",5,3204,281,4,0,0,1,4,13,2,15,0,0,3,0,0,1,1,0,0,0,1,7,0,0,52,10,8,70,0,70,--,278,208,52,70,70,Algún campo sin dato,1,ddabb09e473053368e1e7476ed7959661a78b3888fa9643071d1efc9d2810481,25/06/2023 22:13:25,ESCANER
