TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
346,346,100.0000,346,100.0000,0,126904,83034,65.4305

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,AZUL,VALOR,TODOS,UNE,PODEMOS,PIN,VAMOS,MLP,P A N,PHG,BIEN,URNG-MAIZ WINAQ,CREO,MI FAMILIA,FCN-NACION,CAMBIO,UR,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
6880,"El Progreso",4,"Morazán",2,750,400,2,5,68,3,2,21,0,54,2,0,6,6,2,1,1,1,0,0,174,21,15,210,0,210,--,400,190,174,210,210,Algún campo sin dato,1,cc9a4b2bd80ef95b9494474346e17e2dc5967a12b7fa22a944c2a321f10a237c,25/06/2023 22:00:31,ESCANER
6881,"El Progreso",4,"Morazán",2,750,400,5,1,56,2,10,18,1,57,0,0,10,3,3,2,0,4,1,0,173,30,15,218,0,218,--,400,182,173,218,218,Algún campo sin dato,1,f3d141c7f9d9f5a84f0fe2d7480dd6f24925c6267658d46098434506c1c6f3c1,25/06/2023 22:01:14,ESCANER
6882,"El Progreso",4,"Morazán",2,750,400,7,1,65,0,8,11,0,54,2,3,4,5,0,3,2,2,1,1,169,32,10,211,0,211,--,401,190,169,211,211,Algún campo sin dato,1,f501bfb88966df71c1350a1c07f4f7e61740d7f970d850684f351623106bcc68,25/06/2023 22:44:29,ESCANER
6883,"El Progreso",4,"Morazán",2,751,400,4,0,88,1,9,22,0,74,0,1,7,7,2,2,1,3,1,0,222,14,8,244,0,244,--,400,156,222,244,244,Algún campo sin dato,1,f2e6c6c679b49b15e6788adcddb6785b96357870c33ab820145e7c854d6f16e8,25/06/2023 21:44:54,ESCANER
6884,"El Progreso",4,"Morazán",2,751,400,3,0,72,4,7,30,0,61,1,0,7,5,2,3,2,5,1,1,204,22,10,236,0,236,--,400,164,204,236,236,Algún campo sin dato,1,648070f0821db27bb82f99565df94d2701a0a4dc38f8404566a344ba2024b096,25/06/2023 22:34:31,ESCANER
6885,"El Progreso",4,"Morazán",2,751,337,2,4,47,3,10,29,0,43,0,0,6,4,2,1,1,3,0,0,155,23,6,184,0,184,--,338,154,155,184,184,Algún campo sin dato,1,1513dff7ed935e628505dc28b63bfbc9f604492919988b6036cb699bfc53ea7b,25/06/2023 20:39:59,ESCANER
6886,"El Progreso",4,"Morazán",2,751,337,1,2,52,2,8,9,0,41,0,1,1,3,4,0,0,4,0,0,128,23,11,162,--,--,--,333,171,128,162,162,Algún campo sin dato,1,f83c79c054a4a684e2e9c0fceee3190d6bc07abfd49ac802ec7f4e74561d2780,25/06/2023 21:59:02,ESCANER
6887,"El Progreso",4,"Morazán",2,752,380,0,3,67,2,10,19,0,66,0,1,1,6,0,1,0,1,1,0,178,32,30,240,0,240,--,376,136,178,240,240,Algún campo sin dato,1,6d77f9b38a59392352a7150b5826bddd88e276b101c8819f591b7c9fdf75b0db,25/06/2023 23:58:17,ESCANER
6888,"El Progreso",4,"Morazán",2,752,380,4,4,62,6,9,20,0,62,0,1,1,5,0,3,2,2,1,1,183,26,64,273,0,273,--,384,111,183,273,273,Algún campo sin dato,1,8a591a3f3678a4b0e62023b8af1046e9a5ce27289da75189c96fb9a0e15b281f,25/06/2023 23:57:38,ESCANER
6889,"El Progreso",4,"Morazán",2,752,380,5,3,75,4,16,10,0,70,0,1,4,2,1,2,3,1,0,0,197,35,40,272,0,272,--,370,98,197,272,272,Algún campo sin dato,1,3dde3c5440e276094d74d7009f5381363f359fd91bd350647dca60c3c203ed61,25/06/2023 21:29:40,ESCANER
6890,"El Progreso",4,"Morazán",2,752,380,8,1,69,3,9,8,1,96,0,0,0,5,0,0,2,0,0,1,203,45,52,300,0,300,--,380,80,203,300,300,Algún campo sin dato,1,c29bc48b018b50fdf5b10f61ae5f7aed0b3a2d9b15482c6fdcc71797578644a9,26/06/2023 00:05:53,ESCANER
6891,"El Progreso",4,"Morazán",2,752,380,3,0,59,2,13,13,0,94,1,0,0,2,1,0,3,1,0,0,192,32,29,253,0,253,--,380,127,192,253,253,Algún campo sin dato,1,27d70e322f1bee164f4819c6fe9de6d117b31ce4329716ac87b7f94bff966d25,25/06/2023 23:58:05,ESCANER
6892,"El Progreso",4,"Morazán",2,752,380,5,2,60,2,10,9,0,65,2,1,0,3,1,1,5,1,0,0,167,31,25,223,0,223,--,380,157,167,223,223,Algún campo sin dato,1,53e94c0a1fd21368def4d9fd560fc641a4bf6f2797a88bfdc5642da65bc67bed,25/06/2023 21:11:36,ESCANER
6893,"El Progreso",4,"Morazán",2,752,376,6,1,69,2,13,16,0,80,1,0,0,8,2,2,3,2,1,0,206,29,24,259,0,259,--,376,117,206,259,259,Algún campo sin dato,1,d15d1578231b5acdf8cd9f559ac14f3ef55481a8e99f867267de543d188116c5,25/06/2023 23:32:44,ESCANER
6894,"El Progreso",4,"Morazán",2,752,375,1,0,71,4,6,17,1,70,1,0,3,1,0,1,4,0,0,0,180,31,21,232,0,232,--,375,142,180,232,232,Algún campo sin dato,1,9d27a3f4243c8d1cd82de4e411c01aaf02720a40cdb0909d4c9ee3022d73d4f2,25/06/2023 23:57:09,ESCANER
6895,"El Progreso",4,"Morazán",2,753,343,0,1,21,4,2,4,0,21,0,0,0,2,0,0,2,1,0,0,59,13,9,81,0,81,--,343,262,58,80,80,Sumas Asentadas sin cuadrar,1,9a6f686e07cf72e3fc2555a988f6f6638c5879b79cd2e321df84d923eeb64728,25/06/2023 21:03:42,ESCANER
6896,"El Progreso",4,"Morazán",2,753,343,0,1,4,0,0,3,0,9,0,0,0,0,1,0,1,1,0,0,20,5,4,29,0,29,--,340,311,20,29,29,Algún campo sin dato,1,843c9b96a1d737d01e220547db3badae4240dd572573829fa17c52ee7eba22e5,25/06/2023 21:06:37,ESCANER
6897,"El Progreso",4,"San Agustín Acasaguastlán",3,754,400,4,11,55,8,17,35,1,22,1,0,2,10,2,4,6,0,13,1,192,49,55,296,0,296,--,400,104,192,296,296,Algún campo sin dato,1,049f6ffc04ccaade8f570aeb5b9dfbd10cb98ab1e35433a0b3da2acb8337d07b,26/06/2023 00:36:21,ESCANER
6898,"El Progreso",4,"San Agustín Acasaguastlán",3,754,400,2,14,43,9,20,48,2,27,0,1,2,9,2,4,16,2,7,0,208,51,47,306,0,306,--,--,--,208,306,306,Algún campo sin dato,1,1946c3c9211f819ab20f95ea07921248a459e7a09d7a6e81ff2b03be9210f4e9,26/06/2023 01:51:45,ESCANER
6899,"El Progreso",4,"San Agustín Acasaguastlán",3,754,400,5,14,44,7,22,44,3,23,0,2,2,8,5,2,13,2,6,0,202,40,50,292,0,292,--,400,108,202,292,292,Algún campo sin dato,1,80be620cb08e236c5750f68084aff53aa60eddd2ff19403569f7cdc276c8dfd0,26/06/2023 02:54:24,ESCANER
6900,"El Progreso",4,"San Agustín Acasaguastlán",3,754,400,4,17,57,9,39,52,0,14,1,0,1,6,3,4,11,3,6,1,228,44,41,313,0,313,--,405,92,228,313,313,Algún campo sin dato,1,79ebb4bc02da15645afbe4038916318f66465e9f90e4a6e66466f5537b82002d,26/06/2023 02:36:28,ESCANER
6901,"El Progreso",4,"San Agustín Acasaguastlán",3,754,400,5,18,40,9,21,68,0,16,0,1,1,12,5,1,12,2,4,2,217,42,36,295,0,295,--,394,99,217,295,295,Algún campo sin dato,1,5b38557a51faaf3a83a72dcdf0a85b9286fe083098f9d5d440e1c8b968d8064d,26/06/2023 00:32:11,ESCANER
6902,"El Progreso",4,"San Agustín Acasaguastlán",3,754,400,3,17,45,12,16,48,1,14,0,4,3,7,1,3,12,1,8,1,196,35,34,265,0,265,--,403,138,196,265,265,Algún campo sin dato,1,6dabcdfaf65e0f3c22395cf4e739e97669b222ca2fbcefafb0dc93cd67c7f902,26/06/2023 01:13:11,ESCANER
6903,"El Progreso",4,"San Agustín Acasaguastlán",3,754,400,7,12,47,6,11,50,0,24,0,1,3,2,3,3,8,3,7,2,189,39,40,268,0,268,--,400,132,189,268,268,Algún campo sin dato,1,aeb1128a2f191f97f4cbba8aa82482aca005d020a94ff9c4b7eb2655bb417a1b,26/06/2023 01:38:58,ESCANER
6904,"El Progreso",4,"San Agustín Acasaguastlán",3,754,400,4,23,44,9,20,52,2,19,2,2,4,3,4,4,10,1,5,0,208,42,43,293,0,293,--,404,111,208,293,293,Algún campo sin dato,1,612118afacef28800f1e453f9cd6bdc293d6bf894016516e4e47960c732a2ce6,26/06/2023 01:43:00,ESCANER
6905,"El Progreso",4,"San Agustín Acasaguastlán",3,754,400,3,16,46,6,17,49,1,27,1,1,3,7,4,1,6,0,8,1,197,44,40,281,0,281,--,400,119,197,281,281,Algún campo sin dato,1,225f7b3d9844e04e889738800324a6ef2f44fd18ca5c9e6d641530dd4bb95265,25/06/2023 23:40:53,ESCANER
6906,"El Progreso",4,"San Agustín Acasaguastlán",3,754,400,5,21,44,5,14,47,0,29,4,1,2,11,5,4,7,1,8,1,209,35,47,291,0,291,--,400,109,209,291,291,Algún campo sin dato,1,b61fcb40cf86756deee1e5502af6328b2831fbbf38049418e0e21cf4cffafd5d,26/06/2023 00:48:06,ESCANER
6907,"El Progreso",4,"San Agustín Acasaguastlán",3,754,400,1,12,40,6,17,53,4,25,1,1,1,7,1,2,13,1,4,0,189,28,48,265,0,265,--,400,135,189,265,265,Algún campo sin dato,1,2efd59947b0934d92bdec310bcf9b6543abbfcccd4dcb2799701d02f14f65abb,26/06/2023 02:03:38,ESCANER
6908,"El Progreso",4,"San Agustín Acasaguastlán",3,754,400,7,26,46,8,19,53,1,13,2,2,2,5,5,2,5,3,6,1,206,35,29,270,0,270,--,385,115,206,270,270,Algún campo sin dato,1,f173583971cb1e2b23c2017aa6ae5c067cfbed332b494f91fffceb84b465ef49,26/06/2023 00:06:11,ESCANER
6909,"El Progreso",4,"San Agustín Acasaguastlán",3,754,400,5,19,52,3,9,63,0,21,1,1,1,10,7,2,12,1,10,0,217,28,19,264,0,264,--,400,136,217,264,264,Algún campo sin dato,1,b8ee77071e2456044615e1f0180c7f71b7570725ff3de9bc577837dcc6f34a7f,25/06/2023 23:26:21,ESCANER
6910,"El Progreso",4,"San Agustín Acasaguastlán",3,754,400,6,30,51,9,13,70,3,21,4,1,2,4,3,2,11,2,13,1,246,13,26,285,0,285,--,400,115,246,285,285,Algún campo sin dato,1,9a7c2b4c526f7a00a958a35c98ea6d5cebc40054a58b92dbae2a374f1d20d43a,26/06/2023 01:36:59,ESCANER
6911,"El Progreso",4,"San Agustín Acasaguastlán",3,754,206,1,13,29,2,10,28,1,15,0,0,1,3,0,1,3,0,8,1,116,14,17,147,0,147,--,206,59,116,147,147,Algún campo sin dato,1,e108bece22ff1fa2ddd840c025d2a46f099484d604e6e152794e82db59e5d8cb,25/06/2023 23:10:57,ESCANER
6912,"El Progreso",4,"San Agustín Acasaguastlán",3,754,206,0,16,36,1,9,15,0,7,2,1,1,3,0,1,4,0,4,0,100,17,9,126,0,126,--,206,80,100,126,126,Algún campo sin dato,1,5a8c40759930dcbd5be129338a45c054fe21e51a863f861520808fcee1fc952d,25/06/2023 21:27:51,ESCANER
6913,"El Progreso",4,"San Agustín Acasaguastlán",3,755,400,3,4,37,9,33,9,5,59,0,3,2,1,0,1,14,2,7,2,191,60,59,310,0,310,--,400,90,191,310,310,Algún campo sin dato,1,697b07442dc97d90bd97a97b26420385bca3c974694a64cdbde27b332952f2b4,26/06/2023 01:50:21,ESCANER
6914,"El Progreso",4,"San Agustín Acasaguastlán",3,755,400,4,2,28,3,33,8,1,54,0,3,2,1,1,0,8,3,10,2,163,46,64,273,0,273,--,400,127,163,273,273,Algún campo sin dato,1,08cdeb07a2c05c533dce5ab1b59cf2608156d04eac0c33636b54f656238720d1,26/06/2023 00:02:47,ESCANER
6915,"El Progreso",4,"San Agustín Acasaguastlán",3,755,394,1,1,39,2,28,11,5,49,0,5,0,2,4,1,4,1,8,1,162,39,73,274,0,274,--,396,122,162,274,274,Algún campo sin dato,1,dd6b9decec462941367ba5c24c77988b8072c5b89cc6fa8a38aa9d799dc585bd,26/06/2023 00:28:24,ESCANER
6916,"El Progreso",4,"San Agustín Acasaguastlán",3,755,394,4,2,34,3,24,12,2,55,0,1,2,1,3,3,3,0,3,1,153,33,32,218,0,218,--,394,176,153,218,218,Algún campo sin dato,1,b6cad6b44203113da0f288e16465dbc5f2dc60725c253f525e7f887a89112760,26/06/2023 00:11:02,ESCANER
6917,"El Progreso",4,"San Agustín Acasaguastlán",3,756,294,12,8,30,9,22,23,4,24,0,0,3,3,2,4,11,4,3,1,163,10,19,192,13,205,--,294,89,163,192,205,Algún campo sin dato,1,251e12727602cc84a944a5b8b10bcf92759fb624f3ad9c690fc07bd0a67cfa09,26/06/2023 00:59:18,ESCANER
6918,"El Progreso",4,"San Agustín Acasaguastlán",3,756,294,9,4,40,4,18,36,2,25,0,1,1,3,2,0,6,1,4,0,156,21,18,195,0,195,--,294,99,156,195,195,Algún campo sin dato,1,9d28001e778ad6bd8b172359253bd76784aa9532540550f6cf8b6e82553be7dd,26/06/2023 00:15:01,ESCANER
6919,"El Progreso",4,"San Agustín Acasaguastlán",3,757,270,3,8,40,1,10,30,0,16,0,0,0,10,1,0,11,0,1,0,131,17,46,194,0,194,--,270,76,131,194,194,Algún campo sin dato,1,1d5a1bb83a96c281dc11c313147f18f057f4ef7dae6714924c6936e95481be28,25/06/2023 22:58:13,ESCANER
6920,"El Progreso",4,"San Agustín Acasaguastlán",3,757,270,4,9,59,4,10,34,0,10,0,0,0,13,1,2,3,0,2,1,152,18,40,210,0,210,--,270,60,152,210,210,Algún campo sin dato,1,e97519e136aef413a6352b48a8be479aa690b35c6efb33e695ed6560f49ab549,25/06/2023 21:59:14,ESCANER
6921,"El Progreso",4,"San Agustín Acasaguastlán",3,758,380,1,7,51,2,14,39,0,82,1,3,0,6,1,1,5,0,12,0,225,44,29,298,0,298,--,380,67,225,298,298,Algún campo sin dato,1,6a4a730173a83fe71f976009fd137c4c31eacafa900b77964f8e1777b0c7ca68,26/06/2023 01:29:03,ESCANER
6922,"El Progreso",4,"San Agustín Acasaguastlán",3,758,380,2,9,48,3,8,49,3,82,0,1,0,7,0,1,3,1,16,0,233,36,36,305,0,305,--,381,76,233,305,305,Algún campo sin dato,1,4041125df0d426b710767db82caf77f51c44240b9500bd17e84fc7ef8d2225d6,25/06/2023 23:40:36,ESCANER
6923,"El Progreso",4,"San Agustín Acasaguastlán",3,758,380,9,9,51,5,17,45,0,81,0,2,0,4,2,1,1,0,12,0,239,35,28,302,0,302,--,381,79,239,302,302,Algún campo sin dato,1,e5ed61a1dab9426e61d866a22f63e3a251ba8491fe6620921198e7f50865bf16,25/06/2023 23:32:25,ESCANER
6924,"El Progreso",4,"San Agustín Acasaguastlán",3,758,380,5,9,53,8,12,41,1,71,0,0,0,7,1,2,7,0,10,1,228,42,31,301,0,301,--,380,79,228,301,301,Algún campo sin dato,1,23405ce0ce8fc3ea781f8ef834b3520e3ce26577299bd832df96339b183d3eb3,26/06/2023 00:03:58,ESCANER
6925,"El Progreso",4,"San Agustín Acasaguastlán",3,758,380,5,0,55,9,14,28,0,77,1,0,2,5,0,1,4,1,19,0,228,44,17,289,0,0,--,380,91,221,282,282,Sumas Asentadas sin cuadrar,1,b27055bad48033010d6c52888910094dc75353eec2b82db6429dbb269573cc0f,26/06/2023 02:39:46,ESCANER
6926,"El Progreso",4,"San Agustín Acasaguastlán",3,758,380,2,8,55,6,9,41,1,62,0,3,0,3,1,2,3,0,7,1,204,11,17,232,20,252,--,380,128,204,232,252,Algún campo sin dato,1,20ac3990e648137633ba0fb5b65298fc963a213d7150ea201c65422507ded9ff,26/06/2023 00:31:55,ESCANER
6927,"El Progreso",4,"San Agustín Acasaguastlán",3,758,380,1,6,57,6,7,25,0,87,0,0,1,6,0,1,2,0,14,2,215,24,39,278,--,--,--,381,103,215,278,278,Algún campo sin dato,1,c9e3e16d1f96a4dd5984511dec5194ac4f3939849b3639c199bf4624a9db5f03,25/06/2023 23:00:56,ESCANER
6928,"El Progreso",4,"San Agustín Acasaguastlán",3,758,380,5,8,62,9,7,36,0,74,0,1,1,9,1,4,1,1,4,0,222,29,19,271,--,--,--,381,110,223,271,271,Sumas Asentadas sin cuadrar,1,a281b8e830c6e015cf324aad85163b2a0f4582b7863b67da3e09f2bc0625a210,26/06/2023 00:38:16,ESCANER
6929,"El Progreso",4,"San Agustín Acasaguastlán",3,758,380,7,12,42,3,9,31,0,83,0,2,2,8,1,1,4,0,15,0,220,21,22,263,0,263,--,381,118,220,263,263,Algún campo sin dato,1,2b7fd31945027afa846d47563cf935bbfbce0eb13cc77dc6c546c4d2bd96018b,26/06/2023 00:42:54,ESCANER
6930,"El Progreso",4,"San Agustín Acasaguastlán",3,758,380,2,9,49,4,8,34,0,78,0,2,2,9,0,3,2,0,7,0,209,30,38,277,0,277,--,380,103,209,277,277,Algún campo sin dato,1,50884f8b94b53360e81ab869ed1be892a94c3b6fcc5d70e772f04999cdf01a08,26/06/2023 01:38:00,ESCANER
6931,"El Progreso",4,"San Agustín Acasaguastlán",3,758,380,6,7,54,3,11,31,0,79,0,2,2,2,0,3,3,1,5,0,209,17,35,261,10,271,--,379,108,209,261,271,Algún campo sin dato,1,ad5068326d3ee6660b5f20d7eb098b116fafe8fd505f0bfbfda5d1194271fbd9,26/06/2023 05:47:25,ESCANER
6932,"El Progreso",4,"San Agustín Acasaguastlán",3,758,380,8,6,59,8,6,26,0,75,0,3,2,1,0,2,3,0,6,0,205,38,33,276,0,276,--,381,105,205,276,276,Algún campo sin dato,1,f17734861badf2564f5b9189f1c47c2ff8aa4bae07234121692f85f7d97f92ed,26/06/2023 02:22:08,ESCANER
6933,"El Progreso",4,"San Agustín Acasaguastlán",3,758,380,4,6,48,4,9,34,1,73,1,1,0,7,1,1,0,1,8,1,200,22,26,248,0,248,--,386,138,200,248,248,Algún campo sin dato,1,457adbb04a2127c4621a52e6c91faa5705d1b6f35d454ac96e869d115a9bda56,26/06/2023 00:53:27,ESCANER
6934,"El Progreso",4,"San Agustín Acasaguastlán",3,758,380,6,4,80,8,12,49,0,69,0,0,1,3,1,0,3,0,9,0,245,22,14,281,0,281,0,380,99,245,281,281,,1,5491cd830fd28e0524adc331959da377413ce2454884816a6f95f135aa59fcf2,26/06/2023 01:45:47,ESCANER
6935,"El Progreso",4,"San Agustín Acasaguastlán",3,758,380,4,13,60,9,5,65,0,78,1,1,0,4,2,1,2,1,8,0,254,25,14,293,0,293,--,380,88,254,293,293,Algún campo sin dato,1,4477e60cd99499dd245f232d34a2ab78ac754110a6392213d12f72f46aac5a0b,26/06/2023 02:41:46,ESCANER
6936,"El Progreso",4,"San Agustín Acasaguastlán",3,758,314,6,6,57,8,7,29,0,69,1,0,1,5,0,1,2,0,6,0,235,25,12,235,0,235,--,314,79,198,235,235,Sumas Asentadas sin cuadrar,1,99a761d88d18bd740d6e953e4575a92a65b4ddb3281b0e2bff37a29095769a09,26/06/2023 02:08:43,ESCANER
6937,"El Progreso",4,"San Agustín Acasaguastlán",3,758,313,1,2,47,3,7,31,1,61,0,0,0,5,3,1,4,1,8,0,175,13,10,198,1,199,--,313,114,175,198,199,Algún campo sin dato,1,a2b1bd63986ee822c22dfcb60071b3e46cfd53f69123ceb365627d9793b6fe41,26/06/2023 01:53:50,ESCANER
6938,"El Progreso",4,"San Agustín Acasaguastlán",3,759,380,2,8,36,5,34,23,1,37,0,2,1,0,1,2,4,0,2,1,159,34,57,250,0,250,--,381,131,159,250,250,Algún campo sin dato,1,3d6e8b97d2bd19a56277d4873d1d4bcebd5808eb65a1f83b0b0a363200a78612,26/06/2023 00:59:58,ESCANER
6939,"El Progreso",4,"San Agustín Acasaguastlán",3,759,380,2,9,31,4,22,26,1,26,0,0,1,2,1,1,12,0,3,1,142,25,72,239,0,239,--,380,141,142,239,239,Algún campo sin dato,1,ea412d9d4bcc52bbefcb5c13db98899d446f957a2dc68123556d22f87416ba21,25/06/2023 23:38:11,ESCANER
6940,"El Progreso",4,"San Agustín Acasaguastlán",3,759,380,4,17,24,5,34,22,1,23,0,1,0,4,0,0,11,1,0,2,149,26,62,237,0,237,--,380,143,149,237,237,Algún campo sin dato,1,b4367c5e11f67a8fc0302dde8430bcd57be50c99bd04f4d4334acbf304afa08b,26/06/2023 00:00:52,ESCANER
6941,"El Progreso",4,"San Agustín Acasaguastlán",3,760,380,1,15,40,2,27,13,0,15,0,2,0,3,1,1,5,0,0,0,125,27,71,223,0,223,--,380,157,125,223,223,Algún campo sin dato,1,9408859686cbb8fdf88c6fbd66df058d329c701ec9c151740e4d1f6ab9545754,26/06/2023 02:36:35,ESCANER
6942,"El Progreso",4,"San Agustín Acasaguastlán",3,760,380,1,10,34,2,46,13,1,34,0,1,2,2,0,2,11,1,4,0,164,30,68,262,0,262,--,380,118,164,262,262,Algún campo sin dato,1,95d03817f552d1f0c00cc5861dcfd0137e1721f7ed1a80058f4e1f757ac3fbdf,26/06/2023 00:24:30,ESCANER
6943,"El Progreso",4,"San Agustín Acasaguastlán",3,760,380,2,3,36,5,40,13,0,30,1,1,1,2,0,0,6,3,1,0,144,23,78,245,0,245,--,380,135,144,245,245,Algún campo sin dato,1,348b89cefa58c032ed0d159db6a3bbe85f73cb621802f3761b189cf3374920d4,26/06/2023 02:31:20,ESCANER
6944,"El Progreso",4,"San Agustín Acasaguastlán",3,760,380,1,6,17,3,34,26,1,24,0,0,0,1,0,0,9,0,0,0,122,25,59,206,0,206,--,380,174,122,206,206,Algún campo sin dato,1,6dcf6271e6dd691c2e2aba61cf2f3efa63b32c7b416ece34af110eceab7ef43c,25/06/2023 23:11:47,ESCANER
6945,"El Progreso",4,"San Agustín Acasaguastlán",3,760,380,2,12,19,2,32,19,0,18,1,1,0,3,2,2,8,0,2,1,124,24,60,208,0,208,--,380,172,124,208,208,Algún campo sin dato,1,69733276f7c65450b2f0b9b3d9048fbd07649b31312db65c372bfd4186881c33,26/06/2023 02:07:02,ESCANER
6946,"El Progreso",4,"San Agustín Acasaguastlán",3,760,380,2,4,30,4,31,17,1,25,0,0,0,3,0,0,6,2,2,2,129,26,56,211,0,211,--,380,169,129,211,211,Algún campo sin dato,1,122d79b992882075d17365fab3d3392cf4b0cb495dd74509cb08b031f5cf4cb8,25/06/2023 23:34:08,ESCANER
6947,"El Progreso",4,"San Agustín Acasaguastlán",3,760,380,2,6,22,4,37,15,1,21,0,2,1,4,1,3,4,0,1,0,124,19,52,195,0,195,--,381,186,124,195,195,Algún campo sin dato,1,82b0dbd9e223418bdce9e3601d528973e840031182bec724a15162041d57097d,26/06/2023 01:03:01,ESCANER
6948,"El Progreso",4,"San Agustín Acasaguastlán",3,760,380,0,12,24,4,30,14,1,19,0,5,1,3,0,0,4,2,2,0,121,21,38,180,0,180,--,381,201,121,180,180,Algún campo sin dato,1,913c47dfe8ee20f89a63c2ae833184e1806d5a5cec4ec90c2784d4c034f6d51e,26/06/2023 00:01:14,ESCANER
6949,"El Progreso",4,"San Agustín Acasaguastlán",3,760,380,2,10,22,6,22,18,0,28,1,0,0,3,0,2,1,0,0,0,115,20,40,175,0,175,--,380,205,115,175,175,Algún campo sin dato,1,13cdbb5dc5f0cdad65aa57fb0535fd92506bf09f51beaa2ec6707991ba90b2c6,26/06/2023 04:28:18,ESCANER
6950,"El Progreso",4,"San Agustín Acasaguastlán",3,760,380,3,6,32,4,26,20,1,27,1,0,0,7,0,2,3,0,1,0,133,13,31,177,0,177,--,381,204,133,177,177,Algún campo sin dato,1,17c7032b1cce2995edd2629e17d9c42384f07962ab4235a0150ccd0a70510569,26/06/2023 01:40:23,ESCANER
6951,"El Progreso",4,"San Agustín Acasaguastlán",3,760,226,1,10,22,3,10,10,0,23,1,0,0,0,2,0,0,0,2,0,84,9,22,115,0,115,--,22,107,84,115,115,Algún campo sin dato,1,9c99ac4cf7485e57cea6ae9c55affcdba5ad2a09aa26c10adbe7a9b7855c23db,25/06/2023 23:42:16,ESCANER
6952,"El Progreso",4,"San Agustín Acasaguastlán",3,760,225,1,9,10,0,16,9,0,9,1,0,0,1,0,0,4,0,1,1,62,8,34,104,0,104,--,225,121,62,104,104,Algún campo sin dato,1,7a6b40e8fd9599793cc2b961d9f6b74d09e2b3b310f83d955483137ea301c0e6,26/06/2023 00:32:36,ESCANER
6953,"El Progreso",4,"San Agustín Acasaguastlán",3,761,380,7,4,21,18,14,43,1,24,0,3,1,16,1,0,11,3,6,0,173,33,31,237,0,237,--,380,143,173,237,237,Algún campo sin dato,1,0c61ba1ce34b64d6f815609ee7ff0cc6575aadb0aa23671f023f68fb42864627,25/06/2023 22:51:18,ESCANER
6954,"El Progreso",4,"San Agustín Acasaguastlán",3,761,380,8,4,19,17,21,48,1,28,0,1,2,14,1,4,2,0,3,2,175,27,29,231,0,231,--,380,149,175,231,231,Algún campo sin dato,1,040ded64e0163bea1bd30afe250d8d6cb51a552cea050c243c4c8a74003cdb32,25/06/2023 23:40:57,ESCANER
6955,"El Progreso",4,"San Agustín Acasaguastlán",3,761,380,9,4,35,9,11,49,0,40,1,2,0,15,1,1,0,3,3,1,184,36,30,250,0,250,--,380,130,184,250,250,Algún campo sin dato,1,43a0153d3ac59309e584bd0292ea7eca9392b3f57e7765a4a738b23c84b5ca9e,26/06/2023 00:54:53,ESCANER
6956,"El Progreso",4,"San Agustín Acasaguastlán",3,761,380,8,4,36,15,15,37,2,33,0,1,1,6,0,2,3,2,5,1,171,26,33,230,0,230,--,380,150,171,230,230,Algún campo sin dato,1,7cbb3d0884cd4d9aad7c40ff4d4715e1436e23ab91fdade56401178aebf17e9d,25/06/2023 23:50:39,ESCANER
6957,"El Progreso",4,"San Agustín Acasaguastlán",3,761,380,8,4,28,12,12,62,1,31,0,1,0,8,1,1,10,2,3,0,184,45,26,255,0,255,--,380,125,184,255,255,Algún campo sin dato,1,62d435c1a4018f3046cbb46ed3d1c9a0eabf98f05771866d0eda2a62df723358,26/06/2023 00:45:35,ESCANER
6958,"El Progreso",4,"San Agustín Acasaguastlán",3,761,380,2,2,24,20,4,54,0,30,1,0,2,11,0,3,0,0,7,0,160,14,22,196,0,196,--,380,184,160,196,196,Algún campo sin dato,1,f8a0de93584199fca685db6389fb056c7ddb648193141653f98065d3ef314dcd,26/06/2023 00:40:31,ESCANER
6959,"El Progreso",4,"San Agustín Acasaguastlán",3,761,380,2,8,19,11,18,50,0,24,0,1,1,13,2,2,4,3,6,1,165,34,27,226,0,226,--,380,154,165,226,226,Algún campo sin dato,1,5fddc63b05322dfd8e1e852d6a5882ab8ac193ac2c4256144a1b9cf0e546cf74,26/06/2023 00:49:21,ESCANER
