TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
346,346,100.0000,346,100.0000,0,126904,83034,65.4305

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,AZUL,VALOR,TODOS,UNE,PODEMOS,PIN,VAMOS,MLP,P A N,PHG,BIEN,URNG-MAIZ WINAQ,CREO,MI FAMILIA,FCN-NACION,CAMBIO,UR,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
6960,"El Progreso",4,"San Agustín Acasaguastlán",3,761,380,5,7,28,12,15,59,1,24,0,2,0,16,1,3,6,4,4,0,187,34,22,243,0,243,--,382,139,187,243,243,Algún campo sin dato,1,1d97a8457fbddd082e4c3f496f6e03b1807e2b07e2dd1e790c750fa4a2a0b1fa,26/06/2023 02:32:04,ESCANER
6961,"El Progreso",4,"San Agustín Acasaguastlán",3,761,380,2,5,23,13,17,58,1,13,0,2,0,14,1,4,2,4,3,0,162,24,35,221,0,221,--,383,162,162,221,221,Algún campo sin dato,1,8a99a763f3264b40ade6bbe82a83616b20c45646372b1903e070e729e010373f,26/06/2023 00:18:47,ESCANER
6962,"El Progreso",4,"San Agustín Acasaguastlán",3,761,380,1,1,20,12,13,30,1,27,0,2,1,13,0,2,2,2,4,1,132,32,23,187,0,187,--,371,184,132,187,187,Algún campo sin dato,1,ca26f575dadd63c16f25ad9e1dbd6f7cf0a029a293c5a3b4116c184529a56e33,25/06/2023 23:14:15,ESCANER
6963,"El Progreso",4,"San Agustín Acasaguastlán",3,761,380,4,4,13,18,8,41,0,20,0,0,1,19,3,0,4,2,6,0,143,33,12,188,0,188,--,381,193,143,188,188,Algún campo sin dato,1,ee8a6fb3a97dbfae9fe2ca212e424afba47f5584dee98e9d3cda446a566d3605,25/06/2023 23:29:06,ESCANER
6964,"El Progreso",4,"San Agustín Acasaguastlán",3,761,380,5,4,25,18,19,67,0,24,0,1,3,13,0,2,2,1,8,0,192,14,14,220,0,220,--,380,160,192,220,220,Algún campo sin dato,1,5123693d42164d72d52240373ad1436ac8b598e21f86ff1475420481ad0bceb7,26/06/2023 01:12:07,ESCANER
6965,"El Progreso",4,"San Agustín Acasaguastlán",3,761,227,3,3,12,13,2,31,0,17,0,0,0,11,0,0,2,0,2,0,96,9,18,123,0,123,--,227,104,96,123,123,Algún campo sin dato,1,ebbc39ec8fdb5fd22c049c2ce4f619b266c1ca2d8a10bb45c458076cafec5ef8,25/06/2023 22:34:24,ESCANER
6966,"El Progreso",4,"San Agustín Acasaguastlán",3,761,227,3,1,11,6,2,32,0,18,0,2,0,9,1,1,1,0,1,0,88,4,9,101,0,101,--,227,126,88,101,101,Algún campo sin dato,1,e00c78145f9766cad51bfb966013ed509c3e71a5241b001341d8f91f802b4d46,25/06/2023 22:40:49,ESCANER
6967,"El Progreso",4,"San Agustín Acasaguastlán",3,762,600,3,8,26,7,14,21,0,26,2,3,1,3,2,1,7,3,3,1,131,33,26,190,0,190,--,601,411,131,190,190,Algún campo sin dato,1,e3c772f33cebb4e3e228f1cb53ff40d5b0a88ec7f464372dc9c9d829dbe77318,25/06/2023 23:08:23,ESCANER
6968,"El Progreso",4,"San Agustín Acasaguastlán",3,762,305,1,6,13,1,7,12,2,4,0,0,0,1,0,2,1,1,3,0,54,8,17,79,0,79,--,305,226,54,79,79,Algún campo sin dato,1,c3e63c15b29b4111e0a85edf45856ab5ab6cad0aa3fccf9b1567b6107c190c88,25/06/2023 21:53:19,ESCANER
6969,"El Progreso",4,"San Agustín Acasaguastlán",3,762,304,0,1,5,0,2,7,0,4,0,0,0,1,0,2,6,1,0,1,30,2,2,34,0,34,--,303,269,30,34,34,Algún campo sin dato,1,32ae6da999e24f4fe6a415f7e6600f80264fd7156269fa6c320be1354a0fecde,25/06/2023 21:30:32,ESCANER
6970,"El Progreso",4,"San Cristóbal Acasaguastlán",4,763,400,20,5,6,7,8,83,0,51,0,2,1,5,7,0,1,2,8,0,206,47,20,273,0,273,--,401,128,206,273,273,Algún campo sin dato,1,bb53ce6b1cf397f2874cea59a1dde5c6c2429dac1cfcb554fbbaf4a141ace92f,25/06/2023 21:36:54,ESCANER
6971,"El Progreso",4,"San Cristóbal Acasaguastlán",4,763,400,33,3,17,14,17,89,0,65,0,0,0,2,3,1,1,0,5,0,250,31,21,302,--,302,--,400,98,250,302,302,Algún campo sin dato,1,7b211967b8f9a2d45af2e2f8394bc8021fc4d7e794dc349a25395c5942ced090,25/06/2023 23:03:56,ESCANER
6972,"El Progreso",4,"San Cristóbal Acasaguastlán",4,763,400,30,8,11,3,4,122,0,42,0,1,1,1,3,2,4,1,8,0,241,42,16,299,0,299,--,401,101,241,299,299,Algún campo sin dato,1,5c33d5ebefc18c499d2bde9e38a62783a92f621cae945ccb12c4f5aba1660572,25/06/2023 21:18:45,ESCANER
6973,"El Progreso",4,"San Cristóbal Acasaguastlán",4,763,400,24,1,13,1,8,104,1,37,0,2,2,8,6,2,1,0,5,0,215,41,11,267,0,267,1,400,133,215,267,267,,1,34ff1c2cedf61f10dd8b1319e36dd0c2b34b0c3649364c32bc1cb7f4360c4084,25/06/2023 22:09:55,ESCANER
6974,"El Progreso",4,"San Cristóbal Acasaguastlán",4,763,400,24,3,5,6,6,109,1,47,1,0,0,1,4,1,3,0,7,2,220,36,18,274,0,274,--,382,108,220,274,274,Algún campo sin dato,1,ca540dee1880ab11a92effcab78184b5a42e9fd3a3c8bf201eab181dfafed9a1,25/06/2023 21:47:09,ESCANER
6975,"El Progreso",4,"San Cristóbal Acasaguastlán",4,763,223,12,0,10,3,8,67,0,27,3,1,0,0,4,0,0,0,1,0,136,19,5,160,1,161,--,223,62,136,160,161,Algún campo sin dato,1,c5c84fa40aacee76bc607953f538a53e92165edf60a6d92227faef5652fca910,25/06/2023 21:44:18,ESCANER
6976,"El Progreso",4,"San Cristóbal Acasaguastlán",4,763,223,17,0,7,1,2,49,0,28,0,1,0,0,2,1,0,0,3,1,112,7,6,125,7,132,--,223,91,112,125,132,Algún campo sin dato,1,cc40a3f842859e3d161ff7b26289b89c1d259d90f537cbe572ec87416e73510d,25/06/2023 21:16:56,ESCANER
6977,"El Progreso",4,"San Cristóbal Acasaguastlán",4,764,380,14,2,4,2,21,56,0,109,0,1,0,3,1,1,3,0,2,2,221,25,25,271,1,272,--,380,108,221,271,272,Algún campo sin dato,1,470cefa9c1ee294651b927c908f42e2ec21be99f9ac98ee993fc0d1e3fac20e5,25/06/2023 23:51:33,ESCANER
6978,"El Progreso",4,"San Cristóbal Acasaguastlán",4,764,380,10,1,6,1,14,61,0,116,0,2,1,2,0,0,6,0,0,0,220,31,38,289,5,294,--,380,86,220,289,294,Algún campo sin dato,1,6c2b99b6f6bdbe92bf2719713bdec96b2e7843bbe8835d6281820b35f0c5dd90,26/06/2023 00:09:03,ESCANER
6979,"El Progreso",4,"San Cristóbal Acasaguastlán",4,764,380,12,5,2,3,11,38,1,136,1,0,0,3,0,1,3,2,0,0,218,24,35,277,3,280,--,381,101,218,277,280,Algún campo sin dato,1,13023a5e74179e4a0c48e852ea95ab13867a5e0ce2859f2c54d22b15ad5207d4,26/06/2023 00:00:09,ESCANER
6980,"El Progreso",4,"San Cristóbal Acasaguastlán",4,764,380,9,0,5,4,17,28,0,164,0,2,1,5,1,3,3,1,1,0,244,40,26,310,5,315,--,380,65,244,310,315,Algún campo sin dato,1,3ae84ee1983719b93dbff943e0d0f55be0212420e0befb016172289a212870fb,26/06/2023 01:59:27,ESCANER
6981,"El Progreso",4,"San Cristóbal Acasaguastlán",4,764,380,13,2,8,1,7,44,1,127,0,0,1,1,2,1,3,0,1,0,212,20,26,258,6,264,--,380,116,212,258,264,Algún campo sin dato,1,23608933a902b138e3505f7bce98be46d1732e15beedc972d9b74efae5ab0c40,26/06/2023 00:30:26,ESCANER
6982,"El Progreso",4,"San Cristóbal Acasaguastlán",4,764,380,12,5,10,2,7,37,0,106,0,2,1,2,1,1,0,0,1,3,190,40,26,256,0,256,--,380,126,190,256,256,Algún campo sin dato,1,470049a63724b7056f5e0a1ff9e9a541a6f1d1b2354aa60c83281834de23b680,25/06/2023 22:52:06,ESCANER
6983,"El Progreso",4,"San Cristóbal Acasaguastlán",4,765,380,19,2,5,0,10,53,1,122,1,3,0,1,2,0,3,1,0,0,223,15,14,252,0,252,--,380,128,223,252,252,Algún campo sin dato,1,cd30cce3abaef1f0f0d06052b8ea7f3e46d5abe53b43ec75b8a89aabe71a6e74,26/06/2023 00:21:30,ESCANER
6984,"El Progreso",4,"San Cristóbal Acasaguastlán",4,765,273,9,3,9,1,8,49,0,85,1,2,1,3,0,0,3,1,3,0,178,7,7,192,5,197,--,270,73,178,192,197,Algún campo sin dato,1,5db3d45a65c960b14554fe98da1cccd7541fd75a1e8cf2faab89e3a4a92fe68d,25/06/2023 23:33:52,ESCANER
6985,"El Progreso",4,"San Cristóbal Acasaguastlán",4,765,272,11,0,4,1,8,34,0,76,0,0,1,3,2,1,1,0,1,0,143,18,10,171,0,171,--,272,101,143,171,171,Algún campo sin dato,1,5f23e5a192fc552a35e819f73d12c1ffb69f0eeeb8b33fcd1cd07db8f1406487,25/06/2023 22:41:56,ESCANER
6986,"El Progreso",4,"San Cristóbal Acasaguastlán",4,766,281,5,0,1,0,3,13,0,14,0,0,0,1,0,1,1,0,1,0,40,9,6,55,0,55,--,281,226,40,55,55,Algún campo sin dato,1,6dee24a5a6453b4150f65dcbd133f7e4c25bd926bf4a618dba8806b5f364b6a1,25/06/2023 21:45:15,ESCANER
6987,"El Progreso",4,"El Jícaro",5,767,400,4,15,8,4,22,10,0,96,8,1,2,7,3,1,0,0,1,1,183,50,29,262,0,262,--,400,138,183,262,262,Algún campo sin dato,1,0081a0ad3b1a4b2a12f576e6e11d8435ac58ef7fdfae254eaf81f15767301322,26/06/2023 00:49:24,ESCANER
6988,"El Progreso",4,"El Jícaro",5,767,400,7,15,8,6,15,13,1,105,3,1,--,1,--,4,2,--,1,2,184,41,31,256,0,256,--,400,144,184,256,256,Algún campo sin dato,1,2c463d7f54043eeae340ebdf08d7aebb3fca7a941ed1815d4ef9ca0810105f09,25/06/2023 23:53:19,ESCANER
6989,"El Progreso",4,"El Jícaro",5,767,400,4,21,12,10,12,8,--,110,3,--,--,2,--,1,--,--,--,1,184,60,21,265,--,265,--,400,135,184,265,265,Algún campo sin dato,1,f956b6493ffcc7f78fe4de4bb46973d9958736f120d36f6f280ff6efd5f700b0,26/06/2023 03:21:30,ESCANER
6990,"El Progreso",4,"El Jícaro",5,768,400,6,21,17,7,16,7,0,114,4,0,2,4,1,1,2,2,5,0,209,40,30,279,0,279,--,404,125,209,279,279,Algún campo sin dato,1,00649259176ec44aeb354b582bb1978c3ef98e25467537677687a7d65fc66a56,26/06/2023 00:30:35,ESCANER
6991,"El Progreso",4,"El Jícaro",5,768,400,5,29,10,4,15,12,0,100,6,1,2,3,1,0,2,0,1,3,194,49,34,277,0,277,--,400,123,194,277,277,Algún campo sin dato,1,6635686671810235587f7463b982a818ec579865a467989e1ede2323791bc56c,26/06/2023 00:17:30,ESCANER
6992,"El Progreso",4,"El Jícaro",5,768,400,3,24,15,2,19,8,0,102,4,0,2,5,0,1,2,2,0,2,191,44,38,273,0,273,--,405,132,191,273,273,Algún campo sin dato,1,864f870c855e96aa6f51d65149eddde5d5540d34f71acff482a446d5304bc901,26/06/2023 01:16:36,ESCANER
6993,"El Progreso",4,"El Jícaro",5,768,400,4,38,5,5,18,17,0,117,4,2,1,7,2,1,4,0,0,1,226,44,36,306,0,306,--,401,95,226,306,306,Algún campo sin dato,1,9253d38c44613d0b078e8b0a6290e602bd8b1d4cde5c2b226a835d6358984c24,26/06/2023 01:17:44,ESCANER
6994,"El Progreso",4,"El Jícaro",5,768,400,2,22,10,7,7,19,0,107,8,0,1,4,1,0,1,0,0,0,189,52,33,274,0,274,--,406,132,189,274,274,Algún campo sin dato,1,771a0bb80f0824eb2b5623b37d753e32712311ca711d3973c00c16a08db7cd72,26/06/2023 02:22:07,ESCANER
6995,"El Progreso",4,"El Jícaro",5,769,400,7,17,10,6,19,18,1,113,7,2,0,4,3,2,2,1,0,0,212,30,21,263,0,263,--,400,137,212,263,263,Algún campo sin dato,1,8ebb70a592d1bbb7373c081a4943f1f656d2f6eb10722cebaf87a78bb1606e3f,25/06/2023 23:01:14,ESCANER
6996,"El Progreso",4,"El Jícaro",5,769,400,2,18,14,5,13,21,0,103,7,0,0,6,3,2,0,0,1,1,196,32,28,256,0,256,--,407,144,196,256,256,Algún campo sin dato,1,56d91b511cd475d3146759425de9489809ad4fa99af430225709493c12f9001a,25/06/2023 23:05:13,ESCANER
6997,"El Progreso",4,"El Jícaro",5,770,400,3,22,8,4,16,21,2,91,6,3,0,5,0,0,1,2,0,0,184,38,19,241,0,241,--,400,159,184,241,241,Algún campo sin dato,1,67882b2f7cf12229d7260bf4191b8aff30a4f07e8de851bc471cf06be800f918,26/06/2023 01:13:00,ESCANER
6998,"El Progreso",4,"El Jícaro",5,770,400,8,20,7,2,10,20,1,99,4,3,0,6,7,3,0,0,1,0,191,47,19,257,0,257,--,401,144,191,257,257,Algún campo sin dato,1,970b92741a9b1b30ab638f3006ea1f4440f9ef7dbdaad8a237a3c750038d887f,26/06/2023 01:00:58,ESCANER
6999,"El Progreso",4,"El Jícaro",5,770,400,8,14,10,12,9,21,--,97,4,1,1,3,2,1,1,1,--,2,187,44,20,251,--,251,--,400,149,187,251,251,Algún campo sin dato,1,aedeaf0cff39e1c10f0667e3bf761c947d4a80acd99cf1c58074bca1b094026b,25/06/2023 23:19:16,ESCANER
7000,"El Progreso",4,"El Jícaro",5,770,400,10,21,11,1,15,19,0,121,7,3,0,2,5,2,1,0,0,0,218,29,8,255,0,255,--,397,142,218,255,255,Algún campo sin dato,1,d05e324b9dcd8495b77fd061f6e495fb6e49be97159b8176092ccf5681d94d81,26/06/2023 00:28:19,ESCANER
7001,"El Progreso",4,"El Jícaro",5,771,400,8,27,8,1,4,19,0,148,3,0,1,5,3,4,1,0,1,0,233,23,9,265,0,265,--,403,138,233,265,265,Algún campo sin dato,1,00e3b53f328ca4380eb1fa021a852c6ca6cc525fc96457a04f25e85b09dd2e1f,25/06/2023 23:57:00,ESCANER
7002,"El Progreso",4,"El Jícaro",5,771,400,4,30,7,6,10,20,1,109,7,2,0,2,6,1,3,0,0,0,208,26,24,258,0,258,--,401,143,208,258,258,Algún campo sin dato,1,3927baffefa7790d62aa69ec3c830bcf759f245aae8d21e0377122d165672236,25/06/2023 23:15:31,ESCANER
7003,"El Progreso",4,"El Jícaro",5,772,310,5,14,10,7,10,22,3,88,6,0,0,5,4,0,0,1,0,0,175,21,15,211,1,212,--,308,96,175,211,212,Algún campo sin dato,1,685f7b727b247a5fea5ccd8fdedc42e965f3f919dd50c3bc90a7e36b37b7eb2f,26/06/2023 00:16:41,ESCANER
7004,"El Progreso",4,"El Jícaro",5,772,309,3,11,5,2,7,6,1,70,3,1,0,2,2,3,1,0,0,0,117,23,10,150,0,150,--,308,158,117,150,150,Algún campo sin dato,1,b868d9dc736d224549d3f85a11680d916ce17067149fa78bb947b22642c01358,25/06/2023 23:35:45,ESCANER
7005,"El Progreso",4,"El Jícaro",5,773,380,2,10,22,2,37,42,0,105,1,2,0,2,1,0,2,3,0,0,231,28,22,281,0,281,--,380,99,231,281,281,Algún campo sin dato,1,2d4365bdbaf384571368a4f42d8da76c1ba328da4969b6af08e7eac7669b37f2,26/06/2023 00:54:34,ESCANER
7006,"El Progreso",4,"El Jícaro",5,773,380,2,8,27,1,34,41,1,88,0,2,0,1,0,0,0,1,0,0,206,31,21,258,2,260,0,380,120,206,258,260,,1,513088679a24780479d976cadc890317d8203cd9bbc8a6e9c09ad31cb58a3b0b,26/06/2023 01:18:48,ESCANER
7007,"El Progreso",4,"El Jícaro",5,773,380,7,18,27,5,21,54,0,91,0,1,0,1,0,5,1,1,3,2,237,22,19,278,0,278,0,380,102,237,278,278,,1,5dc9db25982ca8d2c0aedf1eec2801d929fd290efb9b52fb412bcc4b199e6f2a,26/06/2023 01:27:16,ESCANER
7008,"El Progreso",4,"El Jícaro",5,773,380,3,5,11,3,28,57,0,78,2,0,0,2,2,4,1,0,5,1,202,25,12,239,0,239,0,380,141,202,239,239,,1,1dc46df553392b65b57257f510251626810e410d32ca8ebf7cf731c2eb08af32,26/06/2023 00:00:59,ESCANER
7009,"El Progreso",4,"El Jícaro",5,773,380,6,7,22,0,24,47,1,80,0,2,1,5,0,1,1,2,0,0,199,20,22,241,0,241,--,381,140,199,241,241,Algún campo sin dato,1,6587edef4dea142193eacba4142ba0016010764b4e4eaf456601ee72865cc52d,25/06/2023 22:53:32,ESCANER
7010,"El Progreso",4,"El Jícaro",5,773,249,4,5,18,2,15,53,0,50,0,0,0,0,1,1,0,0,0,0,149,9,4,162,0,162,--,250,88,149,162,162,Algún campo sin dato,1,97bb2c87327bcfab0983fffc07137a7cd1de77245abf8e8b6112ebbeaa810216,25/06/2023 22:00:13,ESCANER
7011,"El Progreso",4,"El Jícaro",5,773,248,4,5,12,2,13,40,2,57,1,0,0,2,0,0,0,0,0,0,138,14,5,157,0,157,0,247,90,138,157,157,,1,8812d7821b191f53f67e9b5d3b741f1f130b89185271398607333ce579665fe6,25/06/2023 23:23:39,ESCANER
7012,"El Progreso",4,"El Jícaro",5,774,566,1,4,7,3,11,6,1,29,3,0,1,2,4,1,0,1,0,1,75,22,8,105,2,107,--,565,458,75,105,107,Algún campo sin dato,1,87236f8affbd6cf7e6bc50befdee6a1eb4b14e94bc0576903cb191649e1f140b,26/06/2023 01:10:17,ESCANER
7013,"El Progreso",4,"Sansare",6,775,400,71,7,16,4,50,24,0,41,4,0,0,4,3,3,1,3,2,0,233,27,13,273,0,273,--,--,--,233,273,273,Algún campo sin dato,1,3576da3c517c0d1a32634b8695ccd9946c2dad52a2a8386e87703732e97dc2c6,26/06/2023 00:28:56,ESCANER
7014,"El Progreso",4,"Sansare",6,775,400,64,2,23,2,38,21,3,55,10,0,1,5,2,5,1,1,3,0,236,37,16,289,1,290,--,400,110,236,289,290,Algún campo sin dato,1,8a0760601f212eeaf6023da43664a2de2780ec571de8a30d2024e03517b67dd0,26/06/2023 00:47:28,ESCANER
7015,"El Progreso",4,"Sansare",6,775,400,74,3,26,4,42,17,0,57,2,0,0,8,1,5,0,3,0,3,239,33,25,297,0,297,--,400,103,245,303,303,Sumas Asentadas sin cuadrar,1,47e4678c5b2ab981ab0e5f22d1d9760c408c6cefab57132086c0cdfe7a1830b6,26/06/2023 01:31:13,ESCANER
7016,"El Progreso",4,"Sansare",6,775,400,86,2,26,2,57,25,0,45,8,2,0,5,2,4,0,0,0,1,265,22,9,296,10,306,--,--,--,265,296,306,Algún campo sin dato,1,9eb9bc66e4f4680c85994fa4af1371eeb83ddf85456b640bd828dea1967e0bba,26/06/2023 00:52:54,ESCANER
7017,"El Progreso",4,"Sansare",6,775,400,83,2,19,4,51,36,0,40,8,0,1,7,1,0,1,0,1,0,254,28,23,305,0,305,--,400,95,254,305,305,Algún campo sin dato,1,704e4fcdd1f86c86713bbd8ac3e4d9ee0d27c33b912c0d6028999db93d81ffb2,26/06/2023 00:20:04,ESCANER
7018,"El Progreso",4,"Sansare",6,775,400,59,3,12,1,62,34,0,58,4,0,0,3,1,1,3,0,0,0,241,31,20,292,1,293,--,399,107,241,292,293,Algún campo sin dato,1,c3a121218594c3738a61df112ee4604723ac3c5c98c45961766e8653aa3a5b61,25/06/2023 23:09:12,ESCANER
7019,"El Progreso",4,"Sansare",6,775,400,108,3,35,4,41,24,0,38,4,0,0,1,0,4,0,1,1,1,265,39,18,322,0,322,--,404,82,265,322,322,Algún campo sin dato,1,5e6a04ff18c7829a1925521ce0cdf06bda3970c347f8c067cbde2d17dbb154a2,26/06/2023 02:44:48,ESCANER
7020,"El Progreso",4,"Sansare",6,775,400,82,3,37,6,64,13,0,52,0,1,0,7,1,4,3,0,0,0,273,33,16,322,0,322,--,400,78,273,322,322,Algún campo sin dato,1,4b841a331fe48dbb85b534f626a61b936c4382ce07953367fb4fca2c48f65cef,25/06/2023 23:33:02,ESCANER
7021,"El Progreso",4,"Sansare",6,775,400,78,2,29,7,58,26,0,57,8,0,0,5,3,3,0,0,0,0,279,27,15,321,0,321,--,413,92,276,318,318,Sumas Asentadas sin cuadrar,1,eb65fe1d114eba8d8dd914ea312278c8d5344cdfe7b960cda9b8f56d48b7e8f6,25/06/2023 23:16:02,ESCANER
7022,"El Progreso",4,"Sansare",6,775,400,81,1,29,1,38,26,0,51,8,2,0,3,4,3,2,0,1,0,250,25,9,284,0,284,--,400,116,250,284,284,Algún campo sin dato,1,92c3f327fcd795df5bd40528bf5213a195fe70444f18ab291e30bb1dc2d2654c,25/06/2023 22:36:24,ESCANER
7023,"El Progreso",4,"Sansare",6,775,400,75,3,24,2,37,18,0,46,10,0,0,4,3,4,1,1,1,0,229,28,16,273,0,273,--,400,127,229,273,273,Algún campo sin dato,1,6ebf93a6ceb6a047685b64f8f1dc2b04a312895f51629c7922880440ac76f412,25/06/2023 23:06:15,ESCANER
7024,"El Progreso",4,"Sansare",6,775,400,69,3,28,0,31,21,0,46,10,0,0,9,3,6,0,0,1,0,227,30,9,266,0,266,--,--,--,227,266,266,Algún campo sin dato,1,a14b7b3ab94777b6ccbca3042d3d404eb63a23bc58e9779794b5f4f95284a8dc,25/06/2023 21:27:11,ESCANER
7025,"El Progreso",4,"Sansare",6,776,400,67,5,19,1,37,32,1,46,10,2,0,9,5,3,2,0,0,0,239,27,11,277,0,277,--,411,134,239,277,277,Algún campo sin dato,1,e70256873eb53e2560fdc7a147f46f9e50464ad9e3eba51aae301f48187304c3,25/06/2023 23:35:57,ESCANER
7026,"El Progreso",4,"Sansare",6,776,400,83,0,29,2,40,22,1,37,9,1,0,3,2,1,2,0,2,0,234,26,13,273,0,273,--,385,112,234,273,273,Algún campo sin dato,1,f3287b43d461475b65b8ba683566cf4a9c02e1cc448a0370288900790bac51e7,25/06/2023 21:26:22,ESCANER
7027,"El Progreso",4,"Sansare",6,776,400,90,5,38,1,30,23,0,54,4,1,0,12,1,4,0,0,0,0,263,20,3,286,4,290,--,400,110,263,286,290,Algún campo sin dato,1,23d6dc0d8b1baa9a51be904637c4cd41c6d00df82b6dc95afd8ad9fe45c392b8,25/06/2023 23:44:56,ESCANER
7028,"El Progreso",4,"Sansare",6,776,400,73,4,19,2,46,19,0,53,6,0,1,6,3,3,0,0,2,2,239,24,3,266,2,268,--,400,132,239,266,268,Algún campo sin dato,1,2a9bb95a1c585b7848936cb79c5012f04a1c95ac206eaec6318fd3a2aa66360f,26/06/2023 00:06:43,ESCANER
7029,"El Progreso",4,"Sansare",6,776,400,98,3,29,3,54,28,0,56,12,0,0,8,0,2,0,1,0,1,295,21,2,318,0,318,--,400,82,295,318,318,Algún campo sin dato,1,19ac63e84649723280d038c7bfdd6a25366ca2e074fa9e4adf8332f064a25ce2,26/06/2023 00:07:18,ESCANER
7030,"El Progreso",4,"Sansare",6,776,262,52,1,19,3,27,19,0,31,7,1,0,5,3,1,0,0,0,0,169,17,3,189,2,191,--,--,--,169,189,191,Algún campo sin dato,1,f586fa09a1bdbc2cc5a8d24e261a7320324e3c1852c1acdec332fe77099a3627,26/06/2023 00:29:36,ESCANER
7031,"El Progreso",4,"Sansare",6,776,261,45,3,14,1,25,8,0,16,5,2,0,4,2,1,1,1,3,0,131,11,4,146,5,151,0,261,110,131,146,151,,1,e5ef92810a16d7aa2ddde930b3eaa048053c35e654799ceac0daeff4aecf5df8,25/06/2023 22:31:10,ESCANER
7032,"El Progreso",4,"Sansare",6,777,380,33,3,20,2,58,6,0,50,3,1,0,4,3,0,2,2,0,0,187,28,26,241,0,241,--,380,139,187,241,241,Algún campo sin dato,1,7961bda5abfa27f05206a298330a3f27833e40ff3240c21b42b9ddb0a882f993,26/06/2023 00:32:17,ESCANER
7033,"El Progreso",4,"Sansare",6,777,380,44,0,30,4,51,7,0,43,5,1,0,3,0,3,2,0,0,0,193,17,25,235,0,235,--,380,145,193,235,235,Algún campo sin dato,1,330ddfabd796939173bd34d40d1ee3193fe53c83b122f68787f38af315a83643,25/06/2023 23:41:05,ESCANER
7034,"El Progreso",4,"Sansare",6,777,240,20,0,15,2,18,10,0,27,3,0,0,1,1,0,0,0,0,0,97,6,8,111,0,111,--,241,130,97,111,111,Algún campo sin dato,1,a58f6f45ad3ccc249699d84850f4f55235806eef32904353aa64f89b1d03c4ed,25/06/2023 21:49:53,ESCANER
7035,"El Progreso",4,"Sansare",6,777,240,23,0,29,3,23,7,0,28,1,0,0,2,2,1,3,0,0,0,122,8,5,135,0,135,--,240,105,122,135,135,Algún campo sin dato,1,d4412ecff2a5463f993018aa5858611864eac510ff20cecf05d21df38bb2151a,25/06/2023 21:12:05,ESCANER
7036,"El Progreso",4,"Sansare",6,778,380,93,1,2,3,26,7,0,112,1,1,0,4,0,1,0,0,0,0,251,13,28,292,0,292,--,380,88,251,292,292,Algún campo sin dato,1,fb07f45f807efe9b6c4209fb9f03da6da7b74a43cea14de2a3044c947fbd27ed,25/06/2023 22:26:33,ESCANER
7037,"El Progreso",4,"Sansare",6,778,332,68,0,8,1,27,8,0,97,0,0,0,1,0,0,1,0,0,0,211,12,28,251,0,251,--,332,81,211,251,251,Algún campo sin dato,1,cc817c22edb22f51bb0622ce2df81a85edbc69b1ef776e781310822d4f7cdde5,25/06/2023 21:35:12,ESCANER
7038,"El Progreso",4,"Sansare",6,778,332,85,0,4,1,16,7,0,99,1,0,0,2,0,0,3,0,0,0,218,17,6,241,0,241,--,331,90,218,241,241,Algún campo sin dato,1,af555baa0b4dbd6e667b5d7aaa6736d69135d84e1ad8a1d12ec2732e3cd72067,25/06/2023 21:59:03,ESCANER
7039,"El Progreso",4,"Sansare",6,779,466,23,0,19,0,13,3,0,10,4,0,0,2,0,2,0,0,0,1,77,13,7,97,0,97,--,466,369,77,97,97,Algún campo sin dato,1,0466c05b28252abed8c329fa8c34003bda620f63b9ac6157438723a2355153ff,25/06/2023 21:16:50,ESCANER
7040,"El Progreso",4,"Sanarate",7,780,400,93,10,15,1,21,5,0,99,0,2,1,3,6,2,3,0,2,1,264,27,4,295,0,295,--,400,105,264,295,295,Algún campo sin dato,1,987997aaec496617d0f07fc39bf6e207e6d27064b61b1515bc56ba14530f69f1,26/06/2023 02:09:43,ESCANER
7041,"El Progreso",4,"Sanarate",7,780,400,70,12,20,1,24,4,1,100,2,0,0,2,8,3,5,0,0,0,252,40,5,297,0,297,--,399,102,252,297,297,Algún campo sin dato,1,5d288c865f81419808fa37ef8866b79e25e88bf49200e065b9d7fed241c01de5,26/06/2023 01:57:24,ESCANER
